	0	1	2	3	4	5	6	7	8	9
84000				[2.3169960484744854, 2.1149004619530336, 2.0209558652145185, 1.0, 0.0]		[2.316889254186535, 2.114772541225937, 2.0211671296059834, 1.0, 0.0]			[2.3184229946270554, 2.1167123226339872, 2.0171067199306836, 1.0, 0.0]	[2.3168537516350733, 2.1146780339582127, 2.021757176768605, 1.0, 0.0]
85000				[2.316997032658932, 2.114899709661551, 2.0209732299738117, 1.0, 0.0]		[2.316893128695615, 2.1147709473063867, 2.021221813892282, 1.0, 0.0]			[2.3184222868585693, 2.1167107196246686, 2.0171156723390062, 1.0, 0.0]	[2.316852844305415, 2.114677415894701, 2.0217542841071383, 1.0, 0.0]
86000				[2.3169962962163435, 2.11489897301504, 2.020973232013035, 1.0, 0.0]		[2.3168935281170606, 2.1147686652687088, 2.0212486284835203, 1.0, 0.0]			[2.318419761213932, 2.1167097247598505, 2.0171003645408154, 1.0, 0.0]	[2.3168523685175475, 2.114677003237106, 2.0217536528044135, 1.0, 0.0]
87000				[2.316997857375393, 2.1148983483705823, 2.0209950900481095, 1.0, 0.0]		[2.316894836981203, 2.114762763304607, 2.0213207367659614, 1.0, 0.0]			[2.318418329810682, 2.1167092313104017, 2.017090985002807, 1.0, 0.0]	[2.316853103564781, 2.114676394582778, 2.0217670898200315, 1.0, 0.0]
88000				[2.3169982774235485, 2.114897642992963, 2.0210063443058575, 1.0, 0.0]		[2.3168954928300307, 2.1147577490809297, 2.0213774374910107, 1.0, 0.0]			[2.3184181400882884, 2.1167087914494056, 2.017093486388827, 1.0, 0.0]	[2.316852373072864, 2.114676025585412, 2.021763474874523, 1.0, 0.0]
89000				[2.3169964289056963, 2.1148963896114488, 2.021000392942474, 1.0, 0.0]		[2.3168915002215917, 2.114755716525852, 2.021357836957397, 1.0, 0.0]			[2.318420789906497, 2.1167064102394795, 2.0171437966701746, 1.0, 0.0]	[2.316852071713877, 2.1146757839188335, 2.0217628779504357, 1.0, 0.0]
90000				[2.316990308844417, 2.1148891711473308, 2.021011376970862, 1.0, 0.0]		[2.3168892729840036, 2.114754640442657, 2.0213463254134636, 1.0, 0.0]			[2.3184204133537665, 2.1167047851498086, 2.01715628203958, 1.0, 0.0]	[2.316852087579119, 2.1146755426459056, 2.021765449332132, 1.0, 0.0]
91000				[2.3169908541235253, 2.114887835533631, 2.021030185898944, 1.0, 0.0]		[2.3168882586339135, 2.1147539910167374, 2.0213426761717592, 1.0, 0.0]			[2.318420703972085, 2.1166998355339657, 2.0172086843811945, 1.0, 0.0]	
92000				[2.316990370411048, 2.114886870413454, 2.021034999975943, 1.0, 0.0]		[2.316888964642312, 2.1147531658453484, 2.021357987969636, 1.0, 0.0]			[2.318418734262594, 2.1166972620873996, 2.0172147217519436, 1.0, 0.0]	
93000				[2.316989713254752, 2.1148863341610684, 2.021033790936835, 1.0, 0.0]		[2.3168880209016667, 2.114752697369964, 2.021353235317027, 1.0, 0.0]			[2.3184213436455288, 2.116696536741562, 2.01724806903967, 1.0, 0.0]	
94000				[2.3169896908761523, 2.1148860853191986, 2.0210360555695375, 1.0, 0.0]		[2.316887651050874, 2.114752359494138, 2.0213529155673564, 1.0, 0.0]			[2.3184189020231956, 2.1166956757940456, 2.0172322622914995, 1.0, 0.0]	
95000				[2.3169900098733995, 2.114885943482347, 2.021040663910527, 1.0, 0.0]		[2.3168876035110424, 2.1147520390031533, 2.021355645078889, 1.0, 0.0]			[2.3184177651143503, 2.116695257476691, 2.017225076376592, 1.0, 0.0]	
96000				[2.31699004138083, 2.114885775237015, 2.021042661438147, 1.0, 0.0]		[2.3168877485949584, 2.114751671721352, 2.021360768736066, 1.0, 0.0]			[2.3184175198771055, 2.1166950608300206, 2.0172245904708497, 1.0, 0.0]	
97000				[2.316989983867412, 2.1148855390182235, 2.0210444484918826, 1.0, 0.0]		[2.3168882599555585, 2.1147486914992775, 2.021395684562812, 1.0, 0.0]			[2.318419076565941, 2.1166946528142643, 2.0172442375167687, 1.0, 0.0]	
98000				[2.3169901195894473, 2.114885123557108, 2.0210499603233947, 1.0, 0.0]		[2.316888059074505, 2.114742731627811, 2.0214532744669382, 1.0, 0.0]			[2.3184238734517186, 2.1166884426133543, 2.017354308383642, 1.0, 0.0]	
99000				[2.3169913161818894, 2.114882177744321, 2.0210913843756817, 1.0, 0.0]		[2.31688574145796, 2.1147414524584316, 2.021442889995284, 1.0, 0.0]			[2.318421183048844, 2.1166862517944685, 2.0173493125437547, 1.0, 0.0]	
100000				[2.3169927877907215, 2.114876074537299, 2.0211671325342246, 1.0, 0.0]		[2.316884473217137, 2.114740731920423, 2.0214374129671424, 1.0, 0.0]			[2.3184186158919733, 2.1166852599971664, 2.0173335589480685, 1.0, 0.0]	
101000				[2.3169892630251274, 2.114870726529072, 2.021185364960555, 1.0, 0.0]		[2.316883776621431, 2.114740290759731, 2.0214348586170017, 1.0, 0.0]			[2.318417417796222, 2.1166847439492353, 2.017326738469864, 1.0, 0.0]	
102000				[2.3169866725187394, 2.114868764555774, 2.0211790796296496, 1.0, 0.0]		[2.3168833874774872, 2.1147399987421394, 2.0214338873534805, 1.0, 0.0]			[2.3184168620128367, 2.116684454804081, 2.0173240720875594, 1.0, 0.0]	
103000				[2.3169850856516714, 2.114867660938085, 2.0211742471358622, 1.0, 0.0]		[2.316883176987406, 2.114739781517764, 2.021433954696419, 1.0, 0.0]			[2.3184165405272825, 2.116684279837623, 2.017322606896596, 1.0, 0.0]	
104000				[2.31698445269486, 2.1148667964065577, 2.0211765628830207, 1.0, 0.0]		[2.316883103754766, 2.114739582729194, 2.021435210255719, 1.0, 0.0]			[2.3184163287791764, 2.11668418313302, 2.0173214564615627, 1.0, 0.0]	
105000				[2.3169845939848446, 2.1148656007465414, 2.0211899323830322, 1.0, 0.0]		[2.3168832099560914, 2.1147393283911224, 2.0214388156496876, 1.0, 0.0]			[2.3184161532020156, 2.11668416841002, 2.0173198479199543, 1.0, 0.0]	
