Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_1_multinomial_train3.36	0.9999999999999946	0.938	0.348	34.8%	0.05	37.598%	0.10031	0.869
RNF168_2_multinomial_train3.44	0.9999999999999957	0.924	0.393	39.3%	0.055	39.854%	0.14635	0.84
EXO1_1_multinomial_train3.37	0.9999999999999951	0.936	0.334	33.4%	0.05	38.65%	0.10061	0.863
RNF168_2_multinomial_train3.45	0.9999999999999954	0.936	0.377	37.7%	0.05	36.676%	0.14553	0.861
RNF168_2_multinomial_train3.46	0.9999999999999956	0.932	0.375	37.5%	0.051	37.316%	0.13418	0.852
RNF168_2_multinomial_train3.47	0.9999999999999952	0.927	0.392	39.2%	0.054	37.587%	0.14242	0.851
RNF168_2_multinomial_train3.48	0.9999999999999958	0.919	0.409	40.9%	0.057	40.254%	0.14813	0.83
RNF168_2_multinomial_train3.49	0.9999999999999958	0.93	0.386	38.6%	0.052	37.852%	0.14143	0.848
RNF168_2_multinomial_train3.50	0.9999999999999956	0.921	0.4	40.0%	0.057	39.281%	0.1434	0.839
EXO1_1_multinomial_train3.38	0.9999999999999946	0.929	0.353	35.3%	0.052	38.764%	0.10574	0.847
RNF168_2_multinomial_train3.51	0.9999999999999956	0.899	0.446	44.6%	0.063	45.543%	0.16466	0.783
RNF168_2_multinomial_train3.52	0.9999999999999951	0.92	0.387	38.7%	0.056	40.786%	0.15171	0.828
EXO1_1_multinomial_train3.39	0.999999999999995	0.94	0.33	33.0%	0.049	37.41%	0.09777	0.872
EXO1_1_multinomial_train3.40	0.9999999999999947	0.923	0.389	38.9%	0.054	42.642%	0.11314	0.831
RNF168_2_multinomial_train3.53	0.9999999999999956	0.935	0.38	38.0%	0.051	35.836%	0.12987	0.865
EXO1_1_multinomial_train3.41	0.999999999999995	0.933	0.366	36.6%	0.051	38.344%	0.10311	0.854
EXO1_1_multinomial_train3.42	0.9999999999999949	0.936	0.372	37.2%	0.05	38.671%	0.11664	0.861
RNF168_2_multinomial_train3.54	0.9999999999999952	0.918	0.424	42.4%	0.058	40.835%	0.17509	0.829
OGG1_2_multinomial_train3	0.9999999999999981	0.988	0.287	28.7%	0.06	15.489%	1.95102	0.987
OGG1_2_multinomial_train3.1	0.999999999999998	0.974	0.347	34.7%	0.087	22.785%	4.96123	0.973
UNG_2_multinomial_train3	0.9999999999999974	0.848	0.701	70.1%	0.111	53.462%	0.45689	0.796
OGG1_2_multinomial_train3.2	0.9999999999999977	0.99	0.29	29.0%	0.056	14.821%	3.06268	0.989
UNG_2_multinomial_train3.1	0.9999999999999976	0.843	0.658	65.8%	0.107	53.992%	0.42563	0.779
OGG1_2_multinomial_train3.3	0.999999999999998	0.994	0.22	22.0%	0.041	10.631%	0.19228	0.994
UNG_2_multinomial_train3.2	0.9999999999999973	0.891	0.614	61.4%	0.098	47.14%	0.34891	0.861
UNG_2_multinomial_train3.3	0.9999999999999974	0.875	0.669	66.9%	0.099	49.576%	0.39269	0.832
UNG_2_multinomial_train3.4	0.9999999999999978	0.877	0.68	68.0%	0.104	48.475%	0.42435	0.84
UNG_2_multinomial_train3.5	0.9999999999999974	0.837	0.697	69.7%	0.12	55.311%	0.46641	0.788
UNG_2_multinomial_train3.6	0.9999999999999976	0.857	0.7	70.0%	0.118	53.839%	0.42879	0.827
UNG_2_multinomial_train3.7	0.9999999999999973	0.883	0.634	63.4%	0.105	47.663%	0.38487	0.852
OGG1_2_multinomial_train3.4	0.9999999999999978	0.986	0.315	31.5%	0.063	16.922%	0.17791	0.985
UNG_2_multinomial_train3.8	0.9999999999999973	0.864	0.713	71.3%	0.112	51.865%	0.41818	0.829
UNG_2_multinomial_train3.9	0.9999999999999978	0.867	0.714	71.4%	0.109	50.826%	0.45346	0.828
UNG_2_multinomial_train3.10	0.9999999999999976	0.863	0.622	62.2%	0.101	50.694%	0.39087	0.811
UNG_2_multinomial_train3.11	0.9999999999999974	0.886	0.669	66.9%	0.099	47.855%	0.37949	0.852
OGG1_2_multinomial_train3.5	0.9999999999999982	0.989	0.27	27.0%	0.059	15.496%	2.56881	0.988
OGG1_2_multinomial_train3.6	0.9999999999999986	0.991	0.273	27.3%	0.056	13.968%	5.60069	0.99
OGG1_2_multinomial_train3.7	0.9999999999999978	0.988	0.309	30.9%	0.067	16.201%	2.31013	0.987
UNG_2_multinomial_train3.12	0.9999999999999977	0.845	0.704	70.4%	0.115	54.596%	0.43642	0.798
OGG1_2_multinomial_train3.8	0.9999999999999982	0.989	0.282	28.2%	0.06	15.197%	3.44435	0.988
UNG_2_multinomial_train3.13	0.9999999999999976	0.856	0.682	68.2%	0.105	52.294%	0.41498	0.803
OGG1_2_multinomial_train3.9	0.9999999999999981	0.989	0.292	29.2%	0.056	14.602%	0.20044	0.988
UNG_2_multinomial_train3.14	0.9999999999999977	0.879	0.646	64.6%	0.096	48.385%	0.3995	0.835
UNG_2_multinomial_train3.15	0.9999999999999976	0.821	0.741	74.1%	0.117	57.482%	0.47823	0.757
OGG1_2_multinomial_train3.10	0.9999999999999983	0.99	0.28	28.0%	0.054	14.441%	0.24213	0.99
UNG_2_multinomial_train3.16	0.999999999999997	0.866	0.708	70.8%	0.114	50.692%	0.43719	0.831
UNG_2_multinomial_train3.17	0.9999999999999974	0.885	0.65	65.0%	0.101	47.067%	0.38519	0.851
UNG_2_multinomial_train3.18	0.9999999999999973	0.883	0.64	64.0%	0.101	47.832%	0.40108	0.848
UNG_2_multinomial_train3.19	0.9999999999999971	0.859	0.727	72.7%	0.117	52.932%	0.44653	0.824
UNG_2_multinomial_train3.20	0.9999999999999976	0.853	0.744	74.4%	0.11	53.217%	0.46091	0.805
UNG_2_multinomial_train3.21	0.9999999999999974	0.864	0.674	67.4%	0.106	50.49%	0.4366	0.819
OGG1_2_multinomial_train3.11	0.9999999999999978	0.987	0.321	32.1%	0.066	16.509%	2.69591	0.986
OGG1_2_multinomial_train3.12	0.9999999999999983	0.98	0.353	35.3%	0.077	19.799%	6.0877	0.979
UNG_2_multinomial_train3.22	0.9999999999999973	0.821	0.768	76.8%	0.128	57.491%	0.48003	0.77
UNG_2_multinomial_train3.23	0.9999999999999973	0.833	0.701	70.1%	0.117	55.603%	0.47424	0.776
OGG1_2_multinomial_train3.13	0.9999999999999982	0.992	0.288	28.8%	0.049	12.677%	0.27513	0.991
OGG1_2_multinomial_train3.14	0.999999999999998	0.985	0.308	30.8%	0.066	17.204%	0.23367	0.984
UNG_2_multinomial_train3.24	0.999999999999997	0.868	0.66	66.0%	0.103	50.251%	0.40914	0.823
OGG1_2_multinomial_train3.15	0.9999999999999981	0.989	0.291	29.1%	0.054	14.688%	0.17721	0.988
OGG1_2_multinomial_train3.16	0.9999999999999978	0.991	0.268	26.8%	0.052	14.126%	0.20445	0.99
OGG1_2_multinomial_train3.17	0.9999999999999983	0.993	0.252	25.2%	0.047	12.284%	0.20302	0.992
OGG1_2_multinomial_train3.18	0.9999999999999981	0.987	0.303	30.3%	0.063	16.555%	2.15164	0.986
OGG1_2_multinomial_train3.19	0.9999999999999982	0.995	0.22	22.0%	0.039	10.285%	1.16724	0.995
UNG_2_multinomial_train3.25	0.9999999999999974	0.867	0.672	67.2%	0.104	50.64%	0.40651	0.824
OGG1_2_multinomial_train3.20	0.9999999999999976	0.987	0.312	31.2%	0.062	16.361%	0.27092	0.986
OGG1_2_multinomial_train3.21	0.999999999999998	0.986	0.311	31.1%	0.066	16.507%	3.04749	0.985
UNG_2_multinomial_train3.26	0.9999999999999973	0.842	0.676	67.6%	0.114	54.278%	0.44608	0.789
OGG1_2_multinomial_train3.22	0.999999999999998	0.991	0.259	25.9%	0.051	13.341%	0.75868	0.991
OGG1_2_multinomial_train3.23	0.9999999999999982	0.99	0.285	28.5%	0.056	13.996%	8.52357	0.99
OGG1_2_multinomial_train3.24	0.9999999999999978	0.988	0.289	28.9%	0.061	15.792%	4.23514	0.987
UNG_2_multinomial_train3.27	0.9999999999999974	0.873	0.675	67.5%	0.104	49.796%	0.40971	0.836
UNG_2_multinomial_train3.28	0.9999999999999973	0.869	0.675	67.5%	0.109	50.988%	0.40295	0.835
UNG_2_multinomial_train3.29	0.9999999999999971	0.857	0.67	67.0%	0.11	52.417%	0.4038	0.813
