Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_dirichlet_train_fold1.47	0.9999999999999953	0.614	0.896	89.6%	0.144	80.349%	0.607	0.341
EXO1_dirichlet_train_fold1.48	0.9999999999999949	0.771	0.696	69.6%	0.096	63.479%	0.38339	0.509
EXO1_dirichlet_train_fold1.49	0.9999999999999956	0.774	0.677	67.7%	0.098	64.023%	0.44773	0.543
RNF168_dirichlet_train_fold1.46	0.9999999999999996	0.783	0.689	68.9%	0.108	62.135%	0.44546	0.643
RNF168_dirichlet_train_fold1.47	0.9999999999999996	0.763	0.723	72.3%	0.097	65.185%	0.46303	0.487
MSH6_dirichlet_train_fold1	0.9999999999999973	0.885	0.576	57.6%	0.093	47.177%	0.303	0.841
MSH6_dirichlet_train_fold1.1	0.9999999999999972	0.846	0.599	59.9%	0.105	53.413%	0.32264	0.782
MSH6_dirichlet_train_fold1.2	0.9999999999999961	0.902	0.53	53.0%	0.097	44.782%	0.27245	0.877
MSH6_dirichlet_train_fold1.3	0.9999999999999972	0.839	0.616	61.6%	0.103	54.406%	0.38863	0.763
MSH6_dirichlet_train_fold1.4	0.999999999999997	0.861	0.62	62.0%	0.1	51.229%	0.35717	0.804
MSH6_dirichlet_train_fold1.5	0.9999999999999963	0.866	0.58	58.0%	0.095	50.284%	0.32443	0.804
MSH6_dirichlet_train_fold1.6	0.9999999999999973	0.868	0.618	61.8%	0.094	49.78%	0.40897	0.807
MSH6_dirichlet_train_fold1.7	0.9999999999999959	0.826	0.715	71.5%	0.116	56.131%	0.44218	0.762
MSH6_dirichlet_train_fold1.8	0.9999999999999959	0.863	0.549	54.9%	0.098	50.572%	0.27666	0.804
MLH1_dirichlet_train_fold1	0.9999999999999966	0.892	0.563	56.3%	0.104	46.94%	0.28553	0.868
PMS2_dirichlet_train_fold1	0.9999999999999966	0.663	0.879	87.9%	0.144	75.084%	0.60408	0.471
MSH6_dirichlet_train_fold1.9	0.9999999999999974	0.877	0.563	56.3%	0.092	48.26%	0.30903	0.824
MSH6_dirichlet_train_fold1.10	0.999999999999996	0.892	0.529	52.9%	0.094	45.711%	0.34269	0.855
PMS1_dirichlet_train_fold1	0.9999999999999974	0.803	0.767	76.7%	0.115	60.281%	0.69653	0.712
MSH6_dirichlet_train_fold1.11	0.9999999999999972	0.782	0.727	72.7%	0.119	62.377%	0.51345	0.676
PMS1_dirichlet_train_fold1.1	0.9999999999999976	0.782	0.807	80.7%	0.138	62.816%	0.76539	0.712
PMS2_dirichlet_train_fold1.1	0.9999999999999968	0.71	0.834	83.4%	0.125	70.34%	0.53622	0.512
PMS2_dirichlet_train_fold1.2	0.999999999999996	0.728	0.801	80.1%	0.112	68.76%	0.52022	0.485
PMS2_dirichlet_train_fold1.3	0.9999999999999966	0.668	0.831	83.1%	0.133	74.36%	0.62456	0.426
MLH1_dirichlet_train_fold1.1	0.9999999999999971	0.853	0.644	64.4%	0.098	52.301%	0.35358	0.783
MSH2_dirichlet_train_fold1	0.9999999999999966	0.871	0.514	51.4%	0.09	48.915%	0.28151	0.807
