Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
MSH6_boot.57	0.9999999999999956	0.981	0.228	22.8%	0.036	19.223%	0.05175	0.974
MSH6_boot.58	0.9999999999999959	0.987	0.193	19.3%	0.029	16.05%	0.04699	0.981
MSH6_boot.59	0.999999999999997	0.981	0.219	21.9%	0.036	19.536%	0.06016	0.972
MSH6_boot.60	0.9999999999999967	0.979	0.244	24.4%	0.04	20.872%	0.08025	0.97
MSH6_boot.61	0.9999999999999961	0.988	0.174	17.4%	0.029	15.792%	0.04304	0.982
MSH6_boot.62	0.9999999999999959	0.985	0.214	21.4%	0.032	17.314%	0.05352	0.978
MSH6_boot.63	0.9999999999999972	0.978	0.221	22.1%	0.038	20.993%	0.0669	0.968
MSH6_boot.64	0.9999999999999962	0.989	0.185	18.5%	0.027	14.704%	0.04625	0.984
MSH6_boot.65	0.9999999999999978	0.991	0.163	16.3%	0.025	13.692%	0.03802	0.987
MSH6_boot.66	0.9999999999999996	0.99	0.176	17.6%	0.028	15.027%	0.04297	0.986
MSH6_boot.67	0.9999999999999996	0.993	0.154	15.4%	0.023	12.357%	0.03768	0.99
MSH6_boot.68	0.9999999999999958	0.986	0.202	20.2%	0.03	16.538%	0.04672	0.98
MSH6_boot.69	0.9999999999999998	0.988	0.175	17.5%	0.029	15.394%	0.04136	0.984
MSH6_boot.70	0.9999999999999993	0.992	0.153	15.3%	0.023	12.684%	0.03528	0.988
MSH6_boot.71	0.9999999999999954	0.991	0.174	17.4%	0.025	13.757%	0.04075	0.987
MSH6_boot.72	0.9999999999999952	0.989	0.176	17.6%	0.027	14.647%	0.03992	0.985
MSH6_boot.73	0.9999999999999981	0.988	0.173	17.3%	0.029	15.688%	0.03421	0.983
MSH6_boot.74	0.9999999999999994	0.991	0.175	17.5%	0.025	13.577%	0.04482	0.986
MSH6_boot.75	0.999999999999998	0.985	0.19	19.0%	0.031	17.147%	0.04294	0.978
MSH6_boot.76	0.9999999999999978	0.989	0.155	15.5%	0.027	14.664%	0.03822	0.985
MSH6_boot.77	0.9999999999999952	0.985	0.179	17.9%	0.031	17.172%	0.03996	0.978
MSH6_boot.78	0.9999999999999998	0.989	0.192	19.2%	0.028	14.773%	0.0511	0.985
MSH6_boot.79	0.9999999999999996	0.99	0.177	17.7%	0.027	14.359%	0.04647	0.986
MSH6_boot.80	0.9999999999999998	0.991	0.163	16.3%	0.026	13.717%	0.04337	0.987
MSH6_boot.81	0.9999999999999993	0.994	0.148	14.8%	0.021	11.644%	0.03982	0.991
MSH6_boot.82	0.9999999999999996	0.994	0.149	14.9%	0.021	11.245%	0.0389	0.991
MSH6_boot.83	0.9999999999999973	0.991	0.161	16.1%	0.024	13.129%	0.03788	0.987
MSH6_boot.84	0.9999999999999954	0.992	0.158	15.8%	0.024	12.943%	0.03047	0.989
MSH6_boot.85	0.9999999999999999	0.993	0.142	14.2%	0.023	11.981%	0.04601	0.99
MSH6_boot.86	0.9999999999999979	0.983	0.202	20.2%	0.034	18.382%	0.04485	0.975
MSH6_boot.87	0.9999999999999954	0.987	0.19	19.0%	0.03	16.095%	0.0459	0.982
MSH6_boot.88	0.9999999999999981	0.991	0.167	16.7%	0.025	13.478%	0.04081	0.987
MSH6_boot.89	0.9999999999999953	0.989	0.166	16.6%	0.027	14.964%	0.03802	0.984
MSH6_boot.90	0.999999999999996	0.987	0.191	19.1%	0.03	16.124%	0.04641	0.981
MSH6_boot.91	0.9999999999999958	0.983	0.196	19.6%	0.034	18.145%	0.04838	0.976
MSH6_boot.92	0.9999999999999998	0.992	0.152	15.2%	0.024	12.487%	0.03632	0.99
MSH6_boot.93	0.9999999999999979	0.987	0.177	17.7%	0.029	16.0%	0.03901	0.981
MSH6_boot.94	0.9999999999999998	0.993	0.141	14.1%	0.023	12.022%	0.03398	0.99
MSH6_boot.95	0.999999999999998	0.992	0.158	15.8%	0.023	12.544%	0.0357	0.989
MSH6_boot.96	0.9999999999999998	0.99	0.181	18.1%	0.027	14.288%	0.04763	0.987
MSH6_boot.97	0.9999999999999981	0.987	0.178	17.8%	0.029	16.18%	0.04086	0.981
MSH6_boot.98	0.9999999999999956	0.992	0.157	15.7%	0.024	12.996%	0.03606	0.988
MSH6_boot.99	0.9999999999999994	0.994	0.149	14.9%	0.021	11.329%	0.03747	0.992
MSH6_boot.100	0.9999999999999952	0.988	0.18	18.0%	0.029	15.491%	0.04393	0.983
MSH6_boot.101	0.9999999999999959	0.992	0.151	15.1%	0.024	13.136%	0.03028	0.988
MSH6_boot.102	0.9999999999999982	0.992	0.144	14.4%	0.023	12.601%	0.03603	0.989
MSH6_boot.103	0.9999999999999996	0.993	0.148	14.8%	0.022	11.787%	0.03747	0.99
