Samples	SBS96A	SBS96B	SBS96C
ATP2B4_5_multinomial_train3.46	1.25E-01	4.20E-02	1.09E-01
ATP2B4_5_multinomial_train3.47	1.26E-01	4.16E-02	1.08E-01
ATP2B4_5_multinomial_train3.48	1.30E-01	4.59E-02	1.11E-01
ATP2B4_5_multinomial_train3.49	1.29E-01	4.68E-02	1.10E-01
ATP2B4_5_multinomial_train3.50	1.54E-01	5.01E-02	1.25E-01
ATP2B4_5_multinomial_train3.51	1.19E-01	4.26E-02	1.02E-01
ATP2B4_5_multinomial_train3.52	1.22E-01	3.22E-02	1.71E-01
ATP2B4_4_multinomial_train3.39	1.24E-01	4.70E-02	1.07E-01
ATP2B4_5_multinomial_train3.53	1.20E-01	4.52E-02	1.03E-01
ATP2B4_4_multinomial_train3.40	1.38E-01	4.75E-02	1.13E-01
ATP2B4_4_multinomial_train3.41	1.34E-01	4.49E-02	1.17E-01
ATP2B4_4_multinomial_train3.42	1.55E-01	5.09E-02	1.28E-01
ATP2B4_4_multinomial_train3.43	1.24E-01	4.54E-02	1.05E-01
PMS2_2_multinomial_train3	3.36E-02	3.09E-02	0.00E+00
PMS1_2_multinomial_train3	9.08E-02	4.93E-02	7.20E-02
PMS1_2_multinomial_train3.1	8.61E-02	3.73E-02	6.47E-02
MLH1_2_multinomial_train3	0.00E+00	1.11E-02	0.00E+00
MSH6_5_multinomial_train3	4.89E-03	1.15E-02	7.69E-47
MSH6_4_multinomial_train3	0.00E+00	1.05E-02	0.00E+00
MLH1_2_multinomial_train3.1	0.00E+00	1.04E-02	0.00E+00
MSH2_1_multinomial_train3	0.00E+00	1.02E-02	0.00E+00
MSH6_6_multinomial_train3	0.00E+00	1.01E-02	0.00E+00
MSH6_4_multinomial_train3.1	2.34E-03	1.09E-02	0.00E+00
MLH1_2_multinomial_train3.2	0.00E+00	1.15E-02	0.00E+00
MSH6_4_multinomial_train3.2	0.00E+00	9.59E-03	0.00E+00
MSH6_5_multinomial_train3.1	5.30E-03	1.18E-02	9.28E-04
MSH6_4_multinomial_train3.3	1.78E-03	1.02E-02	3.14E-90
MSH6_5_multinomial_train3.2	6.14E-03	1.29E-02	2.17E-03
MSH6_4_multinomial_train3.4	4.88E-03	1.15E-02	2.66E-64
MSH2_1_multinomial_train3.1	0.00E+00	1.11E-02	0.00E+00
MSH6_6_multinomial_train3.1	0.00E+00	1.01E-02	1.62E-54
MSH6_5_multinomial_train3.3	3.72E-03	1.11E-02	2.21E-11
PMS2_2_multinomial_train3.1	3.65E-02	3.23E-02	0.00E+00
MSH6_6_multinomial_train3.2	3.03E-132	1.03E-02	1.50E-03
MSH6_4_multinomial_train3.5	3.27E-45	1.06E-02	0.00E+00
MSH6_4_multinomial_train3.6	2.36E-03	1.06E-02	1.73E-110
MSH6_5_multinomial_train3.4	2.89E-03	1.04E-02	1.26E-15
MLH1_2_multinomial_train3.3	0.00E+00	1.15E-02	0.00E+00
MSH6_5_multinomial_train3.5	6.17E-03	1.22E-02	2.03E-03
MSH6_5_multinomial_train3.6	3.58E-03	1.13E-02	1.17E-57
MSH6_4_multinomial_train3.7	1.57E-12	1.03E-02	4.56E-64
MSH2_1_multinomial_train3.2	0.00E+00	1.10E-02	0.00E+00
MLH1_2_multinomial_train3.4	0.00E+00	1.11E-02	0.00E+00
MSH6_5_multinomial_train3.7	1.14E-03	1.04E-02	8.71E-04
PMS1_2_multinomial_train3.2	7.88E-02	3.43E-02	5.55E-02
MSH6_4_multinomial_train3.8	1.36E-48	1.10E-02	0.00E+00
MSH2_1_multinomial_train3.3	0.00E+00	1.05E-02	0.00E+00
MSH6_5_multinomial_train3.8	5.57E-03	1.22E-02	1.83E-03
PMS2_2_multinomial_train3.2	3.73E-02	3.15E-02	1.61E-150
MSH6_6_multinomial_train3.3	5.68E-113	1.04E-02	1.01E-03
MSH6_5_multinomial_train3.9	6.42E-03	1.21E-02	2.19E-03
MSH6_4_multinomial_train3.9	9.69E-11	9.97E-03	1.42E-85
MSH6_5_multinomial_train3.10	6.96E-03	1.26E-02	2.76E-03
MSH2_1_multinomial_train3.4	0.00E+00	1.12E-02	0.00E+00
PMS1_2_multinomial_train3.3	8.05E-02	4.34E-02	6.15E-02
MSH6_6_multinomial_train3.4	2.27E-03	1.02E-02	1.58E-03
MSH6_5_multinomial_train3.11	4.69E-03	1.14E-02	2.54E-86
MSH6_5_multinomial_train3.12	2.71E-03	1.15E-02	0.00E+00
MSH6_4_multinomial_train3.10	3.61E-03	1.13E-02	0.00E+00
MSH6_4_multinomial_train3.11	7.17E-03	1.23E-02	2.40E-03
MSH6_6_multinomial_train3.5	0.00E+00	9.96E-03	4.03E-21
PMS2_2_multinomial_train3.3	3.61E-02	3.14E-02	8.05E-162
MSH6_5_multinomial_train3.13	6.61E-03	1.26E-02	2.48E-03
PMS1_2_multinomial_train3.4	9.37E-02	4.64E-02	6.84E-02
PMS2_2_multinomial_train3.4	3.64E-02	3.10E-02	3.36E-147
PMS2_2_multinomial_train3.5	3.38E-02	3.08E-02	1.44E-138
MSH6_4_multinomial_train3.12	2.94E-03	1.09E-02	0.00E+00
MSH6_4_multinomial_train3.13	7.77E-50	1.07E-02	0.00E+00
MLH1_2_multinomial_train3.5	0.00E+00	1.12E-02	0.00E+00
MSH6_6_multinomial_train3.6	3.83E-101	1.03E-02	8.70E-47
PMS1_2_multinomial_train3.5	7.72E-02	3.65E-02	5.81E-02
MSH6_6_multinomial_train3.7	1.07E-24	1.03E-02	7.67E-04
PMS2_2_multinomial_train3.6	3.45E-02	3.14E-02	2.98E-152
MLH1_2_multinomial_train3.6	0.00E+00	1.08E-02	0.00E+00
MLH1_2_multinomial_train3.7	0.00E+00	1.11E-02	0.00E+00
MSH6_4_multinomial_train3.14	3.70E-48	1.08E-02	0.00E+00
MSH6_4_multinomial_train3.15	4.33E-03	1.18E-02	3.13E-137
MSH2_1_multinomial_train3.5	0.00E+00	1.07E-02	1.03E-122
MSH6_6_multinomial_train3.8	0.00E+00	1.08E-02	0.00E+00
MSH6_5_multinomial_train3.14	3.66E-03	1.18E-02	0.00E+00
MSH6_5_multinomial_train3.15	4.43E-03	1.14E-02	4.16E-129
MLH1_2_multinomial_train3.8	0.00E+00	1.06E-02	0.00E+00
MSH6_5_multinomial_train3.16	3.32E-03	1.15E-02	0.00E+00
PMS1_2_multinomial_train3.6	7.95E-02	3.89E-02	5.89E-02
MSH6_5_multinomial_train3.17	4.48E-03	1.06E-02	8.96E-04
PMS1_2_multinomial_train3.7	7.48E-02	3.68E-02	5.87E-02
MSH6_6_multinomial_train3.9	0.00E+00	1.04E-02	3.30E-162
MLH1_2_multinomial_train3.9	5.80E-53	1.17E-02	0.00E+00
MSH6_4_multinomial_train3.16	2.48E-03	1.07E-02	0.00E+00
MSH6_6_multinomial_train3.10	0.00E+00	1.04E-02	6.79E-04
PMS2_2_multinomial_train3.7	3.40E-02	3.13E-02	0.00E+00
MSH6_6_multinomial_train3.11	7.87E-156	9.71E-03	1.52E-03
MSH6_5_multinomial_train3.18	4.82E-03	1.14E-02	1.98E-43
MSH6_5_multinomial_train3.19	7.23E-03	1.29E-02	2.85E-03
MSH6_5_multinomial_train3.20	5.42E-03	1.15E-02	9.95E-04
MSH2_1_multinomial_train3.6	0.00E+00	1.06E-02	0.00E+00
MLH1_2_multinomial_train3.10	0.00E+00	1.13E-02	0.00E+00
MSH6_5_multinomial_train3.21	5.13E-03	1.14E-02	3.16E-26
MLH1_2_multinomial_train3.11	0.00E+00	1.09E-02	0.00E+00
MSH6_5_multinomial_train3.22	2.14E-03	1.10E-02	3.16E-16
PMS2_2_multinomial_train3.8	3.48E-02	3.24E-02	1.69E-132
MSH6_6_multinomial_train3.12	2.47E-60	1.03E-02	1.20E-08
MSH6_6_multinomial_train3.13	2.65E-38	9.83E-03	1.51E-03
PMS2_2_multinomial_train3.9	3.64E-02	3.14E-02	0.00E+00
MSH2_1_multinomial_train3.7	3.68E-155	1.08E-02	0.00E+00
MSH6_4_multinomial_train3.17	2.30E-03	1.15E-02	0.00E+00
