Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P
BRCA_TCGA-E2-A155	2	4	5	4	12	8	0	0	0	4	7	0	4	12	18	1
BRCA_TCGA-E2-A156	0	0	4	1	0	1	0	0	0	4	3	0	4	4	3	1
BRCA_TCGA-E2-A158	1	0	7	3	0	8	3	3	2	5	7	6	0	6	42	4
BRCA_TCGA-E2-A159	1	3	6	6	9	0	0	0	0	4	6	2	27	120	12	5
BRCA_TCGA-E2-A15A	3	4	6	0	2	2	0	0	2	0	6	6	5	4	18	4
BRCA_TCGA-E2-A15C	0	3	9	2	15	3	0	2	0	0	7	0	4	1	4	0
BRCA_TCGA-E2-A15D	3	4	8	2	0	4	0	0	5	1	2	0	0	1	2	2
BRCA_TCGA-E2-A15E	1	0	9	1	0	0	0	0	5	8	3	0	0	7	6	0
BRCA_TCGA-E2-A15F	0	1	7	1	5	2	0	0	0	2	0	0	5	0	5	0
BRCA_TCGA-E2-A15G	0	0	11	5	0	3	2	0	3	8	7	0	8	5	21	0
BRCA_TCGA-E2-A15H	0	4	4	2	8	0	0	0	0	4	7	0	1	0	3	0
BRCA_TCGA-E2-A15I	1	0	10	1	8	0	0	0	0	0	0	0	10	1	12	0
BRCA_TCGA-E2-A15J	0	5	0	0	7	0	0	0	0	0	3	0	2	0	5	0
BRCA_TCGA-E2-A15K	1	5	8	2	0	2	1	4	1	1	6	0	8	1	13	0
BRCA_TCGA-E2-A15L	0	1	10	2	0	0	1	0	1	6	0	3	2	3	5	0
BRCA_TCGA-E2-A15M	3	8	8	4	16	0	0	1	0	3	13	3	7	29	13	0
BRCA_TCGA-E2-A15O	0	1	8	2	0	2	0	0	0	3	0	0	4	1	11	2
BRCA_TCGA-E2-A15P	0	3	3	1	7	0	0	0	1	2	5	0	2	1	3	0
BRCA_TCGA-E2-A15R	0	0	9	5	13	0	0	0	0	1	7	0	6	2	4	0
BRCA_TCGA-E2-A15S	0	0	7	1	0	4	3	3	9	0	5	4	2	11	14	5
BRCA_TCGA-E2-A15T	0	0	12	2	0	2	0	0	4	1	3	0	2	3	11	0
BRCA_TCGA-E2-A1AZ	1	6	0	11	0	1	0	0	0	9	3	2	0	25	21	0
BRCA_TCGA-E2-A1B0	0	1	6	6	18	0	0	0	8	1	3	0	2	7	6	2
BRCA_TCGA-E2-A1B1	1	0	9	2	2	0	3	0	0	0	0	0	26	23	0	0
BRCA_TCGA-E2-A1B4	0	6	0	3	0	0	0	0	2	0	1	5	10	3	12	0
BRCA_TCGA-E2-A1B5	0	3	3	5	5	0	2	0	2	0	4	0	2	19	0	1
BRCA_TCGA-E2-A1B6	0	5	7	0	0	4	0	0	1	3	0	9	0	4	22	1
BRCA_TCGA-E2-A1BC	0	7	2	0	0	1	3	0	0	4	4	2	1	3	14	0
BRCA_TCGA-E2-A1BD	1	0	9	3	11	1	0	0	0	4	6	4	0	1	3	0
BRCA_TCGA-E2-A1IE	0	0	4	1	5	3	0	1	1	0	3	5	0	0	5	2
BRCA_TCGA-E2-A1IF	0	2	2	1	0	0	0	0	2	5	4	1	0	0	7	0
BRCA_TCGA-E2-A1IG	0	0	9	6	0	1	2	0	3	0	3	5	14	3	11	0
BRCA_TCGA-E2-A1IH	2	5	5	3	0	0	1	0	7	5	5	0	8	30	13	1
BRCA_TCGA-E2-A1II	0	3	5	0	0	0	14	0	0	3	2	0	0	2	5	0
BRCA_TCGA-E2-A1IJ	0	0	6	0	1	2	1	0	0	0	0	3	1	0	3	1
BRCA_TCGA-E2-A1IK	0	1	2	5	0	0	1	0	3	0	0	0	0	1	4	0
BRCA_TCGA-E2-A1IL	1	6	0	3	3	0	0	0	0	3	5	0	1	0	8	1
BRCA_TCGA-E2-A1IN	1	5	6	12	5	5	0	2	0	6	0	1	32	155	16	2
BRCA_TCGA-E2-A1IO	0	0	5	2	0	0	2	0	2	0	0	0	0	1	4	0
BRCA_TCGA-E2-A1IU	0	1	1	6	0	2	0	0	1	0	2	1	1	5	10	1
BRCA_TCGA-E2-A1L6	0	1	0	6	4	3	0	0	0	4	4	0	1	1	4	0
BRCA_TCGA-E2-A1L7	3	0	8	1	0	4	3	0	5	4	3	9	4	4	28	5
BRCA_TCGA-E2-A1L8	0	0	6	0	0	0	1	0	6	0	0	7	7	5	6	0
BRCA_TCGA-E2-A1L9	0	1	2	2	8	2	0	0	0	3	1	4	1	2	2	0
BRCA_TCGA-E2-A1LA	1	1	1	2	23	6	0	0	0	19	8	0	0	11	29	6
BRCA_TCGA-E2-A1LB	3	0	4	3	0	1	2	2	3	0	0	0	15	19	3	0
BRCA_TCGA-E2-A1LG	3	0	6	17	1	2	0	1	0	1	4	6	28	148	0	2
BRCA_TCGA-E2-A1LH	11	0	12	4	10	0	0	10	14	11	11	0	8	63	67	10
BRCA_TCGA-E2-A1LI	0	1	0	2	0	0	0	2	0	2	0	3	1	11	15	0
BRCA_TCGA-E2-A1LK	0	12	16	7	2	0	4	0	0	4	3	0	0	4	1	1
BRCA_TCGA-E2-A1LL	1	5	5	1	1	2	0	0	5	1	8	4	0	6	17	5
BRCA_TCGA-E2-A2P6	1	10	5	16	2	0	0	0	0	4	1	0	68	79	0	0
BRCA_TCGA-E2-A56Z	1	5	10	4	0	3	4	0	11	0	3	1	7	0	10	1
BRCA_TCGA-E2-A570	0	1	5	1	7	0	0	0	1	0	7	0	5	0	2	1
BRCA_TCGA-E2-A572	0	1	9	0	0	0	1	0	6	0	0	0	1	3	8	0
BRCA_TCGA-E2-A573	3	8	4	2	0	6	7	0	7	0	2	8	3	6	14	2
BRCA_TCGA-E2-A574	2	11	10	15	0	0	2	0	4	0	9	7	31	51	12	2
BRCA_TCGA-E2-A576	0	1	16	4	9	8	0	0	0	1	7	7	7	0	9	1
BRCA_TCGA-E2-A9RU	6	12	18	9	4	0	0	0	2	5	8	0	20	12	10	1
BRCA_TCGA-E9-A1N3	3	3	2	0	0	2	0	1	0	4	1	2	0	3	8	2
BRCA_TCGA-E9-A1N4	0	1	5	4	0	2	0	0	0	2	0	0	4	9	7	0
BRCA_TCGA-E9-A1N5	0	3	0	1	0	9	0	0	4	2	0	0	0	12	7	1
BRCA_TCGA-E9-A1N8	3	1	0	5	0	1	0	0	8	2	0	0	0	11	5	0
BRCA_TCGA-E9-A1N9	1	0	6	2	23	0	0	3	0	5	6	4	0	8	8	0
BRCA_TCGA-E9-A1NA	3	1	3	5	16	5	4	3	0	1	5	4	9	19	39	0
BRCA_TCGA-E9-A1NE	6	7	0	0	1	4	0	0	4	0	5	4	2	8	21	0
BRCA_TCGA-E9-A1NF	0	0	5	5	3	3	1	0	0	2	7	0	13	16	6	0
BRCA_TCGA-E9-A1NG	0	0	3	1	3	4	0	0	0	0	4	0	0	1	5	0
BRCA_TCGA-E9-A1NH	1	0	7	1	0	2	0	0	5	4	6	0	0	3	7	1
BRCA_TCGA-E9-A1QZ	0	2	2	1	0	0	0	0	4	0	1	2	0	0	11	0
BRCA_TCGA-E9-A1R0	0	4	7	4	2	0	0	0	0	0	6	0	4	8	0	0
BRCA_TCGA-E9-A1R2	0	2	3	2	0	0	0	0	8	6	10	0	0	15	19	1
BRCA_TCGA-E9-A1R3	0	2	4	2	0	2	0	0	0	5	0	0	2	3	5	0
BRCA_TCGA-E9-A1R4	4	3	2	8	14	1	0	0	0	5	4	5	31	66	10	0
BRCA_TCGA-E9-A1R5	1	0	13	3	0	2	0	0	2	5	0	0	4	4	17	0
BRCA_TCGA-E9-A1R6	3	0	8	5	6	1	0	0	0	3	0	0	3	1	5	1
BRCA_TCGA-E9-A1R7	1	5	0	1	10	4	0	0	0	2	11	0	4	10	12	3
BRCA_TCGA-E9-A1RA	1	0	4	1	0	0	0	0	0	1	4	0	6	3	2	3
BRCA_TCGA-E9-A1RB	0	2	3	1	5	2	0	4	0	6	6	0	0	0	9	0
BRCA_TCGA-E9-A1RC	0	6	9	4	3	0	1	0	1	7	1	4	4	0	15	0
BRCA_TCGA-E9-A1RD	0	2	2	1	2	2	0	0	0	0	2	0	3	6	3	0
BRCA_TCGA-E9-A1RE	0	7	10	4	8	6	2	0	3	2	3	4	7	1	9	0
BRCA_TCGA-E9-A1RF	6	7	14	5	12	7	2	0	0	8	8	14	7	21	59	0
BRCA_TCGA-E9-A1RG	0	1	5	1	0	1	0	1	3	2	1	5	6	7	8	0
BRCA_TCGA-E9-A1RH	3	0	9	5	23	4	2	0	3	2	13	6	7	13	21	0
BRCA_TCGA-E9-A1RI	3	2	4	1	0	1	0	0	2	0	2	0	6	3	5	0
BRCA_TCGA-E9-A226	1	4	3	9	8	0	0	0	0	1	0	0	19	34	0	0
BRCA_TCGA-E9-A227	0	0	0	1	4	0	0	0	0	2	0	0	8	1	3	0
BRCA_TCGA-E9-A228	0	3	9	0	13	0	0	1	0	0	2	4	11	7	0	2
BRCA_TCGA-E9-A229	1	4	3	0	8	0	0	0	0	1	5	0	0	6	1	1
BRCA_TCGA-E9-A22A	0	0	5	1	0	1	1	0	0	1	0	2	5	7	13	0
BRCA_TCGA-E9-A22B	0	6	10	4	0	0	8	0	1	4	7	0	12	8	13	3
BRCA_TCGA-E9-A22D	1	6	11	6	0	1	0	0	0	0	0	0	5	4	6	0
BRCA_TCGA-E9-A22E	3	2	9	2	3	2	4	0	4	3	6	7	12	34	45	8
BRCA_TCGA-E9-A22G	3	0	0	2	21	2	0	4	8	15	11	2	0	9	34	6
BRCA_TCGA-E9-A22H	0	2	7	2	5	0	0	0	0	2	2	0	3	1	2	0
BRCA_TCGA-E9-A243	4	2	6	2	0	8	0	0	6	10	0	0	8	17	25	1
BRCA_TCGA-E9-A244	6	7	15	0	2	9	3	4	0	10	11	0	0	8	43	3
BRCA_TCGA-E9-A245	2	0	0	1	4	2	1	0	0	1	1	0	1	0	9	1
BRCA_TCGA-E9-A247	0	11	11	3	13	1	0	2	0	0	0	1	0	1	4	0
BRCA_TCGA-E9-A248	1	5	4	1	4	0	0	4	0	0	1	0	3	5	0	0
BRCA_TCGA-E9-A249	0	6	4	2	0	0	0	0	0	3	0	1	0	1	8	0
BRCA_TCGA-E9-A24A	3	0	3	2	6	0	0	0	0	2	3	0	0	0	3	0
BRCA_TCGA-E9-A295	7	1	22	4	3	0	0	0	1	0	0	27	0	5	39	0
BRCA_TCGA-E9-A2JS	1	5	14	6	20	0	0	0	0	0	12	9	0	2	19	1
BRCA_TCGA-E9-A2JT	1	0	0	1	0	1	3	0	0	0	0	0	0	22	0	0
BRCA_TCGA-E9-A3HO	0	0	2	2	0	9	1	0	3	6	7	0	3	9	28	2
BRCA_TCGA-E9-A3QA	0	1	0	2	0	2	0	3	0	2	8	0	0	24	20	0
BRCA_TCGA-E9-A3X8	0	2	4	1	2	0	0	0	0	0	10	0	4	6	6	2
BRCA_TCGA-E9-A54Y	1	2	6	3	11	0	0	0	0	3	1	0	14	11	5	1
BRCA_TCGA-E9-A5FK	1	1	5	1	4	5	0	0	0	2	5	0	4	2	8	1
BRCA_TCGA-E9-A5FL	3	9	0	6	6	6	2	1	5	8	12	7	0	25	41	2
BRCA_TCGA-E9-A5UO	0	2	6	1	7	2	0	2	0	1	7	0	0	1	9	0
BRCA_TCGA-E9-A6HE	0	3	2	2	7	0	0	0	0	0	4	0	3	0	0	1
BRCA_TCGA-EW-A1IW	2	0	8	4	14	2	0	0	0	2	15	0	13	58	9	0
BRCA_TCGA-EW-A1IX	1	0	0	1	0	5	0	0	0	2	0	1	8	22	2	0
BRCA_TCGA-EW-A1IY	0	0	0	7	3	0	0	1	3	0	0	1	15	8	0	0
BRCA_TCGA-EW-A1IZ	0	59	90	29	9	60	3	46	56	40	16	4	9	2	8	4
BRCA_TCGA-EW-A1J1	0	3	4	2	1	0	0	2	0	0	1	0	1	0	7	2
BRCA_TCGA-EW-A1J3	0	2	1	0	5	0	0	0	3	0	7	3	9	0	0	0
BRCA_TCGA-EW-A1J5	6	0	2	31	0	0	0	1	0	0	0	0	145	355	0	0
BRCA_TCGA-EW-A1J6	0	0	8	1	0	1	0	0	1	0	5	4	0	3	21	0
BRCA_TCGA-EW-A1OV	0	0	6	10	0	1	0	1	0	0	2	0	39	76	5	0
BRCA_TCGA-EW-A1OX	0	3	1	1	0	1	0	0	0	0	0	0	4	5	6	0
BRCA_TCGA-EW-A1OZ	1	3	11	4	19	1	0	0	0	3	7	5	6	9	1	6
BRCA_TCGA-EW-A1P0	0	0	2	1	0	4	0	1	1	3	2	2	0	1	9	2
BRCA_TCGA-EW-A1P1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
BRCA_TCGA-EW-A1P3	0	0	4	1	5	0	0	0	0	3	6	0	4	0	5	0
BRCA_TCGA-EW-A1P4	1	0	9	3	3	7	0	0	12	1	3	1	0	10	25	2
BRCA_TCGA-EW-A1P5	1	7	4	1	1	0	0	0	0	1	1	0	0	1	3	0
BRCA_TCGA-EW-A1P6	0	1	5	1	0	1	0	0	2	1	1	0	5	0	9	0
BRCA_TCGA-EW-A1P7	0	0	0	0	7	5	0	0	0	0	1	0	0	0	5	1
BRCA_TCGA-EW-A1P8	0	7	0	2	3	1	1	2	0	3	4	1	7	0	8	0
BRCA_TCGA-EW-A1PA	1	4	1	6	0	0	0	5	3	0	2	0	6	4	9	0
BRCA_TCGA-EW-A1PB	7	0	2	3	13	4	4	0	2	0	9	1	18	77	42	0
BRCA_TCGA-EW-A1PD	2	3	0	1	0	7	2	2	6	0	6	9	12	17	24	2
BRCA_TCGA-EW-A1PE	0	5	1	2	4	1	2	0	2	0	0	0	5	5	9	2
BRCA_TCGA-EW-A1PG	0	1	0	4	2	0	0	0	2	1	0	0	1	0	0	0
BRCA_TCGA-EW-A1PH	1	1	8	5	18	0	0	0	0	6	5	0	3	6	8	1
BRCA_TCGA-EW-A2FR	1	0	6	2	8	0	0	0	0	5	4	0	8	10	10	0
BRCA_TCGA-EW-A2FS	1	0	7	0	11	2	3	4	0	5	5	2	5	0	0	0
BRCA_TCGA-EW-A2FV	0	1	2	4	0	2	3	0	0	3	2	0	3	0	12	0
BRCA_TCGA-EW-A2FW	1	2	7	0	6	0	0	0	0	1	2	0	3	2	2	0
BRCA_TCGA-EW-A423	0	10	8	4	0	3	5	0	0	7	14	0	14	16	7	0
BRCA_TCGA-EW-A6S9	1	2	6	2	3	0	0	2	0	3	2	1	3	3	3	0
BRCA_TCGA-EW-A6SA	2	9	10	7	0	15	9	0	2	2	7	9	13	14	24	0
BRCA_TCGA-EW-A6SB	0	2	8	7	15	2	0	4	3	7	7	0	5	5	12	4
BRCA_TCGA-EW-A6SC	0	4	1	0	0	6	0	0	2	5	4	2	5	5	5	0
BRCA_TCGA-EW-A6SD	3	4	6	2	2	0	0	4	2	6	0	0	7	28	4	0
BRCA_TCGA-GI-A2C8	2	9	8	2	7	8	3	3	0	8	7	8	0	24	57	2
BRCA_TCGA-GM-A2D9	11	0	8	34	0	0	1	1	0	3	0	0	214	373	0	0
BRCA_TCGA-GM-A2DA	2	0	10	4	0	6	0	0	0	2	0	0	2	8	11	0
BRCA_TCGA-GM-A2DB	4	3	16	4	0	3	1	3	4	5	8	7	9	10	49	2
BRCA_TCGA-GM-A2DC	0	0	8	1	9	0	0	0	0	1	5	0	1	0	1	1
BRCA_TCGA-GM-A2DD	1	5	2	3	11	5	2	1	2	6	4	6	1	6	11	2
BRCA_TCGA-GM-A2DF	0	4	10	3	0	1	0	2	4	0	12	0	4	7	3	3
BRCA_TCGA-GM-A2DH	7	6	4	9	0	10	1	0	2	4	23	10	0	102	52	2
BRCA_TCGA-GM-A2DI	0	0	2	10	0	0	1	0	0	0	2	0	18	55	3	0
BRCA_TCGA-GM-A2DK	0	0	4	3	4	2	3	2	2	5	3	0	3	3	2	1
BRCA_TCGA-GM-A2DL	4	0	5	3	8	0	2	0	0	0	0	1	7	8	11	0
BRCA_TCGA-GM-A2DM	1	0	1	2	0	1	0	0	5	2	0	1	4	3	6	1
BRCA_TCGA-GM-A2DN	0	0	2	1	3	0	0	0	0	2	1	2	7	0	1	0
BRCA_TCGA-GM-A2DO	3	1	3	25	0	1	0	1	1	0	2	0	53	130	0	0
BRCA_TCGA-GM-A3NW	1	6	10	5	0	0	0	0	0	0	0	0	20	45	5	3
BRCA_TCGA-GM-A3XL	1	2	2	5	20	4	0	0	0	15	8	0	0	46	41	0
BRCA_TCGA-GM-A4E0	0	2	7	3	0	2	0	2	2	0	1	2	1	0	12	0
BRCA_TCGA-GM-A5PV	0	0	4	3	0	0	0	0	5	4	2	4	7	7	10	1
BRCA_TCGA-GM-A5PX	0	1	2	2	12	3	0	0	0	4	5	0	1	7	3	2
BRCA_TCGA-HN-A2NL	1	0	10	2	2	0	1	1	4	8	6	13	0	11	32	0
BRCA_TCGA-HN-A2OB	0	1	4	1	0	2	0	0	1	0	1	0	0	4	3	2
BRCA_TCGA-JL-A3YX	1	4	6	2	0	2	0	4	0	2	1	0	10	16	1	0
BRCA_TCGA-LD-A66U	2	4	4	1	14	9	0	0	2	0	2	0	2	1	3	0
BRCA_TCGA-LD-A74U	0	0	14	24	1	0	0	0	0	2	4	0	113	194	0	0
BRCA_TCGA-LD-A7W5	1	3	12	4	2	7	0	0	1	3	8	2	5	16	0	1
BRCA_TCGA-LD-A7W6	1	5	8	1	0	2	0	0	4	0	3	2	8	2	10	0
BRCA_TCGA-LD-A9QF	0	1	12	3	0	0	0	0	4	0	6	0	2	3	8	0
BRCA_TCGA-LL-A440	0	0	0	1	2	0	0	0	0	0	2	0	0	1	0	0
BRCA_TCGA-LL-A50Y	0	1	11	0	0	5	1	0	7	2	0	2	9	0	5	0
BRCA_TCGA-LL-A5YL	0	1	9	11	8	2	0	0	1	0	5	2	25	24	5	0
BRCA_TCGA-LL-A5YM	0	3	5	1	2	4	0	0	0	1	0	0	10	1	13	0
BRCA_TCGA-LL-A5YN	0	1	6	3	3	4	0	0	3	2	6	0	5	0	6	4
BRCA_TCGA-LL-A5YO	2	5	0	1	0	5	2	0	2	4	1	2	0	16	18	3
BRCA_TCGA-LL-A5YP	4	5	0	2	0	9	0	0	5	3	11	7	10	12	37	0
BRCA_TCGA-LL-A6FP	3	2	1	6	6	4	0	0	1	3	8	0	14	10	16	1
BRCA_TCGA-LL-A6FQ	0	7	13	4	10	0	0	1	0	6	9	0	9	1	9	0
BRCA_TCGA-LL-A6FR	0	0	14	5	2	12	0	0	6	3	1	2	4	3	11	0
BRCA_TCGA-LL-A73Y	3	4	5	14	0	7	3	0	15	4	2	3	0	118	13	2
BRCA_TCGA-LL-A73Z	0	3	8	1	0	10	2	0	0	2	5	0	4	2	10	1
BRCA_TCGA-LL-A740	1	4	4	2	12	6	0	0	7	0	11	0	9	4	8	0
BRCA_TCGA-LL-A7SZ	3	5	11	8	2	5	0	0	0	12	5	1	6	8	6	3
BRCA_TCGA-LL-A7T0	2	10	14	6	1	3	1	0	4	2	0	1	8	9	15	1
BRCA_TCGA-LL-A8F5	3	1	11	4	7	12	7	5	7	20	13	8	15	16	65	6
BRCA_TCGA-LL-A9Q3	0	7	5	5	12	2	0	4	0	1	3	0	7	6	15	1
BRCA_TCGA-OK-A5Q2	0	0	12	8	0	4	0	0	0	3	0	1	3	5	4	3
BRCA_TCGA-OL-A5D6	1	0	11	4	0	2	0	0	3	2	3	0	8	5	16	2
BRCA_TCGA-OL-A5D7	1	1	6	1	13	5	0	0	2	5	7	3	3	13	17	3
BRCA_TCGA-OL-A5D8	0	6	5	1	0	0	3	0	0	2	7	3	0	4	2	6
BRCA_TCGA-OL-A5DA	1	2	5	15	3	4	0	0	2	1	4	0	14	54	7	2
BRCA_TCGA-OL-A5RU	0	5	7	1	7	0	0	0	1	0	5	0	9	0	11	0
BRCA_TCGA-OL-A5RV	0	0	8	1	0	4	0	0	0	0	0	0	0	0	3	1
BRCA_TCGA-OL-A5RW	1	7	0	10	5	12	1	0	8	14	13	8	12	113	45	4
BRCA_TCGA-OL-A5RX	0	5	4	3	5	1	0	0	1	4	0	2	0	3	7	0
BRCA_TCGA-OL-A5RY	0	2	2	0	1	2	0	0	0	2	1	0	0	3	0	0
BRCA_TCGA-OL-A5RZ	4	15	16	9	23	0	2	1	0	1	12	5	9	17	36	2
BRCA_TCGA-OL-A5S0	0	1	8	3	13	3	0	0	0	0	3	0	3	4	4	2
BRCA_TCGA-OL-A66H	0	2	1	0	6	2	0	0	0	3	0	0	3	0	10	0
BRCA_TCGA-OL-A66I	0	4	8	3	0	0	0	3	1	1	3	5	13	2	13	0
BRCA_TCGA-OL-A66J	3	5	12	2	0	0	0	2	3	7	8	0	9	7	8	2
BRCA_TCGA-OL-A66K	0	14	5	1	0	0	0	0	0	2	3	0	9	1	12	0
BRCA_TCGA-OL-A66L	1	3	0	7	12	0	0	0	0	4	4	0	18	45	0	0
BRCA_TCGA-OL-A66N	0	5	15	4	0	2	0	1	2	3	3	2	6	1	13	1
BRCA_TCGA-OL-A66O	0	3	10	1	0	1	3	0	0	4	4	1	0	2	7	2
BRCA_TCGA-OL-A66P	4	4	1	6	20	3	3	0	9	7	8	10	7	2	39	0
BRCA_TCGA-OL-A6VO	3	4	6	1	4	3	0	0	0	3	5	0	1	3	3	2
BRCA_TCGA-OL-A6VQ	3	2	4	5	13	2	0	0	0	2	1	0	15	35	0	0
BRCA_TCGA-OL-A6VR	0	5	1	1	1	2	0	0	1	0	0	1	0	1	4	0
BRCA_TCGA-OL-A97C	1	5	6	1	7	10	3	7	2	3	4	0	6	1	14	0
BRCA_TCGA-PE-A5DC	0	4	9	4	16	5	0	2	3	5	8	10	14	17	49	8
BRCA_TCGA-PE-A5DD	0	2	4	6	14	0	0	0	0	5	6	1	18	26	3	0
BRCA_TCGA-PE-A5DE	2	8	0	72	0	0	0	0	0	0	0	0	220	386	0	1
BRCA_TCGA-PL-A8LV	8	4	6	3	4	6	2	0	6	13	13	6	7	44	31	2
BRCA_TCGA-PL-A8LX	0	3	7	1	5	6	0	2	7	1	3	1	3	0	8	2
BRCA_TCGA-PL-A8LY	0	0	1	0	0	1	0	0	0	3	1	0	0	0	0	1
BRCA_TCGA-PL-A8LZ	0	4	1	6	6	2	0	7	0	7	8	12	27	5	51	0
BRCA_TCGA-S3-A6ZF	1	0	13	0	19	0	0	0	0	0	9	0	0	6	3	1
BRCA_TCGA-S3-A6ZG	0	1	12	10	0	6	0	0	0	6	2	0	5	2	13	3
BRCA_TCGA-S3-A6ZH	2	6	6	4	4	2	0	0	0	0	0	0	6	1	10	4
BRCA_TCGA-S3-AA0Z	4	0	6	2	28	1	2	0	0	5	13	0	0	16	0	0
BRCA_TCGA-S3-AA10	0	1	3	1	15	7	2	0	7	4	14	11	12	22	46	5
BRCA_TCGA-S3-AA11	4	5	0	4	3	4	1	2	4	5	5	4	14	0	41	0
BRCA_TCGA-S3-AA12	0	0	11	3	1	0	1	1	3	2	14	3	4	5	10	2
BRCA_TCGA-S3-AA14	0	3	9	1	0	2	0	0	0	0	0	0	1	6	2	0
BRCA_TCGA-S3-AA15	1	2	2	5	3	0	0	2	0	1	2	0	11	29	0	2
BRCA_TCGA-S3-AA17	0	5	8	7	0	10	7	1	6	13	14	4	0	20	42	4
BRCA_TCGA-UL-AAZ6	4	6	7	4	0	18	3	7	8	4	7	0	6	19	43	4
BRCA_TCGA-UU-A93S	5	24	2	2	0	1	1	5	0	10	20	9	16	16	81	4
BRCA_TCGA-V7-A7HQ	0	2	0	1	12	0	0	0	0	0	3	0	0	5	8	0
BRCA_TCGA-W8-A86G	0	1	9	1	0	4	3	0	4	0	2	0	4	2	5	0
BRCA_TCGA-WT-AB41	0	0	8	4	0	7	0	0	2	1	4	0	16	14	5	1
BRCA_TCGA-WT-AB44	3	11	9	2	0	2	3	0	0	4	5	1	3	0	16	1
BRCA_TCGA-XX-A899	0	0	2	8	0	4	0	0	2	0	3	0	14	22	5	0
BRCA_TCGA-XX-A89A	3	4	12	20	1	0	6	0	0	6	5	1	27	179	1	0
BRCA_TCGA-Z7-A8R5	0	0	16	0	7	5	0	0	0	3	1	1	0	1	0	0
BRCA_TCGA-Z7-A8R6	3	8	4	9	6	4	0	0	1	1	5	0	22	42	0	2
COAD_TCGA-3L-AA1B	5	16	42	19	29	0	0	3	0	2	18	8	4	7	27	0
COAD_TCGA-4N-A93T	7	5	39	11	8	9	3	2	0	10	13	7	0	3	25	1
COAD_TCGA-4T-AA8H	7	29	43	11	11	4	1	7	0	3	43	0	0	4	16	0
COAD_TCGA-5M-AAT4	9	30	45	10	33	0	7	3	0	3	19	9	0	20	46	21
COAD_TCGA-5M-AAT5	8	14	30	5	29	0	0	2	0	1	17	0	0	3	13	2
COAD_TCGA-5M-AAT6	1	467	669	130	283	177	0	121	170	427	38	0	0	0	0	26
COAD_TCGA-5M-AATA	3	20	38	10	1	5	1	0	9	2	13	4	2	1	7	2
COAD_TCGA-5M-AATE	6	21	54	13	1	12	4	3	6	0	18	6	0	15	18	7
COAD_TCGA-A6-2671	3	13	26	4	7	1	6	0	0	2	2	0	4	1	25	0
COAD_TCGA-A6-2674	2	18	40	11	20	0	3	1	0	4	15	8	0	22	21	2
COAD_TCGA-A6-2675	3	23	47	7	19	0	0	0	0	4	9	0	6	7	14	1
COAD_TCGA-A6-2677	4	20	49	21	15	6	5	6	0	5	25	0	0	3	38	2
COAD_TCGA-A6-2681	2	14	45	9	28	0	7	0	0	13	8	15	1	1	32	7
COAD_TCGA-A6-2684	1	20	36	9	26	0	0	2	0	5	24	0	0	10	14	0
COAD_TCGA-A6-2685	1	4	13	4	25	0	0	0	0	3	2	5	3	5	2	0
COAD_TCGA-A6-2686	18	400	522	122	457	343	0	265	0	206	167	0	5	9	0	13
COAD_TCGA-A6-3809	15	215	244	34	176	161	11	121	107	219	38	46	0	0	44	45
COAD_TCGA-A6-3810	4	21	58	15	0	12	2	5	3	10	29	7	10	20	40	14
COAD_TCGA-A6-4105	0	36	42	7	17	0	6	1	2	9	5	22	7	12	50	3
COAD_TCGA-A6-4107	11	15	63	13	51	9	2	5	0	15	29	0	0	8	24	2
COAD_TCGA-A6-5656	3	27	58	12	11	0	0	0	2	5	16	2	0	3	23	2
COAD_TCGA-A6-5657	2	6	41	15	6	1	0	0	0	0	16	17	7	10	38	0
COAD_TCGA-A6-5659	9	20	55	32	87	0	0	2	0	9	34	10	0	6	45	0
COAD_TCGA-A6-5660	3	13	48	11	34	1	1	0	0	13	12	3	0	9	19	0
COAD_TCGA-A6-5661	23	314	371	74	118	250	0	161	0	125	56	0	12	1	50	6
COAD_TCGA-A6-5662	0	11	22	8	0	4	0	0	4	3	3	1	6	4	24	1
COAD_TCGA-A6-5664	4	8	23	2	0	1	6	0	8	7	3	0	0	1	12	3
COAD_TCGA-A6-5665	20	336	408	84	282	149	0	174	388	245	64	21	5	0	10	34
COAD_TCGA-A6-5666	7	12	42	14	0	0	3	6	3	6	0	0	2	4	18	6
COAD_TCGA-A6-5667	0	0	20	6	24	2	1	2	0	0	13	0	7	3	12	0
COAD_TCGA-A6-6137	6	13	43	13	0	8	0	0	6	4	18	0	6	3	37	4
COAD_TCGA-A6-6138	2	11	42	7	7	9	4	0	4	8	36	3	0	3	14	1
COAD_TCGA-A6-6142	0	5	27	4	25	4	8	2	3	3	12	0	5	4	13	2
COAD_TCGA-A6-6648	1	26	16	5	27	0	4	0	0	7	23	0	0	7	1	0
COAD_TCGA-A6-6649	4	22	53	11	0	8	0	6	0	7	7	0	14	7	21	5
COAD_TCGA-A6-6651	2	14	21	3	10	1	2	1	1	10	8	0	0	14	32	2
COAD_TCGA-A6-6652	1	3	27	2	26	9	0	0	0	5	11	5	5	5	5	4
