Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P
STAD_TCGA-CD-5813	7	18	35	9	7	9	2	0	12	20	7	8	13	16	49	11
STAD_TCGA-CD-8524	4	18	43	10	27	7	0	1	0	6	20	3	2	3	33	13
STAD_TCGA-CD-8525	2	9	10	11	0	0	2	1	1	10	5	3	0	22	17	6
STAD_TCGA-CD-8526	1	10	5	4	15	0	0	0	0	1	7	0	0	2	11	1
STAD_TCGA-CD-8527	4	39	53	15	70	6	3	18	0	19	29	0	0	10	24	18
STAD_TCGA-CD-8528	3	8	48	9	9	4	0	3	0	14	15	0	0	1	18	3
STAD_TCGA-CD-8529	12	15	18	12	37	19	10	6	1	25	44	35	23	90	151	7
STAD_TCGA-CD-8530	4	9	18	3	2	0	1	4	5	0	5	0	0	14	16	34
STAD_TCGA-CD-8531	0	29	33	11	25	37	6	4	14	22	36	21	3	7	64	13
STAD_TCGA-CD-8532	1	4	11	4	0	0	0	2	9	0	3	0	5	3	6	2
STAD_TCGA-CD-8533	0	16	50	13	6	0	6	0	2	6	24	0	0	8	23	1
STAD_TCGA-CD-8534	1	10	16	1	12	0	2	0	0	2	4	0	13	7	4	0
STAD_TCGA-CD-8535	3	17	16	15	23	15	27	8	0	9	30	0	37	12	25	97
STAD_TCGA-CD-8536	13	159	253	49	155	86	0	86	25	87	47	0	0	0	0	3
STAD_TCGA-CD-A486	4	22	20	6	0	0	0	1	2	6	11	3	12	3	21	1
STAD_TCGA-CD-A487	5	7	16	9	26	10	12	3	0	3	24	0	7	21	10	62
STAD_TCGA-CD-A489	0	7	10	6	0	1	6	0	1	10	7	6	11	5	19	7
STAD_TCGA-CD-A48A	5	14	33	18	31	5	6	1	10	7	11	5	24	8	32	81
STAD_TCGA-CD-A48C	8	19	28	16	27	0	0	0	0	13	13	9	9	12	44	74
STAD_TCGA-CD-A4MG	12	471	437	102	221	360	5	325	197	361	51	12	26	0	0	18
STAD_TCGA-CD-A4MH	1	9	20	1	15	13	0	0	0	2	9	2	6	6	13	2
STAD_TCGA-CD-A4MI	8	160	208	64	124	170	5	109	38	137	35	18	0	0	18	17
STAD_TCGA-CD-A4MJ	0	107	163	28	106	60	0	67	54	72	25	20	0	1	7	10
STAD_TCGA-CG-4300	4	11	34	9	13	3	2	4	9	4	17	2	4	4	24	19
STAD_TCGA-CG-4301	3	2	11	1	7	3	3	0	0	4	10	0	0	10	10	0
STAD_TCGA-CG-4304	2	5	13	4	0	10	1	2	4	5	3	2	1	16	12	3
STAD_TCGA-CG-4305	11	179	260	56	224	135	0	129	50	168	54	3	8	5	0	29
STAD_TCGA-CG-4306	9	158	397	68	140	109	0	74	30	120	73	0	0	14	0	0
STAD_TCGA-CG-4436	0	11	45	9	14	0	12	2	4	0	14	3	2	13	18	73
STAD_TCGA-CG-4437	12	37	45	19	56	26	8	7	6	43	58	41	12	65	202	12
STAD_TCGA-CG-4438	3	6	25	6	20	12	3	5	2	11	8	0	2	27	38	3
STAD_TCGA-CG-4440	7	19	12	12	0	2	9	3	0	14	5	3	15	17	19	16
STAD_TCGA-CG-4441	3	7	27	14	10	6	0	5	2	1	21	0	0	3	9	27
STAD_TCGA-CG-4442	8	193	273	79	176	168	0	157	301	165	39	0	0	4	0	17
STAD_TCGA-CG-4443	1	8	8	0	0	5	3	0	6	4	10	8	5	20	38	1
STAD_TCGA-CG-4444	2	9	24	8	0	10	3	3	0	0	16	0	13	6	32	104
STAD_TCGA-CG-4449	3	16	6	9	13	2	1	2	8	3	12	0	10	13	7	6
STAD_TCGA-CG-4455	0	0	5	2	0	2	1	0	1	1	16	0	1	4	18	3
STAD_TCGA-CG-4460	14	377	811	202	333	128	0	114	40	98	73	0	0	0	0	11
STAD_TCGA-CG-4462	3	9	32	9	6	0	5	0	0	1	7	0	1	3	9	12
STAD_TCGA-CG-4465	3	111	86	27	88	94	5	80	24	93	27	0	9	1	6	33
STAD_TCGA-CG-4466	4	12	29	9	0	5	22	2	5	0	11	9	6	17	26	91
STAD_TCGA-CG-4469	14	28	41	13	36	4	11	11	0	9	22	1	7	11	27	150
STAD_TCGA-CG-4474	1	13	32	10	8	6	5	4	1	3	7	0	0	8	9	0
STAD_TCGA-CG-4475	0	1	13	4	0	9	6	0	3	6	2	2	8	4	14	1
STAD_TCGA-CG-4476	5	6	23	4	0	9	0	5	10	0	8	6	6	22	39	3
STAD_TCGA-CG-4477	0	2	13	4	3	4	0	2	0	2	2	2	10	4	20	3
STAD_TCGA-CG-5716	1	1	6	3	2	0	0	0	4	0	0	0	0	0	6	1
STAD_TCGA-CG-5717	3	8	3	3	0	5	1	3	8	20	11	11	6	31	43	8
STAD_TCGA-CG-5718	1	8	11	6	18	0	0	0	0	6	16	0	16	5	18	2
STAD_TCGA-CG-5719	0	2	25	5	14	5	2	0	1	1	9	0	8	12	6	0
STAD_TCGA-CG-5720	1	5	17	4	20	0	1	0	0	7	12	0	1	10	21	4
STAD_TCGA-CG-5721	2	281	624	142	493	147	0	174	2871	104	47	21	16	0	0	42
STAD_TCGA-CG-5722	0	6	24	9	0	0	2	4	3	5	15	1	0	9	25	1
STAD_TCGA-CG-5723	11	361	390	94	212	227	6	71	213	158	17	45	39	0	0	29
STAD_TCGA-CG-5724	1	11	28	9	5	7	3	5	2	1	19	0	6	2	15	29
STAD_TCGA-CG-5725	0	3	5	5	6	0	2	1	0	0	5	3	5	0	13	2
STAD_TCGA-CG-5726	6	353	248	102	125	123	0	95	132	132	43	6	22	5	25	11
STAD_TCGA-CG-5727	7	17	41	20	7	2	3	4	2	10	9	8	12	15	40	6
STAD_TCGA-CG-5728	7	254	380	82	193	108	6	109	77	211	67	0	0	11	6	24
STAD_TCGA-CG-5730	6	21	40	15	3	8	0	2	7	5	19	0	28	25	23	0
STAD_TCGA-CG-5732	0	0	15	4	10	5	1	4	1	2	6	0	6	4	16	5
STAD_TCGA-CG-5733	12	164	225	76	178	154	0	93	23	176	72	0	1	0	0	19
STAD_TCGA-CG-5734	1	18	19	9	7	0	5	2	0	10	14	0	6	1	9	11
STAD_TCGA-D7-5577	4	6	20	9	15	6	12	1	0	0	18	1	15	2	24	11
STAD_TCGA-D7-5578	6	19	52	13	57	1	0	1	0	10	20	0	0	31	13	70
STAD_TCGA-D7-5579	4	11	11	13	5	4	16	10	2	12	12	3	0	17	27	27
STAD_TCGA-D7-6518	5	13	19	5	8	4	2	2	0	3	7	0	3	9	15	9
STAD_TCGA-D7-6519	0	1	9	6	0	1	0	4	5	0	7	0	1	5	27	1
STAD_TCGA-D7-6520	3	7	11	4	14	0	2	2	0	4	10	0	0	10	5	4
STAD_TCGA-D7-6521	0	10	17	14	4	5	0	0	0	1	8	1	8	10	10	0
STAD_TCGA-D7-6522	2	4	19	2	0	5	0	0	0	2	0	8	2	3	11	8
STAD_TCGA-D7-6524	4	8	32	14	8	3	1	0	5	0	7	9	0	1	32	0
STAD_TCGA-D7-6525	13	19	18	11	5	0	1	6	3	6	18	0	7	15	36	43
STAD_TCGA-D7-6526	5	12	24	11	24	5	9	0	0	15	16	5	22	18	46	56
STAD_TCGA-D7-6527	2	18	27	6	0	2	27	1	1	8	8	5	8	22	22	110
STAD_TCGA-D7-6528	8	29	15	12	9	6	48	2	4	14	37	8	12	37	30	151
STAD_TCGA-D7-6815	2	18	30	6	63	0	0	1	0	1	28	0	3	4	12	3
STAD_TCGA-D7-6817	0	8	18	2	24	6	0	2	1	4	5	2	4	1	19	9
STAD_TCGA-D7-6818	1	12	12	1	15	3	9	0	1	10	6	3	16	0	4	99
STAD_TCGA-D7-6820	0	4	20	4	0	8	6	0	2	10	13	0	5	20	28	1
STAD_TCGA-D7-6822	4	12	22	10	18	1	32	0	5	24	17	3	13	16	17	113
STAD_TCGA-D7-8570	1	12	24	7	29	3	0	0	0	2	22	0	0	16	33	5
STAD_TCGA-D7-8572	4	7	24	14	25	14	4	0	0	0	21	16	18	9	57	9
STAD_TCGA-D7-8573	0	8	20	8	20	2	1	1	0	11	13	0	0	5	10	6
STAD_TCGA-D7-8574	1	2	15	0	5	1	0	2	0	2	7	0	0	0	12	2
STAD_TCGA-D7-8575	3	3	11	5	3	2	0	0	1	3	12	0	0	3	11	0
STAD_TCGA-D7-8576	0	10	15	4	14	1	0	1	1	3	8	6	2	4	2	0
STAD_TCGA-D7-8578	0	11	11	4	22	0	1	0	0	2	13	0	0	0	3	0
STAD_TCGA-D7-8579	3	18	23	8	12	0	1	0	4	8	8	0	0	2	6	50
STAD_TCGA-D7-A4YT	6	20	20	12	0	14	7	15	10	16	30	6	21	43	131	13
STAD_TCGA-D7-A4YU	1	19	43	17	26	2	6	5	2	6	22	10	9	12	47	58
STAD_TCGA-D7-A4YV	8	195	285	64	144	95	0	78	0	69	42	0	0	3	0	17
STAD_TCGA-D7-A4YX	1	6	30	7	30	0	0	0	0	0	7	0	1	7	11	0
STAD_TCGA-D7-A4YY	5	84	98	26	66	54	4	42	7	41	30	4	11	0	18	60
STAD_TCGA-D7-A4Z0	4	19	20	4	0	3	20	0	0	1	2	2	5	3	0	283
STAD_TCGA-D7-A6ET	0	0	8	2	3	3	1	0	0	2	6	0	2	2	5	0
STAD_TCGA-D7-A6EV	1	20	44	13	20	0	1	12	2	7	23	5	0	13	19	24
STAD_TCGA-D7-A6EX	2	10	16	14	25	11	0	2	0	0	6	10	9	8	29	11
STAD_TCGA-D7-A6EY	6	254	291	49	169	66	16	84	148	290	41	16	1	4	29	97
STAD_TCGA-D7-A6EZ	0	21	12	10	12	10	1	4	10	19	21	14	9	44	106	21
STAD_TCGA-D7-A6F0	5	22	9	11	35	0	3	2	0	8	17	0	4	18	15	8
STAD_TCGA-D7-A6F2	0	3	27	4	2	5	4	1	3	2	0	0	3	4	31	1
STAD_TCGA-D7-A747	0	4	11	5	8	3	0	0	0	0	18	0	1	8	10	58
STAD_TCGA-D7-A748	1	8	7	4	15	0	2	0	0	3	4	0	1	0	1	5
STAD_TCGA-D7-A74A	3	3	33	12	42	0	0	0	0	0	17	0	9	67	6	3
STAD_TCGA-D7-A74B	1	0	12	3	0	0	0	1	1	7	5	2	7	0	0	3
STAD_TCGA-EQ-5647	1	7	15	8	0	0	1	0	7	0	0	5	19	10	29	8
STAD_TCGA-EQ-8122	2	21	32	14	28	16	4	1	0	4	28	8	19	19	21	11
STAD_TCGA-EQ-A4SO	1	9	1	5	34	11	0	1	2	14	13	5	0	32	71	6
STAD_TCGA-F1-6177	1	219	375	76	324	96	0	94	0	141	59	0	0	0	0	10
STAD_TCGA-F1-6874	10	125	221	56	156	111	0	119	27	57	76	14	0	5	0	14
STAD_TCGA-F1-6875	0	1	28	8	17	2	5	1	0	9	11	4	6	6	11	6
STAD_TCGA-F1-A448	1	121	193	32	0	71	1	48	41	116	16	5	3	0	8	12
STAD_TCGA-F1-A72C	1	8	12	2	14	0	0	0	0	0	7	0	2	2	7	6
STAD_TCGA-FP-7735	1	0	16	5	0	3	0	2	0	3	1	1	13	12	14	0
STAD_TCGA-FP-7829	21	25	44	13	29	7	0	6	0	10	33	4	16	2	75	21
STAD_TCGA-FP-7916	4	17	28	7	22	0	0	6	0	3	8	0	0	8	20	2
STAD_TCGA-FP-7998	3	9	13	6	4	0	0	3	4	0	12	0	0	11	12	4
STAD_TCGA-FP-8099	7	20	40	22	12	12	4	0	0	9	15	10	7	7	7	1
STAD_TCGA-FP-8209	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAD_TCGA-FP-8210	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0
STAD_TCGA-FP-8211	5	7	0	2	4	9	0	2	4	7	8	3	1	13	46	5
STAD_TCGA-FP-8631	4	3	5	7	14	11	9	2	0	4	16	1	0	16	22	6
STAD_TCGA-FP-A4BE	6	254	519	92	251	96	0	163	18	169	47	0	0	0	0	26
STAD_TCGA-FP-A4BF	4	23	23	6	2	0	8	0	2	3	10	9	9	3	14	6
STAD_TCGA-FP-A8CX	0	5	16	10	14	0	0	7	5	0	14	0	0	7	25	11
STAD_TCGA-FP-A9TM	2	18	47	7	13	4	0	1	0	10	29	10	6	10	51	0
STAD_TCGA-HF-7131	0	1	10	0	0	4	3	0	4	1	5	5	12	30	19	21
STAD_TCGA-HF-7132	10	292	339	79	169	85	2	131	20	152	82	0	0	3	0	16
STAD_TCGA-HF-7133	0	10	19	2	5	5	0	3	0	3	11	1	7	5	16	2
STAD_TCGA-HF-7134	8	16	54	13	33	0	9	4	0	4	21	11	33	7	52	90
STAD_TCGA-HF-7136	0	16	11	5	15	0	2	1	0	0	3	7	0	5	28	3
STAD_TCGA-HF-A5NB	7	269	343	65	246	127	0	83	108	220	57	0	0	0	0	31
STAD_TCGA-HJ-7597	4	118	320	49	58	91	0	57	59	89	25	0	4	0	0	2
STAD_TCGA-HU-8238	1	13	21	13	43	0	0	5	0	1	14	1	7	17	21	45
STAD_TCGA-HU-8243	1	13	44	10	23	1	2	0	0	11	5	3	11	11	24	2
STAD_TCGA-HU-8244	0	4	65	10	24	3	0	0	0	5	11	4	9	4	19	7
STAD_TCGA-HU-8245	1	9	15	3	0	6	2	0	4	12	0	9	3	2	7	4
STAD_TCGA-HU-8249	4	23	39	11	25	1	9	6	0	6	20	0	3	12	15	1
STAD_TCGA-HU-8602	0	277	492	112	189	93	0	160	87	275	65	0	0	0	0	11
STAD_TCGA-HU-8604	11	26	42	19	40	4	0	3	0	3	22	6	4	5	35	38
STAD_TCGA-HU-8608	1	15	11	6	23	0	0	3	1	5	7	5	7	8	12	1
STAD_TCGA-HU-8610	3	14	12	8	0	1	2	0	0	2	4	0	3	5	9	6
STAD_TCGA-HU-A4G2	3	2	11	6	17	0	0	2	1	0	7	0	3	0	11	0
STAD_TCGA-HU-A4G3	1	10	31	10	0	8	6	1	0	12	14	2	12	0	12	7
STAD_TCGA-HU-A4G6	1	9	16	7	27	0	2	2	0	2	10	0	5	0	11	4
STAD_TCGA-HU-A4G8	6	254	430	89	233	143	1	80	128	171	72	0	0	8	0	6
STAD_TCGA-HU-A4G9	4	117	233	52	96	84	0	42	16	161	24	0	6	0	0	16
STAD_TCGA-HU-A4GC	0	27	47	15	0	3	7	0	4	5	6	17	6	5	11	17
STAD_TCGA-HU-A4GD	1	0	28	0	12	6	1	0	0	8	0	3	7	16	22	3
STAD_TCGA-HU-A4GF	1	26	20	10	11	3	10	4	4	8	12	0	5	7	27	21
STAD_TCGA-HU-A4GH	3	19	4	6	36	4	66	4	11	27	9	0	13	16	0	741
STAD_TCGA-HU-A4GJ	1	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0
STAD_TCGA-HU-A4GN	4	235	310	70	136	128	0	132	41	137	61	0	15	0	12	18
STAD_TCGA-HU-A4GP	9	29	36	14	36	4	0	0	0	12	18	23	4	10	58	10
STAD_TCGA-HU-A4GQ	12	289	587	104	420	127	0	159	0	217	92	0	0	0	0	23
STAD_TCGA-HU-A4GT	7	229	305	56	165	117	0	119	116	289	26	23	9	0	0	25
STAD_TCGA-HU-A4GU	20	809	116	32	105	108	0	157	17	71	0	117	24	12	47	91
STAD_TCGA-HU-A4GX	8	205	403	86	122	143	0	110	77	117	52	6	0	0	0	0
STAD_TCGA-HU-A4GY	3	7	26	0	10	0	0	2	0	1	13	0	3	0	11	3
STAD_TCGA-HU-A4H0	6	9	49	8	9	11	6	0	10	11	32	18	4	5	33	5
STAD_TCGA-HU-A4H2	0	23	40	10	16	5	1	5	0	14	21	12	10	3	40	28
STAD_TCGA-HU-A4H3	12	149	203	44	142	107	0	99	24	112	63	0	0	3	0	25
STAD_TCGA-HU-A4H4	4	79	90	16	64	41	3	51	180	90	16	31	0	9	29	64
STAD_TCGA-HU-A4H5	5	12	13	9	33	26	0	0	0	21	26	28	11	15	119	10
STAD_TCGA-HU-A4H6	0	12	47	11	0	8	3	2	3	6	20	0	0	5	22	9
STAD_TCGA-HU-A4H8	1	270	398	59	183	104	0	109	0	78	70	0	0	5	0	11
STAD_TCGA-HU-A4HB	0	0	1	0	6	0	2	0	0	0	2	0	0	0	0	2
STAD_TCGA-HU-A4HD	6	12	27	10	20	7	3	1	13	0	14	11	20	18	50	14
STAD_TCGA-IN-7806	3	1	23	2	10	4	0	0	5	0	8	1	8	6	16	2
STAD_TCGA-IN-7808	7	19	26	10	6	0	0	6	0	1	19	0	2	4	17	14
STAD_TCGA-IN-8462	1	14	20	5	21	0	1	8	0	8	11	1	1	11	33	8
STAD_TCGA-IN-8663	1	18	27	8	6	2	7	1	1	4	38	2	2	10	38	63
STAD_TCGA-IN-A6RI	0	8	18	0	7	1	6	0	9	4	24	0	2	3	9	39
STAD_TCGA-IN-A6RJ	0	6	22	7	5	8	3	3	6	4	19	10	0	8	18	48
STAD_TCGA-IN-A6RL	64	19	10	8	41	25	57	24	30	50	25	17	6	31	119	38
STAD_TCGA-IN-A6RN	3	1	16	8	9	13	3	5	2	3	11	4	6	22	39	10
STAD_TCGA-IN-A6RO	15	17	33	24	21	5	1	20	0	3	42	0	0	50	102	29
STAD_TCGA-IN-A6RP	3	26	38	15	17	0	1	4	0	5	14	2	13	27	28	9
STAD_TCGA-IN-A6RR	3	11	29	7	21	1	0	12	3	1	31	0	25	3	18	32
STAD_TCGA-IN-A6RS	3	22	27	6	0	7	1	0	0	5	22	5	11	4	17	2
STAD_TCGA-IN-A7NR	1	13	13	5	2	5	3	1	0	2	12	5	4	0	4	43
STAD_TCGA-IN-A7NT	1	18	15	4	0	6	7	0	1	9	16	5	0	16	13	25
STAD_TCGA-IN-A7NU	3	9	22	5	0	7	1	0	10	0	14	0	5	0	20	21
STAD_TCGA-IN-AB1V	1	9	10	5	0	5	0	2	4	0	12	0	7	2	16	2
STAD_TCGA-IN-AB1X	4	3	20	9	10	6	7	7	0	5	15	5	10	4	16	20
STAD_TCGA-IP-7968	1	10	39	7	22	6	0	3	0	2	10	2	0	7	14	10
STAD_TCGA-KB-A6F5	2	11	16	5	6	0	0	0	2	3	27	0	0	4	6	1
STAD_TCGA-KB-A6F7	0	6	13	3	1	10	3	6	1	5	6	10	0	8	46	6
STAD_TCGA-KB-A93G	1	11	10	9	16	0	0	0	0	2	28	8	0	14	28	0
STAD_TCGA-KB-A93H	1	31	33	18	39	4	10	6	5	6	38	0	9	9	33	42
STAD_TCGA-KB-A93J	3	9	8	3	1	1	3	3	3	1	6	6	0	3	3	2
STAD_TCGA-MX-A5UG	0	10	11	7	9	1	1	2	0	0	0	0	9	3	3	0
STAD_TCGA-MX-A5UJ	2	264	414	92	328	117	0	77	0	137	86	0	0	0	0	17
STAD_TCGA-MX-A663	3	14	11	8	0	8	0	0	2	0	4	2	6	16	30	2
STAD_TCGA-MX-A666	6	6	16	8	0	6	5	2	2	1	18	2	10	18	32	9
STAD_TCGA-R5-A7O7	0	12	23	10	16	3	1	0	2	4	17	16	2	13	22	10
STAD_TCGA-R5-A7ZE	5	21	25	15	0	1	4	0	5	0	36	2	5	11	34	37
STAD_TCGA-R5-A7ZF	0	10	17	6	21	9	0	0	0	6	6	1	5	0	4	0
STAD_TCGA-R5-A7ZI	10	171	212	62	73	91	4	70	67	121	18	8	0	12	1	12
STAD_TCGA-R5-A7ZR	3	4	16	7	21	1	0	0	0	5	4	0	6	3	17	3
STAD_TCGA-R5-A804	3	4	22	4	4	1	0	2	0	3	0	1	5	4	31	9
STAD_TCGA-R5-A805	1	3	25	4	0	1	2	2	2	0	6	0	3	10	10	89
STAD_TCGA-RD-A7BS	4	4	13	3	16	3	4	3	0	2	6	0	5	7	0	1
STAD_TCGA-RD-A7BT	1	11	10	7	8	6	3	0	0	0	17	0	8	16	47	149
STAD_TCGA-RD-A7BW	3	0	23	6	7	7	1	1	8	0	0	0	1	11	19	3
STAD_TCGA-RD-A7C1	5	20	84	16	54	0	0	1	5	7	35	3	7	15	37	48
STAD_TCGA-RD-A8MV	1	20	8	9	0	0	3	0	3	4	5	0	3	3	17	9
STAD_TCGA-RD-A8MW	2	11	6	2	14	0	0	2	0	0	9	0	1	12	24	10
STAD_TCGA-RD-A8N0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STAD_TCGA-RD-A8N1	1	0	1	5	15	7	7	2	10	9	9	11	5	14	27	7
STAD_TCGA-RD-A8N2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
STAD_TCGA-RD-A8N4	0	2	0	0	1	1	0	0	0	0	0	0	0	5	0	0
STAD_TCGA-RD-A8N5	0	2	12	5	2	0	0	0	0	2	3	4	1	0	9	3
STAD_TCGA-RD-A8N6	1	15	51	14	5	0	0	0	13	14	11	2	7	19	39	2
STAD_TCGA-RD-A8N9	4	12	36	11	0	9	8	0	1	6	15	2	2	2	38	11
STAD_TCGA-RD-A8NB	13	101	146	40	141	65	0	75	19	70	49	0	0	0	0	14
STAD_TCGA-SW-A7EA	0	85	115	31	146	68	0	46	28	68	39	10	9	10	0	32
STAD_TCGA-SW-A7EB	4	25	9	10	0	0	0	0	0	6	14	1	1	29	76	3
STAD_TCGA-VQ-A8DL	0	10	7	2	0	7	1	2	3	0	2	10	0	5	14	5
STAD_TCGA-VQ-A8DT	4	12	30	14	40	0	3	4	0	1	18	8	18	1	31	47
STAD_TCGA-VQ-A8DU	1	9	31	5	13	0	6	4	2	6	4	0	15	2	14	62
STAD_TCGA-VQ-A8DV	1	2	14	5	17	0	4	2	0	1	18	0	0	2	7	4
STAD_TCGA-VQ-A8DZ	2	7	10	3	0	0	6	2	0	16	5	10	9	6	24	7
STAD_TCGA-VQ-A8E0	6	4	15	6	2	11	0	0	3	5	3	4	10	8	36	10
STAD_TCGA-VQ-A8E2	0	16	24	2	15	7	3	2	0	8	19	0	5	7	13	26
STAD_TCGA-VQ-A8E3	3	109	186	28	36	74	0	73	75	155	16	0	0	9	17	18
STAD_TCGA-VQ-A8E7	7	20	36	7	10	6	2	1	0	6	2	0	0	7	27	9
STAD_TCGA-VQ-A8P2	420	1431	1362	484	1428	913	0	1003	0	155	896	424	413	0	0	6
STAD_TCGA-VQ-A8P3	2	12	27	7	0	2	0	0	18	0	4	10	2	4	14	259
STAD_TCGA-VQ-A8P5	2	40	40	8	13	0	14	8	7	0	0	6	26	22	9	67
STAD_TCGA-VQ-A8P8	1	18	41	7	0	0	2	0	0	2	12	0	0	8	35	4
STAD_TCGA-VQ-A8PB	5	115	223	64	209	83	0	48	0	97	45	0	0	0	0	0
STAD_TCGA-VQ-A8PC	1	8	11	6	24	5	5	7	4	3	5	6	13	3	12	47
STAD_TCGA-VQ-A8PD	3	18	32	7	0	5	0	0	0	4	6	2	1	4	10	12
STAD_TCGA-VQ-A8PE	5	5	36	4	11	5	2	0	2	2	20	7	0	24	22	8
STAD_TCGA-VQ-A8PF	0	13	26	10	0	5	9	1	0	5	9	3	12	1	18	23
STAD_TCGA-VQ-A8PH	3	9	4	5	55	1	0	0	0	21	22	8	1	21	77	14
STAD_TCGA-VQ-A8PJ	3	8	9	9	15	8	11	1	3	7	14	4	4	14	11	65
STAD_TCGA-VQ-A8PK	3	8	1	6	0	3	9	0	4	0	3	1	10	9	16	43
STAD_TCGA-VQ-A8PM	2	8	9	1	0	3	12	0	1	2	3	0	8	0	1	16
STAD_TCGA-VQ-A8PO	0	98	141	24	92	92	0	93	63	217	13	26	18	1	0	24
STAD_TCGA-VQ-A8PP	14	245	273	51	220	145	0	103	172	241	72	0	4	0	0	28
STAD_TCGA-VQ-A8PQ	0	0	7	0	0	0	0	0	0	5	2	0	2	1	0	0
STAD_TCGA-VQ-A8PS	0	4	12	5	0	5	0	0	1	1	7	1	13	2	6	2
STAD_TCGA-VQ-A8PT	23	291	263	56	183	171	0	122	65	124	82	19	29	3	0	2
STAD_TCGA-VQ-A8PU	4	2	16	2	10	5	2	6	5	2	13	6	2	9	71	1
STAD_TCGA-VQ-A8PX	0	114	87	23	54	19	0	40	148	149	0	25	0	1	1	29
STAD_TCGA-VQ-A8PY	5	11	5	8	26	0	0	12	0	2	13	0	0	5	13	14
STAD_TCGA-VQ-A8PZ	1	8	38	6	13	0	4	4	0	6	8	0	2	3	11	3
STAD_TCGA-VQ-A91A	2	15	32	6	0	11	6	6	8	0	2	9	0	9	42	9
STAD_TCGA-VQ-A91D	14	528	678	118	422	243	10	146	224	126	45	10	37	14	0	6
STAD_TCGA-VQ-A91E	6	107	157	36	82	66	0	43	86	214	15	8	10	0	10	20
STAD_TCGA-VQ-A91K	9	192	378	83	213	135	6	86	0	118	114	31	10	19	54	21
STAD_TCGA-VQ-A91N	4	21	21	8	24	2	0	5	0	2	5	0	11	13	25	14
STAD_TCGA-VQ-A91Q	6	1	20	0	7	13	2	0	0	0	3	5	14	8	48	10
STAD_TCGA-VQ-A91S	3	12	6	14	0	13	11	10	2	7	0	5	24	51	54	100
STAD_TCGA-VQ-A91U	5	25	44	13	0	1	0	4	1	12	16	5	0	13	44	6
STAD_TCGA-VQ-A91V	6	14	11	9	26	1	21	2	0	0	11	0	4	12	0	181
STAD_TCGA-VQ-A91W	2	3	9	2	9	0	0	0	0	0	9	1	4	1	4	5
STAD_TCGA-VQ-A91X	2	28	20	5	3	7	23	0	3	15	26	12	4	6	18	83
STAD_TCGA-VQ-A91Y	1	6	12	4	14	1	0	1	0	0	6	0	1	4	4	2
STAD_TCGA-VQ-A91Z	0	2	28	6	21	5	9	0	0	10	19	14	11	8	26	12
STAD_TCGA-VQ-A922	7	14	14	10	0	10	9	3	6	16	13	3	23	12	26	41
STAD_TCGA-VQ-A923	4	7	28	12	21	3	0	0	0	1	12	0	2	4	32	1
STAD_TCGA-VQ-A924	14	128	282	49	175	177	0	204	55	155	49	1	4	6	0	24
STAD_TCGA-VQ-A925	0	5	5	8	16	1	10	1	0	10	9	5	15	19	27	24
STAD_TCGA-VQ-A927	0	4	9	3	0	5	6	5	4	3	2	0	0	2	11	13
STAD_TCGA-VQ-A928	1	6	4	4	8	7	2	2	0	3	4	1	5	3	26	0
STAD_TCGA-VQ-A92D	6	8	22	8	8	17	2	5	5	8	10	6	13	8	32	5
STAD_TCGA-VQ-A94O	0	0	20	6	15	1	0	2	6	0	9	0	8	3	9	0
STAD_TCGA-VQ-A94P	2	1	10	2	14	0	0	4	0	0	2	0	0	7	0	58
STAD_TCGA-VQ-A94R	8	21	41	19	21	12	9	5	14	2	46	0	34	32	57	51
STAD_TCGA-VQ-A94T	6	14	17	7	0	1	3	0	3	2	6	6	9	0	26	0
STAD_TCGA-VQ-A94U	0	15	42	6	3	3	11	0	0	2	31	14	15	6	22	23
STAD_TCGA-VQ-AA64	11	16	4	4	19	1	0	5	8	10	26	17	0	68	97	23
STAD_TCGA-VQ-AA68	2	10	25	3	30	0	2	1	0	6	20	0	6	10	29	64
STAD_TCGA-VQ-AA69	1	12	20	3	10	0	0	2	0	0	9	0	0	5	19	0
STAD_TCGA-VQ-AA6A	1	4	27	7	17	4	1	1	5	0	15	4	3	3	5	25
STAD_TCGA-VQ-AA6B	1	15	18	3	15	2	7	0	0	0	10	4	0	7	17	1
STAD_TCGA-VQ-AA6D	5	347	38	20	73	51	51	29	55	64	13	43	13	33	30	45
STAD_TCGA-VQ-AA6F	4	11	2	5	10	0	0	2	3	0	6	0	2	5	12	0
STAD_TCGA-VQ-AA6G	7	13	44	8	2	5	2	3	9	2	13	0	6	0	29	23
STAD_TCGA-VQ-AA6I	1	21	15	8	17	3	2	0	0	0	10	7	2	9	22	9
STAD_TCGA-VQ-AA6J	4	16	27	2	3	3	7	3	1	0	6	9	4	8	24	59
STAD_TCGA-VQ-AA6K	3	7	20	4	0	2	1	4	0	8	4	4	6	3	25	1
