Samples	SBS96A	SBS96B	SBS96C
ATP2B4_5_multinomial_train3.47	5.77E-02	2.38E-01	2.35E-01
ATP2B4_5_multinomial_train3.48	5.84E-02	2.42E-01	2.37E-01
ATP2B4_5_multinomial_train3.49	5.04E-02	2.33E-01	2.29E-01
ATP2B4_5_multinomial_train3.50	0.00E+00	2.78E-01	2.79E-01
ATP2B4_5_multinomial_train3.51	9.49E-02	2.33E-01	2.18E-01
ATP2B4_5_multinomial_train3.52	0.00E+00	2.29E-01	2.29E-01
ATP2B4_4_multinomial_train3.39	4.34E-02	2.37E-01	2.33E-01
ATP2B4_5_multinomial_train3.53	7.30E-02	2.29E-01	2.18E-01
ATP2B4_4_multinomial_train3.40	0.00E+00	2.57E-01	2.58E-01
ATP2B4_4_multinomial_train3.41	8.74E-02	2.57E-01	2.46E-01
ATP2B4_4_multinomial_train3.42	1.91E-139	2.93E-01	2.94E-01
ATP2B4_4_multinomial_train3.43	1.39E-02	2.35E-01	2.35E-01
PMS2_2_multinomial_train3	0.00E+00	2.39E-01	2.51E-01
PMS1_2_multinomial_train3	0.00E+00	1.73E-01	1.14E-01
PMS1_2_multinomial_train3.1	0.00E+00	1.76E-01	1.06E-01
MLH1_2_multinomial_train3	0.00E+00	3.59E-01	3.64E-01
MSH6_5_multinomial_train3	0.00E+00	3.43E-01	3.48E-01
MSH6_4_multinomial_train3	0.00E+00	3.56E-01	3.62E-01
MLH1_2_multinomial_train3.1	0.00E+00	3.58E-01	3.64E-01
MSH2_1_multinomial_train3	0.00E+00	3.84E-01	3.87E-01
MSH6_6_multinomial_train3	0.00E+00	3.63E-01	3.68E-01
MSH6_4_multinomial_train3.1	0.00E+00	3.51E-01	3.56E-01
MLH1_2_multinomial_train3.2	0.00E+00	3.53E-01	3.58E-01
MSH6_4_multinomial_train3.2	0.00E+00	3.59E-01	3.64E-01
MSH6_5_multinomial_train3.1	0.00E+00	3.40E-01	3.45E-01
MSH6_4_multinomial_train3.3	0.00E+00	3.48E-01	3.54E-01
MSH6_5_multinomial_train3.2	0.00E+00	3.35E-01	3.40E-01
MSH6_4_multinomial_train3.4	0.00E+00	3.40E-01	3.46E-01
MSH2_1_multinomial_train3.1	0.00E+00	3.71E-01	3.76E-01
MSH6_6_multinomial_train3.1	5.40E-54	3.60E-01	3.65E-01
MSH6_5_multinomial_train3.3	1.93E-31	3.45E-01	3.51E-01
PMS2_2_multinomial_train3.1	0.00E+00	2.32E-01	2.45E-01
MSH6_6_multinomial_train3.2	3.22E-03	3.63E-01	3.69E-01
MSH6_4_multinomial_train3.5	0.00E+00	3.48E-01	3.54E-01
MSH6_4_multinomial_train3.6	0.00E+00	3.49E-01	3.55E-01
MSH6_5_multinomial_train3.4	6.93E-71	3.52E-01	3.57E-01
MLH1_2_multinomial_train3.3	0.00E+00	3.57E-01	3.63E-01
MSH6_5_multinomial_train3.5	0.00E+00	3.36E-01	3.41E-01
MSH6_5_multinomial_train3.6	1.19E-132	3.43E-01	3.49E-01
MSH6_4_multinomial_train3.7	1.52E-63	3.56E-01	3.62E-01
MSH2_1_multinomial_train3.2	0.00E+00	3.67E-01	3.73E-01
MLH1_2_multinomial_train3.4	0.00E+00	3.59E-01	3.64E-01
MSH6_5_multinomial_train3.7	1.77E-03	3.61E-01	3.68E-01
PMS1_2_multinomial_train3.2	0.00E+00	1.65E-01	1.07E-01
MSH6_4_multinomial_train3.8	0.00E+00	3.54E-01	3.60E-01
MSH2_1_multinomial_train3.3	0.00E+00	3.78E-01	3.82E-01
MSH6_5_multinomial_train3.8	5.07E-158	3.47E-01	3.51E-01
PMS2_2_multinomial_train3.2	0.00E+00	2.31E-01	2.42E-01
MSH6_6_multinomial_train3.3	2.14E-03	3.65E-01	3.71E-01
MSH6_5_multinomial_train3.9	0.00E+00	3.41E-01	3.45E-01
MSH6_4_multinomial_train3.9	4.75E-85	3.58E-01	3.64E-01
MSH6_5_multinomial_train3.10	0.00E+00	3.37E-01	3.42E-01
MSH2_1_multinomial_train3.4	0.00E+00	3.73E-01	3.78E-01
PMS1_2_multinomial_train3.3	0.00E+00	1.68E-01	1.03E-01
MSH6_6_multinomial_train3.4	2.04E-03	3.50E-01	3.55E-01
MSH6_5_multinomial_train3.11	0.00E+00	3.42E-01	3.47E-01
MSH6_5_multinomial_train3.12	0.00E+00	3.50E-01	3.56E-01
MSH6_4_multinomial_train3.10	0.00E+00	3.40E-01	3.45E-01
MSH6_4_multinomial_train3.11	0.00E+00	3.35E-01	3.40E-01
MSH6_6_multinomial_train3.5	1.34E-20	3.64E-01	3.69E-01
PMS2_2_multinomial_train3.3	0.00E+00	2.37E-01	2.47E-01
MSH6_5_multinomial_train3.13	0.00E+00	3.36E-01	3.40E-01
PMS1_2_multinomial_train3.4	0.00E+00	1.86E-01	1.05E-01
PMS2_2_multinomial_train3.4	0.00E+00	2.31E-01	2.41E-01
PMS2_2_multinomial_train3.5	0.00E+00	2.31E-01	2.41E-01
MSH6_4_multinomial_train3.12	0.00E+00	3.47E-01	3.53E-01
MSH6_4_multinomial_train3.13	0.00E+00	3.47E-01	3.54E-01
MLH1_2_multinomial_train3.5	0.00E+00	3.45E-01	3.51E-01
MSH6_6_multinomial_train3.6	2.90E-46	3.57E-01	3.63E-01
PMS1_2_multinomial_train3.5	7.23E-22	1.81E-01	9.91E-02
MSH6_6_multinomial_train3.7	1.61E-03	3.56E-01	3.62E-01
PMS2_2_multinomial_train3.6	0.00E+00	2.33E-01	2.44E-01
MLH1_2_multinomial_train3.6	0.00E+00	3.61E-01	3.66E-01
MLH1_2_multinomial_train3.7	0.00E+00	3.53E-01	3.59E-01
MSH6_4_multinomial_train3.14	0.00E+00	3.50E-01	3.56E-01
MSH6_4_multinomial_train3.15	0.00E+00	3.34E-01	3.40E-01
MSH2_1_multinomial_train3.5	3.42E-122	3.70E-01	3.75E-01
MSH6_6_multinomial_train3.8	0.00E+00	3.57E-01	3.62E-01
MSH6_5_multinomial_train3.14	0.00E+00	3.49E-01	3.54E-01
MSH6_5_multinomial_train3.15	0.00E+00	3.43E-01	3.49E-01
MLH1_2_multinomial_train3.8	0.00E+00	3.61E-01	3.65E-01
MSH6_5_multinomial_train3.16	0.00E+00	3.46E-01	3.52E-01
PMS1_2_multinomial_train3.6	0.00E+00	1.59E-01	1.10E-01
MSH6_5_multinomial_train3.17	5.13E-05	3.50E-01	3.55E-01
PMS1_2_multinomial_train3.7	1.40E-132	1.55E-01	1.03E-01
MSH6_6_multinomial_train3.9	1.09E-161	3.62E-01	3.67E-01
MLH1_2_multinomial_train3.9	0.00E+00	3.50E-01	3.56E-01
MSH6_4_multinomial_train3.16	0.00E+00	3.42E-01	3.48E-01
MSH6_6_multinomial_train3.10	1.42E-03	3.60E-01	3.66E-01
PMS2_2_multinomial_train3.7	0.00E+00	2.33E-01	2.45E-01
MSH6_6_multinomial_train3.11	3.25E-03	3.66E-01	3.72E-01
MSH6_5_multinomial_train3.18	0.00E+00	3.45E-01	3.50E-01
MSH6_5_multinomial_train3.19	0.00E+00	3.34E-01	3.38E-01
MSH6_5_multinomial_train3.20	0.00E+00	3.43E-01	3.48E-01
MSH2_1_multinomial_train3.6	0.00E+00	3.77E-01	3.80E-01
MLH1_2_multinomial_train3.10	0.00E+00	3.64E-01	3.68E-01
MSH6_5_multinomial_train3.21	0.00E+00	3.44E-01	3.49E-01
MLH1_2_multinomial_train3.11	0.00E+00	3.55E-01	3.60E-01
MSH6_5_multinomial_train3.22	5.31E-144	3.56E-01	3.62E-01
PMS2_2_multinomial_train3.8	0.00E+00	2.21E-01	2.37E-01
MSH6_6_multinomial_train3.12	4.00E-08	3.59E-01	3.65E-01
MSH6_6_multinomial_train3.13	3.23E-03	3.60E-01	3.66E-01
PMS2_2_multinomial_train3.9	0.00E+00	2.39E-01	2.49E-01
MSH2_1_multinomial_train3.7	0.00E+00	3.65E-01	3.71E-01
MSH6_4_multinomial_train3.17	0.00E+00	3.40E-01	3.46E-01
