Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U
STAD_TCGA-BR-8369	3	21	7	27	3	28	10	8	3	6	6	19	5	0	6	7	53	6	12	17	9
STAD_TCGA-BR-8370	1	13	3	31	5	5	5	1	3	0	7	0	3	16	5	0	5	5	7	27	0
STAD_TCGA-BR-8371	0	1	1	3	1	5	2	0	0	2	2	0	5	0	0	0	2	0	1	0	0
STAD_TCGA-BR-8372	11	166	54	159	110	107	62	3	57	258	241	20	0	17	1	84	27	8	16	36	7
STAD_TCGA-BR-8373	5	7	8	20	12	8	0	3	1	4	3	1	0	0	9	7	9	2	11	1	2
STAD_TCGA-BR-8380	0	13	11	15	0	20	0	0	0	0	0	0	1	2	3	2	7	0	6	8	3
STAD_TCGA-BR-8381	4	16	2	27	10	10	1	2	6	0	0	6	13	4	6	5	5	6	14	21	5
STAD_TCGA-BR-8382	9	173	49	203	65	110	50	5	70	28	116	0	1	1	4	83	22	15	6	15	0
STAD_TCGA-BR-8384	0	4	2	8	4	6	4	3	0	0	0	0	7	0	0	0	8	0	10	5	1
STAD_TCGA-BR-8483	5	19	5	18	0	20	0	0	3	0	8	12	0	0	2	8	12	4	10	15	13
STAD_TCGA-BR-8484	0	8	6	9	1	8	0	4	5	3	4	10	7	0	3	0	11	0	9	8	4
STAD_TCGA-BR-8485	4	5	6	13	10	17	0	28	4	17	14	11	10	2	7	1	213	0	19	3	4
STAD_TCGA-BR-8486	0	6	1	6	9	9	4	0	0	4	1	7	2	0	4	0	0	0	4	8	3
STAD_TCGA-BR-8487	20	385	115	540	383	295	275	0	268	389	187	17	14	0	20	173	17	0	0	9	86
STAD_TCGA-BR-8588	2	13	5	25	0	25	2	2	7	0	10	13	0	10	3	0	19	0	0	12	3
STAD_TCGA-BR-8589	2	10	0	8	2	12	0	316	6	15	115	27	18	0	1	4	740	0	27	0	86
STAD_TCGA-BR-8590	2	6	1	18	5	17	4	5	0	0	4	0	3	1	9	7	53	4	5	2	9
STAD_TCGA-BR-8591	14	220	64	276	122	117	144	1	101	116	215	57	7	0	8	62	34	0	20	44	5
STAD_TCGA-BR-8592	0	5	4	17	0	0	0	0	0	4	2	4	0	0	0	0	1	4	0	2	0
STAD_TCGA-BR-8676	3	7	6	6	5	25	0	0	0	0	1	1	11	2	2	0	11	3	7	9	0
STAD_TCGA-BR-8677	0	3	8	10	0	18	2	0	1	2	1	5	6	8	6	0	0	0	2	12	0
STAD_TCGA-BR-8678	7	12	14	18	0	6	0	2	6	0	4	5	5	5	17	11	4	0	5	10	5
STAD_TCGA-BR-8679	3	28	5	30	0	22	0	8	14	4	5	7	14	3	13	8	14	0	6	10	6
STAD_TCGA-BR-8680	1470	644	1797	18	560	287	78	1540	29	656	0	1	287	91	0	7	167	180	0	0	0
STAD_TCGA-BR-8682	1	11	11	16	0	27	0	0	0	0	1	1	2	0	4	0	4	1	0	5	0
STAD_TCGA-BR-8683	7	15	6	25	6	24	1	0	5	5	7	14	4	6	6	6	3	3	21	18	5
STAD_TCGA-BR-8686	5	13	7	24	1	8	2	0	8	0	0	1	10	8	11	0	4	0	0	31	5
STAD_TCGA-BR-8687	3	3	3	13	8	4	1	17	12	2	9	15	10	6	4	0	108	0	0	15	0
STAD_TCGA-BR-8690	6	17	7	11	3	24	5	3	4	11	4	8	0	16	14	5	12	7	7	16	13
STAD_TCGA-BR-A44T	0	1	3	5	2	0	0	0	1	0	1	0	0	0	0	0	0	6	0	0	4
STAD_TCGA-BR-A44U	0	10	6	18	2	32	1	0	1	0	0	6	4	0	1	8	12	0	6	4	0
STAD_TCGA-BR-A452	0	4	7	4	6	13	0	8	0	0	0	10	5	0	20	0	32	7	8	7	0
STAD_TCGA-BR-A453	3	11	3	9	3	4	13	0	5	0	6	8	0	6	0	0	0	2	0	8	5
STAD_TCGA-BR-A4CQ	6	13	8	40	5	8	3	2	12	2	8	22	4	5	9	0	12	3	24	34	4
STAD_TCGA-BR-A4CR	3	5	1	6	5	17	5	0	2	0	6	4	7	0	0	2	2	0	10	6	4
STAD_TCGA-BR-A4CS	10	16	11	30	5	8	4	5	3	0	3	14	12	0	11	8	6	7	29	12	0
STAD_TCGA-BR-A4IU	1	3	5	7	1	0	0	0	2	1	4	0	0	0	0	0	1	0	0	3	0
STAD_TCGA-BR-A4IV	0	2	1	3	9	0	2	2	0	0	0	0	3	1	2	0	4	0	1	8	2
STAD_TCGA-BR-A4IY	5	13	6	24	0	22	0	1	12	4	10	1	3	8	12	1	1	0	35	19	10
STAD_TCGA-BR-A4IZ	0	2	3	4	1	4	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0
STAD_TCGA-BR-A4J1	1	9	6	5	0	15	1	0	2	4	0	0	0	9	7	5	4	0	16	3	0
STAD_TCGA-BR-A4J2	1	9	7	12	0	23	0	0	0	0	4	3	1	0	0	0	2	1	0	6	1
STAD_TCGA-BR-A4J4	4	6	4	32	1	7	5	0	0	2	3	7	6	4	0	0	0	0	9	11	0
STAD_TCGA-BR-A4J5	1	10	3	23	3	20	0	2	2	2	4	1	0	5	0	0	13	7	5	12	2
STAD_TCGA-BR-A4J6	0	1	0	0	1	3	0	0	1	0	3	2	2	5	1	1	1	5	2	5	6
STAD_TCGA-BR-A4J7	0	13	5	15	8	7	0	0	0	1	0	3	4	1	0	1	3	0	1	6	0
STAD_TCGA-BR-A4J8	1	15	10	13	0	24	2	0	2	7	0	3	2	0	8	0	6	0	1	8	13
STAD_TCGA-BR-A4J9	0	3	2	12	2	4	0	0	2	0	1	0	5	0	0	4	3	0	2	4	4
STAD_TCGA-BR-A4PD	1	6	5	6	8	7	2	8	1	7	11	7	17	11	5	0	68	0	2	14	7
STAD_TCGA-BR-A4PE	4	29	10	29	12	37	4	1	1	0	2	24	5	6	11	0	28	1	14	33	4
STAD_TCGA-BR-A4PF	5	13	2	18	8	3	2	0	5	2	5	6	4	1	6	1	4	0	12	21	1
STAD_TCGA-BR-A4QI	1	15	9	11	1	16	3	1	10	0	4	2	13	0	9	0	16	2	9	18	10
STAD_TCGA-BR-A4QL	22	363	122	476	123	220	79	0	100	56	149	46	6	0	16	68	25	0	6	30	45
STAD_TCGA-BR-A4QM	0	14	9	7	4	19	0	0	4	3	5	10	4	8	3	7	15	1	0	8	2
STAD_TCGA-CD-5798	3	14	7	10	3	14	1	7	2	0	2	3	9	2	2	3	8	5	9	5	11
STAD_TCGA-CD-5799	0	8	5	9	0	0	3	0	3	2	1	2	0	1	1	0	2	2	5	8	5
STAD_TCGA-CD-5800	1	22	14	27	12	15	3	6	4	1	1	8	32	5	23	1	3	0	11	11	3
STAD_TCGA-CD-5801	3	10	18	23	2	26	9	124	31	8	34	16	44	4	6	0	119	0	3	35	30
STAD_TCGA-CD-5802	1	2	2	8	3	10	2	0	7	1	0	3	10	0	10	0	0	0	1	2	2
STAD_TCGA-CD-5803	0	5	2	1	1	7	0	0	2	0	1	2	1	0	3	0	1	2	5	6	6
STAD_TCGA-CD-5804	1	11	5	24	3	0	0	2	3	5	3	5	1	7	8	0	0	2	1	7	1
STAD_TCGA-CD-5813	6	17	8	18	0	28	0	1	12	7	14	1	13	4	12	7	9	5	34	12	15
STAD_TCGA-CD-8524	4	21	9	37	9	18	2	0	6	2	5	10	3	5	3	0	13	3	11	23	6
STAD_TCGA-CD-8525	2	8	10	4	0	10	1	2	0	1	8	4	0	1	21	2	5	0	12	8	0
STAD_TCGA-CD-8526	1	10	4	10	2	0	0	0	2	3	1	3	1	1	2	0	1	0	8	8	0
STAD_TCGA-CD-8527	5	41	15	60	7	5	15	6	19	15	18	17	0	7	9	0	18	1	26	21	3
STAD_TCGA-CD-8528	2	13	9	30	3	28	3	0	2	0	11	10	0	0	1	0	2	0	12	9	0
STAD_TCGA-CD-8529	11	14	9	12	16	27	7	7	9	1	15	33	18	23	71	26	6	19	140	19	22
STAD_TCGA-CD-8530	4	9	3	11	0	10	3	2	2	4	0	2	2	0	12	0	33	1	7	9	1
STAD_TCGA-CD-8531	1	26	10	21	13	32	5	5	30	11	17	25	4	15	4	15	11	2	42	19	17
STAD_TCGA-CD-8532	1	4	4	6	0	10	1	0	0	6	0	1	5	0	3	1	1	0	1	3	3
STAD_TCGA-CD-8533	0	19	12	33	3	28	0	4	0	1	4	13	0	0	8	5	1	0	0	17	7
STAD_TCGA-CD-8534	1	11	1	15	1	4	0	2	4	2	0	0	13	0	6	3	0	0	2	4	3
STAD_TCGA-CD-8535	4	16	14	24	6	0	7	23	20	0	8	23	31	3	10	0	86	1	25	11	22
STAD_TCGA-CD-8536	14	160	48	214	78	104	70	0	67	43	76	18	0	2	0	27	6	0	7	19	10
STAD_TCGA-CD-A486	4	20	6	12	0	15	2	0	0	2	5	8	12	2	2	0	1	1	6	14	0
STAD_TCGA-CD-A487	5	10	8	22	2	0	0	13	13	2	2	14	8	3	20	16	58	0	10	5	4
STAD_TCGA-CD-A489	0	7	6	7	2	7	0	5	1	0	8	4	10	6	5	2	6	0	0	11	9
STAD_TCGA-CD-A48A	5	17	17	26	11	23	1	8	4	10	7	6	22	5	8	5	76	4	8	24	4
STAD_TCGA-CD-A48C	8	19	15	25	7	13	0	5	0	0	12	5	9	10	11	9	68	1	26	21	8
STAD_TCGA-CD-A4MG	20	396	101	331	359	239	249	14	166	149	313	34	2	3	4	195	18	0	3	0	2
STAD_TCGA-CD-A4MH	1	10	1	16	8	13	0	0	9	1	1	4	6	1	5	5	2	3	6	5	2
STAD_TCGA-CD-A4MI	11	148	61	153	116	117	74	8	101	38	105	12	0	13	1	120	16	0	0	15	2
STAD_TCGA-CD-A4MJ	2	106	27	137	65	69	57	0	40	57	66	9	0	18	3	21	11	0	10	22	0
STAD_TCGA-CG-4300	4	14	8	26	2	17	3	3	5	7	3	10	6	1	3	4	18	0	9	16	4
STAD_TCGA-CG-4301	3	4	1	10	1	4	0	3	3	0	3	6	1	0	9	0	0	0	6	7	3
STAD_TCGA-CG-4304	1	5	4	2	2	19	2	0	6	0	4	4	1	0	14	0	3	5	6	0	5
STAD_TCGA-CG-4305	15	180	54	239	100	87	102	4	111	75	141	20	15	14	6	61	29	0	16	20	22
STAD_TCGA-CG-4306	11	176	65	274	67	205	49	0	81	34	92	20	8	0	15	73	2	0	0	11	9
STAD_TCGA-CG-4436	0	15	9	30	1	23	1	11	0	4	1	7	2	1	11	3	65	0	24	6	6
STAD_TCGA-CG-4437	12	32	16	35	21	34	12	9	17	9	30	40	8	29	47	14	9	2	200	37	36
STAD_TCGA-CG-4438	3	9	5	25	4	4	4	4	13	5	9	0	5	0	23	0	2	0	38	18	0
STAD_TCGA-CG-4440	6	15	12	9	3	5	4	7	5	0	11	3	13	3	15	2	14	0	14	8	4
STAD_TCGA-CG-4441	2	9	14	22	9	11	3	0	1	2	2	13	0	0	4	4	26	0	6	7	0
STAD_TCGA-CG-4442	12	186	77	229	154	116	117	4	107	243	159	11	4	0	7	102	19	0	0	7	26
STAD_TCGA-CG-4443	1	6	0	3	4	11	1	2	2	1	3	7	5	4	15	6	0	0	32	5	9
STAD_TCGA-CG-4444	1	10	7	13	3	16	3	4	9	0	0	12	10	0	5	0	99	8	15	15	0
STAD_TCGA-CG-4449	3	12	8	8	6	2	2	2	3	8	3	11	7	1	12	0	5	0	16	0	2
STAD_TCGA-CG-4455	0	0	2	3	0	6	0	0	2	0	1	12	1	0	3	1	2	4	0	11	6
STAD_TCGA-CG-4460	17	404	194	590	140	406	86	3	101	72	82	0	2	0	8	53	13	0	6	24	0
STAD_TCGA-CG-4462	2	10	8	17	3	18	0	4	0	0	1	3	2	0	3	2	11	1	10	2	0
STAD_TCGA-CG-4465	5	93	26	87	74	25	64	8	64	33	81	17	7	3	3	30	32	0	17	18	0
STAD_TCGA-CG-4466	4	12	9	14	2	25	3	18	3	4	0	11	4	3	15	2	83	4	21	9	2
STAD_TCGA-CG-4469	13	28	12	37	8	14	9	14	8	5	10	14	7	3	9	2	135	0	36	8	13
STAD_TCGA-CG-4474	1	14	9	22	4	16	3	4	5	2	3	3	0	0	8	0	0	0	3	8	2
STAD_TCGA-CG-4475	0	3	4	6	0	12	0	4	8	1	5	0	7	0	3	3	1	0	13	3	0
STAD_TCGA-CG-4476	5	7	4	15	12	14	5	1	1	4	1	3	6	5	20	0	2	0	16	21	4
STAD_TCGA-CG-4477	0	3	4	8	1	8	2	0	4	0	1	1	9	0	3	0	3	2	15	7	0
STAD_TCGA-CG-5716	1	2	3	4	1	1	0	0	0	3	0	0	0	0	0	0	1	0	4	4	0
STAD_TCGA-CG-5717	3	6	3	0	1	10	5	2	6	6	16	11	5	4	26	0	7	0	42	10	1
STAD_TCGA-CG-5718	1	9	5	15	5	1	0	0	0	1	6	13	15	0	5	0	2	2	12	13	2
STAD_TCGA-CG-5719	0	6	5	19	8	11	0	2	1	1	1	5	6	0	11	0	0	0	6	5	3
STAD_TCGA-CG-5720	1	7	3	19	6	3	0	2	0	2	6	5	2	3	10	7	4	0	7	14	2
STAD_TCGA-CG-5721	11	321	143	492	327	353	129	1	158	2227	334	40	40	14	1	99	55	5	0	0	214
STAD_TCGA-CG-5722	0	8	8	14	0	17	3	1	1	1	5	9	2	0	8	0	1	0	1	20	5
STAD_TCGA-CG-5723	13	310	91	275	256	257	64	12	100	161	145	11	23	22	9	56	26	3	4	6	29
STAD_TCGA-CG-5724	1	12	8	18	3	16	3	2	6	0	0	10	6	0	1	6	30	5	5	7	4
STAD_TCGA-CG-5725	0	3	5	7	3	0	2	2	0	0	0	2	5	3	0	0	2	2	4	10	0
STAD_TCGA-CG-5726	8	281	96	204	170	102	76	2	66	108	112	13	16	13	7	47	11	1	11	34	50
STAD_TCGA-CG-5727	6	18	19	23	0	27	5	2	6	1	7	5	12	2	12	2	5	7	29	13	2
STAD_TCGA-CG-5728	9	242	78	279	112	202	83	7	75	78	172	26	0	0	14	70	23	8	8	24	25
STAD_TCGA-CG-5730	5	20	13	28	5	22	2	0	9	2	3	11	24	0	21	0	0	7	9	9	12
STAD_TCGA-CG-5732	0	2	3	12	0	9	3	0	6	1	1	4	6	0	3	0	5	8	7	6	3
STAD_TCGA-CG-5733	14	161	74	204	111	88	67	7	109	46	143	36	6	0	4	93	21	0	0	9	0
STAD_TCGA-CG-5734	1	17	9	15	3	9	1	4	3	1	8	10	5	0	1	3	10	0	5	4	3
STAD_TCGA-D7-5577	4	8	8	19	6	9	2	10	5	1	0	14	13	2	2	0	10	0	10	16	5
STAD_TCGA-D7-5578	5	24	12	54	14	8	2	3	1	8	8	7	2	0	30	2	65	13	17	11	7
STAD_TCGA-D7-5579	4	10	12	8	4	8	9	12	3	1	11	10	0	2	16	0	26	4	13	13	8
STAD_TCGA-D7-6518	5	12	5	10	4	9	2	2	4	0	2	5	2	0	8	1	9	6	8	6	4
STAD_TCGA-D7-6519	0	2	6	2	1	13	3	0	0	2	0	7	1	0	5	3	1	4	3	12	2
STAD_TCGA-D7-6520	3	8	4	12	1	2	2	2	0	2	4	8	1	0	9	0	4	0	5	4	5
STAD_TCGA-D7-6521	0	9	13	14	5	9	0	0	3	0	0	3	8	2	8	1	0	2	2	5	4
STAD_TCGA-D7-6522	2	6	2	6	3	19	0	0	2	0	2	0	3	5	3	0	7	0	0	6	0
STAD_TCGA-D7-6524	4	11	13	19	4	24	0	0	1	2	0	2	0	7	1	0	0	10	4	17	5
STAD_TCGA-D7-6525	11	16	10	12	2	12	5	2	4	2	6	12	8	0	12	0	41	9	7	21	9
STAD_TCGA-D7-6526	5	14	10	29	7	1	2	10	8	0	13	6	22	9	16	0	51	0	27	27	11
STAD_TCGA-D7-6527	2	17	6	15	1	19	2	23	4	1	8	4	10	2	20	0	100	0	19	14	0
STAD_TCGA-D7-6528	7	23	11	17	3	4	2	39	12	8	11	28	11	8	33	9	134	0	28	15	19
STAD_TCGA-D7-6815	2	24	5	44	2	0	0	0	10	0	1	15	8	10	3	12	5	10	9	9	2
STAD_TCGA-D7-6817	0	9	1	18	10	4	2	0	3	3	3	2	3	2	0	0	8	0	29	3	5
STAD_TCGA-D7-6818	1	12	1	11	4	7	0	10	4	4	9	4	15	4	0	5	91	0	4	5	1
STAD_TCGA-D7-6820	0	5	4	9	4	17	0	4	4	0	8	12	3	0	18	0	1	0	13	11	8
STAD_TCGA-D7-6822	4	13	9	18	5	13	0	27	2	7	20	14	10	4	14	4	99	4	21	3	16
STAD_TCGA-D7-8570	1	14	6	25	0	4	0	0	10	0	2	13	0	4	13	3	5	0	43	6	5
STAD_TCGA-D7-8572	4	10	12	20	7	16	2	3	13	0	1	13	18	13	6	0	8	15	36	21	4
STAD_TCGA-D7-8573	0	10	7	18	3	9	1	1	4	2	9	9	0	2	5	3	6	2	7	6	1
STAD_TCGA-D7-8574	1	4	0	12	1	6	1	0	1	0	2	3	0	1	1	0	2	0	0	14	0
STAD_TCGA-D7-8575	3	4	5	7	2	9	0	0	1	0	2	8	0	0	3	1	0	2	3	7	0
STAD_TCGA-D7-8576	0	9	3	16	3	3	1	0	2	4	2	4	2	5	3	2	0	0	11	0	1
STAD_TCGA-D7-8578	0	13	4	19	0	0	0	2	2	2	1	7	0	0	0	5	0	2	3	4	3
STAD_TCGA-D7-8579	2	16	7	18	2	12	0	2	0	5	8	5	0	0	1	0	49	0	2	5	9
STAD_TCGA-D7-A4YT	5	16	10	6	3	26	7	5	14	4	10	20	17	3	33	26	10	9	103	28	9
STAD_TCGA-D7-A4YU	1	22	16	32	6	26	5	7	3	4	5	12	11	7	10	7	55	7	25	24	0
STAD_TCGA-D7-A4YV	10	186	61	224	73	121	57	0	80	20	53	4	0	2	5	45	18	0	2	19	20
STAD_TCGA-D7-A4YX	1	12	7	32	4	6	0	0	2	4	0	0	4	2	7	0	0	1	4	14	0
STAD_TCGA-D7-A4YY	6	76	25	81	46	41	30	8	37	16	33	18	9	7	0	32	56	0	15	14	0
STAD_TCGA-D7-A4Z0	4	16	4	10	6	18	0	24	2	0	5	2	5	0	3	1	260	0	6	0	0
STAD_TCGA-D7-A6ET	0	2	2	4	0	6	0	0	2	0	1	5	1	0	2	1	0	2	2	1	3
STAD_TCGA-D7-A6EV	1	21	12	28	5	27	10	2	0	4	7	16	0	1	12	7	22	0	22	7	0
STAD_TCGA-D7-A6EX	3	11	13	19	7	2	2	0	9	0	0	1	8	10	7	10	10	0	18	12	11
STAD_TCGA-D7-A6EY	9	223	46	227	116	133	69	18	39	130	237	4	0	20	3	64	88	0	33	23	79
STAD_TCGA-D7-A6EZ	0	16	9	10	13	14	7	2	6	6	16	14	11	8	36	0	18	4	85	33	6
STAD_TCGA-D7-A6F0	5	20	10	20	5	0	0	5	5	0	7	9	7	0	16	9	8	7	20	4	0
STAD_TCGA-D7-A6F2	0	6	4	11	4	25	1	2	0	0	2	0	2	0	3	0	1	8	11	10	0
STAD_TCGA-D7-A747	0	5	5	11	0	4	0	3	5	1	0	16	1	0	8	0	55	0	4	8	0
STAD_TCGA-D7-A748	1	9	3	13	0	0	0	2	2	0	3	0	3	0	0	4	5	3	1	2	0
STAD_TCGA-D7-A74A	3	11	11	39	1	0	0	2	6	4	0	7	13	2	64	0	3	0	21	8	0
STAD_TCGA-D7-A74B	1	2	3	4	0	10	2	0	0	0	6	4	5	0	0	0	2	0	3	0	0
STAD_TCGA-EQ-5647	1	7	8	7	2	15	2	1	0	3	0	0	17	2	10	0	7	0	1	20	7
STAD_TCGA-EQ-8122	2	21	12	30	9	14	0	3	15	3	1	16	18	9	17	16	10	6	10	8	8
STAD_TCGA-EQ-A4SO	1	8	4	10	10	0	0	2	8	7	9	5	0	6	29	11	6	6	59	23	1
STAD_TCGA-F1-6177	6	247	76	392	125	91	79	7	92	32	126	0	15	4	2	57	17	0	15	10	2
STAD_TCGA-F1-6874	14	131	53	189	76	76	83	2	83	43	44	36	4	23	7	93	16	0	0	0	18
STAD_TCGA-F1-6875	0	7	7	22	2	14	2	4	3	0	8	6	7	4	5	1	5	1	10	6	1
STAD_TCGA-F1-A448	2	108	31	104	46	130	38	0	43	21	92	6	0	0	2	26	10	0	0	9	0
STAD_TCGA-F1-A72C	1	9	1	13	0	2	0	0	0	2	0	4	3	0	1	1	5	3	6	2	8
STAD_TCGA-FP-7735	1	1	5	5	0	18	2	0	3	0	3	2	10	0	11	0	0	0	0	9	1
STAD_TCGA-FP-7829	20	28	13	46	15	12	7	6	7	0	12	17	16	9	4	0	21	0	0	71	2
STAD_TCGA-FP-7916	4	18	7	24	5	8	5	0	1	0	2	2	0	3	8	5	2	0	7	16	8
STAD_TCGA-FP-7998	2	9	6	10	1	7	1	0	2	4	0	8	0	1	10	5	3	1	1	5	5
STAD_TCGA-FP-8099	6	21	21	25	2	25	1	4	15	0	7	8	8	7	6	3	1	2	6	3	2
STAD_TCGA-FP-8209	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAD_TCGA-FP-8210	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0
STAD_TCGA-FP-8211	4	4	2	0	10	6	0	0	0	0	4	5	0	2	10	15	4	5	37	4	4
STAD_TCGA-FP-8631	4	3	5	7	5	3	1	6	7	0	3	10	2	2	12	6	5	4	24	2	9
STAD_TCGA-FP-A4BE	12	280	92	406	85	241	131	3	98	55	145	1	0	0	0	60	28	0	0	4	0
STAD_TCGA-FP-A4BF	4	20	5	13	2	20	0	5	0	0	3	7	10	7	1	0	5	4	6	4	6
STAD_TCGA-FP-A8CX	0	7	9	15	0	4	4	0	2	7	0	7	0	3	7	11	10	4	7	12	5
STAD_TCGA-FP-A9TM	2	21	7	40	5	16	3	0	6	0	9	14	8	12	9	0	0	0	0	48	8
STAD_TCGA-HF-7131	0	2	0	4	1	11	0	2	4	1	1	2	13	2	28	0	19	8	4	10	3
STAD_TCGA-HF-7132	13	264	76	278	103	142	101	7	74	46	127	34	0	0	7	57	16	0	1	34	0
STAD_TCGA-HF-7133	0	10	2	12	6	14	3	0	2	0	3	9	5	0	5	0	1	2	4	11	0
STAD_TCGA-HF-7134	8	23	13	43	4	29	5	11	5	5	4	9	33	10	6	5	85	9	6	42	0
STAD_TCGA-HF-7136	0	15	5	10	3	6	1	2	2	3	0	0	0	6	4	7	3	2	11	10	6
STAD_TCGA-HF-A5NB	10	259	63	297	143	147	61	5	94	127	186	18	0	0	1	91	34	0	0	9	11
STAD_TCGA-HJ-7597	5	127	47	201	70	178	45	0	45	34	73	1	2	0	2	21	1	0	0	12	12
STAD_TCGA-HU-8238	1	15	12	29	5	0	3	2	2	6	2	8	9	7	15	0	44	3	21	12	6
STAD_TCGA-HU-8243	1	17	10	32	7	21	0	2	1	2	8	0	10	2	10	0	2	2	20	13	1
STAD_TCGA-HU-8244	0	15	10	46	3	38	0	0	2	0	4	2	9	2	4	0	7	0	4	17	2
STAD_TCGA-HU-8245	1	7	3	6	8	13	0	2	0	1	10	1	1	6	2	4	4	0	3	3	2
STAD_TCGA-HU-8249	4	24	11	38	3	10	5	7	7	1	6	8	7	1	10	2	1	5	8	11	6
STAD_TCGA-HU-8602	6	278	109	363	118	239	124	0	63	90	226	15	0	0	1	90	13	0	12	14	0
STAD_TCGA-HU-8604	10	29	18	45	7	12	2	3	9	2	2	10	8	7	4	9	37	10	9	25	0
STAD_TCGA-HU-8608	1	16	5	12	3	5	1	0	2	6	3	2	10	6	7	12	1	3	4	6	0
STAD_TCGA-HU-8610	2	11	8	8	2	6	0	2	2	0	1	2	3	0	4	3	6	1	4	3	1
STAD_TCGA-HU-A4G2	2	4	6	12	4	4	1	0	0	3	0	5	3	1	1	4	0	2	2	9	0
STAD_TCGA-HU-A4G3	1	12	9	23	0	17	2	4	10	0	9	7	12	1	0	0	6	0	4	9	0
STAD_TCGA-HU-A4G6	1	11	6	21	4	0	0	2	2	0	1	5	6	1	0	9	5	3	9	5	5
STAD_TCGA-HU-A4G8	9	260	86	342	93	205	58	7	136	135	144	23	6	0	10	70	8	0	2	4	23
STAD_TCGA-HU-A4G9	5	122	51	169	61	124	32	2	57	21	129	1	9	0	0	39	15	0	0	14	0
STAD_TCGA-HU-A4GC	1	25	14	22	1	34	0	5	5	1	5	4	7	11	4	0	15	0	7	3	6
STAD_TCGA-HU-A4GD	1	4	0	17	4	15	0	0	3	0	6	0	6	2	13	0	3	5	13	6	9
STAD_TCGA-HU-A4GF	1	21	9	16	8	10	1	7	3	3	5	5	7	0	5	14	20	7	12	10	5
STAD_TCGA-HU-A4GH	3	17	6	8	12	5	3	75	3	20	35	17	9	4	17	4	692	0	18	0	11
STAD_TCGA-HU-A4GJ	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
STAD_TCGA-HU-A4GN	7	215	67	233	125	156	99	0	75	42	114	27	13	0	3	76	18	0	4	23	2
STAD_TCGA-HU-A4GP	9	29	13	31	6	15	0	0	10	4	8	5	7	22	8	9	10	6	19	33	19
STAD_TCGA-HU-A4GQ	18	333	104	544	163	208	138	1	105	72	189	29	0	0	5	51	31	0	0	14	25
STAD_TCGA-HU-A4GT	11	216	56	229	142	179	103	3	63	105	250	12	3	13	5	67	25	0	0	4	0
STAD_TCGA-HU-A4GU	26	564	29	90	272	105	130	7	51	34	55	0	17	104	15	115	84	7	0	16	5
STAD_TCGA-HU-A4GX	10	206	84	282	135	214	79	0	71	56	99	9	0	0	3	81	0	0	0	0	0
STAD_TCGA-HU-A4GY	2	9	0	19	3	11	2	0	0	0	1	8	2	0	0	0	2	2	1	8	9
STAD_TCGA-HU-A4H0	6	14	8	28	6	42	0	5	6	4	9	21	6	12	4	12	4	0	12	14	3
STAD_TCGA-HU-A4H2	1	23	9	28	2	22	6	2	9	2	10	11	11	8	1	5	25	0	17	21	15
STAD_TCGA-HU-A4H3	15	145	42	174	78	82	63	0	80	42	86	27	0	0	6	111	27	1	3	0	1
STAD_TCGA-HU-A4H4	6	71	16	66	55	57	46	8	26	137	89	12	1	22	9	25	59	0	15	20	27
STAD_TCGA-HU-A4H5	5	11	7	18	13	4	4	1	20	0	15	13	9	23	8	9	8	13	101	30	16
STAD_TCGA-HU-A4H6	0	16	10	22	0	41	1	2	7	0	6	14	1	0	4	3	8	1	3	9	0
STAD_TCGA-HU-A4H8	5	261	57	309	98	184	84	2	89	0	69	19	2	5	8	49	12	0	9	23	3
STAD_TCGA-HU-A4HB	0	0	0	6	0	0	0	2	0	0	0	1	0	0	0	1	2	0	1	0	0
STAD_TCGA-HU-A4HD	5	13	9	19	12	19	4	2	3	10	1	9	17	7	16	0	13	13	25	20	9
STAD_TCGA-IN-7806	3	5	2	17	0	14	0	0	6	4	0	3	9	0	5	3	2	0	3	8	5
STAD_TCGA-IN-7808	6	18	10	23	0	7	5	0	3	3	2	12	3	0	2	0	13	0	14	8	2
STAD_TCGA-IN-8462	1	15	5	23	8	2	6	2	0	2	7	2	4	3	11	6	8	7	5	26	0
STAD_TCGA-IN-8663	1	17	7	24	4	11	2	8	4	2	5	26	4	5	10	0	59	0	9	30	0
STAD_TCGA-IN-A6RI	0	8	0	16	6	5	0	5	0	6	4	16	4	1	2	1	34	4	6	5	7
STAD_TCGA-IN-A6RJ	0	7	6	13	7	16	5	2	3	1	5	13	0	5	7	0	42	5	11	7	12
STAD_TCGA-IN-A6RL	55	18	5	8	17	19	23	40	20	22	41	15	14	9	22	17	35	62	65	31	26
STAD_TCGA-IN-A6RN	3	3	7	9	9	14	1	3	4	0	1	6	6	2	18	15	9	0	28	8	9
STAD_TCGA-IN-A6RO	14	19	22	29	0	13	13	3	11	0	2	25	2	2	45	17	26	9	46	47	17
