Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PMS2_dirichlet_train_fold2.23	999.9999999999968	0.816	725.041	72.504%	109.309	57.971%	0.51999	0.727
MLH1_dirichlet_train_fold2.9	999.9999999999967	0.908	539.467	53.947%	86.551	42.015%	0.37791	0.877
MLH1_dirichlet_train_fold2.10	999.999999999997	0.893	585.965	58.597%	88.041	45.012%	0.39859	0.85
MSH6_dirichlet_train_fold2.19	999.999999999997	0.899	529.112	52.911%	78.026	43.89%	0.29216	0.844
PMS2_dirichlet_train_fold2.24	999.9999999999968	0.856	655.24	65.524%	106.398	51.841%	0.44048	0.804
MLH1_dirichlet_train_fold2.11	999.9999999999966	0.804	712.189	71.219%	123.479	59.683%	0.4347	0.733
PMS2_dirichlet_train_fold2.25	999.9999999999964	0.832	640.928	64.093%	92.333	55.522%	0.37984	0.712
PMS1_dirichlet_train_fold2.8	999.9999999999978	0.809	846.564	84.656%	142.15	58.88%	0.74549	0.762
PMS1_dirichlet_train_fold2.9	999.9999999999975	0.891	625.838	62.584%	95.871	45.32%	0.48556	0.856
MSH2_dirichlet_train_fold2.9	999.9999999999969	0.853	684.278	68.428%	108.414	52.17%	0.49989	0.801
MSH6_dirichlet_train_fold2.20	999.9999999999966	0.854	614.779	61.478%	103.258	52.166%	0.36999	0.794
MSH2_dirichlet_train_fold2.10	999.9999999999973	0.869	665.188	66.519%	99.945	49.508%	0.45356	0.819
MLH1_dirichlet_train_fold2.12	999.9999999999966	0.849	629.141	62.914%	103.523	54.416%	0.35248	0.785
MSH6_dirichlet_train_fold2.21	999.9999999999968	0.884	531.556	53.156%	88.846	46.968%	0.3154	0.832
MSH6_dirichlet_train_fold2.22	999.999999999997	0.829	681.884	68.188%	109.929	56.174%	0.4971	0.756
MSH2_dirichlet_train_fold2.11	999.9999999999968	0.913	609.932	60.993%	103.416	41.033%	0.34002	0.896
MSH2_dirichlet_train_fold2.12	999.9999999999968	0.883	557.201	55.72%	89.063	47.125%	0.40901	0.83
MSH6_dirichlet_train_fold2.23	999.9999999999969	0.882	585.079	58.508%	84.681	47.19%	0.3699	0.819
MSH6_dirichlet_train_fold2.24	999.9999999999975	0.902	534.782	53.478%	86.88	43.355%	0.37153	0.865
PMS1_dirichlet_train_fold2.10	999.9999999999978	0.765	766.064	76.606%	177.731	64.968%	0.5569	0.722
PMS1_dirichlet_train_fold2.11	999.9999999999977	0.874	675.646	67.565%	102.361	48.708%	0.56659	0.832
MSH6_dirichlet_train_fold2.25	999.9999999999967	0.869	576.833	57.683%	98.38	50.744%	0.49699	0.817
MSH6_dirichlet_train_fold2.26	999.9999999999973	0.909	492.457	49.246%	90.404	42.21%	0.24462	0.882
MSH6_dirichlet_train_fold2.27	999.9999999999973	0.898	534.978	53.498%	85.885	44.078%	0.32808	0.857
MSH6_dirichlet_train_fold2.28	999.9999999999964	0.843	650.508	65.051%	108.205	54.814%	0.41239	0.782
PMS1_dirichlet_train_fold2.12	999.9999999999975	0.791	841.749	84.175%	127.159	61.278%	0.70076	0.713
UNG_dirichlet_train_fold2	999.9999999999985	0.813	745.85	74.585%	127.6	58.455%	0.53131	0.754
OGG1_dirichlet_train_fold2	999.999999999998	0.743	853.393	85.339%	265.237	68.681%	0.65378	0.725
UNG_dirichlet_train_fold2.1	999.9999999999985	0.833	748.795	74.88%	141.802	56.338%	0.49744	0.8
UNG_dirichlet_train_fold2.2	999.9999999999984	0.809	794.113	79.411%	135.243	58.896%	0.68079	0.755
UNG_dirichlet_train_fold2.3	999.9999999999981	0.782	755.181	75.518%	142.004	62.485%	0.55901	0.717
OGG1_dirichlet_train_fold2.1	999.9999999999984	0.851	741.15	74.115%	163.468	53.574%	0.63749	0.832
UNG_dirichlet_train_fold2.4	999.9999999999984	0.763	846.802	84.68%	156.586	65.217%	0.60833	0.704
UNG_dirichlet_train_fold2.5	999.9999999999984	0.9	673.052	67.305%	103.289	43.657%	0.58169	0.875
UNG_dirichlet_train_fold2.6	999.9999999999981	0.862	669.134	66.913%	106.555	50.736%	0.47716	0.814
UNG_dirichlet_train_fold2.7	999.9999999999982	0.85	731.728	73.173%	123.364	54.026%	0.75585	0.812
OGG1_dirichlet_train_fold2.2	999.9999999999982	0.76	913.377	91.338%	249.198	66.769%	0.62168	0.741
UNG_dirichlet_train_fold2.8	999.9999999999983	0.878	683.073	68.307%	98.168	48.045%	0.51124	0.835
OGG1_dirichlet_train_fold2.3	999.9999999999981	0.876	726.302	72.63%	175.496	52.199%	0.48113	0.869
UNG_dirichlet_train_fold2.9	999.9999999999986	0.835	806.794	80.679%	128.25	55.678%	0.62666	0.793
OGG1_dirichlet_train_fold2.4	999.9999999999984	0.832	842.05	84.205%	215.524	59.235%	0.62655	0.823
UNG_dirichlet_train_fold2.10	999.9999999999984	0.826	783.989	78.399%	130.484	56.613%	0.53656	0.779
OGG1_dirichlet_train_fold2.5	999.999999999998	0.679	1025.359	102.536%	328.935	75.154%	0.74026	0.661
UNG_dirichlet_train_fold2.11	999.9999999999983	0.822	774.276	77.428%	113.822	57.423%	0.52498	0.752
UNG_dirichlet_train_fold2.12	999.9999999999981	0.766	809.404	80.94%	154.577	64.362%	0.64007	0.704
UNG_dirichlet_train_fold2.13	999.9999999999985	0.85	671.424	67.142%	111.127	52.737%	0.43462	0.799
UNG_dirichlet_train_fold2.14	999.9999999999982	0.876	602.934	60.293%	98.137	48.182%	0.60205	0.831
UNG_dirichlet_train_fold2.15	999.9999999999984	0.87	703.858	70.386%	111.181	49.378%	0.57992	0.833
UNG_dirichlet_train_fold2.16	999.9999999999981	0.834	712.595	71.26%	113.063	55.51%	0.49003	0.774
UNG_dirichlet_train_fold2.17	999.9999999999985	0.881	677.647	67.765%	113.574	47.344%	0.59982	0.852
UNG_dirichlet_train_fold2.18	999.9999999999983	0.803	776.748	77.675%	140.507	59.704%	0.56264	0.75
OGG1_dirichlet_train_fold2.6	999.9999999999983	0.778	839.103	83.91%	211.588	63.56%	0.66398	0.753
UNG_dirichlet_train_fold2.19	999.9999999999984	0.851	644.386	64.439%	120.769	52.56%	0.50333	0.81
UNG_dirichlet_train_fold2.20	999.9999999999984	0.882	692.351	69.235%	113.43	47.679%	0.53399	0.854
OGG1_dirichlet_train_fold2.7	999.9999999999982	0.822	794.743	79.474%	197.472	58.818%	0.60867	0.805
OGG1_dirichlet_train_fold2.8	999.9999999999981	0.87	685.497	68.55%	159.808	51.235%	0.51717	0.857
