acc_mean,f1_mean,Lrec_mean,Lce_mean,Ltot_mean,epochs_mean,n_filter,stability_mean_refit0,stability_min_refit0,rec_refit0,acc_refit0,f1_refit0,Lrec_refit0,Lce_refit0,Ltot_refit0,epochs_refit0,stability_mean_refit1,stability_min_refit1,rec_refit1,acc_refit1,f1_refit1,Lrec_refit1,Lce_refit1,Ltot_refit1,epochs_refit1,acc_test,f1_test,rec_test,k,lr,lambda_c,lambda_p,fold,bootstrap,run
1.0,1.0,2.3780764365560474,2.2081962551768823,2.598896062073736,37000.0,0,0.93,0.69,0.2782,0.9808333516120911,0.9808551358811116,2.2710692288142367,79.24404560879476,2.2710692288142367,15000,,,,,,,,,,0.956,0.9558925157657555,4.594247642640006,5,0.005,0.1,0.0001,_all,multinomial,6
1.0,1.0,2.363813805508207,1.7940890240333576,2.5432227079115437,53000.0,0,1.0,1.0,0.2772,0.9800000190734863,0.9800208579139434,2.2625816296651147,76.55963976855793,2.2625816296651147,15000,,,,,,,,,,0.96725,0.9671299101562256,4.56800389408313,5,0.005,0.1,0.0001,_all,multinomial,7
1.0,1.0,2.352622052507751,2.097151099573114,2.562337162465062,49000.0,0,1.0,1.0,0.2773,0.9800000190734863,0.9800208579139434,2.2633693692766057,75.77709032185753,2.2633693692766057,15000,,,,,,,,,,0.9685,0.9683945551152356,4.568250293404041,5,0.005,0.1,0.0001,_all,multinomial,8
1.0,1.0,2.397339626391986,2.5317705487654045,2.6505166812685257,24000.0,0,0.89,0.51,0.2804,0.9766666889190674,0.9767373557719808,2.28973886605749,95.1774514508428,2.28973886605749,15000,,,,,,,,,,0.929,0.9292425252119139,4.635834412924276,5,0.005,0.1,0.0001,_all,multinomial,9
0.8558333277702331,0.8565502684924471,3.6937265042330694,468.6478119526204,3.6937265042330694,29500.0,0,0.78,0.06,0.4496,0.8799999952316284,0.8803782810155637,3.740956090861921,416.5758652322372,3.740956090861921,15000,,,,,,,,,,0.83725,0.8364408023404635,7.219386350482759,5,0.005,0.0,0.0001,_all,dirichlet,0
0.8595833301544189,0.860276449826294,3.6901812095013087,454.3904685903365,3.6901812095013087,28000.0,0,0.81,0.21,0.4471,0.887499988079071,0.8877452811000093,3.7253150137834385,385.3819066576518,3.7253150137834385,15000,,,,,,,,,,0.8505,0.8495656599510751,7.15351933418539,5,0.005,0.0,0.0001,_all,dirichlet,1
0.8483333230018616,0.8490979058247532,3.700811314346242,497.07180306574855,3.700811314346242,24500.0,0,0.78,0.07,0.4495,0.8483333587646484,0.8491698495349898,3.740092555169403,482.87401015068053,3.740092555169403,15000,,,,,,,,,,0.79325,0.7926255777729985,7.235793288444734,5,0.005,0.0,0.0001,_all,dirichlet,2
0.8595833301544189,0.860276449826294,3.6901850771571594,454.35446941711234,3.6901850771571594,39500.0,0,0.81,0.21,0.4471,0.887499988079071,0.8877452811000093,3.725321320573843,385.35035431544736,3.725321320573843,15000,,,,,,,,,,0.8505,0.8495656599510751,7.153438095170542,5,0.005,0.0,0.0001,_all,dirichlet,3
0.8520833253860474,0.8528240871586001,3.6972677164073566,482.8643595353609,3.6972677164073566,34500.0,0,0.77,0.01,0.4503,0.8633333444595337,0.8639034480061774,3.745010660259454,451.13413014787136,3.745010660259454,15000,,,,,,,,,,0.81625,0.81553268253239,7.245699620927634,5,0.005,0.0,0.0001,_all,dirichlet,4
0.8558333277702331,0.8565502684924471,3.693724827688378,468.6250580662121,3.693724827688378,29000.0,0,0.78,0.06,0.4496,0.8799999952316284,0.8803782810155637,3.7409364161922145,416.58297992746844,3.7409364161922145,15000,,,,,,,,,,0.83725,0.8364408023404635,7.219296963938257,5,0.005,0.0,0.0001,_all,dirichlet,5
0.8558333277702331,0.8565502684924471,3.6937244115868877,468.6327534965682,3.6937244115868877,22500.0,0,0.78,0.06,0.4496,0.8799999952316284,0.8803782810155637,3.740973908124266,416.6075523127531,3.740973908124266,15000,,,,,,,,,,0.83725,0.8364408023404635,7.2194233987854055,5,0.005,0.0,0.0001,_all,dirichlet,6
0.8445833206176758,0.8453717244909063,3.704353961591555,511.3264671880376,3.704353961591555,24000.0,0,0.82,0.22,0.448,0.846666693687439,0.8474251503530827,3.7317131074116334,509.9534819246732,3.7317131074116334,15000,,,,,,,,,,0.77625,0.7754872609343936,7.207726466130856,5,0.005,0.0,0.0001,_all,dirichlet,7
0.8595833301544189,0.860276449826294,3.6901819484161407,454.35678627016193,3.6901819484161407,28000.0,0,0.81,0.21,0.4471,0.887499988079071,0.8877452811000093,3.7251979105152686,385.3196307086069,3.7251979105152686,15000,,,,,,,,,,0.8505,0.8495656599510751,7.153140627495086,5,0.005,0.0,0.0001,_all,dirichlet,8
0.8595833301544189,0.860276449826294,3.6901817414347655,454.3524632123299,3.6901817414347655,32000.0,0,0.81,0.21,0.4471,0.887499988079071,0.8877452811000093,3.7252028562961907,385.32970605902653,3.7252028562961907,15000,,,,,,,,,,0.8505,0.8495656599510751,7.1531689477445415,5,0.005,0.0,0.0001,_all,dirichlet,9
1.0,1.0,3.875111491971874,2.595454015574968,4.13465689352937,22000.0,0,0.99,0.98,0.45,0.9083333611488342,0.908619069564053,3.7535166886734372,282.2282346332093,3.7535166886734372,15000,,,,,,,,,,0.875,0.8741165637262928,7.197259283094937,5,0.005,0.1,0.0001,_all,dirichlet,0
1.0,1.0,3.872005982548173,2.4287231402295477,4.114878296571129,28000.0,0,1.0,0.98,0.45,0.909166693687439,0.9094804529615326,3.753427843582785,281.439963931271,3.753427843582785,15000,,,,,,,,,,0.875,0.8741048073165956,7.196605081380071,5,0.005,0.1,0.0001,_all,dirichlet,1
1.0,1.0,3.870596495524976,2.5660383620224967,4.127200331727226,19500.0,0,0.99,0.98,0.4501,0.9083333611488342,0.9086943388734471,3.754050191046583,281.3818776581812,3.754050191046583,15000,,,,,,,,,,0.876,0.8751279106911092,7.197276737078165,5,0.005,0.1,0.0001,_all,dirichlet,2
1.0,1.0,3.8517951635051197,2.9075575253579546,4.142550916040915,24000.0,0,1.0,1.0,0.4502,0.9108333587646484,0.9111216315510046,3.7554441614661593,277.4885751473759,3.7554441614661593,15000,,,,,,,,,,0.877,0.8761207249894657,7.198804678821482,5,0.005,0.1,0.0001,_all,dirichlet,3
1.0,1.0,3.861889003586975,2.6305468581680467,4.124943689403779,20500.0,0,1.0,1.0,0.4501,0.9108333587646484,0.9111216315510046,3.754503634721955,278.98528528103645,3.754503634721955,15000,,,,,,,,,,0.875,0.8740752752606651,7.1983894332914335,5,0.005,0.1,0.0001,_all,dirichlet,4
1.0,1.0,3.859593180680757,2.683918983600981,4.1279850790408545,22000.0,0,1.0,1.0,0.4502,0.9108333587646484,0.9111216315510046,3.754805183289835,278.6028778925264,3.754805183289835,15000,,,,,,,,,,0.8765,0.8756046959128907,7.198447621203405,5,0.005,0.1,0.0001,_all,dirichlet,5
1.0,1.0,3.8743394172945806,2.8896691152323757,4.163306328817818,20500.0,0,0.99,0.96,0.4503,0.909166693687439,0.9094550071302316,3.7558557529174865,282.8347216771426,3.7558557529174865,15000,,,,,,,,,,0.8755,0.8745467473044111,7.1976389976182436,5,0.005,0.1,0.0001,_all,dirichlet,6
1.0,1.0,3.8633870184847146,2.5753343901887407,4.12092045750359,29000.0,0,1.0,1.0,0.4501,0.9108333587646484,0.9111216315510046,3.7544498485365576,279.188852489574,3.7544498485365576,15000,,,,,,,,,,0.8755,0.87460979743252,7.198335183503743,5,0.005,0.1,0.0001,_all,dirichlet,7
1.0,1.0,3.872260720599718,2.784864921941577,4.150747212793875,27000.0,0,0.99,0.98,0.4502,0.9100000262260437,0.9102409695193576,3.7547447923300945,279.69899222684245,3.7547447923300945,15000,,,,,,,,,,0.87475,0.8738134737037435,7.198096781906614,5,0.005,0.1,0.0001,_all,dirichlet,8
1.0,1.0,3.871423239552145,2.4333619390657275,4.114759433458717,29500.0,0,1.0,1.0,0.4501,0.9100000262260437,0.9103012813757244,3.7539652799545102,279.8070427935878,3.7539652799545102,15000,,,,,,,,,,0.8755,0.8745984196247102,7.197959254836635,5,0.005,0.1,0.0001,_all,dirichlet,9
