Samples	SBS96A	SBS96B	SBS96C
ATP2B4_1_multinomial_train1.29	0.5792891910290972	0.10080275292029912	0.31990805605060385
ATP2B4_0_multinomial_train1.28	0.6439569334699842	0.06967669149908284	0.28636637503093293
ATP2B4_0_multinomial_train1.29	0.6150599215325774	0.007192962861711703	0.37774711560571084
ATP2B4_0_multinomial_train1.30	0.4859098421917041	0.05903189613559868	0.45505826167269714
ATP2B4_0_multinomial_train1.31	0.8532974557026912	0.06238648701681132	0.08431605728049744
ATP2B4_1_multinomial_train1.30	0.7288584167716623	4.1452558127667723e-81	0.27114158322833787
ATP2B4_1_multinomial_train1.31	0.4880413154539134	0.029836932411576936	0.4821217521345097
ATP2B4_1_multinomial_train1.32	0.639529714649227	6.0390795584211596e-179	0.3604702853507731
ATP2B4_0_multinomial_train1.32	0.7753425163668295	7.667658943837613e-153	0.22465748363317062
ATP2B4_0_multinomial_train1.33	0.7153708134424731	1.3920978185294367e-05	0.28461526557934147
ATP2B4_0_multinomial_train1.34	0.6588849210312906	0.05902615336820834	0.2820889256005009
ATP2B4_0_multinomial_train1.35	0.8793278384993285	0.013710666742185337	0.10696149475848629
ATP2B4_1_multinomial_train1.33	0.5839975558086158	0.03170932518788416	0.38429311900349994
ATP2B4_1_multinomial_train1.34	0.5072886458495154	0.079739947926216	0.4129714062242687
ATP2B4_1_multinomial_train1.35	0.3419362059397995	0.13918431971698375	0.5188794743432168
ATP2B4_1_multinomial_train1.36	0.37665176612451	0.1666745305371528	0.45667370333833723
ATP2B4_0_multinomial_train1.36	0.6323744275653322	1.256321180943067e-116	0.3676255724346677
ATP2B4_0_multinomial_train1.37	0.8822669843809235	4.57730873195485e-197	0.11773301561907643
ATP2B4_1_multinomial_train1.37	0.1316934037868998	0.18157813335455678	0.6867284628585433
ATP2B4_1_multinomial_train1.38	0.656191208375835	0.07326311779176296	0.27054567383240197
ATP2B4_1_multinomial_train1.39	0.38332381820612743	0.1340195480502402	0.4826566337436323
ATP2B4_1_multinomial_train1.40	0.3767048053404135	0.022557261077640955	0.6007379335819456
ATP2B4_1_multinomial_train1.41	0.4373949030175139	0.07622179317806757	0.48638330380441863
ATP2B4_1_multinomial_train1.42	0.30542697979697087	0.058819406278562913	0.6357536139244662
ATP2B4_0_multinomial_train1.38	0.8063713039250202	0.03893661536400085	0.1546920807109788
ATP2B4_0_multinomial_train1.39	0.6811047439492546	0.06694949280568271	0.2519457632450626
ATP2B4_0_multinomial_train1.40	0.5358320351332371	0.04522165067788024	0.4189463141888826
ATP2B4_1_multinomial_train1.43	0.31159662326377685	0.13146288211719462	0.5569404946190284
ATP2B4_0_multinomial_train1.41	0.8187007395523009	4.685922589161057e-103	0.1812992604476992
ATP2B4_0_multinomial_train1.42	0.6509843858558215	1.4922960505673155e-39	0.3490156141441785
ATP2B4_0_multinomial_train1.43	0.7693079048021596	1.6358963440106836e-215	0.2306920951978404
ATP2B4_0_multinomial_train1.44	0.8224400726967115	0.041022935077322076	0.13653699222596657
ATP2B4_1_multinomial_train1.44	0.5401282350239565	1.0757196357210672e-250	0.4598717649760437
ATP2B4_0_multinomial_train1.45	0.6338106226634426	0.042322750500398694	0.3238666268361588
ATP2B4_1_multinomial_train1.45	0.48953078290405105	0.01835931541061816	0.49210990168533075
ATP2B4_0_multinomial_train1.46	0.8043985112165899	5.4644127459393744e-86	0.19560148878340994
ATP2B4_0_multinomial_train1.47	0.7464423467419212	0.04480309451543883	0.20875455874263998
ATP2B4_0_multinomial_train1.48	0.7771455713983579	0.009820190556692138	0.21303423804494984
ATP2B4_1_multinomial_train1.46	0.7956461706826089	1.909051309485554e-296	0.20435382931739124
ATP2B4_1_multinomial_train1.47	0.6542441892213269	0.031965098203707465	0.3137907125749655
ATP2B4_1_multinomial_train1.48	0.34667559288639516	0.11905873152363812	0.5342656755899668
PMS1_0_multinomial_train1	0.5440033320576533	0.287773447697188	0.1682232202451587
MSH6_1_multinomial_train1	1.887e-321	0.9999986165549518	1.38344504802106e-06
MSH6_0_multinomial_train1	1.546e-321	1.0	7.138603059730023e-289
MSH2_0_multinomial_train1	9.209755126092896e-299	1.0	2.9713877209858843e-47
MSH6_0_multinomial_train1.1	1.324e-321	1.0	5.985260227068466e-245
MLH1_0_multinomial_train1	7.86e-322	1.0	5.2e-322
MSH6_1_multinomial_train1.1	1.25e-321	0.992267899367515	0.007732100632484999
MLH1_0_multinomial_train1.1	1.04e-321	0.9999999999999999	1.285e-321
PMS1_0_multinomial_train1.1	0.6831402855421593	0.20467427947316058	0.1121854349846802
PMS1_0_multinomial_train1.2	0.6779884202643013	0.2527372576467804	0.06927432208891815
MSH6_1_multinomial_train1.2	1.013e-321	1.0	1.517e-321
MSH6_1_multinomial_train1.3	7.7e-322	1.0	7.66e-322
PMS1_0_multinomial_train1.3	0.4831388326673226	0.27953620237502	0.23732496495765734
PMS1_0_multinomial_train1.4	0.5930552644907102	0.23630822626707976	0.17063650924221008
PMS2_0_multinomial_train1	0.14271688579331143	0.8572831142066886	1.19e-321
MSH6_1_multinomial_train1.4	1.285e-321	0.9940366452059839	0.005963354794015989
MSH6_0_multinomial_train1.2	1.31e-321	0.9999999999999999	2.34e-321
PMS1_0_multinomial_train1.5	0.5370833752257625	0.2199432561637539	0.24297336861048358
PMS1_0_multinomial_train1.6	0.46548179836753945	0.24787158335341444	0.2866466182790462
PMS1_0_multinomial_train1.7	0.7253567040175181	0.17878433257949083	0.09585896340299106
MSH6_1_multinomial_train1.5	1.53e-321	0.9871456270469903	0.012854372953009886
MLH1_0_multinomial_train1.2	4.8e-322	1.0	2.4e-322
PMS1_0_multinomial_train1.8	0.672093975544704	0.28099453995057766	0.046911484504718486
