Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V
BRCA_TCGA-C8-A1HL	1	5	1	1	1	2	1	2	4	0	2	2	7	1	0	0	0	0	3	1	3	0
BRCA_TCGA-C8-A1HM	6	7	21	8	2	7	0	0	8	0	8	0	7	62	273	0	0	1	13	16	9	0
BRCA_TCGA-C8-A1HN	1	3	2	9	2	6	0	2	2	0	6	3	6	5	2	0	1	0	11	4	4	1
BRCA_TCGA-C8-A1HO	2	0	2	4	4	3	2	3	0	1	0	0	6	4	7	3	0	0	1	2	5	0
BRCA_TCGA-C8-A26V	1	5	7	2	1	3	0	1	0	0	5	0	4	3	41	4	6	1	4	3	3	2
BRCA_TCGA-C8-A26W	0	2	7	2	1	2	0	1	1	2	3	0	4	12	17	5	2	0	4	0	0	4
BRCA_TCGA-C8-A26X	1	5	4	1	0	13	0	0	6	1	3	7	5	2	4	4	2	0	6	6	3	2
BRCA_TCGA-C8-A26Y	8	1	40	4	0	9	0	21	0	0	1	0	0	150	447	73	16	15	0	95	0	36
BRCA_TCGA-C8-A26Z	1	6	3	3	0	7	0	0	2	0	0	1	2	2	0	3	3	0	7	2	5	2
BRCA_TCGA-C8-A273	1	1	2	5	2	0	0	0	0	0	1	1	3	0	1	0	0	1	4	0	2	0
BRCA_TCGA-C8-A274	1	6	13	3	0	3	2	10	2	0	1	0	0	42	126	43	1	0	0	3	9	16
BRCA_TCGA-C8-A275	0	2	10	3	4	5	0	0	4	0	1	0	1	22	73	5	1	2	0	0	4	5
BRCA_TCGA-C8-A278	1	1	4	6	4	3	0	1	1	2	0	0	0	4	9	0	3	0	6	0	8	0
BRCA_TCGA-C8-A27A	3	2	3	2	0	2	0	3	0	0	1	0	5	1	5	5	2	0	4	0	1	1
BRCA_TCGA-C8-A27B	3	4	4	2	4	0	2	0	0	3	4	1	6	1	67	0	5	5	47	4	0	0
BRCA_TCGA-C8-A3M7	0	6	18	6	0	8	1	7	2	0	2	0	0	66	68	21	7	0	0	0	5	4
BRCA_TCGA-C8-A3M8	0	5	3	5	0	0	0	0	0	3	5	0	10	0	12	8	0	0	7	0	2	2
BRCA_TCGA-C8-A8HP	1	6	22	1	0	4	0	6	8	0	0	0	0	48	137	15	1	0	0	11	3	10
BRCA_TCGA-C8-A8HQ	0	1	33	11	0	8	5	11	0	0	1	0	0	64	191	37	1	0	0	0	0	9
BRCA_TCGA-C8-A8HR	0	4	2	2	0	7	0	5	0	2	5	2	5	3	2	0	1	3	12	0	0	5
BRCA_TCGA-C8-A9FZ	0	4	1	4	4	2	0	0	0	2	0	0	0	1	4	0	0	0	7	0	0	0
BRCA_TCGA-D8-A13Y	1	1	3	5	2	4	0	3	3	2	5	2	6	11	14	6	0	2	6	0	0	6
BRCA_TCGA-D8-A13Z	1	5	4	5	0	11	0	0	7	0	0	0	3	1	14	0	3	5	31	9	0	4
BRCA_TCGA-D8-A140	0	9	6	10	6	2	1	4	9	7	0	3	6	25	10	7	2	0	0	5	16	6
BRCA_TCGA-D8-A141	0	1	1	1	0	5	0	0	1	0	0	0	1	1	0	0	1	0	4	0	5	0
BRCA_TCGA-D8-A142	1	8	7	21	1	7	3	5	2	8	1	5	20	5	15	0	2	6	30	0	19	0
BRCA_TCGA-D8-A143	0	4	0	6	1	4	0	0	3	1	1	1	5	2	2	1	0	1	16	2	3	8
BRCA_TCGA-D8-A145	0	5	1	3	1	5	0	0	3	3	3	0	4	0	3	0	2	0	6	0	3	5
BRCA_TCGA-D8-A146	0	4	4	4	0	2	0	1	3	3	2	0	3	7	1	1	3	0	0	0	2	1
BRCA_TCGA-D8-A147	2	1	6	5	0	1	5	0	14	1	1	9	0	14	50	0	9	10	49	0	13	10
BRCA_TCGA-D8-A1J8	11	38	56	27	51	21	19	15	53	10	32	0	8	139	371	46	19	0	0	12	0	33
BRCA_TCGA-D8-A1J9	7	2	24	0	0	2	0	6	0	0	1	0	0	42	139	28	0	2	0	2	13	10
BRCA_TCGA-D8-A1JB	1	1	2	2	3	3	1	0	1	1	2	0	7	2	5	6	0	3	13	0	7	3
BRCA_TCGA-D8-A1JC	1	0	9	10	0	0	1	1	6	0	2	0	0	25	46	3	3	0	4	0	3	8
BRCA_TCGA-D8-A1JD	4	3	4	4	5	0	4	0	10	0	3	0	11	3	18	10	0	2	26	1	6	8
BRCA_TCGA-D8-A1JE	1	2	0	6	3	1	0	2	0	0	3	5	0	2	2	0	3	0	1	2	2	5
BRCA_TCGA-D8-A1JF	0	4	2	6	10	0	0	2	2	0	3	0	0	2	3	2	3	0	7	0	2	1
BRCA_TCGA-D8-A1JG	30	7	18	13	10	6	1	14	0	1	0	7	8	7	11	6	4	1	14	1	8	2
BRCA_TCGA-D8-A1JH	0	2	1	1	0	1	1	0	0	0	1	2	0	1	1	0	5	0	2	0	3	3
BRCA_TCGA-D8-A1JI	0	1	2	3	4	0	0	0	3	2	4	2	9	5	0	0	0	0	0	2	5	0
BRCA_TCGA-D8-A1JJ	0	4	7	3	1	4	0	3	5	0	2	0	1	14	29	9	3	2	0	0	6	5
BRCA_TCGA-D8-A1JK	4	6	4	1	6	5	7	10	10	6	8	22	23	19	14	7	30	4	23	8	15	17
BRCA_TCGA-D8-A1JL	3	2	4	5	6	0	4	0	2	6	7	0	11	2	11	7	7	2	29	0	15	4
BRCA_TCGA-D8-A1JM	0	1	4	5	0	6	0	0	4	1	1	2	0	1	2	0	0	0	7	5	13	1
BRCA_TCGA-D8-A1JN	2	3	21	3	0	7	0	8	0	0	0	0	2	48	75	20	0	0	0	8	2	9
BRCA_TCGA-D8-A1JP	1	2	2	0	3	0	0	3	6	12	2	3	13	7	10	0	4	6	31	8	12	10
BRCA_TCGA-D8-A1JS	1	2	1	3	0	0	0	0	2	2	1	0	1	4	0	0	0	0	4	2	0	6
BRCA_TCGA-D8-A1JT	0	3	1	5	1	2	1	0	1	0	0	0	10	0	0	4	4	0	7	0	2	0
BRCA_TCGA-D8-A1JU	0	1	1	4	0	0	0	0	1	3	1	0	2	0	1	1	0	0	2	0	1	2
BRCA_TCGA-D8-A1X5	6	5	2	6	1	6	3	0	0	7	0	2	0	4	7	0	0	2	0	0	14	1
BRCA_TCGA-D8-A1X6	3	5	1	2	0	9	0	0	3	1	0	0	2	1	1	3	2	0	7	0	0	2
BRCA_TCGA-D8-A1X7	0	1	2	4	2	0	0	0	0	0	0	0	3	6	1	2	0	0	4	2	4	1
BRCA_TCGA-D8-A1X9	4	0	0	5	7	0	8	0	3	4	4	0	7	0	9	0	0	1	13	16	16	5
BRCA_TCGA-D8-A1XA	0	1	2	2	0	4	0	0	0	4	1	0	2	3	0	0	3	0	1	5	0	0
BRCA_TCGA-D8-A1XB	0	7	4	3	1	3	1	1	1	0	3	0	2	3	4	3	2	0	0	4	4	4
BRCA_TCGA-D8-A1XC	1	3	1	0	4	10	0	0	3	1	0	1	0	4	0	2	0	0	2	0	2	0
BRCA_TCGA-D8-A1XF	0	6	6	5	1	5	1	0	1	0	0	7	0	4	3	0	3	0	4	0	5	0
BRCA_TCGA-D8-A1XG	0	1	2	1	6	0	3	0	0	0	3	1	0	0	1	0	1	0	6	0	1	1
BRCA_TCGA-D8-A1XK	7	60	9	46	32	29	31	16	19	413	283	9	0	0	5	43	36	42	37	2	50	131
BRCA_TCGA-D8-A1XL	4	4	4	4	0	1	3	2	4	3	7	7	2	2	7	4	4	2	24	0	14	8
BRCA_TCGA-D8-A1XM	0	0	8	8	0	3	0	1	1	0	0	1	2	15	11	1	2	0	0	8	0	3
BRCA_TCGA-D8-A1XO	0	1	0	2	0	2	0	1	2	0	0	0	1	1	8	4	0	0	0	1	4	2
BRCA_TCGA-D8-A1XQ	8	61	28	80	65	48	35	7	71	123	150	13	35	7	30	47	35	21	89	14	17	47
BRCA_TCGA-D8-A1XR	0	4	1	1	1	3	3	0	4	2	0	0	0	3	0	0	5	0	1	0	0	4
BRCA_TCGA-D8-A1XS	0	3	4	2	0	0	0	0	1	0	0	0	0	3	3	2	0	0	0	0	8	0
BRCA_TCGA-D8-A1XT	0	4	2	1	1	7	1	0	0	2	0	3	2	6	2	0	3	1	6	2	2	0
BRCA_TCGA-D8-A1XU	0	1	1	1	0	4	0	1	2	0	0	0	0	5	4	6	2	0	3	0	2	3
BRCA_TCGA-D8-A1XV	0	0	1	8	1	3	0	0	0	1	2	3	4	0	5	0	0	0	2	0	2	4
BRCA_TCGA-D8-A1XW	0	4	3	7	0	0	0	1	8	5	0	0	6	3	12	7	7	6	32	1	12	8
BRCA_TCGA-D8-A1XY	1	7	3	7	2	6	3	3	2	0	0	0	1	9	3	0	2	0	6	0	3	1
BRCA_TCGA-D8-A1XZ	1	9	7	16	3	8	0	0	12	1	0	3	5	0	11	0	0	0	10	3	5	2
BRCA_TCGA-D8-A1Y0	4	0	2	4	6	5	3	0	1	4	2	1	1	3	13	0	1	0	14	0	6	11
BRCA_TCGA-D8-A1Y1	0	29	14	70	10	31	5	1	7	6	12	0	0	15	9	19	3	0	1	0	0	1
BRCA_TCGA-D8-A1Y2	0	0	2	3	0	2	0	1	0	0	0	1	0	2	4	5	2	0	0	0	0	0
BRCA_TCGA-D8-A1Y3	0	5	4	8	0	13	0	3	2	0	4	0	8	0	1	0	8	0	8	1	0	2
BRCA_TCGA-D8-A27E	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0
BRCA_TCGA-D8-A27F	3	1	1	3	0	0	0	2	7	3	1	0	4	0	11	0	1	0	14	3	9	7
BRCA_TCGA-D8-A27G	0	1	63	1	0	4	0	31	3	0	0	0	0	268	648	102	0	0	0	33	0	22
BRCA_TCGA-D8-A27H	0	2	1	7	2	0	1	1	2	5	5	5	1	8	50	0	5	1	62	0	1	1
BRCA_TCGA-D8-A27I	0	2	2	5	1	0	0	0	2	0	0	0	0	1	5	1	10	0	5	2	0	0
BRCA_TCGA-D8-A27K	0	1	1	2	1	4	0	0	1	0	1	0	2	0	1	1	2	0	1	2	1	0
BRCA_TCGA-D8-A27L	0	4	5	2	0	2	0	0	0	0	0	1	5	15	10	2	2	0	0	0	4	1
BRCA_TCGA-D8-A27M	4	4	4	1	1	4	0	4	2	3	1	9	1	0	13	3	0	0	22	3	9	2
BRCA_TCGA-D8-A27N	1	6	4	8	0	5	1	0	4	0	2	1	3	4	2	2	0	0	3	0	9	5
BRCA_TCGA-D8-A27P	0	4	1	1	0	1	0	0	5	1	1	0	1	2	0	2	4	0	2	0	4	1
BRCA_TCGA-D8-A27R	0	2	3	1	3	1	0	0	0	0	0	0	5	1	3	0	2	0	11	0	1	2
BRCA_TCGA-D8-A27T	0	5	1	2	0	4	1	2	1	0	3	0	0	5	1	0	2	0	2	0	2	0
BRCA_TCGA-D8-A27V	3	2	18	3	0	4	0	3	0	1	2	1	9	41	119	9	5	0	0	5	7	3
BRCA_TCGA-D8-A27W	0	8	4	9	0	6	0	0	6	3	0	1	3	0	4	0	3	0	0	4	3	1
BRCA_TCGA-D8-A3Z6	1	3	1	2	2	5	0	1	2	0	5	0	2	1	4	4	0	0	1	0	2	1
BRCA_TCGA-D8-A4Z1	0	1	5	0	0	1	0	2	0	0	0	0	1	9	14	8	0	0	0	2	0	3
BRCA_TCGA-D8-A73U	0	2	10	5	1	5	0	9	0	0	4	0	0	65	74	26	0	0	0	0	0	6
BRCA_TCGA-D8-A73W	0	8	1	5	0	5	0	0	8	0	0	0	7	1	4	3	1	3	1	2	2	1
BRCA_TCGA-D8-A73X	0	4	4	6	0	2	2	1	0	3	4	0	3	2	3	7	4	0	2	0	4	1
BRCA_TCGA-E2-A105	1	4	1	5	0	7	1	0	5	6	0	0	8	7	4	3	1	0	7	2	0	5
BRCA_TCGA-E2-A107	1	1	3	4	0	1	0	3	0	2	2	0	4	3	2	3	0	0	0	0	0	7
BRCA_TCGA-E2-A108	2	0	5	4	0	2	3	3	4	2	2	0	0	23	95	14	7	0	11	1	3	5
BRCA_TCGA-E2-A109	2	6	3	3	3	10	3	0	3	2	4	6	7	7	0	2	0	0	10	2	9	2
BRCA_TCGA-E2-A10A	0	3	0	0	0	1	0	0	3	0	0	0	3	5	5	3	1	0	2	0	2	0
BRCA_TCGA-E2-A10B	0	3	4	2	0	3	3	3	4	1	4	0	0	11	21	0	7	1	1	3	1	1
BRCA_TCGA-E2-A10C	0	0	33	4	0	0	0	16	0	0	0	0	0	130	258	51	0	0	0	13	0	14
BRCA_TCGA-E2-A10F	0	3	2	3	0	3	0	0	0	2	0	2	0	3	3	0	4	0	0	3	1	1
BRCA_TCGA-E2-A14N	0	3	5	2	1	3	0	0	2	0	3	5	11	1	19	3	7	6	24	1	5	8
BRCA_TCGA-E2-A14O	1	2	6	4	0	8	0	0	0	1	0	2	3	0	1	1	1	0	1	0	4	1
BRCA_TCGA-E2-A14P	1	7	9	8	3	8	0	1	0	4	2	2	9	17	15	10	0	0	0	10	3	3
BRCA_TCGA-E2-A14Q	1	1	1	3	0	10	0	1	0	0	4	4	2	2	4	1	0	1	0	0	5	0
BRCA_TCGA-E2-A14R	3	1	4	4	10	4	1	4	0	2	10	8	10	1	16	0	4	2	40	6	2	11
BRCA_TCGA-E2-A14T	0	5	4	4	0	0	0	0	2	1	1	0	2	0	7	2	0	4	0	0	7	4
BRCA_TCGA-E2-A14V	0	4	11	11	0	5	3	1	4	5	0	0	7	9	47	8	2	4	5	0	11	4
BRCA_TCGA-E2-A14W	0	2	4	0	3	4	1	3	6	1	3	7	4	3	12	0	3	2	29	1	6	8
BRCA_TCGA-E2-A14X	0	8	4	6	0	1	0	0	2	0	0	0	2	3	4	1	4	0	2	0	0	0
BRCA_TCGA-E2-A14Y	0	2	0	2	0	4	0	1	0	0	1	0	2	7	20	5	1	0	1	1	0	3
BRCA_TCGA-E2-A14Z	1	1	7	3	0	5	2	4	3	2	0	0	3	15	17	4	1	2	8	2	9	6
BRCA_TCGA-E2-A150	7	7	4	6	6	2	0	8	5	3	0	1	5	0	5	1	3	5	15	4	0	4
BRCA_TCGA-E2-A152	0	0	19	3	0	1	0	4	10	0	1	0	0	29	79	9	0	0	0	7	6	3
BRCA_TCGA-E2-A153	0	2	2	5	0	1	0	1	1	1	0	0	0	3	2	6	0	0	0	0	0	2
BRCA_TCGA-E2-A154	3	5	6	7	0	2	2	0	5	0	0	0	2	0	2	3	0	0	5	3	13	0
BRCA_TCGA-E2-A155	2	4	4	3	0	9	0	1	9	0	3	0	2	5	9	6	2	0	4	1	14	3
BRCA_TCGA-E2-A156	0	0	1	2	2	2	0	0	0	0	3	0	2	5	3	0	0	0	1	0	2	2
BRCA_TCGA-E2-A158	1	0	3	6	6	2	4	2	3	1	3	4	7	0	6	0	4	3	32	0	6	4
BRCA_TCGA-E2-A159	0	3	6	3	0	9	0	3	1	0	2	1	1	32	104	12	2	4	0	7	5	6
BRCA_TCGA-E2-A15A	3	4	0	5	3	3	0	0	1	2	0	5	5	5	3	0	1	3	6	4	9	0
BRCA_TCGA-E2-A15C	0	5	2	5	5	9	1	0	2	2	0	2	4	3	1	0	0	0	7	0	1	1
BRCA_TCGA-E2-A15D	3	4	2	5	2	1	0	0	2	2	1	0	2	0	1	4	1	1	0	0	2	1
BRCA_TCGA-E2-A15E	1	2	1	6	0	2	0	0	0	3	6	0	3	0	7	0	3	0	6	0	0	0
BRCA_TCGA-E2-A15F	0	2	1	3	0	3	0	0	3	0	1	0	0	2	0	1	1	0	4	0	1	6
BRCA_TCGA-E2-A15G	0	1	5	7	0	5	0	3	4	3	6	0	4	6	2	4	0	0	5	0	13	5
BRCA_TCGA-E2-A15H	0	4	2	2	5	7	0	0	0	0	3	0	4	1	1	0	0	0	1	0	3	0
BRCA_TCGA-E2-A15I	1	3	1	6	0	6	0	0	1	0	0	0	0	7	0	3	3	0	2	2	7	1
BRCA_TCGA-E2-A15J	0	6	0	0	0	3	0	0	1	1	0	0	1	2	0	2	0	0	3	2	1	0
BRCA_TCGA-E2-A15K	1	5	2	6	0	2	3	0	3	1	0	0	5	5	2	0	5	0	3	2	6	2
BRCA_TCGA-E2-A15L	0	2	2	7	0	2	0	0	0	0	4	2	0	1	3	0	5	0	3	2	0	1
BRCA_TCGA-E2-A15M	2	8	4	5	1	11	1	1	1	3	1	3	7	9	22	8	1	0	10	0	4	6
BRCA_TCGA-E2-A15O	0	2	2	5	2	0	0	0	1	0	3	0	1	3	0	0	0	1	5	1	3	5
BRCA_TCGA-E2-A15P	0	3	1	1	0	5	0	1	1	2	2	0	3	2	0	1	0	0	2	0	2	2
BRCA_TCGA-E2-A15R	0	3	5	5	0	9	0	0	1	1	0	0	4	5	2	2	0	0	1	2	2	5
BRCA_TCGA-E2-A15S	0	0	1	6	1	0	3	4	2	6	0	2	6	2	8	2	0	4	9	0	4	8
BRCA_TCGA-E2-A15T	0	0	2	9	4	3	0	0	0	2	0	0	2	1	3	0	5	0	0	2	5	2
BRCA_TCGA-E2-A1AZ	1	4	10	1	0	0	0	0	1	0	7	2	5	1	25	4	0	0	5	2	9	2
BRCA_TCGA-E2-A1B0	0	3	6	3	1	7	0	0	0	6	0	0	1	2	6	8	4	1	0	1	5	6
BRCA_TCGA-E2-A1B1	0	1	2	6	0	4	0	2	2	0	0	0	0	21	21	0	3	0	4	0	0	0
BRCA_TCGA-E2-A1B4	0	4	3	0	1	0	0	0	1	1	0	4	1	10	2	0	6	0	4	0	5	0
BRCA_TCGA-E2-A1B5	0	2	4	2	0	3	0	3	0	1	0	0	2	3	13	10	0	1	0	1	1	0
BRCA_TCGA-E2-A1B6	0	4	0	6	1	0	0	0	3	0	2	6	1	0	3	2	4	0	19	0	2	3
BRCA_TCGA-E2-A1BC	0	5	0	2	1	0	0	2	1	1	3	2	5	0	3	0	0	0	5	2	9	0
BRCA_TCGA-E2-A1BD	1	1	3	5	0	12	0	0	3	0	3	5	1	0	1	0	0	0	1	2	3	2
BRCA_TCGA-E2-A1IE	0	1	1	2	1	5	1	0	3	2	0	3	1	0	0	0	1	2	4	0	3	0
BRCA_TCGA-E2-A1IF	0	2	1	2	0	0	0	0	0	1	4	0	6	0	0	2	0	0	1	0	5	0
BRCA_TCGA-E2-A1IG	0	2	6	8	1	0	0	1	1	1	0	3	4	9	1	3	3	0	7	4	1	2
BRCA_TCGA-E2-A1IH	1	4	3	5	0	0	0	1	1	4	5	0	5	8	25	4	0	1	4	5	2	7
BRCA_TCGA-E2-A1II	0	3	0	2	0	2	0	9	0	0	2	0	1	0	1	0	0	0	9	0	0	5
BRCA_TCGA-E2-A1IJ	0	1	0	4	0	0	0	0	1	0	0	2	0	1	0	2	0	2	0	5	0	0
BRCA_TCGA-E2-A1IK	0	1	3	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	2	0	0	5
BRCA_TCGA-E2-A1IL	1	4	3	0	0	3	0	0	1	0	2	0	3	1	0	0	0	1	5	0	7	0
BRCA_TCGA-E2-A1IN	0	4	10	4	0	5	1	5	7	0	3	0	0	38	129	20	1	0	4	2	8	7
BRCA_TCGA-E2-A1IO	0	1	2	2	0	2	0	2	1	1	0	0	0	0	1	0	0	0	0	0	2	2
BRCA_TCGA-E2-A1IU	0	1	6	1	1	1	0	1	1	0	0	1	1	2	3	1	1	0	7	0	3	0
BRCA_TCGA-E2-A1L6	0	1	5	0	2	3	0	0	3	0	3	1	2	1	0	0	1	0	4	0	2	0
BRCA_TCGA-E2-A1L7	2	0	1	8	0	0	1	2	4	3	3	4	5	3	3	2	5	4	17	4	8	2
BRCA_TCGA-E2-A1L8	0	1	0	3	2	0	1	1	0	3	0	4	1	4	4	0	5	0	3	0	2	4
BRCA_TCGA-E2-A1L9	0	2	2	1	1	3	0	0	2	0	1	3	0	1	1	3	4	0	3	0	0	1
BRCA_TCGA-E2-A1LA	1	2	2	0	8	9	0	0	1	0	13	0	4	0	8	1	4	5	37	1	0	11
BRCA_TCGA-E2-A1LB	2	1	3	4	2	0	2	2	1	2	0	0	0	13	16	0	0	0	3	0	1	3
BRCA_TCGA-E2-A1LG	0	1	15	5	1	5	1	0	6	0	1	3	1	34	139	0	0	2	0	1	4	0
BRCA_TCGA-E2-A1LH	9	1	3	9	1	6	7	0	0	10	7	0	9	11	51	1	8	8	74	5	1	10
BRCA_TCGA-E2-A1LI	0	1	2	1	0	0	2	0	1	0	2	2	1	2	9	1	0	0	10	0	3	0
BRCA_TCGA-E2-A1LK	0	12	7	9	0	7	0	2	2	0	3	0	2	0	4	0	0	1	1	2	0	2
BRCA_TCGA-E2-A1LL	1	4	1	3	4	3	0	0	0	2	1	3	6	0	6	0	4	4	12	0	6	1
BRCA_TCGA-E2-A2P6	0	8	15	2	4	8	0	6	1	0	3	0	0	58	58	17	0	0	0	0	0	6
BRCA_TCGA-E2-A56Z	1	4	4	10	6	0	0	2	0	6	0	0	7	3	0	0	4	1	8	2	0	2
BRCA_TCGA-E2-A570	0	2	1	2	0	5	0	0	0	2	0	1	5	3	1	0	1	1	5	0	1	0
BRCA_TCGA-E2-A572	0	2	0	6	1	1	0	0	0	2	0	0	0	1	2	0	8	0	4	2	0	0
BRCA_TCGA-E2-A573	3	6	2	3	2	2	0	4	6	5	0	6	0	2	4	0	4	1	17	1	0	4
BRCA_TCGA-E2-A574	1	9	13	7	0	5	0	4	5	4	0	5	6	26	40	6	1	1	18	0	0	5
BRCA_TCGA-E2-A576	0	3	4	12	6	8	0	0	3	0	0	6	5	4	0	0	2	0	7	2	0	8
BRCA_TCGA-E2-A9RU	5	12	9	12	1	9	0	0	0	4	4	0	4	17	11	0	1	0	6	3	6	3
BRCA_TCGA-E9-A1N3	3	2	0	2	4	0	2	0	0	0	3	1	3	0	4	0	0	2	3	0	2	0
BRCA_TCGA-E9-A1N4	0	2	4	4	0	0	0	0	2	0	2	0	0	4	7	0	0	0	5	2	0	2
BRCA_TCGA-E9-A1N5	0	2	1	1	0	0	0	1	8	2	1	0	0	0	9	3	3	0	2	0	2	4
BRCA_TCGA-E9-A1N8	3	1	4	0	0	0	0	0	1	5	1	0	0	0	10	0	3	0	1	0	2	5
BRCA_TCGA-E9-A1N9	1	2	2	2	0	11	2	1	1	0	3	4	0	1	4	5	3	0	14	3	0	7
BRCA_TCGA-E9-A1NA	2	2	5	4	0	5	3	2	7	0	1	3	4	8	17	7	2	0	22	10	11	2
BRCA_TCGA-E9-A1NE	5	4	0	2	3	0	0	0	1	1	0	2	4	1	4	6	1	0	27	0	0	1
BRCA_TCGA-E9-A1NF	0	0	5	3	0	3	0	2	3	0	1	0	4	12	10	7	3	0	2	3	0	3
BRCA_TCGA-E9-A1NG	0	1	1	2	1	2	0	0	2	0	0	0	3	0	1	2	2	0	1	0	2	1
BRCA_TCGA-E9-A1NH	1	1	1	5	0	3	0	0	3	4	2	0	3	1	2	0	4	1	0	0	5	1
BRCA_TCGA-E9-A1QZ	0	2	1	2	0	0	0	0	0	4	0	2	2	0	0	0	0	0	1	1	8	0
BRCA_TCGA-E9-A1R0	0	3	3	3	1	4	0	0	0	0	0	0	3	3	7	0	5	0	0	0	0	3
BRCA_TCGA-E9-A1R2	0	2	2	2	2	2	0	0	0	6	4	0	9	0	13	0	0	1	12	2	5	4
BRCA_TCGA-E9-A1R3	0	2	2	2	0	1	0	0	2	0	3	0	0	1	1	3	1	0	5	0	1	1
BRCA_TCGA-E9-A1R4	2	3	7	2	0	7	0	3	4	0	3	3	0	31	53	15	2	0	0	10	3	5
BRCA_TCGA-E9-A1R5	1	0	3	15	0	0	0	0	1	2	4	0	2	3	3	2	1	0	4	0	8	2
BRCA_TCGA-E9-A1R6	2	1	5	5	3	6	0	0	0	0	1	0	0	2	1	0	0	1	6	0	2	1
BRCA_TCGA-E9-A1R7	1	4	1	0	2	5	0	1	4	1	0	0	7	4	7	4	6	3	4	2	3	4
BRCA_TCGA-E9-A1RA	1	1	1	2	0	2	0	0	0	0	0	0	3	5	2	2	1	2	0	0	1	2
BRCA_TCGA-E9-A1RB	0	3	1	2	0	3	3	0	3	1	5	1	4	0	0	0	0	0	6	2	2	2
BRCA_TCGA-E9-A1RC	0	6	4	6	0	3	0	0	1	0	5	3	2	2	0	9	2	0	5	1	5	1
BRCA_TCGA-E9-A1RD	0	2	1	1	1	3	0	1	2	0	0	0	0	3	3	1	0	0	3	0	2	0
BRCA_TCGA-E9-A1RE	0	7	4	8	11	6	0	2	0	2	1	4	1	4	1	0	4	0	6	0	5	0
BRCA_TCGA-E9-A1RF	5	7	5	10	11	7	0	1	0	0	4	12	7	6	18	0	8	0	52	6	10	1
BRCA_TCGA-E9-A1RG	0	2	1	4	0	0	1	0	2	2	1	2	1	5	6	0	4	0	10	0	0	0
BRCA_TCGA-E9-A1RH	2	2	5	5	7	12	0	2	1	6	0	6	7	6	11	0	4	0	24	3	6	2
BRCA_TCGA-E9-A1RI	2	2	1	3	3	0	0	0	0	1	0	0	3	3	2	1	0	0	2	2	0	4
BRCA_TCGA-E9-A226	0	4	8	1	2	6	0	0	0	1	0	0	0	17	30	0	4	0	3	0	1	2
BRCA_TCGA-E9-A227	0	0	1	0	0	3	0	0	2	0	1	0	0	5	1	0	0	0	6	0	0	0
BRCA_TCGA-E9-A228	0	6	0	5	0	9	1	0	1	2	0	4	0	10	7	0	1	2	4	0	0	0
BRCA_TCGA-E9-A229	1	4	0	1	2	5	0	0	0	1	0	0	2	2	5	0	1	1	4	0	1	0
BRCA_TCGA-E9-A22A	0	1	1	4	0	0	0	0	1	0	0	1	0	4	5	3	1	0	9	2	0	4
BRCA_TCGA-E9-A22B	0	6	4	7	0	3	0	5	0	1	2	1	5	10	6	0	4	2	4	5	5	6
BRCA_TCGA-E9-A22D	1	6	6	10	0	0	0	0	2	0	0	0	0	4	3	0	2	0	6	0	0	0
BRCA_TCGA-E9-A22E	2	3	2	7	1	2	1	2	3	2	1	5	6	9	28	2	6	6	38	3	3	12
BRCA_TCGA-E9-A22G	3	2	2	0	1	5	3	0	3	10	11	2	10	0	7	4	0	6	33	9	3	3
BRCA_TCGA-E9-A22H	0	3	2	4	0	4	0	0	0	2	1	0	0	3	0	0	1	0	4	0	0	2
BRCA_TCGA-E9-A243	2	2	2	6	5	0	0	0	4	2	7	0	1	6	14	0	5	1	23	4	0	5
BRCA_TCGA-E9-A244	5	6	0	11	4	4	3	3	6	0	7	0	10	0	5	5	0	2	28	5	12	5
BRCA_TCGA-E9-A245	1	0	1	1	0	0	0	0	2	0	0	0	1	1	0	4	1	0	0	6	2	3
BRCA_TCGA-E9-A247	0	9	3	6	4	8	1	0	1	2	0	2	0	0	1	0	0	0	8	2	0	0
BRCA_TCGA-E9-A248	1	3	1	2	0	4	3	1	0	0	0	0	0	3	3	3	0	0	1	0	1	2
BRCA_TCGA-E9-A249	0	4	2	3	0	0	0	0	0	0	2	1	0	0	1	2	2	0	4	0	2	2
BRCA_TCGA-E9-A24A	3	0	2	1	0	6	0	0	0	0	1	1	0	0	0	0	0	0	1	0	3	4
BRCA_TCGA-E9-A295	8	5	5	16	1	8	0	1	0	1	0	23	0	1	5	0	1	0	5	0	28	1
BRCA_TCGA-E9-A2JS	1	9	7	8	0	16	0	1	0	3	0	10	6	1	1	2	1	0	0	2	21	0
BRCA_TCGA-E9-A2JT	1	0	1	0	0	0	0	3	0	0	0	0	0	0	16	4	0	0	0	2	0	1
BRCA_TCGA-E9-A3HO	0	0	2	3	5	0	0	0	2	0	3	0	7	1	6	2	7	2	23	3	0	6
BRCA_TCGA-E9-A3QA	0	1	2	1	0	0	2	0	2	0	1	0	7	0	20	3	4	0	14	0	3	2
