Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q
UCEC_TCGA-D1-A102	0	3	2	15	18	2	0	0	8	1	0	0	6	0	0	1	6
UCEC_TCGA-D1-A103	1563	1546	997	1212	1	830	404	517	1699	281	676	117	600	0	46	0	0
UCEC_TCGA-D1-A15V	2	7	3	10	0	0	0	0	4	3	0	2	8	1	0	7	9
UCEC_TCGA-D1-A15W	2	9	8	17	11	1	1	1	0	5	0	3	6	2	0	6	14
UCEC_TCGA-D1-A15X	8	245	98	377	262	257	107	3	0	581	194	153	16	0	9	23	0
UCEC_TCGA-D1-A15Z	2	12	4	14	31	1	0	2	5	0	0	0	0	8	0	0	10
UCEC_TCGA-D1-A160	11	52	8	58	30	161	56	8	4	58	44	87	4	0	4	8	13
UCEC_TCGA-D1-A161	0	16	0	24	29	4	0	0	6	0	6	6	9	1	0	5	5
UCEC_TCGA-D1-A163	5	70	11	116	75	126	82	0	0	29	26	101	6	1	0	0	5
UCEC_TCGA-D1-A165	1	14	2	17	18	0	0	0	0	0	0	2	6	5	2	5	9
UCEC_TCGA-D1-A167	2	366	139	765	543	250	154	0	0	0	0	102	0	0	0	0	0
UCEC_TCGA-D1-A168	3	12	3	21	0	0	2	0	1	0	8	2	1	2	1	6	4
UCEC_TCGA-D1-A169	0	8	6	11	4	0	1	0	1	2	0	5	5	7	0	22	2
UCEC_TCGA-D1-A16B	2	7	4	4	15	0	0	1	2	1	7	1	1	2	0	6	7
UCEC_TCGA-D1-A16D	0	5	3	11	15	2	2	0	0	4	0	0	2	0	1	1	2
UCEC_TCGA-D1-A16E	2	11	4	12	18	0	0	0	0	2	4	4	6	1	1	11	0
UCEC_TCGA-D1-A16F	4	78	19	114	61	107	36	0	0	21	26	96	7	0	3	3	27
UCEC_TCGA-D1-A16G	0	3	4	5	16	2	0	0	0	0	5	4	2	5	1	0	5
UCEC_TCGA-D1-A16I	0	0	1	10	4	3	0	3	0	0	0	4	12	10	0	5	1
UCEC_TCGA-D1-A16J	9	4	33	23	4	0	0	0	2	0	47	0	24	162	1	0	7
UCEC_TCGA-D1-A16N	1	22	5	24	0	0	17	4	3	33	0	16	6	6	2	24	6
UCEC_TCGA-D1-A16O	0	4	1	5	10	2	2	0	0	0	13	0	0	0	0	3	1
UCEC_TCGA-D1-A16Q	0	6	2	6	4	4	0	0	0	2	0	0	0	7	1	7	2
UCEC_TCGA-D1-A16R	3	4	0	11	9	1	3	0	0	2	0	4	8	1	0	0	14
UCEC_TCGA-D1-A16S	0	3	2	3	9	2	0	1	0	1	0	4	14	14	0	7	12
UCEC_TCGA-D1-A16V	1	0	1	9	24	2	1	0	0	1	0	4	10	0	0	0	0
UCEC_TCGA-D1-A16X	1352	120	1093	177	5	27	59	652	33	68	73	32	93	5	1	0	27
UCEC_TCGA-D1-A16Y	345	88	511	56	29	0	8	270	18	66	82	2	0	0	30	0	11
UCEC_TCGA-D1-A174	6	126	46	216	212	153	84	0	16	34	0	40	6	0	3	0	0
UCEC_TCGA-D1-A176	5	54	20	93	94	104	53	1	0	29	13	34	0	0	4	5	17
UCEC_TCGA-D1-A177	10	168	26	102	159	140	97	0	0	35	24	114	0	0	0	0	8
UCEC_TCGA-D1-A17A	2	49	9	42	29	34	33	4	6	18	24	41	4	0	0	0	0
UCEC_TCGA-D1-A17B	1	52	18	89	77	28	26	5	14	1	4	26	0	3	2	2	6
UCEC_TCGA-D1-A17C	3	17	2	11	5	1	1	3	0	1	0	0	8	1	0	8	4
UCEC_TCGA-D1-A17D	9	73	17	87	72	114	104	0	4	9	15	41	13	9	0	16	8
UCEC_TCGA-D1-A17F	2	13	10	37	11	94	5	0	0	8	11	29	76	20	4	0	8
UCEC_TCGA-D1-A17H	3	85	35	107	123	177	88	1	0	60	0	77	27	1	1	0	4
UCEC_TCGA-D1-A17K	3	4	2	4	5	6	0	7	0	0	7	3	12	7	2	18	3
UCEC_TCGA-D1-A17L	1	8	7	4	38	2	0	1	1	0	0	0	0	5	0	0	15
UCEC_TCGA-D1-A17M	1	100	18	121	65	58	46	0	19	9	3	53	9	4	0	5	16
UCEC_TCGA-D1-A17N	2	2	4	4	7	3	1	0	3	2	0	0	3	1	0	1	3
UCEC_TCGA-D1-A17Q	3430	189	2193	221	151	70	218	969	395	232	33	218	156	0	74	0	0
UCEC_TCGA-D1-A17R	0	38	19	36	97	50	15	0	7	16	3	39	0	3	0	0	1
UCEC_TCGA-D1-A17S	1	7	3	16	2	4	2	2	1	0	0	3	6	2	0	6	2
UCEC_TCGA-D1-A17T	0	11	9	21	28	1	0	0	0	1	0	2	3	4	1	2	11
UCEC_TCGA-D1-A17U	1	49	24	78	92	88	51	0	0	10	12	61	5	0	5	0	8
UCEC_TCGA-D1-A1NS	7	49	8	59	55	67	34	1	0	0	45	54	4	0	0	9	15
UCEC_TCGA-D1-A1NU	0	4	3	7	4	6	1	0	8	7	0	6	4	19	3	21	15
UCEC_TCGA-D1-A1NX	3	5	0	8	11	1	0	0	0	0	0	5	4	0	0	7	7
UCEC_TCGA-D1-A1NY	1	128	21	84	116	143	67	0	25	47	0	92	6	3	3	0	12
UCEC_TCGA-D1-A1NZ	17	120	17	136	134	146	126	9	0	66	81	126	12	2	7	30	6
UCEC_TCGA-D1-A1O0	1	11	1	9	12	2	0	2	1	1	7	6	11	7	0	13	5
UCEC_TCGA-D1-A1O5	3	14	8	26	15	0	0	3	0	0	0	0	3	5	0	6	4
UCEC_TCGA-D1-A1O7	3	84	39	96	105	62	36	2	5	13	0	23	15	0	0	0	12
UCEC_TCGA-D1-A1O8	1	12	4	16	16	3	0	0	0	2	0	0	13	0	1	10	19
UCEC_TCGA-D1-A2G0	8	149	54	135	132	296	119	11	6	36	0	115	26	0	6	0	24
UCEC_TCGA-D1-A2G5	3	29	10	49	33	37	11	4	13	16	13	34	16	0	0	24	12
UCEC_TCGA-D1-A2G6	0	16	14	26	24	11	0	0	0	0	18	0	2	0	6	8	6
UCEC_TCGA-D1-A2G7	1	0	5	3	18	0	0	3	3	0	0	4	2	13	0	9	16
UCEC_TCGA-D1-A3DA	3	16	2	20	4	2	2	3	2	11	1	3	2	3	2	22	9
UCEC_TCGA-D1-A3DG	1	6	8	6	15	0	1	3	7	1	8	9	17	20	1	53	19
UCEC_TCGA-D1-A3DH	7	5	15	11	0	2	0	0	2	8	0	7	1	79	3	3	8
UCEC_TCGA-D1-A3JP	1	2	5	4	5	0	3	5	0	1	2	3	5	29	0	7	0
UCEC_TCGA-D1-A3JQ	5	6	1	4	2	5	0	0	0	1	0	3	4	7	2	2	7
UCEC_TCGA-DF-A2KN	161	207	0	201	302	1130	2762	37	682	199	0	628	335	0	176	0	0
UCEC_TCGA-DF-A2KR	0	4	1	8	0	9	4	0	9	5	15	10	9	10	1	41	15
UCEC_TCGA-DF-A2KS	0	12	4	20	11	8	0	6	15	9	0	4	4	6	8	63	6
UCEC_TCGA-DF-A2KU	1575	1926	1678	1271	1298	2810	1688	591	2404	461	541	0	1662	39	32	0	0
UCEC_TCGA-DF-A2KV	875	81	516	33	0	23	10	644	38	53	60	0	18	0	0	0	10
UCEC_TCGA-DF-A2KZ	3	110	23	116	155	141	66	7	39	29	46	75	14	0	8	0	0
UCEC_TCGA-DF-A2L0	0	3	0	4	21	1	0	1	4	2	2	1	1	5	3	16	4
UCEC_TCGA-DI-A0WH	6	71	28	70	91	114	79	7	1	108	33	110	33	0	0	20	7
UCEC_TCGA-DI-A1BU	51	412	70	117	0	1387	431	32	0	6378	1888	1581	454	0	28	235	58
UCEC_TCGA-DI-A1BY	0	13	3	18	14	0	0	0	9	2	8	1	12	0	0	2	2
UCEC_TCGA-DI-A1C3	3	8	7	5	7	0	0	0	3	2	0	3	4	4	0	8	0
UCEC_TCGA-DI-A1NN	1	7	7	9	7	2	3	0	0	0	2	7	3	12	0	7	3
UCEC_TCGA-DI-A1NO	12	3	2	2	18	13	16	1	23	5	0	4	13	35	17	122	65
UCEC_TCGA-DI-A2QT	4	1	3	1	9	2	0	0	5	2	0	0	0	4	0	0	4
UCEC_TCGA-DI-A2QU	0	8	7	18	0	7	1	5	4	5	0	2	6	8	0	12	7
UCEC_TCGA-DI-A2QY	3	6	3	10	3	9	6	2	6	2	0	5	16	12	1	51	16
UCEC_TCGA-E6-A1LX	7111	1105	4726	578	253	199	504	3644	1046	617	1442	160	276	0	263	0	0
UCEC_TCGA-E6-A1LZ	12	5	13	10	2	2	0	0	3	5	0	5	7	204	4	55	14
UCEC_TCGA-E6-A1M0	1372	117	677	15	7	40	34	730	82	18	0	6	0	0	0	0	42
UCEC_TCGA-E6-A2P8	7	92	26	104	111	162	46	15	0	53	4	121	10	3	9	18	3
UCEC_TCGA-E6-A2P9	13	153	35	186	169	245	119	28	9	53	48	111	6	0	10	26	44
UCEC_TCGA-E6-A8L9	0	2	1	7	6	6	3	0	0	5	4	3	0	0	0	32	4
UCEC_TCGA-EC-A1NJ	3	32	8	14	47	0	6	9	1	88	12	144	0	0	14	30	7
UCEC_TCGA-EC-A1QX	16	119	19	89	91	154	139	1	18	45	93	107	10	0	8	6	7
UCEC_TCGA-EC-A24G	9	248	64	536	381	208	137	0	0	95	0	73	7	0	5	0	0
UCEC_TCGA-EO-A1Y5	4	4	3	9	11	6	0	6	2	1	0	13	13	8	2	20	3
UCEC_TCGA-EO-A1Y7	2	5	3	17	13	2	1	0	4	2	2	0	4	1	1	11	7
UCEC_TCGA-EO-A1Y8	3	0	8	4	23	2	0	0	1	0	7	0	0	15	0	4	5
UCEC_TCGA-EO-A22R	3469	2977	3170	1337	1576	0	1972	1574	2700	1210	1572	200	0	0	874	0	0
UCEC_TCGA-EO-A22S	3	89	34	155	174	152	58	9	0	23	9	135	4	0	0	0	20
UCEC_TCGA-EO-A22T	23	148	24	138	287	317	231	3	20	38	30	140	27	0	9	0	0
UCEC_TCGA-EO-A22U	2546	2726	2609	3494	2590	913	0	1709	1228	731	1864	583	3921	0	144	0	0
UCEC_TCGA-EO-A22X	6661	298	3545	226	30	33	368	3859	661	365	299	143	113	3	104	0	0
UCEC_TCGA-EO-A22Y	3	9	5	21	10	2	0	0	0	4	0	0	6	0	0	0	12
UCEC_TCGA-EO-A2CG	0	6	9	7	4	3	0	0	0	2	0	0	5	0	0	11	2
UCEC_TCGA-EO-A2CH	0	5	7	8	5	0	0	0	0	2	0	1	9	8	3	8	8
UCEC_TCGA-EO-A3AS	0	7	4	0	10	17	0	0	30	4	7	14	19	24	5	87	8
UCEC_TCGA-EO-A3AU	3	128	38	135	197	235	114	8	0	16	0	32	0	0	0	0	9
UCEC_TCGA-EO-A3AV	2916	133	1369	59	0	46	71	1951	418	72	89	47	35	0	53	0	32
UCEC_TCGA-EO-A3AY	2871	41	983	52	0	28	203	1460	394	124	0	32	14	0	88	0	1
UCEC_TCGA-EO-A3AZ	3	213	99	504	234	167	78	7	2	37	0	63	0	0	6	0	0
UCEC_TCGA-EO-A3B0	7619	367	2773	94	0	79	454	4846	1155	349	1019	0	186	0	409	0	0
UCEC_TCGA-EO-A3B1	1	3	3	7	1	5	0	0	3	6	2	0	5	6	0	12	6
UCEC_TCGA-EO-A3KU	3	1	0	19	12	1	3	0	1	7	3	2	0	5	2	26	0
UCEC_TCGA-EO-A3KW	3	13	1	2	0	0	0	1	2	0	1	5	11	6	1	2	15
UCEC_TCGA-EO-A3KX	87	234	5	219	349	709	1696	26	480	254	0	373	154	0	167	0	0
UCEC_TCGA-EO-A3L0	4	8	9	26	22	1	0	0	0	1	1	4	14	0	0	12	10
UCEC_TCGA-EY-A1G7	4	3	4	30	33	5	4	1	0	11	3	0	7	4	2	6	5
UCEC_TCGA-EY-A1G8	1800	79	1021	106	0	11	63	855	124	54	108	40	96	4	23	0	60
UCEC_TCGA-EY-A1GC	0	2	1	10	21	9	2	2	0	0	0	0	7	1	0	9	0
UCEC_TCGA-EY-A1GD	469	95	364	35	45	2	0	532	54	121	64	16	16	0	73	0	0
UCEC_TCGA-EY-A1GE	0	3	5	12	11	0	0	3	0	1	0	4	3	4	1	7	4
UCEC_TCGA-EY-A1GF	6	45	22	68	40	80	59	1	8	10	25	75	12	0	0	12	28
UCEC_TCGA-EY-A1GH	1	9	3	25	28	0	4	0	0	0	1	5	5	1	0	0	3
UCEC_TCGA-EY-A1GI	3311	161	1780	93	6	30	111	1607	251	66	142	26	136	0	27	0	56
UCEC_TCGA-EY-A1GJ	1	2	1	6	14	2	1	2	0	2	3	3	11	3	0	8	5
UCEC_TCGA-EY-A1GK	10	87	27	117	129	206	159	5	11	59	80	194	4	0	14	1	0
UCEC_TCGA-EY-A1GL	4	11	8	8	11	2	0	0	0	2	2	0	7	5	0	0	10
UCEC_TCGA-EY-A1GM	0	9	0	14	3	0	0	0	0	4	2	2	7	1	1	8	4
UCEC_TCGA-EY-A1GO	1	28	9	44	49	122	38	0	10	0	35	56	27	5	5	0	12
UCEC_TCGA-EY-A1GP	0	1	4	10	0	6	0	1	1	0	2	1	1	3	0	11	7
UCEC_TCGA-EY-A1GQ	2	69	23	91	73	114	46	8	0	91	0	112	17	0	3	0	8
UCEC_TCGA-EY-A1GR	0	3	7	12	6	4	0	3	0	1	0	3	3	7	7	21	0
UCEC_TCGA-EY-A1GS	3	1	24	11	6	0	0	0	6	0	19	2	17	375	0	28	2
UCEC_TCGA-EY-A1GT	0	12	3	26	38	0	0	0	6	0	0	4	13	4	0	0	0
UCEC_TCGA-EY-A1GU	22	130	19	183	171	530	325	4	105	42	77	102	134	0	0	89	62
UCEC_TCGA-EY-A1GV	0	0	2	3	12	4	0	3	1	0	4	0	0	6	0	11	0
UCEC_TCGA-EY-A1GW	3	8	2	6	7	4	1	0	2	2	0	1	7	5	1	8	12
UCEC_TCGA-EY-A1GX	0	9	8	23	26	0	1	0	8	3	1	8	17	0	0	8	10
UCEC_TCGA-EY-A1H0	5	57	7	76	70	56	31	2	0	7	0	83	4	5	11	2	27
UCEC_TCGA-EY-A210	1	4	5	7	4	3	0	0	0	3	2	1	2	4	0	9	10
UCEC_TCGA-EY-A212	0	5	5	7	9	3	0	1	0	1	0	6	1	11	0	14	19
UCEC_TCGA-EY-A214	0	4	2	3	5	6	0	2	2	8	0	5	6	5	4	18	14
UCEC_TCGA-EY-A215	290	898	200	735	1019	1067	1071	122	1346	366	0	179	355	0	98	0	0
UCEC_TCGA-EY-A2OM	10	103	21	142	143	136	62	15	23	29	2	102	7	0	0	12	15
UCEC_TCGA-EY-A2ON	4	11	2	17	0	4	0	0	4	3	3	3	6	12	0	27	9
UCEC_TCGA-EY-A2OO	2	7	10	22	12	9	0	3	4	0	0	0	7	0	0	7	0
UCEC_TCGA-EY-A2OP	1	66	30	108	102	110	75	0	7	33	0	86	1	0	3	0	7
UCEC_TCGA-EY-A2OQ	0	3	7	20	0	4	2	0	4	0	0	2	4	4	0	8	11
UCEC_TCGA-EY-A3L3	1	2	3	8	18	4	2	0	0	0	3	4	0	19	2	14	3
UCEC_TCGA-EY-A3QX	6	2	5	7	11	4	0	0	3	2	0	0	8	3	0	29	1
UCEC_TCGA-EY-A4KR	1	5	4	11	21	5	7	4	0	2	0	6	2	20	7	26	5
UCEC_TCGA-EY-A547	0	28	5	26	46	34	8	1	8	14	0	23	0	0	0	35	8
UCEC_TCGA-EY-A548	7	116	37	124	118	138	41	0	0	36	10	78	18	0	0	0	10
UCEC_TCGA-EY-A549	0	277	132	787	706	14	0	0	0	0	0	0	0	0	0	0	0
UCEC_TCGA-EY-A54A	2	10	5	12	10	0	9	2	2	2	8	5	8	19	7	39	9
UCEC_TCGA-EY-A5W2	8	93	41	103	172	225	150	0	0	59	63	123	0	0	11	0	0
UCEC_TCGA-EY-A72D	3	3	5	11	5	6	0	0	1	1	8	2	4	0	3	9	8
UCEC_TCGA-FI-A2CX	0	0	2	0	11	0	0	0	0	0	0	2	0	6	0	4	5
UCEC_TCGA-FI-A2CY	0	4	5	7	11	7	2	3	0	0	4	2	5	2	0	5	0
UCEC_TCGA-FI-A2D0	122	2335	921	1845	2583	863	78	215	161	559	277	192	1091	0	29	0	0
UCEC_TCGA-FI-A2D2	4	2	2	5	12	2	0	0	0	0	3	3	0	2	0	13	1
UCEC_TCGA-FI-A2D4	7	64	20	54	114	70	48	1	0	11	5	54	5	8	2	0	0
UCEC_TCGA-FI-A2D5	1857	4494	2227	894	1373	549	1018	1494	2255	2552	4397	385	0	0	558	0	0
UCEC_TCGA-FI-A2D6	6	111	32	121	115	111	106	0	0	33	49	137	0	0	5	9	3
UCEC_TCGA-FI-A2EU	0	6	1	8	15	6	3	0	2	0	0	3	7	10	4	6	0
UCEC_TCGA-FI-A2EW	1	0	10	9	22	0	3	7	0	1	6	2	17	39	0	7	12
UCEC_TCGA-FI-A2EX	1	8	6	12	7	0	0	0	0	0	0	5	4	19	2	1	10
UCEC_TCGA-FI-A2EY	4	1	8	19	13	1	4	0	1	5	14	4	8	32	0	25	7
UCEC_TCGA-FI-A2F4	18	88	1	25	0	516	690	6	135	303	175	680	334	0	78	0	11
UCEC_TCGA-FI-A2F8	3	9	9	4	5	0	2	0	0	8	2	2	8	46	0	9	0
UCEC_TCGA-FI-A2F9	2	5	1	14	5	3	0	0	4	5	0	4	1	0	0	9	9
UCEC_TCGA-FI-A3PV	0	6	7	10	8	0	0	0	9	3	0	3	10	23	0	13	8
UCEC_TCGA-FI-A3PX	4	10	5	10	10	2	1	8	3	9	0	3	18	10	4	29	0
UCEC_TCGA-H5-A2HR	1	0	2	8	22	2	1	8	1	0	4	3	1	1	0	8	4
UCEC_TCGA-JU-AAVI	1	7	2	6	27	2	0	1	0	2	0	2	0	7	1	8	7
UCEC_TCGA-K6-A3WQ	0	1	1	4	14	0	0	4	3	2	5	3	2	3	0	6	3
UCEC_TCGA-KJ-A3U4	0	5	0	9	3	0	0	2	5	0	3	0	7	4	2	18	12
UCEC_TCGA-KP-A3VZ	2	1	5	2	33	13	2	5	3	0	0	8	5	8	1	40	16
UCEC_TCGA-KP-A3W0	0	2	2	14	0	3	0	0	0	2	0	5	3	0	0	8	4
UCEC_TCGA-KP-A3W1	0	3	7	8	14	0	1	0	2	0	10	2	3	10	1	5	0
UCEC_TCGA-KP-A3W3	3	0	4	9	0	5	2	2	0	0	0	5	9	5	0	14	3
UCEC_TCGA-KP-A3W4	1	5	4	5	5	3	3	0	0	2	0	1	1	9	0	8	22
UCEC_TCGA-PG-A5BC	0	3	2	7	23	5	2	3	0	1	0	6	1	2	0	9	5
UCEC_TCGA-PG-A6IB	2	45	20	99	120	117	80	2	0	0	26	62	2	0	4	0	30
UCEC_TCGA-PG-A7D5	2	0	2	14	14	3	0	1	0	0	4	1	8	1	1	0	4
UCEC_TCGA-PG-A914	6	0	10	14	24	2	0	0	5	0	0	0	15	111	3	24	0
UCEC_TCGA-PG-A915	1	5	4	8	8	4	0	0	6	3	5	4	11	11	4	29	10
UCEC_TCGA-PG-A916	0	14	1	7	6	1	1	5	3	0	0	0	2	0	0	12	5
UCEC_TCGA-PG-A917	8	86	28	117	153	222	83	27	51	41	20	80	3	0	0	74	57
UCEC_TCGA-QF-A5YS	1009	67	810	69	0	39	4	550	57	7	57	0	37	1	0	0	62
UCEC_TCGA-QF-A5YT	0	5	1	0	0	0	0	0	0	0	2	0	0	0	1	0	2
UCEC_TCGA-QS-A5YQ	675	30	423	35	0	8	15	356	0	0	27	0	21	5	0	0	56
UCEC_TCGA-QS-A5YR	4	44	7	73	53	65	39	4	0	7	0	32	8	0	0	0	6
UCEC_TCGA-QS-A744	0	16	6	21	8	0	0	3	7	3	0	2	11	4	0	9	4
UCEC_TCGA-QS-A8F1	1	7	1	11	5	2	0	3	2	2	4	10	14	8	0	18	14
UCEC_TCGA-SJ-A6ZI	22	404	106	497	382	353	253	0	0	55	61	133	0	0	14	0	0
UCEC_TCGA-SJ-A6ZJ	4	11	5	21	0	0	0	0	0	7	5	4	12	6	2	20	7
UCEC_TCGA-SL-A6J9	0	2	0	10	4	4	2	5	0	1	1	4	14	2	1	13	9
UCEC_TCGA-SL-A6JA	9	162	31	157	148	194	81	12	8	28	0	87	20	0	6	6	33
STAD_TCGA-3M-AB46	6	13	5	10	0	14	16	6	1	4	3	6	13	30	2	50	20
STAD_TCGA-3M-AB47	11	14	10	22	20	0	0	0	3	0	0	13	17	0	6	0	25
STAD_TCGA-B7-5816	10	162	43	228	147	135	139	6	25	184	105	142	0	0	55	0	26
STAD_TCGA-B7-5818	4	22	16	26	0	44	6	68	0	1	14	45	80	39	68	9	52
STAD_TCGA-B7-A5TI	15	119	30	141	138	59	79	3	9	34	0	57	0	7	2	0	0
STAD_TCGA-B7-A5TJ	6	43	19	58	47	16	9	14	0	2	0	5	25	0	46	0	22
STAD_TCGA-B7-A5TK	3	6	1	19	15	0	2	0	0	0	2	3	0	12	0	0	7
STAD_TCGA-B7-A5TN	1	1	11	18	10	6	0	2	2	1	2	2	0	2	5	11	26
STAD_TCGA-BR-4183	1	4	4	13	23	1	0	5	0	0	4	2	7	0	3	0	3
STAD_TCGA-BR-4184	22	2250	76	346	105	466	101	0	50	129	561	31	0	0	0	0	0
STAD_TCGA-BR-4187	1	6	5	10	0	2	0	3	0	0	2	0	1	2	0	1	5
STAD_TCGA-BR-4188	0	9	3	32	30	5	1	0	0	0	0	7	0	2	5	0	9
STAD_TCGA-BR-4191	5	8	8	4	11	11	12	14	13	0	27	5	18	26	0	84	8
STAD_TCGA-BR-4201	6	227	82	303	260	252	81	2	20	82	32	125	20	0	5	0	0
STAD_TCGA-BR-4253	0	5	7	16	0	9	1	0	4	0	12	3	12	8	12	11	4
STAD_TCGA-BR-4255	1	7	6	15	2	0	0	0	0	8	1	2	13	0	2	11	6
STAD_TCGA-BR-4256	11	144	27	178	180	140	130	0	2	128	32	85	15	7	58	0	0
STAD_TCGA-BR-4257	13	145	65	183	209	141	127	0	17	134	26	129	14	0	30	0	0
STAD_TCGA-BR-4267	3	2	5	7	3	8	0	4	0	4	0	1	1	9	9	46	5
STAD_TCGA-BR-4279	3	4	11	7	17	3	0	0	0	5	0	4	2	0	1	2	2
STAD_TCGA-BR-4280	0	122	12	89	82	54	93	3	18	55	62	126	0	0	54	1	1
STAD_TCGA-BR-4292	4	261	95	446	347	85	67	0	22	65	0	91	0	0	13	0	0
STAD_TCGA-BR-4294	0	5	0	0	0	4	0	0	0	2	5	0	5	0	0	10	8
STAD_TCGA-BR-4357	4	6	13	12	15	14	10	6	10	1	16	20	17	53	64	32	26
STAD_TCGA-BR-4361	15	244	67	269	352	311	152	20	0	904	240	312	31	0	24	0	0
STAD_TCGA-BR-4362	9	243	43	352	289	105	90	5	35	220	35	146	0	0	137	0	0
STAD_TCGA-BR-4363	2	79	28	124	67	84	47	4	13	52	6	65	0	0	15	0	0
STAD_TCGA-BR-4366	2	14	4	24	10	9	1	1	2	5	0	10	24	14	17	30	12
STAD_TCGA-BR-4368	7	215	53	286	245	235	93	0	14	108	22	118	23	0	11	0	4
STAD_TCGA-BR-4369	7	20	14	23	10	2	2	0	0	0	18	0	14	22	78	10	13
STAD_TCGA-BR-4370	11	214	89	351	206	116	88	5	2	44	4	59	12	1	11	0	9
STAD_TCGA-BR-4371	6	25	17	44	39	0	0	3	0	0	7	7	12	12	12	0	19
STAD_TCGA-BR-6452	33	636	113	450	404	590	420	39	185	1298	760	638	115	0	134	312	0
STAD_TCGA-BR-6453	0	18	4	26	12	0	3	2	0	6	5	1	10	6	122	0	11
STAD_TCGA-BR-6454	8	7	7	14	17	10	5	0	2	8	17	0	2	11	23	30	18
STAD_TCGA-BR-6455	0	23	5	23	5	3	3	0	0	1	0	10	28	2	1	0	11
STAD_TCGA-BR-6456	2	0	1	3	13	2	0	0	1	3	2	3	3	1	1	4	8
STAD_TCGA-BR-6457	7	7	6	22	18	1	0	4	0	5	0	5	10	4	30	3	19
STAD_TCGA-BR-6458	2	18	8	37	0	9	0	11	10	4	0	2	12	10	230	8	14
STAD_TCGA-BR-6563	4	9	4	24	4	0	0	8	0	4	7	5	1	0	8	4	4
STAD_TCGA-BR-6564	1	4	6	0	9	0	0	2	3	0	3	1	0	5	0	1	6
STAD_TCGA-BR-6565	5	9	13	17	2	15	0	2	4	5	2	15	14	12	5	45	11
STAD_TCGA-BR-6566	9	172	38	153	145	99	139	3	19	91	38	102	0	0	40	0	0
STAD_TCGA-BR-6705	1	4	5	23	9	1	0	0	5	2	9	3	4	8	23	16	3
STAD_TCGA-BR-6706	1	10	8	18	2	0	2	28	0	9	10	21	13	1	118	0	2
STAD_TCGA-BR-6707	3	12	5	28	0	0	1	1	0	2	0	5	8	6	0	0	19
STAD_TCGA-BR-6709	1	6	2	0	0	8	0	0	0	1	0	8	9	6	6	6	0
STAD_TCGA-BR-6801	0	0	6	11	23	5	0	0	0	3	0	0	8	5	0	0	0
STAD_TCGA-BR-6802	1	148	16	51	68	36	24	0	30	16	80	46	0	0	8	0	0
STAD_TCGA-BR-6803	0	1	1	5	0	0	0	3	2	1	0	0	2	1	0	0	3
STAD_TCGA-BR-6852	2	228	42	159	164	105	76	4	79	49	94	128	0	0	35	0	7
STAD_TCGA-BR-7196	1	4	0	7	15	7	0	0	7	0	4	0	10	4	5	15	7
STAD_TCGA-BR-7197	1	15	15	29	47	0	0	6	4	0	0	5	22	5	63	9	3
STAD_TCGA-BR-7703	12	108	33	157	147	87	55	0	10	33	0	76	12	6	15	0	26
STAD_TCGA-BR-7704	13	6	10	13	47	12	0	9	19	8	11	17	23	47	81	92	41
STAD_TCGA-BR-7707	10	236	61	263	285	128	125	3	16	142	61	146	0	0	52	0	0
STAD_TCGA-BR-7715	1	17	14	21	30	5	4	14	3	6	0	7	11	3	15	0	16
STAD_TCGA-BR-7716	13	4	6	6	10	10	8	6	3	0	10	7	5	67	13	6	21
STAD_TCGA-BR-7717	0	16	10	35	23	5	1	0	0	7	0	5	7	8	28	26	7
STAD_TCGA-BR-7722	0	6	5	3	27	0	0	3	0	4	0	1	3	2	0	0	4
STAD_TCGA-BR-7723	3	2	2	19	45	0	0	8	5	3	6	22	9	7	57	9	11
STAD_TCGA-BR-7851	8	227	85	319	413	146	119	0	15	89	27	118	0	0	5	0	0
STAD_TCGA-BR-7901	4	10	7	28	0	8	4	10	3	13	2	5	14	27	43	42	9
STAD_TCGA-BR-7957	1	6	6	10	5	3	0	0	2	0	3	0	4	0	2	8	11
STAD_TCGA-BR-7958	0	9	7	17	6	15	0	7	19	0	3	7	20	15	32	36	15
STAD_TCGA-BR-7959	1	9	10	11	26	13	0	2	2	0	2	1	7	10	15	16	0
STAD_TCGA-BR-8058	0	1	2	4	0	1	0	4	0	6	9	0	2	8	5	11	7
STAD_TCGA-BR-8059	13	76	22	101	113	55	59	15	27	51	20	41	17	8	58	121	39
STAD_TCGA-BR-8060	3	1	3	25	15	4	4	5	4	9	24	13	35	17	75	33	11
STAD_TCGA-BR-8077	0	13	11	17	19	9	0	0	9	4	3	2	5	9	8	23	9
STAD_TCGA-BR-8078	9	284	85	285	305	165	125	1	23	94	7	191	0	0	29	0	1
STAD_TCGA-BR-8080	8	22	8	29	13	12	1	13	10	5	0	14	0	5	42	11	30
STAD_TCGA-BR-8081	1	185	49	241	108	110	115	0	27	47	32	77	0	0	21	0	9
STAD_TCGA-BR-8284	4	62	23	83	91	15	27	0	18	14	0	17	9	4	10	0	24
STAD_TCGA-BR-8285	0	10	6	24	15	0	0	5	7	2	7	0	14	1	14	1	14
STAD_TCGA-BR-8286	4	20	5	20	2	6	2	3	2	14	0	0	28	10	24	11	17
