Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q
BRCA_TCGA-D8-A4Z1	1	2	6	0	1	0	0	0	0	0	8	0	5	23	0	0	0
BRCA_TCGA-D8-A73U	5	0	11	4	8	0	0	0	0	0	43	3	22	111	0	0	0
BRCA_TCGA-D8-A73W	0	9	1	6	8	6	1	0	0	0	0	1	7	4	4	1	4
BRCA_TCGA-D8-A73X	0	4	4	9	0	0	2	0	0	5	3	6	4	5	0	3	7
BRCA_TCGA-E2-A105	2	3	0	7	14	4	2	0	0	7	0	0	12	7	0	9	0
BRCA_TCGA-E2-A107	1	1	3	6	0	0	0	3	0	2	3	3	6	5	0	3	0
BRCA_TCGA-E2-A108	4	0	6	5	2	3	3	0	4	4	5	4	3	118	0	25	0
BRCA_TCGA-E2-A109	2	4	3	2	25	2	3	0	7	0	4	4	8	0	0	10	10
BRCA_TCGA-E2-A10A	0	4	0	0	1	2	0	0	0	0	3	0	7	7	0	0	4
BRCA_TCGA-E2-A10B	0	2	4	2	8	2	3	3	3	2	0	5	5	29	2	0	3
BRCA_TCGA-E2-A10C	11	0	40	1	1	0	0	0	0	0	62	0	32	372	0	0	0
BRCA_TCGA-E2-A10F	0	3	2	4	6	0	0	0	1	3	0	1	2	4	0	0	4
BRCA_TCGA-E2-A14N	0	3	5	1	4	3	0	0	3	1	0	4	11	20	7	37	10
BRCA_TCGA-E2-A14O	1	0	6	5	13	0	0	0	2	1	0	0	4	0	0	0	4
BRCA_TCGA-E2-A14P	3	7	9	10	9	0	0	0	1	3	15	3	17	24	0	0	11
BRCA_TCGA-E2-A14Q	1	0	0	4	14	0	0	0	3	0	0	5	4	4	1	0	4
BRCA_TCGA-E2-A14R	2	2	4	4	2	8	0	7	9	2	3	12	10	15	2	52	9
BRCA_TCGA-E2-A14T	0	6	4	5	0	2	0	0	0	1	0	2	0	6	6	4	7
BRCA_TCGA-E2-A14V	1	4	11	15	2	3	5	0	0	7	0	0	9	56	6	14	8
BRCA_TCGA-E2-A14W	0	2	4	0	8	7	0	5	7	1	0	4	7	12	2	36	7
BRCA_TCGA-E2-A14X	0	8	4	9	0	0	0	0	0	0	0	0	3	7	1	3	2
BRCA_TCGA-E2-A14Y	0	1	0	3	9	0	0	0	0	0	3	1	3	26	0	4	0
BRCA_TCGA-E2-A14Z	3	0	8	3	12	0	2	2	1	1	6	0	8	24	3	10	12
BRCA_TCGA-E2-A150	8	8	4	8	0	9	0	10	0	4	0	0	5	6	6	18	5
BRCA_TCGA-E2-A152	3	0	22	3	4	8	0	2	0	0	7	2	5	104	0	0	11
BRCA_TCGA-E2-A153	0	3	2	6	1	0	0	0	0	2	4	0	1	5	0	1	1
BRCA_TCGA-E2-A154	3	5	6	9	2	3	3	0	0	0	0	0	1	2	0	4	20
BRCA_TCGA-E2-A155	3	3	4	3	18	9	0	0	0	1	0	4	5	13	1	3	14
BRCA_TCGA-E2-A156	0	0	1	3	3	0	0	0	0	0	3	3	3	5	0	1	3
BRCA_TCGA-E2-A158	1	0	3	7	0	7	4	2	4	1	0	4	5	4	4	40	11
BRCA_TCGA-E2-A159	1	2	6	3	19	0	0	0	2	0	8	2	9	136	5	0	8
BRCA_TCGA-E2-A15A	3	4	0	5	5	2	0	0	4	2	2	0	7	5	4	4	15
BRCA_TCGA-E2-A15C	0	4	1	6	15	3	1	0	2	2	3	0	6	1	0	6	0
BRCA_TCGA-E2-A15D	3	4	2	9	0	3	0	0	0	3	2	1	2	0	2	2	1
BRCA_TCGA-E2-A15E	1	1	0	9	1	0	1	0	0	4	0	7	2	6	0	6	2
BRCA_TCGA-E2-A15F	0	1	1	5	5	2	0	0	0	0	1	2	2	1	0	7	1
BRCA_TCGA-E2-A15G	0	0	5	9	7	2	0	2	0	2	2	8	9	6	0	6	15
BRCA_TCGA-E2-A15H	0	3	2	3	9	1	0	0	0	0	4	3	5	0	0	0	3
BRCA_TCGA-E2-A15I	2	1	0	7	11	0	0	0	0	0	6	0	3	3	0	2	8
BRCA_TCGA-E2-A15J	0	4	0	0	6	0	0	0	0	2	0	0	3	0	0	3	4
BRCA_TCGA-E2-A15K	1	5	2	8	0	2	3	1	1	1	0	1	13	3	0	3	9
BRCA_TCGA-E2-A15L	0	2	2	8	3	0	0	0	2	0	0	5	0	4	0	6	2
BRCA_TCGA-E2-A15M	2	7	4	6	17	0	0	0	5	3	3	2	11	30	0	15	3
BRCA_TCGA-E2-A15O	0	2	2	7	0	1	0	0	0	0	2	3	1	1	1	9	5
BRCA_TCGA-E2-A15P	0	3	1	2	5	0	0	0	0	3	0	2	6	1	0	3	2
BRCA_TCGA-E2-A15R	0	1	5	6	18	0	0	0	0	1	2	0	7	3	0	0	4
BRCA_TCGA-E2-A15S	0	0	0	7	0	4	4	3	3	8	0	0	5	11	4	15	4
BRCA_TCGA-E2-A15T	0	0	1	10	1	1	0	0	0	2	6	2	3	3	0	4	7
BRCA_TCGA-E2-A1AZ	1	5	11	0	1	1	2	0	0	0	0	8	1	27	0	8	14
BRCA_TCGA-E2-A1B0	0	2	6	5	12	0	0	0	0	9	8	1	1	7	2	0	7
BRCA_TCGA-E2-A1B1	2	0	2	7	5	0	0	2	0	0	10	0	9	27	0	2	0
BRCA_TCGA-E2-A1B4	0	5	4	0	0	0	0	0	4	2	4	0	6	5	0	4	8
BRCA_TCGA-E2-A1B5	0	2	4	3	4	0	0	2	0	2	5	0	3	18	1	0	2
BRCA_TCGA-E2-A1B6	0	4	0	6	0	3	0	0	5	0	1	2	0	3	0	26	6
BRCA_TCGA-E2-A1BC	0	6	0	2	0	2	0	3	1	0	0	4	5	3	0	3	12
BRCA_TCGA-E2-A1BD	1	0	2	6	20	2	0	0	4	0	0	3	1	0	0	0	4
BRCA_TCGA-E2-A1IE	0	0	1	2	8	3	0	0	5	2	0	0	1	0	2	3	3
BRCA_TCGA-E2-A1IF	0	3	1	2	0	0	0	0	0	2	0	5	3	0	0	0	8
BRCA_TCGA-E2-A1IG	0	1	6	8	0	0	0	1	3	0	11	0	9	5	0	7	6
BRCA_TCGA-E2-A1IH	2	4	3	5	0	1	0	1	0	6	1	6	8	32	1	6	9
BRCA_TCGA-E2-A1II	0	3	0	3	3	0	0	11	0	0	0	2	0	1	0	11	0
BRCA_TCGA-E2-A1IJ	0	0	0	4	0	1	0	1	2	0	3	0	0	0	2	0	5
BRCA_TCGA-E2-A1IK	0	1	4	1	0	0	0	1	0	2	0	0	0	1	0	7	0
BRCA_TCGA-E2-A1IL	1	5	4	0	5	0	0	0	0	0	0	2	5	0	1	3	5
BRCA_TCGA-E2-A1IN	1	3	11	4	13	4	2	0	2	0	12	4	3	166	2	14	7
BRCA_TCGA-E2-A1IO	0	0	2	4	2	0	0	2	0	2	0	0	0	1	0	0	3
BRCA_TCGA-E2-A1IU	0	1	6	1	2	1	0	0	0	0	1	0	1	5	1	8	4
BRCA_TCGA-E2-A1L6	0	1	6	0	4	4	0	0	0	0	0	4	3	1	0	3	2
BRCA_TCGA-E2-A1L7	2	0	1	8	0	4	0	3	7	4	0	5	6	5	5	15	16
BRCA_TCGA-E2-A1L8	0	0	0	5	0	0	0	1	5	4	5	1	3	6	0	5	3
BRCA_TCGA-E2-A1L9	0	1	2	1	10	1	0	0	3	0	3	2	0	1	0	3	1
BRCA_TCGA-E2-A1LA	1	1	2	0	17	5	0	0	0	0	5	14	3	7	5	47	0
BRCA_TCGA-E2-A1LB	3	0	3	4	1	0	2	2	2	1	6	0	3	21	0	7	0
BRCA_TCGA-E2-A1LG	2	0	17	6	2	5	0	0	7	0	0	1	11	162	2	4	0
BRCA_TCGA-E2-A1LH	10	0	3	11	5	0	11	0	0	12	0	7	9	57	8	88	10
BRCA_TCGA-E2-A1LI	0	1	2	1	0	0	2	0	3	0	0	1	0	11	0	12	4
BRCA_TCGA-E2-A1LK	0	12	7	12	9	0	0	3	0	0	0	4	1	3	1	2	0
BRCA_TCGA-E2-A1LL	1	4	1	4	3	2	0	0	3	4	0	1	5	5	5	16	7
BRCA_TCGA-E2-A2P6	1	5	16	1	19	0	0	0	0	0	35	2	17	90	0	0	0
BRCA_TCGA-E2-A56Z	1	4	3	10	0	0	0	3	0	7	11	0	5	0	1	12	3
BRCA_TCGA-E2-A570	0	1	1	3	7	0	0	0	0	3	0	0	9	0	1	5	0
BRCA_TCGA-E2-A572	0	1	0	9	0	0	0	0	0	4	2	0	0	3	0	7	3
BRCA_TCGA-E2-A573	2	7	2	3	4	6	0	6	6	6	0	0	1	5	2	21	1
BRCA_TCGA-E2-A574	2	9	14	8	6	0	0	1	6	2	9	0	18	55	1	25	0
BRCA_TCGA-E2-A576	0	2	3	12	11	6	0	0	5	0	6	0	7	0	0	17	1
BRCA_TCGA-E2-A9RU	6	12	10	15	11	0	0	0	0	3	2	5	13	17	1	5	7
BRCA_TCGA-E9-A1N3	3	2	0	2	0	2	2	0	1	0	1	3	0	3	2	4	6
BRCA_TCGA-E9-A1N4	0	2	4	5	0	2	0	0	0	0	0	2	0	9	0	7	3
BRCA_TCGA-E9-A1N5	0	2	1	0	0	8	0	0	0	3	0	2	0	13	1	6	3
BRCA_TCGA-E9-A1N8	3	1	5	0	0	1	0	0	0	7	0	2	0	9	0	6	2
BRCA_TCGA-E9-A1N9	0	0	1	2	28	0	1	1	7	0	1	4	0	6	0	14	1
BRCA_TCGA-E9-A1NA	3	2	5	4	5	4	3	3	4	0	6	1	10	21	0	22	24
BRCA_TCGA-E9-A1NE	5	4	0	1	0	2	0	0	2	1	7	0	3	4	0	33	0
BRCA_TCGA-E9-A1NF	0	0	5	4	2	0	0	1	0	0	12	2	12	17	0	3	3
BRCA_TCGA-E9-A1NG	0	1	1	3	1	4	0	0	0	0	0	0	3	1	0	4	3
BRCA_TCGA-E9-A1NH	1	0	1	6	3	2	0	0	0	5	0	4	4	2	1	0	8
BRCA_TCGA-E9-A1QZ	0	2	1	2	0	0	0	0	1	4	0	0	1	0	0	0	12
BRCA_TCGA-E9-A1R0	0	3	4	5	8	0	0	0	0	1	1	0	5	8	0	0	0
BRCA_TCGA-E9-A1R2	0	2	2	3	0	0	1	0	0	6	0	6	6	13	1	17	9
BRCA_TCGA-E9-A1R3	0	2	2	3	1	1	0	0	0	0	1	4	0	3	0	6	2
BRCA_TCGA-E9-A1R4	4	2	9	0	17	0	0	0	5	0	19	4	10	74	0	0	9
BRCA_TCGA-E9-A1R5	1	0	2	15	0	1	1	0	0	2	1	5	2	5	0	7	9
BRCA_TCGA-E9-A1R6	3	0	5	6	9	1	0	0	0	0	2	2	0	1	1	5	1
BRCA_TCGA-E9-A1R7	1	4	1	0	10	4	0	0	0	1	3	1	10	9	3	10	6
BRCA_TCGA-E9-A1RA	1	0	1	3	2	0	0	0	0	0	2	1	5	4	3	2	1
BRCA_TCGA-E9-A1RB	0	3	1	3	3	3	5	0	0	1	0	6	4	0	0	4	5
BRCA_TCGA-E9-A1RC	0	6	4	7	6	0	0	1	3	1	3	6	2	0	0	7	9
BRCA_TCGA-E9-A1RD	0	2	1	1	5	2	0	0	0	0	2	0	2	5	0	2	1
BRCA_TCGA-E9-A1RE	0	6	3	11	7	2	0	2	2	0	16	2	3	0	0	6	6
BRCA_TCGA-E9-A1RF	5	6	4	11	11	5	0	1	10	0	8	5	7	18	0	60	19
BRCA_TCGA-E9-A1RG	0	2	1	4	0	1	0	0	4	3	0	2	4	8	0	11	1
BRCA_TCGA-E9-A1RH	2	0	5	7	17	4	0	2	6	5	7	1	11	12	0	22	10
BRCA_TCGA-E9-A1RI	3	2	1	4	0	0	0	0	0	0	6	0	4	3	0	4	2
BRCA_TCGA-E9-A226	1	3	9	0	15	0	0	0	1	0	5	0	2	39	0	4	0
BRCA_TCGA-E9-A227	0	0	1	0	8	1	0	0	0	0	0	1	1	3	0	4	0
BRCA_TCGA-E9-A228	0	4	0	5	19	0	0	0	6	1	1	0	4	10	2	0	0
BRCA_TCGA-E9-A229	1	3	0	1	10	0	0	0	0	1	0	1	3	6	1	3	0
BRCA_TCGA-E9-A22A	0	0	1	4	1	0	0	0	2	0	2	0	0	7	0	17	2
BRCA_TCGA-E9-A22B	0	6	4	9	2	0	0	7	0	1	2	4	10	11	3	7	10
BRCA_TCGA-E9-A22D	1	6	6	12	0	1	0	0	0	0	0	0	0	5	0	8	1
BRCA_TCGA-E9-A22E	2	3	2	8	1	3	0	3	6	3	1	1	9	33	7	55	7
BRCA_TCGA-E9-A22G	3	1	2	0	7	3	5	0	1	12	0	12	10	7	6	36	12
BRCA_TCGA-E9-A22H	0	2	2	5	6	0	0	0	0	2	0	1	2	1	0	5	0
BRCA_TCGA-E9-A243	3	2	2	6	0	6	1	0	0	2	5	8	1	17	1	30	5
BRCA_TCGA-E9-A244	6	7	0	13	0	9	5	2	0	0	0	8	9	6	2	36	18
BRCA_TCGA-E9-A245	2	0	1	1	0	1	0	1	0	0	3	1	1	0	1	1	10
BRCA_TCGA-E9-A247	0	10	3	8	12	2	1	0	2	2	1	0	0	0	0	5	1
BRCA_TCGA-E9-A248	1	5	1	3	7	0	4	0	0	0	1	0	1	5	0	0	0
BRCA_TCGA-E9-A249	0	6	2	4	0	0	0	0	1	0	0	2	0	1	0	5	4
BRCA_TCGA-E9-A24A	3	0	2	2	10	0	0	0	0	0	0	2	0	0	0	2	1
BRCA_TCGA-E9-A295	5	3	4	17	14	0	0	1	23	1	0	1	0	5	0	0	35
BRCA_TCGA-E9-A2JS	0	7	6	10	24	0	0	0	9	2	0	0	8	0	1	0	22
BRCA_TCGA-E9-A2JT	1	0	1	0	0	1	0	3	0	0	0	0	0	22	0	0	0
BRCA_TCGA-E9-A3HO	0	0	2	2	0	6	1	0	0	0	6	4	5	6	2	33	5
BRCA_TCGA-E9-A3QA	0	1	2	1	0	2	3	0	0	0	0	1	5	21	0	20	6
BRCA_TCGA-E9-A3X8	0	2	1	3	2	0	0	0	0	0	0	0	10	6	2	11	0
BRCA_TCGA-E9-A54Y	2	2	3	4	15	0	0	0	0	0	8	2	3	13	0	0	6
BRCA_TCGA-E9-A5FK	1	1	1	4	3	4	0	0	0	0	3	2	8	2	1	4	5
BRCA_TCGA-E9-A5FL	2	7	5	0	7	7	2	2	5	5	0	6	6	22	2	39	16
BRCA_TCGA-E9-A5UO	0	2	1	4	8	3	2	0	0	1	1	1	4	1	0	5	5
BRCA_TCGA-E9-A6HE	0	2	2	1	9	0	0	0	0	1	2	0	3	0	1	0	1
BRCA_TCGA-EW-A1IW	2	0	3	3	29	2	0	0	0	0	7	1	10	61	0	1	8
BRCA_TCGA-EW-A1IX	1	0	1	0	0	5	0	0	1	0	4	1	1	25	0	1	2
BRCA_TCGA-EW-A1IY	0	0	7	0	4	0	0	0	2	1	8	0	5	11	0	0	0
BRCA_TCGA-EW-A1IZ	0	59	26	82	15	48	55	3	4	42	35	40	14	0	3	6	3
BRCA_TCGA-EW-A1J1	0	3	2	3	3	0	2	0	0	0	0	0	1	0	2	4	3
BRCA_TCGA-EW-A1J3	0	2	0	1	3	0	0	0	3	3	2	0	9	1	0	6	0
BRCA_TCGA-EW-A1J5	6	0	32	2	10	0	0	0	0	0	69	0	29	392	0	0	0
BRCA_TCGA-EW-A1J6	0	1	0	7	1	1	0	0	3	1	0	0	5	2	0	5	18
BRCA_TCGA-EW-A1OV	0	0	10	4	8	0	0	0	0	0	23	0	11	80	0	0	4
BRCA_TCGA-EW-A1OX	0	2	1	1	0	1	0	0	0	0	2	0	0	5	0	9	0
BRCA_TCGA-EW-A1OZ	1	4	3	7	22	3	0	0	5	0	2	3	6	9	6	4	1
BRCA_TCGA-EW-A1P0	0	0	1	2	0	4	1	0	2	0	0	4	2	1	2	2	7
BRCA_TCGA-EW-A1P1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
BRCA_TCGA-EW-A1P3	0	0	1	3	8	1	0	0	0	0	0	3	6	1	0	2	3
BRCA_TCGA-EW-A1P4	1	0	3	8	1	5	0	0	0	7	8	2	0	7	1	27	7
BRCA_TCGA-EW-A1P5	1	8	1	3	4	0	0	0	0	0	0	0	0	1	0	0	2
BRCA_TCGA-EW-A1P6	0	2	1	5	0	1	0	0	0	2	0	1	4	0	0	3	7
BRCA_TCGA-EW-A1P7	0	0	0	0	2	3	0	0	0	0	4	0	0	0	1	9	0
BRCA_TCGA-EW-A1P8	0	5	2	1	0	1	1	0	1	0	4	2	6	0	0	16	0
BRCA_TCGA-EW-A1PA	1	3	6	1	0	0	4	0	0	2	0	0	4	4	0	16	0
BRCA_TCGA-EW-A1PB	6	0	3	2	11	5	0	3	2	3	2	0	10	78	0	45	12
BRCA_TCGA-EW-A1PD	2	2	1	0	0	6	1	1	9	3	3	0	10	16	2	37	0
BRCA_TCGA-EW-A1PE	0	4	2	1	6	0	0	2	0	1	7	0	1	4	1	4	5
BRCA_TCGA-EW-A1PG	0	1	3	0	4	0	0	0	0	2	0	1	0	0	0	0	0
BRCA_TCGA-EW-A1PH	1	2	5	5	21	1	0	0	0	1	0	5	2	6	1	10	2
BRCA_TCGA-EW-A2FR	1	0	2	4	12	0	0	0	0	0	2	4	5	12	0	6	6
BRCA_TCGA-EW-A2FS	1	0	0	6	9	2	3	3	4	2	2	4	6	1	0	2	0
BRCA_TCGA-EW-A2FV	0	1	4	2	0	1	0	3	0	0	4	3	3	0	0	2	9
BRCA_TCGA-EW-A2FW	1	2	0	4	13	0	0	0	0	1	0	0	1	2	0	0	2
BRCA_TCGA-EW-A423	0	8	4	4	14	4	0	4	0	1	0	5	14	20	0	9	1
BRCA_TCGA-EW-A6S9	1	2	2	5	3	0	1	0	1	0	2	3	3	3	0	5	0
BRCA_TCGA-EW-A6SA	2	8	7	9	0	13	0	8	7	1	7	2	13	16	0	18	12
BRCA_TCGA-EW-A6SB	0	3	6	6	14	2	5	0	0	5	2	5	5	5	3	17	3
BRCA_TCGA-EW-A6SC	0	3	0	2	0	3	0	0	1	0	10	5	6	5	0	0	4
BRCA_TCGA-EW-A6SD	3	4	1	5	4	0	4	0	0	1	5	6	2	29	0	1	3
BRCA_TCGA-GI-A2C8	2	8	1	7	7	8	3	2	7	0	0	6	4	21	2	44	26
BRCA_TCGA-GM-A2D9	13	0	35	1	30	0	0	0	0	0	93	0	52	421	0	0	0
BRCA_TCGA-GM-A2DA	1	0	4	10	0	5	0	0	0	0	1	2	0	8	0	9	5
BRCA_TCGA-GM-A2DB	4	4	4	12	5	2	3	1	6	2	4	4	9	11	2	34	21
BRCA_TCGA-GM-A2DC	0	0	0	7	13	0	0	0	0	0	0	1	3	0	1	1	1
BRCA_TCGA-GM-A2DD	1	4	3	2	5	2	0	2	5	1	9	5	3	3	1	22	0
BRCA_TCGA-GM-A2DF	0	4	3	8	0	2	3	0	0	3	0	0	10	6	3	11	0
BRCA_TCGA-GM-A2DH	7	4	8	5	0	10	2	1	4	1	0	4	14	102	2	43	25
BRCA_TCGA-GM-A2DI	0	0	10	3	0	0	0	0	0	0	8	0	7	59	0	0	4
BRCA_TCGA-GM-A2DK	0	0	3	3	9	2	1	3	1	3	0	4	2	3	1	0	2
BRCA_TCGA-GM-A2DL	4	0	3	4	8	0	0	2	1	0	5	0	2	11	0	0	9
BRCA_TCGA-GM-A2DM	1	0	2	1	1	0	0	0	0	3	5	3	0	3	1	4	3
BRCA_TCGA-GM-A2DN	0	0	1	1	6	0	0	0	2	0	2	2	2	1	0	1	1
BRCA_TCGA-GM-A2DO	3	0	26	0	15	0	0	0	1	0	16	0	13	146	0	0	0
BRCA_TCGA-GM-A3NW	1	6	5	8	6	1	0	0	1	0	3	0	6	48	2	8	0
BRCA_TCGA-GM-A3XL	1	2	4	2	10	6	0	0	0	3	0	12	4	39	0	53	8
BRCA_TCGA-GM-A4E0	0	3	3	6	1	2	2	0	1	1	0	0	1	0	0	4	10
BRCA_TCGA-GM-A5PV	0	0	3	4	0	0	0	0	2	3	3	4	5	7	0	14	2
BRCA_TCGA-GM-A5PX	0	1	2	1	12	3	0	0	0	1	3	4	3	6	2	0	4
BRCA_TCGA-HN-A2NL	0	1	1	9	0	0	0	1	11	2	3	7	6	8	0	28	14
BRCA_TCGA-HN-A2OB	0	1	1	3	0	1	0	0	0	0	4	0	0	3	2	3	1
BRCA_TCGA-JL-A3YX	1	3	2	4	6	1	4	0	0	0	5	1	2	19	0	0	1
BRCA_TCGA-LD-A66U	2	4	0	5	7	6	0	0	0	2	11	0	1	0	0	3	3
BRCA_TCGA-LD-A74U	1	0	24	5	30	0	0	0	0	0	45	0	34	213	0	0	0
BRCA_TCGA-LD-A7W5	1	3	4	10	7	5	0	0	2	0	8	2	6	13	1	3	0
BRCA_TCGA-LD-A7W6	1	4	1	7	0	0	0	0	0	1	10	0	5	2	0	12	3
BRCA_TCGA-LD-A9QF	0	2	3	10	0	0	0	0	0	3	0	0	6	2	0	11	2
BRCA_TCGA-LL-A440	0	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0
BRCA_TCGA-LL-A50Y	0	2	0	10	1	5	0	1	2	5	0	3	4	2	0	8	0
BRCA_TCGA-LL-A5YL	0	0	11	6	13	0	0	0	2	0	15	0	11	30	0	0	5
BRCA_TCGA-LL-A5YM	0	3	1	4	3	2	0	0	0	0	6	1	4	3	0	6	7
BRCA_TCGA-LL-A5YN	0	1	3	4	8	5	0	0	0	3	0	2	7	0	4	3	3
BRCA_TCGA-LL-A5YO	2	4	1	0	0	5	0	1	1	2	0	3	1	15	3	17	6
BRCA_TCGA-LL-A5YP	4	3	2	0	0	6	0	0	5	1	12	3	13	12	0	28	16
BRCA_TCGA-LL-A6FP	3	1	6	0	8	2	0	0	0	0	13	3	11	12	1	3	12
BRCA_TCGA-LL-A6FQ	0	7	4	9	15	0	1	0	0	0	6	6	10	2	0	1	8
BRCA_TCGA-LL-A6FR	0	1	4	12	1	10	0	0	1	4	2	2	3	3	0	20	0
BRCA_TCGA-LL-A73Y	2	4	13	6	0	8	0	3	1	11	0	5	0	118	2	14	6
BRCA_TCGA-LL-A73Z	0	3	1	6	5	8	0	1	0	0	0	2	4	2	1	11	4
BRCA_TCGA-LL-A740	1	3	2	2	14	5	0	0	0	7	5	0	11	4	0	13	1
BRCA_TCGA-LL-A7SZ	3	5	7	10	0	2	0	0	1	0	10	10	7	7	3	7	3
BRCA_TCGA-LL-A7T0	2	9	6	12	5	1	0	1	0	2	7	2	1	11	1	6	11
BRCA_TCGA-LL-A8F5	2	2	4	9	9	12	4	5	8	7	0	16	16	17	5	66	18
BRCA_TCGA-LL-A9Q3	0	6	5	1	19	2	3	0	2	1	4	1	0	6	1	9	8
BRCA_TCGA-OK-A5Q2	0	0	8	10	0	3	0	0	1	0	3	3	1	5	3	5	1
BRCA_TCGA-OL-A5D6	1	0	4	13	0	2	0	0	0	2	1	2	7	7	2	8	8
BRCA_TCGA-OL-A5D7	1	1	0	3	18	6	0	0	3	4	0	3	3	12	3	19	4
BRCA_TCGA-OL-A5D8	0	6	1	5	0	0	0	3	2	0	0	2	7	3	5	5	0
BRCA_TCGA-OL-A5DA	1	2	15	4	10	4	0	0	0	2	4	0	6	57	2	3	4
BRCA_TCGA-OL-A5RU	0	4	0	5	11	0	0	0	0	0	8	0	7	0	0	5	6
BRCA_TCGA-OL-A5RV	0	0	1	6	0	4	0	0	0	0	0	0	0	0	1	5	0
BRCA_TCGA-OL-A5RW	1	6	9	0	0	14	0	1	6	6	1	11	12	109	3	68	6
BRCA_TCGA-OL-A5RX	0	5	3	3	7	2	0	0	1	2	0	3	0	2	0	0	7
BRCA_TCGA-OL-A5RY	0	2	0	1	1	2	0	0	0	0	0	2	0	3	0	2	0
BRCA_TCGA-OL-A5RZ	3	14	9	12	19	0	0	2	6	4	7	1	12	16	2	32	13
BRCA_TCGA-OL-A5S0	0	1	2	6	13	2	0	0	0	2	5	0	1	4	2	4	2
BRCA_TCGA-OL-A66H	0	1	0	1	6	2	0	0	0	0	2	2	0	0	0	9	4
BRCA_TCGA-OL-A66I	0	4	3	7	0	0	2	0	5	1	3	1	10	4	0	13	3
BRCA_TCGA-OL-A66J	3	6	1	12	0	0	3	0	0	1	7	7	12	8	1	3	4
BRCA_TCGA-OL-A66K	0	11	1	4	6	0	0	0	0	0	3	1	4	3	0	11	3
BRCA_TCGA-OL-A66L	1	2	7	0	14	0	0	0	0	0	11	4	6	49	0	0	0
BRCA_TCGA-OL-A66N	0	6	4	13	1	1	1	0	1	0	6	4	6	2	1	2	10
BRCA_TCGA-OL-A66O	0	4	0	9	0	1	1	2	0	0	1	3	4	2	2	6	3
BRCA_TCGA-OL-A66P	3	2	5	0	21	1	0	3	9	7	14	5	3	0	0	30	20
BRCA_TCGA-OL-A6VO	3	3	1	5	9	3	0	0	0	0	0	2	3	2	1	6	0
BRCA_TCGA-OL-A6VQ	3	1	5	2	15	0	0	0	0	0	18	1	0	36	0	1	0
BRCA_TCGA-OL-A6VR	0	3	1	1	1	1	0	0	1	0	6	0	0	0	0	0	3
BRCA_TCGA-OL-A97C	1	4	0	5	8	7	8	2	0	1	10	2	3	0	0	17	2
BRCA_TCGA-PE-A5DC	0	5	4	6	15	6	0	0	10	6	4	4	11	18	7	34	24
BRCA_TCGA-PE-A5DD	0	1	6	0	23	0	0	0	2	0	4	4	7	33	0	0	5
BRCA_TCGA-PE-A5DE	4	1	73	0	12	0	0	0	0	0	112	0	58	429	0	0	0
BRCA_TCGA-PL-A8LV	7	4	3	6	0	7	0	2	5	5	0	12	13	43	2	42	4
BRCA_TCGA-PL-A8LX	0	2	0	6	6	2	2	0	1	3	11	1	0	0	1	14	0
BRCA_TCGA-PL-A8LY	0	0	0	1	0	1	0	0	0	0	1	2	1	0	1	0	0
BRCA_TCGA-PL-A8LZ	0	2	6	0	14	0	6	0	12	0	18	3	14	8	0	21	32
BRCA_TCGA-S3-A6ZF	1	0	0	8	27	1	0	0	0	1	0	0	3	5	2	3	1
BRCA_TCGA-S3-A6ZG	0	2	9	9	7	6	0	0	0	0	0	5	2	2	3	10	5
BRCA_TCGA-S3-A6ZH	2	5	4	4	7	2	0	0	0	0	4	0	0	2	4	8	3
BRCA_TCGA-S3-AA0Z	4	0	1	3	27	1	0	3	1	0	8	5	7	14	0	0	3
BRCA_TCGA-S3-AA10	0	1	0	3	5	3	0	2	7	2	18	3	14	17	4	67	4
BRCA_TCGA-S3-AA11	5	2	5	0	9	0	3	0	1	0	18	3	7	0	0	16	27
BRCA_TCGA-S3-AA12	0	1	3	8	5	0	1	1	3	3	0	2	13	5	2	9	4
BRCA_TCGA-S3-AA14	0	3	1	7	0	1	0	0	0	0	0	0	1	6	0	5	0
BRCA_TCGA-S3-AA15	1	2	5	1	4	0	2	0	0	0	3	0	4	33	2	3	0
BRCA_TCGA-S3-AA17	0	4	6	7	3	8	3	6	1	2	6	10	8	16	3	44	14
BRCA_TCGA-UL-AAZ6	4	5	3	7	0	14	8	2	0	3	12	3	7	17	3	33	19
BRCA_TCGA-UU-A93S	5	20	2	2	0	5	5	1	8	2	0	8	26	18	4	47	43
BRCA_TCGA-V7-A7HQ	0	1	1	0	10	1	0	0	0	1	1	0	1	4	0	7	4
BRCA_TCGA-W8-A86G	0	1	0	8	0	1	0	2	0	1	11	0	2	1	0	8	0
BRCA_TCGA-WT-AB41	0	0	4	7	3	2	0	0	0	0	16	1	9	16	0	0	4
BRCA_TCGA-WT-AB44	3	9	2	7	6	3	0	3	1	0	0	3	6	0	1	7	9
BRCA_TCGA-XX-A899	0	0	9	2	3	1	0	0	0	0	10	0	7	23	0	0	5
BRCA_TCGA-XX-A89A	3	5	20	12	0	3	0	5	0	0	0	6	13	191	0	7	0
