Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
ATP2B4_boot.93	3.36E-02	1.70E-01	9.32E-02	5.55E-02	3.00E-02	2.12E-147	3.65E-118	3.11E-02	4.37E-03
ATP2B4_boot.94	1.59E-01	8.31E-02	2.76E-02	3.32E-02	2.82E-02	8.48E-02	3.82E-19	1.30E-01	1.05E-01
ATP2B4_boot.95	4.60E-02	1.50E-02	6.57E-02	9.43E-02	5.11E-02	5.78E-02	6.62E-02	1.03E-01	6.66E-02
ATP2B4_boot.96	0.00E+00	3.47E-02	0.00E+00	5.60E-02	2.51E-02	2.43E-16	9.52E-02	7.05E-02	1.09E-01
ATP2B4_boot.97	0.00E+00	3.02E-02	2.22E-162	6.09E-02	3.03E-02	3.20E-54	1.07E-01	7.52E-02	1.10E-01
ATP2B4_boot.98	8.06E-02	1.11E-02	4.24E-03	9.50E-02	4.84E-02	4.13E-02	8.45E-02	1.09E-01	8.81E-02
ATP2B4_boot.99	1.40E-01	3.53E-02	3.85E-02	4.39E-02	3.68E-02	8.35E-02	8.03E-02	1.22E-01	6.47E-02
ATP2B4_boot.100	0.00E+00	3.66E-02	9.60E-02	1.11E-01	3.32E-02	1.07E-01	4.61E-39	2.92E-02	9.63E-70
ATP2B4_boot.101	2.88E-03	1.04E-02	1.33E-63	1.10E-01	2.95E-02	1.16E-01	6.74E-02	6.98E-02	3.15E-52
ATP2B4_boot.102	7.18E-03	1.16E-02	0.00E+00	9.70E-02	3.50E-02	1.10E-01	6.98E-02	6.87E-02	0.00E+00
ATP2B4_boot.103	1.19E-138	3.61E-02	8.93E-02	1.10E-01	3.04E-02	9.88E-02	4.34E-25	3.21E-02	6.12E-108
ATP2B4_boot.104	3.76E-03	1.44E-02	0.00E+00	9.55E-02	3.29E-02	1.09E-01	7.08E-02	6.85E-02	1.10E-79
ATP2B4_boot.105	5.24E-03	1.29E-02	1.79E-121	9.13E-02	3.46E-02	1.05E-01	6.88E-02	6.82E-02	8.05E-127
ATP2B4_boot.106	8.94E-03	8.63E-03	0.00E+00	9.80E-02	3.37E-02	1.06E-01	6.81E-02	6.89E-02	1.97E-127
ATP2B4_boot.107	1.09E-02	7.58E-03	0.00E+00	1.02E-01	3.26E-02	1.13E-01	6.91E-02	6.82E-02	0.00E+00
ATP2B4_boot.108	7.37E-03	1.31E-02	0.00E+00	8.58E-02	3.42E-02	1.02E-01	6.78E-02	6.55E-02	0.00E+00
ATP2B4_boot.109	9.89E-03	1.13E-02	6.51E-131	9.42E-02	3.54E-02	1.08E-01	6.99E-02	6.79E-02	0.00E+00
ATP2B4_boot.110	1.50E-37	1.14E-02	0.00E+00	1.02E-01	3.25E-02	1.12E-01	6.82E-02	6.67E-02	1.90E-24
ATP2B4_boot.111	2.09E-03	4.65E-02	9.49E-02	1.16E-01	2.92E-02	1.07E-01	2.13E-92	3.76E-02	1.06E-30
ATP2B4_boot.112	0.00E+00	3.36E-02	8.91E-02	1.10E-01	3.14E-02	9.56E-02	5.78E-03	3.30E-02	9.89E-96
ATP2B4_boot.113	7.68E-32	9.42E-03	7.58E-03	1.01E-01	3.21E-02	1.12E-01	6.83E-02	7.03E-02	8.49E-06
ATP2B4_boot.114	4.10E-04	3.65E-02	9.56E-02	1.08E-01	3.12E-02	1.19E-01	5.01E-03	2.40E-02	0.00E+00
ATP2B4_boot.115	4.58E-03	3.73E-02	8.95E-02	1.07E-01	2.86E-02	1.06E-01	6.50E-06	2.59E-02	1.78E-90
ATP2B4_boot.116	3.51E-48	3.24E-02	9.03E-02	1.06E-01	3.13E-02	1.09E-01	1.04E-109	2.44E-02	0.00E+00
ATP2B4_boot.117	1.31E-03	3.55E-02	8.51E-02	9.54E-02	2.85E-02	9.51E-02	1.99E-02	2.07E-02	0.00E+00
ATP2B4_boot.118	2.34E-101	3.07E-02	9.21E-02	1.07E-01	3.63E-02	1.02E-01	3.00E-82	2.87E-02	0.00E+00
ATP2B4_boot.119	1.54E-83	1.61E-02	0.00E+00	1.05E-01	2.71E-02	1.20E-01	6.61E-02	6.80E-02	7.04E-03
ATP2B4_boot.120	0.00E+00	3.37E-02	9.13E-02	1.13E-01	3.37E-02	9.67E-02	3.24E-04	3.41E-02	0.00E+00
ATP2B4_boot.121	3.69E-03	1.88E-02	0.00E+00	9.13E-02	3.01E-02	1.08E-01	6.78E-02	6.56E-02	2.58E-32
ATP2B4_boot.122	1.53E-03	1.30E-02	0.00E+00	1.10E-01	3.35E-02	1.16E-01	6.86E-02	7.01E-02	2.45E-22
ATP2B4_boot.123	4.15E-03	3.99E-02	9.70E-02	1.15E-01	3.13E-02	1.11E-01	3.99E-52	3.21E-02	8.18E-130
ATP2B4_boot.124	1.61E-77	5.68E-02	9.33E-02	1.14E-01	3.27E-02	1.01E-01	6.81E-03	3.46E-02	6.78E-80
ATP2B4_boot.125	6.16E-03	1.46E-02	0.00E+00	8.26E-02	3.22E-02	9.91E-02	6.63E-02	6.47E-02	7.79E-106
ATP2B4_boot.126	4.64E-03	1.23E-02	0.00E+00	9.68E-02	3.55E-02	1.07E-01	6.91E-02	6.89E-02	1.26E-102
ATP2B4_boot.127	1.04E-03	1.36E-02	8.00E-03	1.03E-01	2.30E-02	1.26E-01	6.64E-02	6.91E-02	2.14E-83
ATP2B4_boot.128	6.91E-03	1.03E-02	4.52E-148	9.12E-02	3.42E-02	1.03E-01	6.70E-02	6.71E-02	0.00E+00
ATP2B4_boot.129	0.00E+00	3.43E-02	9.49E-02	1.14E-01	3.52E-02	1.06E-01	3.31E-03	3.35E-02	2.44E-101
ATP2B4_boot.130	8.44E-103	1.30E-02	0.00E+00	9.72E-02	3.23E-02	1.10E-01	6.68E-02	6.86E-02	1.04E-02
ATP2B4_boot.131	5.83E-60	4.24E-02	8.87E-02	9.98E-02	2.88E-02	9.72E-02	1.57E-02	2.82E-02	7.51E-65
ATP2B4_boot.132	6.81E-04	1.22E-02	1.35E-04	9.67E-02	2.71E-02	1.14E-01	6.71E-02	6.63E-02	3.26E-99
ATP2B4_boot.133	6.03E-03	3.66E-02	9.63E-02	1.14E-01	3.07E-02	1.21E-01	2.53E-80	2.68E-02	0.00E+00
ATP2B4_boot.134	3.19E-03	8.09E-03	0.00E+00	1.12E-01	3.15E-02	1.17E-01	6.77E-02	7.03E-02	3.00E-16
ATP2B4_boot.135	5.79E-03	1.57E-02	0.00E+00	8.42E-02	3.23E-02	1.00E-01	6.55E-02	6.39E-02	0.00E+00
ATP2B4_boot.136	0.00E+00	4.47E-02	9.10E-02	1.09E-01	3.25E-02	9.78E-02	8.48E-03	2.95E-02	9.10E-106
ATP2B4_boot.137	0.00E+00	1.32E-02	4.82E-03	9.56E-02	2.49E-02	1.14E-01	6.66E-02	6.91E-02	8.11E-102
ATP2B4_boot.138	4.33E-03	1.20E-02	0.00E+00	1.03E-01	3.10E-02	1.16E-01	6.75E-02	6.86E-02	5.94E-29
ATP2B4_boot.139	6.93E-37	5.55E-02	9.53E-02	1.20E-01	3.56E-02	1.02E-01	2.55E-56	3.94E-02	2.61E-114
ATP2B4_boot.140	9.71E-90	3.76E-02	9.15E-02	1.10E-01	3.33E-02	9.84E-02	1.12E-02	2.96E-02	0.00E+00
ATP2B4_boot.141	2.82E-03	8.36E-03	0.00E+00	1.03E-01	3.34E-02	1.11E-01	6.80E-02	6.70E-02	8.64E-34
ATP2B4_boot.142	1.29E-125	6.01E-02	9.51E-02	1.19E-01	3.37E-02	1.01E-01	6.90E-03	3.96E-02	4.18E-84
ATP2B4_boot.143	2.27E-03	1.57E-02	0.00E+00	8.82E-02	3.28E-02	1.02E-01	6.74E-02	6.66E-02	1.18E-11
ATP2B4_boot.144	4.11E-26	1.21E-02	0.00E+00	1.03E-01	3.10E-02	1.14E-01	6.65E-02	6.64E-02	6.07E-11
ATP2B4_boot.145	4.26E-03	1.28E-02	0.00E+00	1.02E-01	3.46E-02	1.11E-01	7.09E-02	7.05E-02	1.07E-65
ATP2B4_boot.146	5.77E-03	1.25E-02	1.94E-91	8.78E-02	3.42E-02	1.01E-01	6.80E-02	6.61E-02	6.23E-143
ATP2B4_boot.147	5.60E-03	1.36E-02	0.00E+00	8.94E-02	3.47E-02	1.02E-01	6.81E-02	6.65E-02	0.00E+00
ATP2B4_boot.148	0.00E+00	6.13E-02	9.51E-02	1.16E-01	3.57E-02	9.99E-02	1.51E-02	3.93E-02	6.13E-125
ATP2B4_boot.149	5.68E-03	1.49E-02	6.58E-102	8.88E-02	3.10E-02	1.04E-01	6.71E-02	6.48E-02	3.56E-157
ATP2B4_boot.150	1.55E-35	5.73E-02	9.20E-02	1.14E-01	3.20E-02	9.96E-02	5.34E-03	3.64E-02	3.38E-92
ATP2B4_boot.151	7.94E-39	9.47E-03	0.00E+00	1.06E-01	3.13E-02	1.15E-01	6.79E-02	6.79E-02	5.08E-03
ATP2B4_boot.152	3.83E-03	1.46E-02	0.00E+00	8.78E-02	3.31E-02	1.02E-01	6.75E-02	6.65E-02	6.29E-69
ATP2B4_boot.153	2.27E-03	7.71E-03	0.00E+00	9.97E-02	3.24E-02	1.08E-01	6.69E-02	6.69E-02	4.49E-03
ATP2B4_boot.154	5.44E-03	1.16E-02	0.00E+00	9.57E-02	2.71E-02	1.12E-01	6.52E-02	6.21E-02	7.81E-20
ATP2B4_boot.155	0.00E+00	5.80E-02	9.62E-02	1.20E-01	3.48E-02	1.03E-01	9.54E-03	3.88E-02	1.36E-120
ATP2B4_boot.156	4.59E-04	1.93E-02	0.00E+00	1.05E-01	2.73E-02	1.21E-01	6.57E-02	6.75E-02	2.87E-53
ATP2B4_boot.157	4.76E-55	4.23E-02	9.29E-02	1.06E-01	3.03E-02	1.12E-01	2.80E-03	2.38E-02	2.06E-145
ATP2B4_boot.158	7.49E-04	3.13E-02	9.05E-02	1.08E-01	3.34E-02	1.00E-01	2.47E-30	3.02E-02	1.30E-81
ATP2B4_boot.159	6.94E-40	1.70E-02	2.92E-120	9.73E-02	2.23E-02	1.20E-01	6.45E-02	6.33E-02	1.62E-22
ATP2B4_boot.160	5.27E-03	1.49E-02	0.00E+00	8.41E-02	3.10E-02	1.01E-01	6.64E-02	6.48E-02	0.00E+00
ATP2B4_boot.161	1.02E-113	3.51E-02	9.34E-02	1.07E-01	3.33E-02	1.06E-01	4.32E-69	2.84E-02	6.95E-26
ATP2B4_boot.162	4.51E-19	1.08E-02	0.00E+00	9.66E-02	2.91E-02	1.09E-01	6.44E-02	6.45E-02	6.10E-03
ATP2B4_boot.163	3.40E-48	3.97E-02	8.88E-02	1.04E-01	3.30E-02	1.01E-01	1.91E-02	2.51E-02	0.00E+00
ATP2B4_boot.164	6.80E-03	1.25E-02	0.00E+00	1.00E-01	3.40E-02	1.11E-01	6.90E-02	7.00E-02	3.02E-64
ATP2B4_boot.165	1.23E-09	3.81E-02	9.75E-02	1.16E-01	3.34E-02	1.12E-01	2.26E-29	2.91E-02	0.00E+00
ATP2B4_boot.166	5.22E-120	3.28E-02	9.18E-02	1.10E-01	3.27E-02	1.03E-01	2.37E-19	3.04E-02	2.37E-70
ATP2B4_boot.167	2.96E-45	4.65E-02	9.19E-02	1.06E-01	3.10E-02	9.96E-02	1.29E-02	3.48E-02	2.32E-29
ATP2B4_boot.168	4.57E-04	3.70E-02	9.73E-02	1.12E-01	3.27E-02	1.22E-01	8.15E-75	2.57E-02	0.00E+00
ATP2B4_boot.169	2.79E-03	3.64E-02	9.17E-02	1.06E-01	3.04E-02	1.12E-01	1.26E-84	2.28E-02	0.00E+00
ATP2B4_boot.170	9.57E-03	1.56E-02	0.00E+00	9.51E-02	3.09E-02	1.10E-01	6.78E-02	6.73E-02	2.52E-73
ATP2B4_boot.171	9.63E-03	8.61E-03	0.00E+00	9.38E-02	3.40E-02	1.04E-01	6.77E-02	6.64E-02	0.00E+00
ATP2B4_boot.172	1.31E-96	3.37E-02	9.18E-02	1.08E-01	3.31E-02	1.03E-01	8.56E-115	2.74E-02	1.07E-65
ATP2B4_boot.173	4.87E-153	5.53E-02	9.88E-02	1.17E-01	3.85E-02	1.11E-01	3.32E-54	3.52E-02	0.00E+00
ATP2B4_boot.174	2.76E-138	3.64E-02	8.87E-02	1.09E-01	3.09E-02	9.75E-02	1.11E-02	3.25E-02	1.64E-108
ATP2B4_boot.175	5.70E-03	1.55E-02	0.00E+00	9.91E-02	3.22E-02	1.12E-01	6.97E-02	6.97E-02	3.55E-58
ATP2B4_boot.176	9.09E-03	8.23E-03	0.00E+00	9.97E-02	3.25E-02	1.09E-01	6.68E-02	6.88E-02	4.76E-13
ATP2B4_boot.177	3.22E-03	5.56E-02	9.30E-02	1.09E-01	3.24E-02	1.17E-01	4.13E-34	2.60E-02	0.00E+00
ATP2B4_boot.178	0.00E+00	1.21E-02	0.00E+00	1.05E-01	3.26E-02	1.15E-01	6.76E-02	7.35E-02	1.34E-02
ATP2B4_boot.179	3.04E-03	4.29E-02	1.02E-01	1.20E-01	2.98E-02	1.30E-01	3.34E-88	2.87E-02	1.82E-110
ATP2B4_boot.180	0.00E+00	3.98E-02	9.81E-02	1.18E-01	3.31E-02	1.06E-01	5.31E-03	3.45E-02	3.90E-29
ATP2B4_boot.181	0.00E+00	7.49E-03	0.00E+00	1.07E-01	3.06E-02	1.20E-01	6.77E-02	7.17E-02	8.55E-03
ATP2B4_boot.182	1.34E-72	4.11E-02	9.45E-02	1.02E-01	3.14E-02	1.11E-01	1.22E-02	2.44E-02	9.36E-129
ATP2B4_boot.183	9.08E-03	1.39E-02	0.00E+00	9.32E-02	3.15E-02	1.07E-01	6.64E-02	6.65E-02	1.39E-74
ATP2B4_boot.184	4.64E-03	1.36E-02	9.47E-56	1.01E-01	3.21E-02	1.12E-01	7.00E-02	7.02E-02	2.06E-65
ATP2B4_boot.185	2.01E-03	1.87E-02	0.00E+00	9.18E-02	3.24E-02	1.08E-01	6.95E-02	6.71E-02	1.46E-37
ATP2B4_boot.186	1.53E-03	1.56E-02	3.35E-42	9.55E-02	2.49E-02	1.16E-01	6.51E-02	6.32E-02	3.07E-07
ATP2B4_boot.187	3.62E-03	1.32E-02	7.51E-03	1.03E-01	1.88E-02	1.29E-01	6.49E-02	6.96E-02	1.05E-23
ATP2B4_boot.188	1.93E-03	1.01E-02	0.00E+00	9.67E-02	3.23E-02	1.07E-01	6.75E-02	6.52E-02	3.64E-42
ATP2B4_boot.189	4.04E-160	4.45E-02	9.78E-02	1.15E-01	3.49E-02	1.06E-01	2.05E-49	3.22E-02	3.10E-136
ATP2B4_boot.190	1.26E-02	1.59E-02	0.00E+00	8.69E-02	3.16E-02	1.03E-01	6.72E-02	6.57E-02	1.91E-137
ATP2B4_boot.191	1.23E-42	1.21E-02	0.00E+00	1.03E-01	3.31E-02	1.13E-01	6.79E-02	6.78E-02	5.52E-42
ATP2B4_boot.192	2.08E-114	3.43E-02	8.98E-02	1.08E-01	3.27E-02	9.72E-02	5.04E-03	2.95E-02	9.63E-150
ATP2B4_boot.193	2.70E-03	4.68E-02	1.02E-01	1.04E-01	2.92E-02	1.24E-01	4.04E-90	2.45E-02	1.78E-119
ATP2B4_boot.194	1.09E-02	1.23E-02	0.00E+00	1.01E-01	3.12E-02	1.11E-01	6.81E-02	6.76E-02	4.12E-32
ATP2B4_boot.195	1.45E-10	3.63E-02	9.54E-02	1.18E-01	3.40E-02	1.03E-01	8.74E-31	3.70E-02	3.04E-63
ATP2B4_boot.196	0.00E+00	7.12E-02	1.02E-01	9.91E-02	2.23E-02	1.01E-01	2.80E-02	3.48E-02	5.29E-03
ATP2B4_boot.197	8.54E-03	1.54E-02	1.05E-02	7.63E-02	2.83E-02	9.38E-02	6.49E-02	6.01E-02	0.00E+00
ATP2B4_boot.198	4.43E-02	6.12E-03	5.35E-02	9.39E-02	7.07E-03	2.46E-02	1.01E-01	5.21E-02	2.86E-02
ATP2B4_boot.199	4.08E-02	0.00E+00	3.72E-02	9.10E-02	2.11E-02	4.04E-46	1.14E-01	2.30E-02	1.85E-02
ATP2B4_boot.200	4.08E-02	1.84E-02	4.24E-02	1.15E-01	2.95E-02	9.74E-117	1.11E-01	0.00E+00	0.00E+00
ATP2B4_boot.201	3.94E-02	8.83E-03	4.61E-02	1.00E-01	2.41E-02	3.86E-02	1.22E-01	8.73E-03	1.24E-77
ATP2B4_boot.202	4.07E-02	1.54E-12	4.81E-02	1.01E-01	2.56E-02	1.92E-02	1.25E-01	7.34E-03	1.22E-02
ATP2B4_boot.203	3.51E-02	4.65E-03	4.01E-02	1.00E-01	1.71E-02	3.00E-43	9.69E-02	8.13E-03	1.92E-02
ATP2B4_boot.204	3.89E-02	4.09E-03	5.92E-02	8.44E-02	2.93E-03	3.71E-02	9.45E-02	6.21E-02	2.45E-02
ATP2B4_boot.205	4.06E-02	8.21E-16	5.37E-02	1.28E-01	2.82E-02	1.08E-02	1.48E-01	0.00E+00	0.00E+00
ATP2B4_boot.206	3.58E-02	1.01E-02	5.08E-02	1.21E-01	2.93E-02	2.10E-02	1.29E-01	0.00E+00	0.00E+00
ATP2B4_boot.207	3.80E-02	1.16E-02	5.21E-02	1.14E-01	2.54E-02	2.60E-02	1.32E-01	1.67E-118	1.11E-55
ATP2B4_boot.208	4.22E-02	1.12E-02	4.30E-02	9.11E-02	1.95E-02	2.45E-47	8.17E-02	1.44E-02	3.15E-02
ATP2B4_boot.209	3.12E-02	9.23E-03	4.45E-02	1.31E-01	3.34E-02	6.90E-03	1.20E-01	0.00E+00	0.00E+00
ATP2B4_boot.210	4.21E-02	1.23E-02	4.72E-02	1.05E-01	2.82E-02	2.55E-02	1.39E-01	0.00E+00	0.00E+00
ATP2B4_boot.211	3.27E-02	1.30E-04	4.16E-02	9.55E-02	2.08E-02	1.35E-02	1.12E-01	1.19E-10	7.11E-03
ATP2B4_boot.212	3.97E-02	1.50E-100	5.39E-02	8.92E-02	1.34E-02	2.70E-02	1.03E-01	5.62E-02	1.89E-02
ATP2B4_boot.213	3.71E-02	0.00E+00	5.17E-02	8.39E-02	1.39E-02	3.96E-02	1.04E-01	6.04E-02	5.44E-03
ATP2B4_boot.214	3.90E-02	1.24E-02	5.54E-02	1.20E-01	2.54E-02	3.08E-02	1.41E-01	0.00E+00	0.00E+00
ATP2B4_boot.215	3.37E-02	1.64E-147	3.51E-02	9.28E-02	2.03E-02	4.58E-71	1.10E-01	1.62E-02	7.44E-04
ATP2B4_boot.216	3.25E-02	9.30E-03	4.73E-02	1.29E-01	2.86E-02	5.06E-36	1.08E-01	0.00E+00	0.00E+00
ATP2B4_boot.217	4.28E-02	1.28E-03	5.54E-02	1.06E-01	7.96E-03	4.36E-02	1.17E-01	1.83E-02	2.87E-03
ATP2B4_boot.218	3.57E-02	1.47E-02	4.39E-02	9.68E-02	1.88E-02	1.96E-02	9.32E-02	0.00E+00	1.67E-02
ATP2B4_boot.219	4.01E-02	3.02E-03	5.07E-02	9.57E-02	2.19E-02	1.03E-02	1.31E-01	4.56E-02	5.21E-03
ATP2B4_boot.220	3.99E-02	0.00E+00	5.51E-02	1.19E-01	2.47E-02	2.95E-02	1.40E-01	7.26E-128	0.00E+00
ATP2B4_boot.221	3.59E-02	0.00E+00	3.72E-02	1.37E-01	3.66E-02	0.00E+00	1.33E-01	0.00E+00	0.00E+00
ATP2B4_boot.222	3.68E-02	8.98E-03	5.05E-02	9.34E-02	1.83E-02	2.41E-02	1.03E-01	2.85E-03	9.91E-03
ATP2B4_boot.223	3.99E-02	0.00E+00	5.76E-02	9.26E-02	1.25E-02	3.07E-02	1.03E-01	4.62E-02	6.28E-03
ATP2B4_boot.224	4.54E-02	5.04E-03	4.33E-02	1.03E-01	2.43E-02	4.85E-31	1.19E-01	1.92E-02	2.07E-02
ATP2B4_boot.225	4.08E-02	4.84E-03	4.73E-02	8.32E-02	1.76E-02	1.73E-02	9.94E-02	4.68E-02	2.37E-02
ATP2B4_boot.226	4.24E-02	1.90E-12	5.93E-02	1.28E-01	2.04E-02	2.72E-02	1.34E-01	0.00E+00	1.33E-03
ATP2B4_boot.227	3.23E-02	7.62E-03	4.01E-02	9.73E-02	1.78E-02	1.09E-15	9.93E-02	1.95E-37	1.23E-02
ATP2B4_boot.228	4.16E-02	5.51E-03	5.72E-02	1.15E-01	1.93E-02	3.51E-02	1.33E-01	5.20E-61	3.40E-03
ATP2B4_boot.229	4.05E-02	6.71E-03	5.33E-02	1.03E-01	2.21E-02	3.47E-02	1.33E-01	7.77E-11	7.34E-03
ATP2B4_boot.230	4.03E-02	1.45E-02	4.50E-02	1.14E-01	2.88E-02	8.86E-17	1.25E-01	0.00E+00	0.00E+00
ATP2B4_boot.231	4.08E-02	2.28E-03	4.92E-02	8.80E-02	2.20E-02	1.57E-02	1.29E-01	4.01E-02	3.13E-03
ATP2B4_boot.232	3.94E-02	3.63E-03	4.68E-02	1.22E-01	2.47E-02	4.24E-30	1.17E-01	0.00E+00	4.67E-03
ATP2B4_boot.233	4.01E-02	3.33E-03	4.33E-02	1.10E-01	2.18E-02	7.61E-109	1.06E-01	1.04E-02	2.50E-02
ATP2B4_boot.234	3.56E-02	3.01E-157	4.25E-02	8.25E-02	1.67E-02	3.81E-15	1.06E-01	3.63E-02	1.50E-02
ATP2B4_boot.235	3.72E-02	0.00E+00	4.62E-02	8.15E-02	2.20E-02	2.04E-02	1.09E-01	3.90E-02	6.74E-03
ATP2B4_boot.236	3.66E-02	0.00E+00	4.38E-02	8.77E-02	1.95E-02	1.38E-65	1.24E-01	5.49E-02	9.07E-03
ATP2B4_boot.237	3.68E-02	0.00E+00	5.73E-02	1.15E-01	2.77E-02	1.31E-02	1.47E-01	1.33E-02	8.92E-134
ATP2B4_boot.238	3.82E-02	0.00E+00	4.09E-02	1.29E-01	3.54E-02	2.10E-142	1.39E-01	0.00E+00	0.00E+00
ATP2B4_boot.239	3.94E-02	8.51E-03	5.45E-02	1.19E-01	2.34E-02	3.82E-02	1.42E-01	0.00E+00	0.00E+00
ATP2B4_boot.240	3.54E-02	1.16E-02	4.49E-02	7.53E-02	1.83E-02	2.87E-02	9.92E-02	3.47E-02	5.77E-03
ATP2B4_boot.241	4.09E-02	6.83E-03	5.18E-02	1.16E-01	2.71E-02	2.91E-02	1.43E-01	0.00E+00	0.00E+00
ATP2B4_boot.242	4.26E-02	4.94E-03	4.47E-02	9.37E-02	2.01E-02	4.11E-03	1.09E-01	3.46E-02	2.17E-02
ATP2B4_boot.243	3.97E-02	2.63E-82	5.81E-02	9.35E-02	1.64E-02	3.41E-02	1.10E-01	3.37E-02	1.20E-02
ATP2B4_boot.244	4.03E-02	2.91E-03	5.54E-02	1.16E-01	2.25E-02	2.96E-02	1.29E-01	0.00E+00	2.04E-59
ATP2B4_boot.245	3.62E-02	9.25E-03	4.94E-02	1.12E-01	2.46E-02	3.26E-02	1.21E-01	5.25E-154	0.00E+00
ATP2B4_boot.246	3.51E-02	0.00E+00	4.66E-02	8.08E-02	1.72E-02	5.05E-03	1.02E-01	3.53E-02	1.45E-02
ATP2B4_boot.247	4.02E-02	3.40E-03	5.75E-02	1.17E-01	2.13E-02	3.20E-02	1.34E-01	6.19E-21	5.94E-03
ATP2B4_boot.248	4.16E-02	1.29E-02	4.98E-02	1.03E-01	2.41E-02	1.64E-02	1.13E-01	1.24E-02	1.52E-02
ATP2B4_boot.249	4.40E-02	6.48E-03	5.58E-02	1.17E-01	2.20E-02	2.31E-02	1.34E-01	4.25E-160	8.50E-03
ATP2B4_boot.250	3.55E-02	1.84E-03	4.58E-02	7.45E-02	1.89E-02	2.84E-02	9.74E-02	3.07E-02	8.58E-03
ATP2B4_boot.251	3.97E-02	1.06E-02	5.78E-02	1.23E-01	1.85E-02	3.17E-02	1.33E-01	0.00E+00	0.00E+00
ATP2B4_boot.252	3.89E-02	4.13E-03	4.58E-02	9.31E-02	1.87E-02	3.94E-88	1.11E-01	3.92E-02	1.80E-02
ATP2B4_boot.253	3.65E-02	5.23E-03	4.97E-02	7.89E-02	1.60E-02	3.11E-02	8.97E-02	3.51E-02	2.26E-02
ATP2B4_boot.254	3.64E-02	6.94E-03	5.25E-02	1.26E-01	3.23E-02	2.86E-02	1.55E-01	6.73E-61	1.14E-152
ATP2B4_boot.255	3.78E-02	4.41E-03	4.60E-02	1.26E-01	3.14E-02	2.03E-02	1.38E-01	0.00E+00	0.00E+00
ATP2B4_boot.256	3.90E-02	2.88E-03	5.28E-02	9.06E-02	1.79E-02	1.92E-02	1.05E-01	4.32E-02	1.61E-02
ATP2B4_boot.257	3.75E-02	3.33E-03	4.52E-02	9.06E-02	1.45E-02	1.65E-58	9.51E-02	2.19E-02	2.52E-02
ATP2B4_boot.258	3.90E-02	0.00E+00	4.98E-02	8.45E-02	1.70E-02	2.29E-02	1.06E-01	5.54E-02	1.49E-02
ATP2B4_boot.259	3.21E-02	7.01E-03	4.15E-02	1.31E-01	3.55E-02	6.49E-148	1.13E-01	0.00E+00	0.00E+00
ATP2B4_boot.260	3.96E-02	7.02E-03	4.35E-02	1.01E-01	2.01E-02	1.68E-03	9.29E-02	1.09E-02	2.53E-02
ATP2B4_boot.261	4.00E-02	0.00E+00	4.41E-02	9.22E-02	2.52E-02	5.13E-66	1.33E-01	4.34E-02	0.00E+00
ATP2B4_boot.262	3.57E-02	5.14E-08	4.37E-02	7.49E-02	1.50E-02	2.12E-02	8.67E-02	2.83E-02	2.36E-02
ATP2B4_boot.263	3.75E-02	8.09E-03	4.76E-02	7.87E-02	1.56E-02	2.14E-02	9.33E-02	4.22E-02	2.28E-02
ATP2B4_boot.264	4.19E-02	3.54E-03	4.86E-02	1.12E-01	2.57E-02	2.67E-02	1.42E-01	7.21E-52	4.08E-03
ATP2B4_boot.265	4.13E-02	2.54E-32	4.62E-02	1.16E-01	3.16E-02	2.19E-02	1.49E-01	6.74E-86	9.97E-83
ATP2B4_boot.266	4.66E-02	4.47E-03	5.26E-02	1.01E-01	1.98E-02	1.74E-02	1.28E-01	4.13E-02	2.00E-02
ATP2B4_boot.267	3.50E-02	4.79E-03	5.18E-02	1.11E-01	2.37E-02	2.78E-02	1.21E-01	0.00E+00	0.00E+00
ATP2B4_boot.268	3.97E-02	3.03E-03	4.78E-02	9.57E-02	1.69E-02	1.67E-15	9.85E-02	1.46E-02	2.17E-02
ATP2B4_boot.269	3.81E-02	0.00E+00	5.24E-02	8.22E-02	1.38E-02	4.21E-02	1.08E-01	6.71E-02	1.15E-02
ATP2B4_boot.270	4.24E-02	7.66E-144	4.73E-02	1.15E-01	2.60E-02	6.56E-81	1.30E-01	1.51E-02	1.41E-02
ATP2B4_boot.271	4.10E-02	2.90E-03	5.34E-02	9.29E-02	1.19E-02	1.02E-21	1.11E-01	4.76E-02	1.29E-02
ATP2B4_boot.272	3.80E-02	9.43E-03	4.97E-02	1.08E-01	2.62E-02	3.21E-02	1.20E-01	0.00E+00	0.00E+00
ATP2B4_boot.273	3.61E-02	2.48E-97	5.49E-02	8.18E-02	2.16E-02	2.61E-02	1.06E-01	3.91E-02	7.34E-03
ATP2B4_boot.274	3.68E-02	6.95E-03	4.30E-02	1.26E-01	3.31E-02	2.10E-02	1.47E-01	5.73E-127	0.00E+00
ATP2B4_boot.275	4.09E-02	5.81E-03	5.31E-02	8.80E-02	8.64E-03	2.80E-02	9.72E-02	5.42E-02	2.47E-02
ATP2B4_boot.276	3.69E-02	3.56E-03	4.43E-02	8.82E-02	2.16E-02	2.52E-25	1.24E-01	4.95E-02	2.01E-07
ATP2B4_boot.277	4.00E-02	0.00E+00	5.26E-02	9.09E-02	1.72E-02	2.83E-38	1.25E-01	6.37E-02	1.51E-02
