Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ATP2B4_0_dirichlet_train1.19	0.9999999999999978	0.845	0.708	70.8%	0.12	53.436%	0.59272	0.799
ATP2B4_1_dirichlet_train1.25	0.9999999999999978	0.935	0.587	58.7%	0.09	35.767%	0.48767	0.922
ATP2B4_0_dirichlet_train1.20	0.9999999999999978	0.877	0.683	68.3%	0.112	48.418%	0.5137	0.846
ATP2B4_0_dirichlet_train1.21	0.9999999999999983	0.917	0.66	66.0%	0.106	40.33%	0.5629	0.902
ATP2B4_0_dirichlet_train1.22	0.9999999999999979	0.922	0.658	65.8%	0.092	38.925%	0.52342	0.904
ATP2B4_0_dirichlet_train1.23	0.9999999999999977	0.848	0.711	71.1%	0.114	52.979%	0.56005	0.798
ATP2B4_0_dirichlet_train1.24	0.9999999999999982	0.93	0.659	65.9%	0.092	36.644%	0.46594	0.916
ATP2B4_1_dirichlet_train1.26	0.9999999999999976	0.91	0.689	68.9%	0.111	42.997%	0.47177	0.896
ATP2B4_0_dirichlet_train1.25	0.999999999999998	0.839	0.741	74.1%	0.141	54.733%	0.57966	0.806
ATP2B4_1_dirichlet_train1.27	0.9999999999999979	0.926	0.656	65.6%	0.123	38.956%	0.48393	0.917
ATP2B4_0_dirichlet_train1.26	0.9999999999999974	0.925	0.57	57.0%	0.093	38.665%	0.37897	0.908
ATP2B4_1_dirichlet_train1.28	0.9999999999999978	0.893	0.721	72.1%	0.12	45.05%	0.67628	0.873
ATP2B4_0_dirichlet_train1.27	0.9999999999999977	0.864	0.728	72.8%	0.136	50.743%	0.47591	0.839
ATP2B4_1_dirichlet_train1.29	0.9999999999999973	0.89	0.685	68.5%	0.12	46.8%	0.60052	0.869
ATP2B4_0_dirichlet_train1.28	0.9999999999999978	0.936	0.71	71.0%	0.124	37.455%	0.48729	0.93
ATP2B4_0_dirichlet_train1.29	0.999999999999998	0.935	0.67	67.0%	0.119	37.3%	0.5139	0.928
ATP2B4_0_dirichlet_train1.30	0.9999999999999978	0.866	0.77	77.0%	0.12	50.349%	0.57584	0.833
ATP2B4_0_dirichlet_train1.31	0.9999999999999979	0.866	0.745	74.5%	0.121	50.544%	0.54726	0.835
ATP2B4_1_dirichlet_train1.30	0.9999999999999978	0.9	0.647	64.7%	0.113	43.378%	0.48051	0.881
ATP2B4_1_dirichlet_train1.31	0.9999999999999976	0.87	0.698	69.8%	0.13	49.605%	0.6153	0.844
ATP2B4_1_dirichlet_train1.32	0.999999999999998	0.945	0.571	57.1%	0.105	33.061%	0.47169	0.939
ATP2B4_0_dirichlet_train1.32	0.9999999999999976	0.925	0.631	63.1%	0.095	38.025%	0.50335	0.909
ATP2B4_0_dirichlet_train1.33	0.999999999999998	0.939	0.591	59.1%	0.092	34.544%	0.4489	0.929
ATP2B4_0_dirichlet_train1.34	0.9999999999999979	0.887	0.711	71.1%	0.113	47.322%	0.4886	0.864
ATP2B4_0_dirichlet_train1.35	0.9999999999999981	0.912	0.709	70.9%	0.129	41.859%	0.53597	0.902
ATP2B4_1_dirichlet_train1.33	0.9999999999999973	0.876	0.789	78.9%	0.126	48.244%	0.65011	0.852
ATP2B4_1_dirichlet_train1.34	0.9999999999999983	0.937	0.665	66.5%	0.114	36.056%	0.52404	0.93
ATP2B4_1_dirichlet_train1.35	0.9999999999999971	0.917	0.68	68.0%	0.108	40.423%	0.48986	0.902
ATP2B4_1_dirichlet_train1.36	0.999999999999998	0.938	0.708	70.8%	0.128	37.559%	0.50423	0.934
ATP2B4_0_dirichlet_train1.36	0.999999999999998	0.909	0.65	65.0%	0.102	42.62%	0.46591	0.89
ATP2B4_0_dirichlet_train1.37	0.9999999999999973	0.893	0.699	69.9%	0.107	44.952%	0.57401	0.867
ATP2B4_1_dirichlet_train1.37	0.9999999999999976	0.95	0.546	54.6%	0.087	31.738%	0.40743	0.942
ATP2B4_1_dirichlet_train1.38	0.9999999999999979	0.954	0.594	59.4%	0.094	31.35%	0.49104	0.949
ATP2B4_1_dirichlet_train1.39	0.9999999999999978	0.908	0.681	68.1%	0.11	42.202%	0.61984	0.89
ATP2B4_1_dirichlet_train1.40	0.9999999999999981	0.934	0.65	65.0%	0.114	40.032%	0.4449	0.93
ATP2B4_1_dirichlet_train1.41	0.9999999999999979	0.907	0.694	69.4%	0.118	42.103%	0.60617	0.893
ATP2B4_1_dirichlet_train1.42	0.9999999999999977	0.942	0.635	63.5%	0.103	33.669%	0.45565	0.934
ATP2B4_0_dirichlet_train1.38	0.9999999999999976	0.918	0.654	65.4%	0.095	39.67%	0.54179	0.899
ATP2B4_0_dirichlet_train1.39	0.999999999999998	0.904	0.683	68.3%	0.108	42.992%	0.60543	0.885
ATP2B4_0_dirichlet_train1.40	0.9999999999999977	0.822	0.776	77.6%	0.147	57.0%	0.57649	0.785
ATP2B4_1_dirichlet_train1.43	0.999999999999998	0.916	0.677	67.7%	0.117	40.987%	0.58611	0.905
ATP2B4_0_dirichlet_train1.41	0.9999999999999981	0.959	0.512	51.2%	0.08	28.514%	0.41472	0.953
ATP2B4_0_dirichlet_train1.42	0.9999999999999979	0.852	0.73	73.0%	0.144	53.089%	0.50011	0.826
ATP2B4_0_dirichlet_train1.43	0.9999999999999979	0.865	0.766	76.6%	0.119	50.812%	0.6857	0.831
ATP2B4_0_dirichlet_train1.44	0.9999999999999982	0.938	0.616	61.6%	0.098	36.528%	0.44244	0.93
ATP2B4_1_dirichlet_train1.44	0.999999999999998	0.888	0.689	68.9%	0.117	45.822%	0.61097	0.866
ATP2B4_0_dirichlet_train1.45	0.999999999999998	0.919	0.658	65.8%	0.09	39.459%	0.53473	0.897
ATP2B4_1_dirichlet_train1.45	0.999999999999998	0.884	0.669	66.9%	0.156	47.862%	0.49517	0.871
ATP2B4_0_dirichlet_train1.46	0.9999999999999977	0.849	0.776	77.6%	0.118	52.889%	0.61334	0.805
ATP2B4_0_dirichlet_train1.47	0.9999999999999986	0.945	0.555	55.5%	0.081	33.201%	0.41093	0.934
ATP2B4_0_dirichlet_train1.48	0.9999999999999978	0.873	0.754	75.4%	0.134	49.611%	0.62706	0.852
ATP2B4_1_dirichlet_train1.46	0.9999999999999978	0.911	0.679	67.9%	0.099	41.391%	0.50328	0.89
ATP2B4_1_dirichlet_train1.47	0.9999999999999978	0.882	0.717	71.7%	0.143	48.049%	0.46807	0.867
ATP2B4_1_dirichlet_train1.48	0.9999999999999978	0.892	0.753	75.3%	0.139	46.653%	0.51377	0.878
PMS1_0_dirichlet_train1	0.9999999999999977	0.866	0.686	68.6%	0.131	50.461%	0.5233	0.839
MSH6_1_dirichlet_train1	0.9999999999999971	0.867	0.602	60.2%	0.101	50.108%	0.36174	0.818
MSH6_0_dirichlet_train1	0.9999999999999962	0.867	0.553	55.3%	0.106	50.397%	0.28235	0.825
MSH2_0_dirichlet_train1	0.9999999999999967	0.827	0.646	64.6%	0.133	57.48%	0.39145	0.787
MSH6_0_dirichlet_train1.1	0.9999999999999964	0.873	0.53	53.0%	0.096	48.729%	0.28025	0.822
MLH1_0_dirichlet_train1	0.9999999999999973	0.829	0.669	66.9%	0.119	55.937%	0.42233	0.772
MSH6_1_dirichlet_train1.1	0.9999999999999973	0.854	0.6	60.0%	0.115	52.397%	0.33274	0.812
MLH1_0_dirichlet_train1.1	0.9999999999999969	0.871	0.647	64.7%	0.108	50.359%	0.36641	0.836
PMS1_0_dirichlet_train1.1	0.9999999999999978	0.872	0.711	71.1%	0.135	49.899%	0.52628	0.851
PMS1_0_dirichlet_train1.2	0.9999999999999977	0.87	0.662	66.2%	0.113	49.063%	0.49142	0.836
MSH6_1_dirichlet_train1.2	0.9999999999999967	0.876	0.607	60.7%	0.109	49.099%	0.30098	0.844
MSH6_1_dirichlet_train1.3	0.9999999999999973	0.827	0.651	65.1%	0.115	56.255%	0.40684	0.761
PMS1_0_dirichlet_train1.3	0.9999999999999978	0.808	0.745	74.5%	0.135	59.026%	0.54741	0.753
PMS1_0_dirichlet_train1.4	0.9999999999999979	0.831	0.707	70.7%	0.119	55.99%	0.52474	0.773
PMS2_0_dirichlet_train1	0.9999999999999961	0.726	0.769	76.9%	0.11	70.588%	0.5115	0.467
MSH6_1_dirichlet_train1.4	0.9999999999999973	0.842	0.571	57.1%	0.101	53.864%	0.37695	0.767
MSH6_0_dirichlet_train1.2	0.9999999999999962	0.919	0.496	49.6%	0.081	40.033%	0.24293	0.892
PMS1_0_dirichlet_train1.5	0.9999999999999981	0.894	0.736	73.6%	0.129	46.121%	0.54712	0.878
PMS1_0_dirichlet_train1.6	0.999999999999998	0.804	0.818	81.8%	0.163	59.842%	0.60953	0.769
PMS1_0_dirichlet_train1.7	0.9999999999999981	0.83	0.711	71.1%	0.129	55.657%	0.54577	0.784
MSH6_1_dirichlet_train1.5	0.9999999999999974	0.868	0.613	61.3%	0.09	49.762%	0.35466	0.8
MLH1_0_dirichlet_train1.2	0.9999999999999972	0.895	0.551	55.1%	0.094	45.599%	0.31777	0.86
PMS1_0_dirichlet_train1.8	0.9999999999999979	0.879	0.715	71.5%	0.126	48.294%	0.54629	0.856
PMS1_0_dirichlet_train1.9	0.9999999999999978	0.832	0.714	71.4%	0.123	55.473%	0.5152	0.781
MLH1_0_dirichlet_train1.3	0.9999999999999972	0.847	0.675	67.5%	0.114	53.271%	0.48008	0.797
MSH2_0_dirichlet_train1.1	0.9999999999999966	0.845	0.611	61.1%	0.104	53.922%	0.43588	0.777
MSH6_1_dirichlet_train1.6	0.9999999999999971	0.834	0.654	65.4%	0.104	55.48%	0.47641	0.757
MSH2_0_dirichlet_train1.2	0.9999999999999968	0.827	0.649	64.9%	0.112	56.42%	0.41762	0.757
PMS1_0_dirichlet_train1.10	0.9999999999999977	0.91	0.569	56.9%	0.102	41.749%	0.41025	0.891
MSH6_0_dirichlet_train1.3	0.9999999999999958	0.886	0.578	57.8%	0.091	46.842%	0.32596	0.839
MLH1_0_dirichlet_train1.4	0.9999999999999967	0.85	0.622	62.2%	0.114	53.059%	0.3505	0.803
MSH2_0_dirichlet_train1.3	0.9999999999999966	0.876	0.619	61.9%	0.106	49.342%	0.34269	0.841
MSH6_1_dirichlet_train1.7	0.9999999999999972	0.867	0.634	63.4%	0.096	50.118%	0.36267	0.808
MLH1_0_dirichlet_train1.5	0.9999999999999969	0.864	0.725	72.5%	0.134	52.995%	0.39176	0.846
MLH1_0_dirichlet_train1.6	0.9999999999999973	0.827	0.659	65.9%	0.108	56.17%	0.3793	0.748
MLH1_0_dirichlet_train1.7	0.9999999999999967	0.857	0.627	62.7%	0.105	51.497%	0.35713	0.804
MSH6_1_dirichlet_train1.8	0.9999999999999974	0.863	0.611	61.1%	0.112	50.965%	0.32799	0.823
PMS1_0_dirichlet_train1.11	0.999999999999998	0.861	0.724	72.4%	0.128	51.244%	0.48624	0.831
PMS1_0_dirichlet_train1.12	0.9999999999999981	0.828	0.665	66.5%	0.146	56.504%	0.62775	0.793
MSH2_0_dirichlet_train1.4	0.9999999999999967	0.89	0.527	52.7%	0.094	46.413%	0.25476	0.853
PMS2_0_dirichlet_train1.1	0.9999999999999967	0.697	0.822	82.2%	0.136	71.782%	0.542	0.526
MLH1_0_dirichlet_train1.8	0.9999999999999971	0.807	0.667	66.7%	0.118	58.865%	0.36524	0.728
PMS1_0_dirichlet_train1.13	0.999999999999998	0.811	0.771	77.1%	0.139	58.494%	0.55457	0.762
MSH6_1_dirichlet_train1.9	0.9999999999999967	0.882	0.605	60.5%	0.095	47.414%	0.33797	0.837
MSH2_0_dirichlet_train1.5	0.9999999999999969	0.869	0.606	60.6%	0.1	49.794%	0.38334	0.82
MLH1_0_dirichlet_train1.9	0.9999999999999973	0.874	0.597	59.7%	0.11	49.245%	0.31541	0.842
MSH6_0_dirichlet_train1.4	0.9999999999999969	0.826	0.648	64.8%	0.111	56.442%	0.39718	0.751
PMS2_0_dirichlet_train1.2	0.9999999999999962	0.693	0.844	84.4%	0.138	72.124%	0.61097	0.528
MLH1_0_dirichlet_train1.10	0.9999999999999971	0.872	0.585	58.5%	0.096	48.996%	0.31217	0.82
MSH6_0_dirichlet_train1.5	0.9999999999999956	0.892	0.567	56.7%	0.091	45.415%	0.34338	0.852
PMS2_0_dirichlet_train1.3	0.999999999999996	0.635	0.867	86.7%	0.129	79.645%	0.62412	0.303
MSH2_0_dirichlet_train1.6	0.9999999999999969	0.911	0.45	45.0%	0.076	41.275%	0.31065	0.869
MSH2_0_dirichlet_train1.7	0.9999999999999971	0.86	0.614	61.4%	0.1	51.215%	0.35364	0.802
