Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
RNF168_boot.104	1.96E-02	2.57E-02	6.49E-02	7.12E-02	1.03E-01	2.39E-02
RNF168_boot.105	6.96E-03	6.99E-02	5.61E-02	1.35E-02	2.14E-02	5.00E-02
RNF168_boot.106	1.46E-02	7.07E-02	5.60E-02	1.28E-02	2.45E-02	4.19E-02
RNF168_boot.107	1.19E-01	6.86E-02	4.09E-02	1.49E-01	1.70E-02	6.36E-02
RNF168_boot.108	9.97E-27	1.00E-01	6.17E-02	1.05E-01	9.82E-02	1.19E-01
RNF168_boot.109	5.59E-28	1.58E-01	6.61E-02	7.35E-02	5.27E-02	4.70E-02
RNF168_boot.110	3.05E-02	6.69E-02	9.06E-02	8.79E-02	4.03E-02	2.83E-02
RNF168_boot.111	1.00E-26	8.07E-02	3.83E-02	9.73E-02	3.39E-27	6.56E-02
RNF168_boot.112	4.05E-01	2.69E-02	2.72E-14	1.14E-01	1.47E-26	7.23E-01
RNF168_boot.113	1.32E-01	9.38E-02	1.28E-03	2.38E-02	2.94E-02	1.32E-01
RNF168_boot.114	1.25E-01	9.24E-02	4.01E-03	2.63E-02	3.05E-02	1.20E-01
RNF168_boot.115	2.55E-01	3.11E-02	2.97E-02	3.43E-02	9.67E-27	4.84E-02
RNF168_boot.116	1.80E-01	1.13E-01	1.21E-15	2.26E-02	1.97E-02	1.58E-01
RNF168_boot.117	8.67E-02	9.83E-02	1.06E-02	2.50E-02	2.08E-02	1.26E-01
RNF168_boot.118	1.58E-01	1.01E-01	1.99E-02	2.43E-02	2.05E-02	1.32E-01
RNF168_boot.119	1.61E-01	1.10E-01	2.17E-01	2.28E-02	2.06E-02	1.55E-01
RNF168_boot.120	8.65E-02	1.03E-01	4.91E-05	2.65E-02	2.59E-02	1.20E-01
RNF168_boot.121	2.17E-01	1.09E-01	3.30E-02	2.26E-02	2.16E-02	1.50E-01
RNF168_boot.122	1.48E-01	1.04E-01	7.09E-04	2.30E-02	1.86E-02	1.49E-01
RNF168_boot.123	2.83E-01	2.98E-02	2.69E-02	3.50E-02	9.66E-27	5.06E-02
RNF168_boot.124	2.69E-01	3.17E-02	3.02E-02	3.50E-02	9.67E-27	5.17E-02
RNF168_boot.125	9.67E-02	1.01E-01	3.30E-03	2.58E-02	2.70E-02	1.20E-01
RNF168_boot.126	4.25E-01	2.68E-02	2.46E-02	5.03E-02	9.34E-27	3.90E-02
RNF168_boot.127	2.14E-01	5.02E-02	3.07E-02	4.16E-02	9.86E-27	5.38E-02
RNF168_boot.128	3.55E-01	4.48E-02	3.92E-07	5.12E-02	1.27E-26	4.09E-02
RNF168_boot.129	2.69E-01	2.93E-02	4.59E-02	3.32E-02	1.28E-26	4.88E-02
RNF168_boot.130	2.03E-01	5.02E-02	2.74E-02	4.00E-02	9.83E-27	4.98E-02
RNF168_boot.131	1.28E-01	1.03E-01	8.27E-03	2.38E-02	1.96E-02	1.42E-01
RNF168_boot.132	3.64E-01	2.95E-02	7.59E-18	3.82E-02	1.28E-26	4.62E-02
RNF168_boot.133	1.02E-01	9.92E-02	2.42E-03	2.39E-02	1.92E-02	1.31E-01
RNF168_boot.134	6.25E-02	8.75E-02	8.52E-02	2.75E-02	2.89E-02	1.06E-01
RNF168_boot.135	2.66E-01	3.10E-02	2.86E-02	3.51E-02	9.67E-27	4.79E-02
RNF168_boot.136	1.71E-01	5.24E-02	1.64E-02	4.25E-02	1.01E-26	5.82E-02
RNF168_boot.137	1.55E-01	1.12E-01	3.09E-03	2.25E-02	1.90E-02	1.55E-01
RNF168_boot.138	1.82E-01	1.11E-01	1.27E-01	2.31E-02	1.95E-02	1.45E-01
RNF168_boot.139	7.89E-02	9.06E-02	2.78E-02	2.54E-02	3.04E-02	1.20E-01
RNF168_boot.140	1.35E-01	1.06E-01	1.09E-02	2.37E-02	1.96E-02	1.41E-01
RNF168_boot.141	3.01E-01	4.59E-02	2.60E-02	3.49E-02	9.53E-27	4.59E-02
RNF168_boot.142	1.11E-01	9.46E-02	4.25E-02	2.43E-02	2.97E-02	1.30E-01
RNF168_boot.143	3.18E-01	3.09E-02	2.88E-02	4.02E-02	9.67E-27	4.84E-02
RNF168_boot.144	1.25E-01	9.34E-02	1.67E-10	2.48E-02	2.22E-02	1.23E-01
RNF168_boot.145	4.27E-01	4.21E-02	5.91E-26	4.17E-02	1.26E-26	4.06E-02
RNF168_boot.146	2.56E-01	1.34E-01	1.45E-10	2.03E-02	2.05E-02	2.16E-01
RNF168_boot.147	2.12E-01	1.21E-01	1.18E-09	2.16E-02	2.10E-02	1.74E-01
RNF168_boot.148	1.96E-01	5.03E-02	2.92E-02	3.43E-02	9.85E-27	5.11E-02
RNF168_boot.149	1.12E-01	9.71E-02	3.07E-02	2.52E-02	2.95E-02	1.24E-01
RNF168_boot.150	1.26E-01	1.04E-01	1.48E-03	2.51E-02	1.97E-02	1.33E-01
RNF168_boot.151	2.14E-01	4.97E-02	2.82E-02	3.43E-02	9.67E-27	5.02E-02
RNF168_boot.152	2.29E-01	3.23E-02	2.90E-02	4.06E-02	9.68E-27	4.95E-02
RNF168_boot.153	7.35E-02	9.14E-02	1.23E-02	2.64E-02	2.86E-02	1.14E-01
RNF168_boot.154	2.58E-01	3.05E-02	2.97E-02	4.60E-02	9.66E-27	4.48E-02
RNF168_boot.155	6.84E-02	8.84E-02	6.85E-02	2.49E-02	2.37E-02	1.12E-01
RNF168_boot.156	7.61E-02	8.22E-02	1.58E-05	2.55E-02	2.30E-02	1.07E-01
RNF168_boot.157	1.01E-01	8.84E-02	2.31E-02	2.54E-02	2.35E-02	1.10E-01
RNF168_boot.158	1.80E-01	9.33E-02	1.53E-03	2.44E-02	2.22E-02	1.17E-01
RNF168_boot.159	7.15E-02	8.94E-02	3.26E-02	2.45E-02	3.05E-02	1.16E-01
RNF168_boot.160	1.83E-01	3.23E-02	2.99E-02	3.49E-02	9.91E-27	5.29E-02
RNF168_boot.161	1.06E-01	6.20E-02	3.80E-02	2.83E-02	2.84E-02	9.67E-02
RNF168_boot.162	2.16E-01	3.06E-02	2.86E-02	3.29E-02	9.66E-27	5.47E-02
RNF168_boot.163	1.31E-01	9.46E-02	2.52E-02	2.41E-02	2.28E-02	1.19E-01
RNF168_boot.164	7.60E-02	8.91E-02	2.23E-03	2.44E-02	3.05E-02	1.17E-01
RNF168_boot.165	1.54E-01	9.61E-02	4.88E-02	2.37E-02	2.21E-02	1.23E-01
RNF168_boot.166	1.48E-01	9.90E-02	1.06E-02	2.35E-02	2.12E-02	1.26E-01
RNF168_boot.167	2.51E-01	3.02E-02	7.54E-05	4.52E-02	1.27E-26	5.00E-02
RNF168_boot.168	6.69E-02	8.68E-02	3.15E-02	2.66E-02	2.75E-02	1.04E-01
RNF168_boot.169	3.04E-01	2.80E-02	6.67E-20	4.14E-02	1.28E-26	4.14E-02
RNF168_boot.170	1.93E-01	5.14E-02	3.07E-02	3.46E-02	9.92E-27	5.20E-02
RNF168_boot.171	7.70E-02	5.55E-02	5.08E-02	2.61E-02	2.78E-02	1.04E-01
RNF168_boot.172	3.76E-02	5.41E-02	3.66E-02	2.60E-02	2.91E-02	1.03E-01
RNF168_boot.173	1.86E-01	3.23E-02	3.14E-02	3.41E-02	9.91E-27	5.24E-02
RNF168_boot.174	6.87E-02	8.66E-02	2.57E-03	2.45E-02	2.18E-02	1.11E-01
RNF168_boot.175	2.12E-01	3.05E-02	2.90E-02	3.27E-02	9.83E-27	5.49E-02
RNF168_boot.176	1.30E-01	9.68E-02	6.52E-03	2.38E-02	2.16E-02	1.25E-01
RNF168_boot.177	2.25E-01	4.95E-02	2.98E-02	3.26E-02	9.67E-27	4.98E-02
RNF168_boot.178	2.62E-01	2.99E-02	1.67E-10	3.14E-02	1.28E-26	5.21E-02
RNF168_boot.179	1.89E-01	5.14E-02	3.00E-02	3.45E-02	9.90E-27	5.65E-02
RNF168_boot.180	1.83E-01	5.20E-02	3.01E-02	3.58E-02	9.93E-27	5.28E-02
RNF168_boot.181	1.84E-01	3.35E-02	3.13E-02	3.70E-02	1.00E-26	5.64E-02
RNF168_boot.182	1.24E-01	9.84E-02	6.50E-03	2.33E-02	2.05E-02	1.25E-01
RNF168_boot.183	6.93E-02	8.72E-02	3.50E-07	1.08E-26	2.11E-02	1.13E-01
RNF168_boot.184	2.55E-01	2.97E-02	9.89E-03	4.45E-02	9.63E-27	4.52E-02
RNF168_boot.185	2.48E-01	2.98E-02	7.95E-03	4.49E-02	1.27E-26	5.05E-02
RNF168_boot.186	2.34E-01	3.12E-02	2.97E-02	4.57E-02	9.67E-27	5.09E-02
RNF168_boot.187	7.87E-02	9.48E-02	4.20E-02	2.48E-02	2.24E-02	1.18E-01
RNF168_boot.188	8.86E-02	8.91E-02	4.27E-03	2.50E-02	3.09E-02	1.14E-01
RNF168_boot.189	2.68E-01	4.73E-02	2.99E-02	4.44E-02	9.65E-27	4.87E-02
RNF168_boot.190	7.71E-02	9.09E-02	1.68E-03	8.61E-01	2.06E-02	1.20E-01
RNF168_boot.191	2.43E-01	3.06E-02	3.95E-02	4.57E-02	9.67E-27	5.03E-02
RNF168_boot.192	2.28E-01	4.98E-02	3.00E-02	3.31E-02	9.68E-27	5.41E-02
RNF168_boot.193	7.54E-02	9.22E-02	4.32E-03	2.46E-02	3.01E-02	1.17E-01
RNF168_boot.194	2.55E-01	2.93E-02	2.82E-10	4.51E-02	1.28E-26	4.60E-02
RNF168_boot.195	8.06E-02	9.35E-02	2.51E-03	2.40E-02	2.99E-02	1.20E-01
RNF168_boot.196	1.28E-01	1.10E-01	2.31E-03	2.21E-02	1.96E-02	1.41E-01
RNF168_boot.197	7.81E-02	9.17E-02	3.45E-03	2.38E-02	3.01E-02	1.19E-01
RNF168_boot.198	1.85E-01	1.15E-01	2.22E-13	2.08E-02	2.04E-02	1.63E-01
RNF168_boot.199	1.41E-01	9.76E-02	2.11E-02	2.40E-02	2.09E-02	1.20E-01
RNF168_boot.200	7.18E-02	8.93E-02	3.15E-03	2.48E-02	2.16E-02	1.13E-01
RNF168_boot.201	2.19E-01	3.02E-02	3.96E-13	4.53E-02	1.26E-26	5.38E-02
RNF168_boot.202	1.11E-01	8.32E-02	2.75E-02	2.62E-02	2.38E-02	1.05E-01
RNF168_boot.203	7.31E-02	8.74E-02	2.22E-02	2.40E-02	2.14E-02	1.17E-01
RNF168_boot.204	3.01E-01	4.62E-02	1.17E-14	4.52E-02	9.66E-27	4.28E-02
RNF168_boot.205	2.17E-01	4.95E-02	2.96E-02	4.54E-02	9.68E-27	4.66E-02
RNF168_boot.206	1.31E-01	9.47E-02	3.09E-02	2.38E-02	2.10E-02	1.20E-01
RNF168_boot.207	2.47E-01	2.99E-02	1.42E-02	3.17E-02	9.66E-27	4.89E-02
RNF168_boot.208	2.52E-01	4.84E-02	2.44E-17	4.55E-02	1.27E-26	5.20E-02
RNF168_real	8.18E-02	8.42E-02	4.09E-02	2.62E-02	3.03E-02	1.11E-01
RNF168_real.1	1.28E-01	4.03E-02	4.25E-02	7.57E-02	9.21E-02	2.40E-02
RNF168_real.2	1.57E-02	4.25E-02	4.54E-02	7.08E-02	8.01E-02	2.38E-02
MLH1_boot	8.32E-03	7.54E-02	1.08E-01	7.50E-27	7.13E-02	5.51E-02
MLH1_boot.1	1.09E-02	3.30E-02	9.82E-02	9.34E-02	9.83E-02	9.83E-28
MLH1_boot.2	8.17E-03	6.46E-02	1.06E-01	7.52E-27	7.05E-02	4.79E-02
MLH1_boot.3	7.57E-03	6.88E-02	1.09E-01	6.53E-27	6.98E-02	2.91E-02
MLH1_boot.4	5.83E-03	7.46E-02	1.04E-01	6.55E-27	7.17E-02	2.67E-02
MLH1_boot.5	1.23E-02	3.27E-02	1.03E-01	9.21E-02	1.05E-01	7.93E-28
MLH1_boot.6	7.19E-03	6.23E-02	1.02E-01	9.10E-02	1.15E-01	9.38E-28
MLH1_boot.7	7.76E-03	6.39E-02	1.10E-01	6.98E-27	7.22E-02	5.64E-02
MLH1_boot.8	7.98E-03	7.44E-02	1.11E-01	7.53E-27	7.16E-02	4.46E-02
MLH1_boot.9	1.15E-02	3.24E-02	1.00E-01	9.19E-02	1.01E-01	7.29E-28
MLH1_boot.10	1.06E-02	5.19E-02	9.98E-02	9.06E-02	1.41E-01	7.85E-28
MLH1_boot.11	8.13E-03	7.40E-02	1.09E-01	6.98E-27	7.27E-02	3.36E-02
MLH1_boot.12	6.86E-03	7.24E-02	1.12E-01	7.32E-27	7.15E-02	2.59E-02
MLH1_boot.13	7.81E-03	7.14E-02	1.07E-01	7.41E-27	6.78E-02	3.18E-02
MLH1_boot.14	1.13E-02	3.23E-02	1.03E-01	9.14E-02	1.44E-01	6.97E-28
MLH1_boot.15	1.08E-02	5.06E-02	1.03E-01	9.05E-02	1.14E-01	6.36E-28
MLH1_boot.16	7.99E-03	6.65E-02	1.02E-01	6.51E-27	6.88E-02	5.07E-02
MLH1_boot.17	7.94E-03	7.00E-02	1.03E-01	6.73E-27	6.97E-02	3.12E-02
MLH1_boot.18	1.16E-02	3.26E-02	9.78E-02	9.21E-02	9.73E-02	7.14E-28
MLH1_boot.19	1.22E-02	3.34E-02	9.95E-02	9.28E-02	9.76E-02	7.91E-28
MLH1_boot.20	8.05E-03	6.97E-02	1.01E-01	6.71E-27	6.93E-02	2.91E-02
MLH1_boot.21	8.55E-03	6.87E-02	9.70E-02	6.90E-27	6.61E-02	4.92E-02
MLH1_boot.22	8.48E-03	6.53E-02	9.91E-02	6.93E-27	6.98E-02	4.92E-02
MLH1_boot.23	3.96E-03	7.02E-02	9.74E-02	7.23E-27	7.03E-02	2.77E-02
MLH1_boot.24	8.89E-03	4.90E-02	9.72E-02	9.19E-02	1.08E-01	1.12E-27
MLH1_boot.25	1.23E-02	3.28E-02	9.70E-02	9.21E-02	9.91E-02	7.97E-28
MLH1_boot.26	1.20E-02	3.30E-02	9.30E-02	9.26E-02	1.01E-01	8.86E-28
MLH1_boot.27	5.62E-03	6.00E-02	9.32E-02	9.15E-02	1.26E-01	6.37E-28
MLH1_boot.28	1.07E-02	3.13E-02	9.72E-02	8.93E-02	1.33E-01	6.06E-26
MLH1_boot.29	1.02E-02	3.06E-02	9.55E-02	8.89E-02	1.21E-01	5.69E-28
MLH1_boot.30	1.24E-02	3.22E-02	9.63E-02	9.18E-02	1.06E-01	9.15E-28
MLH1_boot.31	1.14E-02	3.25E-02	9.92E-02	9.21E-02	1.27E-01	7.08E-28
MLH1_boot.32	1.23E-02	5.16E-02	9.44E-02	8.96E-02	1.07E-01	1.40E-10
MLH1_boot.33	8.63E-03	4.87E-02	9.34E-02	9.25E-02	1.03E-01	1.25E-27
MLH1_boot.34	1.30E-02	3.30E-02	9.51E-02	9.18E-02	9.62E-02	8.74E-28
MLH1_boot.35	6.19E-03	7.25E-02	9.96E-02	6.84E-27	7.33E-02	4.77E-02
MLH1_boot.36	1.14E-02	5.03E-02	1.00E-01	9.08E-02	1.10E-01	7.07E-28
MLH1_boot.37	8.88E-03	7.41E-02	1.05E-01	7.58E-27	7.27E-02	4.71E-02
MLH1_boot.38	1.00E-02	3.13E-02	9.87E-02	8.91E-02	1.11E-01	5.66E-28
MLH1_boot.39	1.51E-02	3.09E-02	1.04E-01	8.93E-02	1.23E-01	5.69E-28
MLH1_boot.40	7.62E-03	6.75E-02	1.10E-01	6.46E-27	7.25E-02	5.74E-02
MLH1_boot.41	9.56E-03	3.77E-02	9.89E-02	8.80E-02	1.41E-01	3.91E-03
MLH1_boot.42	4.11E-03	7.30E-02	9.98E-02	7.09E-27	6.76E-02	2.63E-02
MLH1_boot.43	7.39E-03	7.46E-02	1.08E-01	6.66E-27	7.34E-02	2.66E-02
MLH1_boot.44	1.03E-02	3.20E-02	1.03E-01	9.22E-02	1.09E-01	6.93E-28
MLH1_boot.45	6.83E-03	6.93E-02	1.08E-01	7.16E-27	6.98E-02	2.54E-02
MLH1_boot.46	7.03E-03	6.99E-02	1.06E-01	6.41E-27	6.56E-02	2.57E-02
MLH1_boot.47	7.56E-03	7.25E-02	1.06E-01	7.18E-27	6.70E-02	5.68E-02
MLH1_boot.48	7.17E-03	7.14E-02	1.06E-01	7.22E-27	7.04E-02	2.58E-02
MLH1_boot.49	1.10E-02	5.09E-02	9.81E-02	9.05E-02	1.35E-01	6.51E-28
MLH1_boot.50	1.12E-02	5.16E-02	9.63E-02	8.98E-02	1.32E-01	6.72E-28
MLH1_boot.51	7.12E-03	6.86E-02	1.09E-01	7.26E-27	7.13E-02	2.63E-02
MLH1_boot.52	1.01E-02	3.17E-02	9.82E-02	8.94E-02	1.15E-01	5.78E-28
MLH1_real	7.64E-03	6.77E-02	1.10E-01	7.39E-27	7.03E-02	2.89E-02
MLH1_real.1	8.32E-03	6.95E-02	1.02E-01	6.68E-27	6.95E-02	3.19E-02
MLH1_real.2	1.07E-02	5.14E-02	1.01E-01	9.04E-02	1.14E-01	6.22E-28
MSH2_boot	1.36E-02	3.59E-02	1.05E-01	9.63E-02	1.32E-01	9.50E-28
MSH2_boot.1	1.23E-02	3.69E-02	1.05E-01	9.90E-02	1.15E-01	1.21E-27
MSH2_boot.2	9.24E-03	6.88E-02	1.04E-01	6.46E-27	7.35E-02	4.47E-02
MSH2_boot.3	8.78E-03	7.09E-02	1.07E-01	5.87E-27	7.62E-02	4.43E-02
MSH2_boot.4	9.00E-03	6.93E-02	1.07E-01	5.49E-27	7.60E-02	4.48E-02
MSH2_boot.5	8.73E-03	6.74E-02	1.05E-01	6.35E-27	7.13E-02	4.66E-02
MSH2_boot.6	8.81E-03	6.76E-02	1.05E-01	5.49E-27	7.43E-02	4.38E-02
MSH2_boot.7	9.08E-03	6.74E-02	1.03E-01	5.85E-27	7.07E-02	4.45E-02
MSH2_boot.8	1.33E-02	3.66E-02	1.12E-01	9.75E-02	9.33E-02	9.20E-28
MSH2_boot.9	1.36E-02	3.61E-02	1.08E-01	9.65E-02	9.43E-02	9.51E-28
MSH2_boot.10	8.95E-03	7.08E-02	1.08E-01	5.65E-27	7.65E-02	4.46E-02
MSH2_boot.11	1.24E-02	3.63E-02	1.09E-01	9.70E-02	1.00E-01	9.23E-28
MSH2_boot.12	1.30E-02	3.59E-02	1.09E-01	9.67E-02	9.49E-02	8.87E-28
MSH2_boot.13	1.37E-02	3.74E-02	1.13E-01	9.85E-02	9.21E-02	9.60E-28
MSH2_boot.14	1.47E-02	3.76E-02	1.10E-01	9.78E-02	9.14E-02	1.11E-27
MSH2_boot.15	9.35E-03	6.87E-02	1.07E-01	5.59E-27	7.74E-02	4.51E-02
MSH2_boot.16	9.42E-03	6.72E-02	1.03E-01	6.14E-27	7.11E-02	4.48E-02
MSH2_boot.17	9.12E-03	7.09E-02	1.09E-01	5.47E-27	7.67E-02	4.51E-02
MSH2_boot.18	8.47E-03	6.81E-02	1.12E-01	5.44E-27	7.57E-02	4.76E-02
MSH2_boot.19	8.74E-03	6.80E-02	1.09E-01	5.41E-27	7.50E-02	4.53E-02
MSH2_boot.20	1.31E-02	3.52E-02	1.06E-01	9.54E-02	9.60E-02	8.83E-28
MSH2_boot.21	6.89E-03	7.50E-02	1.10E-01	8.14E-27	7.12E-02	5.19E-02
MSH2_boot.22	7.39E-03	7.67E-02	1.18E-01	6.18E-27	7.38E-02	4.60E-02
MSH2_boot.23	1.14E-02	3.57E-02	1.14E-01	9.73E-02	9.87E-02	7.20E-28
MSH2_boot.24	1.09E-02	3.44E-02	1.13E-01	9.55E-02	1.03E-01	6.66E-28
MSH2_boot.25	7.16E-03	7.51E-02	1.13E-01	6.34E-27	7.33E-02	5.23E-02
MSH2_boot.26	1.23E-02	3.62E-02	1.16E-01	9.78E-02	9.64E-02	8.06E-28
MSH2_boot.27	8.61E-03	7.20E-02	1.11E-01	6.44E-27	7.63E-02	3.83E-02
MSH2_boot.28	8.33E-03	7.20E-02	1.13E-01	7.06E-27	7.28E-02	4.77E-02
MSH2_boot.29	1.20E-02	3.55E-02	1.10E-01	9.69E-02	9.83E-02	7.74E-28
MSH2_boot.30	1.37E-02	3.67E-02	1.15E-01	9.84E-02	1.02E-01	8.11E-28
MSH2_boot.31	7.83E-03	6.24E-02	1.10E-01	9.68E-02	9.75E-02	1.05E-27
MSH2_boot.32	7.96E-03	6.84E-02	1.10E-01	5.71E-27	7.57E-02	4.41E-02
MSH2_boot.33	1.21E-02	3.63E-02	1.12E-01	9.78E-02	1.51E-01	8.05E-28
MSH2_boot.34	1.12E-02	3.49E-02	1.07E-01	9.53E-02	9.98E-02	8.13E-28
MSH2_real	9.09E-03	6.90E-02	1.07E-01	5.54E-27	7.63E-02	4.48E-02
MSH2_real.1	7.75E-03	7.26E-02	1.14E-01	6.66E-27	7.33E-02	4.36E-02
MSH6_boot	8.52E-03	6.94E-02	1.05E-01	7.42E-27	6.85E-02	3.33E-02
MSH6_boot.1	1.22E-02	3.31E-02	1.01E-01	9.28E-02	1.09E-01	7.93E-28
MSH6_boot.2	8.31E-03	6.87E-02	1.05E-01	7.28E-27	7.08E-02	3.13E-02
MSH6_boot.3	0.00E+00	5.48E-02	4.65E-02	3.75E-38	2.68E-02	3.98E-02
MSH6_boot.4	1.79E-03	5.60E-02	4.90E-02	0.00E+00	2.70E-02	4.08E-02
MSH6_boot.5	1.41E-03	5.53E-02	4.86E-02	1.08E-37	2.66E-02	4.23E-02
MSH6_boot.6	2.51E-03	5.66E-02	4.92E-02	0.00E+00	2.73E-02	3.89E-02
MSH6_boot.7	2.72E-03	5.63E-02	4.86E-02	0.00E+00	2.88E-02	3.95E-02
MSH6_boot.8	2.14E-03	5.64E-02	4.99E-02	0.00E+00	2.71E-02	4.01E-02
MSH6_boot.9	1.97E-03	5.59E-02	4.90E-02	0.00E+00	2.72E-02	3.94E-02
MSH6_boot.10	2.63E-03	5.73E-02	4.96E-02	0.00E+00	2.89E-02	3.84E-02
MSH6_boot.11	3.13E-03	5.59E-02	4.80E-02	0.00E+00	2.87E-02	3.87E-02
MSH6_boot.12	2.20E-03	5.71E-02	5.02E-02	0.00E+00	2.79E-02	3.86E-02
MSH6_boot.13	3.27E-03	5.59E-02	4.74E-02	0.00E+00	2.89E-02	3.89E-02
MSH6_boot.14	3.29E-03	5.58E-02	4.62E-02	0.00E+00	2.93E-02	3.94E-02
MSH6_boot.15	2.45E-03	5.60E-02	4.84E-02	0.00E+00	2.83E-02	3.99E-02
MSH6_boot.16	1.63E-03	5.53E-02	4.83E-02	0.00E+00	2.68E-02	4.11E-02
MSH6_boot.17	0.00E+00	5.49E-02	4.69E-02	2.50E-40	2.60E-02	4.32E-02
MSH6_boot.18	2.94E-03	5.58E-02	4.80E-02	0.00E+00	2.99E-02	3.85E-02
MSH6_boot.19	1.54E-03	5.58E-02	4.86E-02	0.00E+00	2.71E-02	4.10E-02
MSH6_boot.20	2.04E-03	5.69E-02	5.05E-02	0.00E+00	2.75E-02	4.00E-02
MSH6_boot.21	2.44E-03	5.61E-02	4.94E-02	0.00E+00	2.75E-02	4.02E-02
MSH6_boot.22	2.72E-03	5.60E-02	4.81E-02	0.00E+00	2.94E-02	3.92E-02
MSH6_boot.23	3.67E-03	5.72E-02	4.86E-02	0.00E+00	2.88E-02	3.91E-02
MSH6_boot.24	0.00E+00	5.50E-02	4.69E-02	4.90E-41	2.61E-02	4.32E-02
MSH6_boot.25	2.30E-03	5.67E-02	5.05E-02	0.00E+00	2.68E-02	4.08E-02
MSH6_boot.26	0.00E+00	5.51E-02	4.80E-02	4.32E-39	2.68E-02	4.18E-02
MSH6_boot.27	2.15E-03	5.60E-02	4.83E-02	0.00E+00	2.87E-02	4.04E-02
MSH6_boot.28	3.32E-03	5.63E-02	4.76E-02	0.00E+00	2.93E-02	3.80E-02
MSH6_boot.29	0.00E+00	5.55E-02	4.79E-02	8.60E-39	2.56E-02	4.67E-02
MSH6_boot.30	0.00E+00	5.60E-02	4.97E-02	8.04E-37	2.67E-02	4.31E-02
MSH6_boot.31	0.00E+00	5.58E-02	4.76E-02	5.64E-40	2.62E-02	4.50E-02
MSH6_boot.32	1.50E-03	5.53E-02	4.82E-02	0.00E+00	2.61E-02	4.35E-02
MSH6_boot.33	0.00E+00	5.58E-02	4.68E-02	7.00E-37	2.58E-02	4.56E-02
MSH6_boot.34	0.00E+00	5.50E-02	4.75E-02	6.33E-37	2.58E-02	4.30E-02
MSH6_boot.35	0.00E+00	5.51E-02	4.69E-02	9.90E-40	2.68E-02	4.15E-02
MSH6_boot.36	0.00E+00	5.56E-02	4.91E-02	1.15E-36	2.61E-02	4.45E-02
MSH6_boot.37	1.41E-03	5.56E-02	4.83E-02	6.39E-38	2.62E-02	4.42E-02
MSH6_boot.38	0.00E+00	5.59E-02	4.96E-02	9.79E-37	2.64E-02	4.31E-02
MSH6_boot.39	1.93E-03	5.59E-02	4.88E-02	0.00E+00	2.68E-02	4.08E-02
MSH6_boot.40	2.30E-03	5.63E-02	4.87E-02	0.00E+00	2.88E-02	4.04E-02
MSH6_boot.41	0.00E+00	5.57E-02	4.93E-02	1.91E-37	2.62E-02	4.41E-02
MSH6_boot.42	2.70E-03	5.76E-02	5.00E-02	8.38E-117	2.97E-02	3.93E-02
MSH6_boot.43	0.00E+00	5.53E-02	4.79E-02	1.82E-39	2.62E-02	4.43E-02
MSH6_boot.44	0.00E+00	5.59E-02	4.91E-02	8.99E-37	2.67E-02	4.29E-02
MSH6_boot.45	2.10E-03	5.58E-02	4.77E-02	0.00E+00	2.80E-02	4.27E-02
MSH6_boot.46	4.15E-03	5.77E-02	4.83E-02	2.32E-125	3.11E-02	3.76E-02
MSH6_boot.47	1.73E-03	5.59E-02	4.92E-02	0.00E+00	2.65E-02	4.12E-02
MSH6_boot.48	4.87E-03	5.72E-02	4.65E-02	7.03E-163	3.22E-02	3.72E-02
MSH6_boot.49	0.00E+00	5.55E-02	4.86E-02	3.58E-38	2.62E-02	4.34E-02
MSH6_boot.50	0.00E+00	5.63E-02	4.98E-02	0.00E+00	2.63E-02	4.34E-02
MSH6_boot.51	1.90E-03	5.65E-02	4.99E-02	0.00E+00	2.68E-02	4.16E-02
MSH6_boot.52	1.69E-03	5.62E-02	4.84E-02	0.00E+00	2.89E-02	4.12E-02
MSH6_boot.53	2.26E-03	5.67E-02	4.91E-02	0.00E+00	2.95E-02	3.93E-02
MSH6_boot.54	0.00E+00	5.53E-02	4.88E-02	2.27E-38	2.63E-02	4.41E-02
MSH6_boot.55	4.60E-03	5.79E-02	4.88E-02	0.00E+00	3.03E-02	3.74E-02
MSH6_boot.56	1.59E-03	5.58E-02	4.93E-02	0.00E+00	2.65E-02	4.34E-02
MSH6_boot.57	0.00E+00	5.60E-02	4.92E-02	8.10E-37	2.70E-02	4.19E-02
MSH6_boot.58	0.00E+00	5.58E-02	4.96E-02	0.00E+00	2.64E-02	4.32E-02
MSH6_boot.59	2.56E-03	5.70E-02	4.93E-02	0.00E+00	2.86E-02	3.95E-02
MSH6_boot.60	2.72E-03	5.73E-02	4.76E-02	3.29E-116	3.09E-02	3.74E-02
MSH6_boot.61	0.00E+00	5.48E-02	4.81E-02	8.09E-41	2.52E-02	4.61E-02
MSH6_boot.62	0.00E+00	5.60E-02	4.93E-02	3.05E-37	2.70E-02	4.26E-02
MSH6_boot.63	3.99E-03	5.79E-02	4.95E-02	0.00E+00	3.03E-02	3.79E-02
MSH6_boot.64	1.61E-03	5.58E-02	4.92E-02	0.00E+00	2.65E-02	4.17E-02
MSH6_boot.65	1.61E-03	5.75E-02	5.12E-02	0.00E+00	2.80E-02	3.93E-02
MSH6_boot.66	2.35E-03	5.67E-02	4.97E-02	0.00E+00	2.71E-02	3.90E-02
