Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PMS1_multinomial_train_fold1.9	0.9999999999999978	0.94	0.429	42.9%	0.079	34.41%	0.26397	0.924
MLH1_multinomial_train_fold1.7	0.999999999999996	0.981	0.215	21.5%	0.035	19.156%	0.04746	0.973
MLH1_multinomial_train_fold1.8	0.9999999999999961	0.982	0.223	22.3%	0.034	18.917%	0.06107	0.973
MSH6_multinomial_train_fold1.16	0.9999999999999991	0.99	0.166	16.6%	0.027	14.459%	0.03804	0.985
PMS1_multinomial_train_fold1.10	0.9999999999999978	0.919	0.5	50.0%	0.093	39.541%	0.30701	0.9
MSH6_multinomial_train_fold1.17	0.9999999999999989	0.988	0.181	18.1%	0.029	15.678%	0.04846	0.983
PMS2_multinomial_train_fold1.7	0.9999999999999962	0.851	0.567	56.7%	0.086	52.276%	0.2969	0.743
PMS2_multinomial_train_fold1.8	0.9999999999999962	0.833	0.57	57.0%	0.091	55.281%	0.27137	0.71
MLH1_multinomial_train_fold1.9	0.9999999999999963	0.976	0.249	24.9%	0.039	21.803%	0.06505	0.964
PMS1_multinomial_train_fold1.11	0.9999999999999977	0.902	0.504	50.4%	0.097	43.035%	0.32401	0.875
PMS1_multinomial_train_fold1.12	0.9999999999999978	0.918	0.54	54.0%	0.092	39.899%	0.34018	0.897
MSH6_multinomial_train_fold1.18	0.9999999999999989	0.989	0.171	17.1%	0.028	14.643%	0.04231	0.985
PMS1_multinomial_train_fold1.13	0.9999999999999976	0.909	0.481	48.1%	0.098	41.633%	0.31301	0.887
PMS2_multinomial_train_fold1.9	0.9999999999999956	0.854	0.568	56.8%	0.084	51.797%	0.2501	0.742
MSH6_multinomial_train_fold1.19	0.999999999999999	0.994	0.143	14.3%	0.02	10.901%	0.03518	0.991
PMS1_multinomial_train_fold1.14	0.9999999999999976	0.93	0.47	47.0%	0.085	36.652%	0.29139	0.913
MLH1_multinomial_train_fold1.10	0.999999999999996	0.982	0.21	21.0%	0.033	18.661%	0.05547	0.974
PMS1_multinomial_train_fold1.15	0.9999999999999973	0.898	0.512	51.2%	0.097	44.086%	0.32333	0.868
MSH6_multinomial_train_fold1.20	0.9999999999999989	0.994	0.144	14.4%	0.021	11.172%	0.03221	0.991
PMS1_multinomial_train_fold1.16	0.9999999999999977	0.93	0.505	50.5%	0.085	36.673%	0.31357	0.913
PMS2_multinomial_train_fold1.10	0.9999999999999956	0.83	0.584	58.4%	0.089	55.873%	0.29248	0.689
MSH6_multinomial_train_fold1.21	0.9999999999999967	0.985	0.199	19.9%	0.033	17.602%	0.05389	0.978
MSH6_multinomial_train_fold1.22	0.9999999999999967	0.988	0.195	19.5%	0.028	15.211%	0.06017	0.983
MLH1_multinomial_train_fold1.11	0.9999999999999962	0.983	0.207	20.7%	0.033	18.801%	0.05707	0.974
MLH1_multinomial_train_fold1.12	0.9999999999999961	0.976	0.236	23.6%	0.04	21.772%	0.065	0.965
MLH1_multinomial_train_fold1.13	0.999999999999996	0.977	0.221	22.1%	0.037	21.291%	0.05279	0.965
MLH1_multinomial_train_fold1.14	0.9999999999999964	0.977	0.239	23.9%	0.038	21.608%	0.05956	0.965
MSH6_multinomial_train_fold1.23	0.9999999999999967	0.986	0.205	20.5%	0.031	16.796%	0.05204	0.98
