Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R
UCEC_TCGA-BK-A0CA	1	6	10	12	18	6	0	0	0	0	2	3	8	0	0	0	0	9
UCEC_TCGA-BK-A0CB	1	8	0	20	7	2	4	0	0	3	0	0	13	0	2	0	11	6
UCEC_TCGA-BK-A0CC	1	6	5	6	3	2	2	0	10	2	0	2	6	12	6	5	6	4
UCEC_TCGA-BK-A139	7	12	8	37	11	3	8	10	0	0	2	9	27	9	13	4	27	25
UCEC_TCGA-BK-A13B	5	81	30	91	91	128	87	0	149	44	0	116	18	0	0	4	0	10
UCEC_TCGA-BK-A13C	1	2	4	12	12	0	3	0	1	2	3	2	3	0	1	0	10	1
UCEC_TCGA-BK-A26L	1	12	1	15	9	0	5	5	14	5	3	11	1	4	4	1	15	15
UCEC_TCGA-BK-A4ZD	2	10	5	0	23	0	2	5	6	7	0	3	13	1	5	3	16	13
UCEC_TCGA-BK-A56F	0	5	11	13	12	0	2	0	7	5	7	4	3	1	0	0	3	5
UCEC_TCGA-BK-A6W3	2696	200	1577	251	52	99	134	1453	0	71	128	31	0	27	51	5	131	0
UCEC_TCGA-BK-A6W4	4	4	3	6	7	0	0	0	1	1	0	2	1	1	0	1	0	2
UCEC_TCGA-BS-A0T9	1	5	3	14	10	4	1	0	6	0	4	0	6	0	0	0	9	8
UCEC_TCGA-BS-A0TA	12	79	21	55	45	68	73	0	74	59	2	75	1	4	0	9	0	0
UCEC_TCGA-BS-A0TC	929	57	372	55	55	25	26	269	5	5	11	0	0	4	0	0	59	0
UCEC_TCGA-BS-A0TD	1	4	4	5	7	0	0	0	4	3	0	4	4	1	1	1	4	4
UCEC_TCGA-BS-A0TE	8	42	1	55	21	42	39	0	53	16	1	28	22	10	33	0	9	32
UCEC_TCGA-BS-A0TG	0	7	5	2	16	0	1	0	0	1	0	4	5	3	2	0	6	2
UCEC_TCGA-BS-A0TI	3	0	3	8	0	0	1	0	8	7	18	11	13	0	0	3	15	22
UCEC_TCGA-BS-A0TJ	6	104	28	141	122	67	109	0	156	17	1	76	4	2	1	9	0	0
UCEC_TCGA-BS-A0U5	0	7	9	15	11	1	2	0	0	8	0	3	2	4	0	0	9	0
UCEC_TCGA-BS-A0U7	1	21	7	33	32	17	20	0	29	7	0	47	11	0	15	1	5	7
UCEC_TCGA-BS-A0U8	2	63	14	94	60	74	39	0	60	20	0	54	9	0	0	0	0	13
UCEC_TCGA-BS-A0U9	0	1	0	12	5	3	0	0	1	1	0	0	2	0	2	0	9	1
UCEC_TCGA-BS-A0UA	2	52	10	101	54	27	19	0	51	9	0	38	16	3	10	0	0	2
UCEC_TCGA-BS-A0UF	5069	315	2299	307	97	131	521	1850	0	155	602	22	0	38	122	160	141	0
UCEC_TCGA-BS-A0UJ	169	20	15	9	29	18	19	122	4	382	64	985	126	0	0	146	42	174
UCEC_TCGA-BS-A0UL	2	65	18	116	92	29	29	0	67	10	0	38	1	0	0	3	0	16
UCEC_TCGA-BS-A0UT	1	1	0	10	7	0	0	0	1	2	3	5	0	2	7	0	2	1
UCEC_TCGA-BS-A0UV	4903	476	3492	558	430	174	381	1188	49	266	367	189	172	0	556	24	0	0
UCEC_TCGA-BS-A0V4	3	54	15	53	59	36	29	0	85	12	6	41	18	1	0	0	7	3
UCEC_TCGA-BS-A0V6	1	12	2	12	7	0	0	0	1	2	0	3	6	0	12	0	12	4
UCEC_TCGA-BS-A0V7	1	9	1	14	7	2	1	3	5	2	2	0	7	2	3	0	2	7
UCEC_TCGA-BS-A0V8	1	11	6	11	7	0	2	0	8	3	0	13	4	15	1	2	17	2
UCEC_TCGA-BS-A0VI	4	51	16	66	49	56	27	0	31	25	11	39	15	0	0	2	0	3
UCEC_TCGA-BS-A0WQ	0	9	4	17	1	0	0	0	8	0	4	0	7	1	1	0	4	5
UCEC_TCGA-D1-A0ZN	0	0	7	8	7	1	0	0	0	1	0	5	7	3	0	2	12	2
UCEC_TCGA-D1-A0ZO	3	82	26	120	91	66	55	1	137	16	0	68	13	2	0	9	0	14
UCEC_TCGA-D1-A0ZP	3	4	2	2	7	0	0	3	3	0	0	2	3	4	0	0	12	0
UCEC_TCGA-D1-A0ZQ	4	16	6	18	15	0	0	0	5	0	0	0	11	1	7	2	17	0
UCEC_TCGA-D1-A0ZR	3	9	6	0	10	2	0	0	2	0	2	4	5	2	8	0	8	7
UCEC_TCGA-D1-A0ZS	0	63	19	73	74	36	37	0	72	10	1	68	17	0	0	1	0	2
UCEC_TCGA-D1-A0ZU	0	3	3	8	16	0	0	0	2	0	0	0	5	2	3	0	0	0
UCEC_TCGA-D1-A0ZV	4	3	2	10	10	5	2	0	1	1	0	1	5	1	5	0	0	1
UCEC_TCGA-D1-A0ZZ	0	9	6	3	9	0	2	1	1	0	0	2	4	16	2	0	20	6
UCEC_TCGA-D1-A101	8	81	27	63	78	43	50	0	125	7	11	72	16	8	0	2	0	0
UCEC_TCGA-D1-A102	0	5	2	16	11	0	0	0	3	1	9	0	6	0	2	0	4	3
UCEC_TCGA-D1-A103	1611	1492	979	232	1045	834	575	503	637	321	1421	98	437	0	248	56	0	0
UCEC_TCGA-D1-A15V	3	7	3	0	9	0	1	0	0	2	2	2	7	0	5	0	10	5
UCEC_TCGA-D1-A15W	1	9	8	19	13	2	2	0	2	5	0	2	5	3	0	0	13	2
UCEC_TCGA-D1-A15X	6	237	101	263	305	258	83	0	197	563	0	132	38	0	0	13	0	137
UCEC_TCGA-D1-A15Z	2	13	3	24	11	0	1	1	4	0	5	0	1	5	9	0	7	3
UCEC_TCGA-D1-A160	11	50	9	27	56	96	44	7	131	57	3	87	0	2	4	4	4	14
UCEC_TCGA-D1-A161	0	17	0	28	19	3	1	0	7	1	5	6	8	0	9	0	0	7
UCEC_TCGA-D1-A163	5	70	13	76	99	73	66	0	102	30	0	102	12	5	0	0	0	0
UCEC_TCGA-D1-A165	1	13	1	20	13	1	0	0	1	0	0	1	9	5	0	2	6	8
UCEC_TCGA-D1-A167	0	375	141	562	609	97	131	0	255	2	0	107	42	0	0	0	0	0
UCEC_TCGA-D1-A168	3	13	4	1	20	5	2	0	0	0	1	2	1	1	5	1	4	3
UCEC_TCGA-D1-A169	0	9	6	6	12	0	2	0	2	2	0	5	5	7	3	0	6	9
UCEC_TCGA-D1-A16B	2	8	3	12	3	5	0	2	0	2	3	1	2	2	5	0	8	2
UCEC_TCGA-D1-A16D	0	6	2	13	9	0	2	0	4	4	0	0	4	0	0	1	1	2
UCEC_TCGA-D1-A16E	1	12	4	15	11	3	0	0	1	3	0	4	5	0	11	2	0	4
UCEC_TCGA-D1-A16F	3	77	21	68	101	64	27	0	90	22	0	94	11	0	0	3	10	11
UCEC_TCGA-D1-A16G	0	4	3	12	4	2	0	0	3	0	0	4	0	1	15	1	3	0
UCEC_TCGA-D1-A16I	0	0	1	7	9	0	0	3	5	0	0	4	9	8	7	0	0	0
UCEC_TCGA-D1-A16J	8	7	29	9	22	3	2	0	3	0	0	0	2	120	102	1	0	8
UCEC_TCGA-D1-A16N	1	22	6	1	23	1	15	3	0	34	2	16	8	6	3	2	11	15
UCEC_TCGA-D1-A16O	0	5	1	11	4	9	2	0	1	2	0	0	0	1	1	1	1	2
UCEC_TCGA-D1-A16Q	0	5	2	5	5	0	0	0	6	2	0	0	0	6	3	1	3	3
UCEC_TCGA-D1-A16R	3	4	0	8	10	0	2	0	3	2	0	4	10	2	0	0	12	0
UCEC_TCGA-D1-A16S	0	3	1	12	1	1	0	1	2	1	1	4	14	18	0	0	13	0
UCEC_TCGA-D1-A16V	1	0	0	23	6	0	1	0	3	2	0	3	10	0	1	0	0	3
UCEC_TCGA-D1-A16X	1336	142	1057	157	139	45	60	622	22	67	0	25	49	2	83	1	10	0
UCEC_TCGA-D1-A16Y	342	94	503	53	46	50	11	256	0	74	8	0	0	0	38	32	9	0
UCEC_TCGA-D1-A174	6	129	45	194	175	43	75	0	159	37	0	44	31	0	0	4	0	0
UCEC_TCGA-D1-A176	5	55	21	85	82	65	43	0	83	27	0	41	6	4	0	5	3	1
UCEC_TCGA-D1-A177	9	160	25	136	87	94	83	0	121	37	0	117	3	6	0	2	0	3
UCEC_TCGA-D1-A17A	2	47	9	33	36	37	28	3	24	20	3	41	4	2	6	0	0	0
UCEC_TCGA-D1-A17B	2	54	18	68	73	18	25	2	27	1	6	27	8	1	10	3	0	11
UCEC_TCGA-D1-A17C	3	15	1	5	10	0	1	2	5	1	0	1	6	0	6	0	5	4
UCEC_TCGA-D1-A17D	9	70	18	74	75	61	88	0	97	6	0	48	20	12	0	0	0	13
UCEC_TCGA-D1-A17F	2	13	9	17	34	36	3	0	81	6	0	27	59	14	24	3	0	0
UCEC_TCGA-D1-A17H	3	82	34	104	93	75	70	0	155	55	0	81	33	3	0	0	0	1
UCEC_TCGA-D1-A17K	3	4	2	5	4	11	0	7	2	0	0	3	13	10	0	2	7	10
UCEC_TCGA-D1-A17L	1	9	6	29	2	0	0	0	6	0	2	0	3	5	3	0	11	5
UCEC_TCGA-D1-A17M	2	96	20	71	103	37	42	0	50	8	12	53	14	5	0	0	2	12
UCEC_TCGA-D1-A17N	2	3	4	4	4	0	1	0	5	2	3	0	4	2	0	0	2	0
UCEC_TCGA-D1-A17Q	3427	259	2120	246	178	67	257	977	38	219	277	218	165	14	23	64	0	0
UCEC_TCGA-D1-A17R	0	39	16	80	29	32	17	0	42	17	0	38	3	2	9	0	0	0
UCEC_TCGA-D1-A17S	1	8	3	5	15	0	2	2	5	0	1	2	6	2	0	0	2	3
UCEC_TCGA-D1-A17T	0	12	9	29	16	2	0	0	1	1	0	2	6	5	0	1	7	3
UCEC_TCGA-D1-A17U	0	50	24	79	67	46	41	0	78	10	0	63	13	1	2	5	0	5
UCEC_TCGA-D1-A1NS	7	50	9	57	52	71	29	0	47	2	0	55	6	0	6	0	7	9
UCEC_TCGA-D1-A1NU	0	4	3	7	5	6	2	0	4	6	8	6	3	20	0	3	19	12
UCEC_TCGA-D1-A1NX	3	6	0	11	7	0	0	0	2	0	0	6	3	0	5	0	8	0
UCEC_TCGA-D1-A1NY	3	120	20	98	72	68	59	0	125	42	16	90	12	4	0	3	0	16
UCEC_TCGA-D1-A1NZ	16	118	19	132	118	148	103	4	104	71	0	132	24	16	0	10	0	20
UCEC_TCGA-D1-A1O0	1	11	1	13	8	3	0	2	5	2	2	6	9	5	11	1	5	4
UCEC_TCGA-D1-A1O5	3	15	8	16	20	0	0	3	3	0	0	0	4	4	5	0	4	2
UCEC_TCGA-D1-A1O7	3	82	38	94	80	36	33	0	54	12	0	25	27	0	0	0	0	11
UCEC_TCGA-D1-A1O8	1	13	4	18	14	0	0	0	6	3	0	0	13	1	3	1	20	0
UCEC_TCGA-D1-A2G0	9	143	53	102	125	90	96	7	288	32	0	121	35	0	2	6	0	8
UCEC_TCGA-D1-A2G5	3	30	11	34	41	27	12	2	30	15	10	31	17	1	0	0	7	33
UCEC_TCGA-D1-A2G6	0	18	14	23	23	12	0	0	12	0	0	1	2	0	13	7	3	3
UCEC_TCGA-D1-A2G7	1	1	5	16	2	0	0	2	2	0	3	4	4	13	2	0	17	5
UCEC_TCGA-D1-A3DA	3	16	2	7	21	0	2	3	5	11	1	3	2	2	5	2	13	9
UCEC_TCGA-D1-A3DG	1	8	9	10	7	5	2	4	0	1	7	11	19	21	13	1	35	21
UCEC_TCGA-D1-A3DH	7	4	15	8	8	4	0	0	0	6	2	5	3	76	0	2	7	4
UCEC_TCGA-D1-A3JP	1	3	4	3	4	0	2	4	0	1	0	3	4	24	16	0	0	3
UCEC_TCGA-D1-A3JQ	4	5	1	2	4	0	0	0	6	1	0	3	4	3	8	2	6	0
UCEC_TCGA-DF-A2KN	230	186	5	146	207	389	2370	26	1027	150	507	807	516	0	0	177	0	77
UCEC_TCGA-DF-A2KR	1	4	2	0	8	14	3	0	6	5	11	11	10	13	2	2	23	26
UCEC_TCGA-DF-A2KS	0	14	5	10	18	5	0	6	7	6	18	5	7	10	0	8	18	39
UCEC_TCGA-DF-A2KU	1671	1848	1569	1113	1127	1445	1820	533	2422	426	1806	0	1338	0	801	57	0	0
UCEC_TCGA-DF-A2KV	881	96	503	47	27	72	18	611	0	49	11	0	6	7	10	0	23	0
UCEC_TCGA-DF-A2KZ	5	110	23	130	100	109	64	3	110	33	27	75	29	0	0	11	0	3
UCEC_TCGA-DF-A2L0	0	4	0	20	2	2	0	0	2	2	5	1	2	5	5	4	5	9
UCEC_TCGA-DI-A0WH	6	68	28	79	63	90	65	4	86	105	0	110	38	0	1	0	0	35
UCEC_TCGA-DI-A1BU	52	344	85	0	176	1900	308	61	957	6339	29	1374	271	76	434	52	0	664
UCEC_TCGA-DI-A1BY	0	13	3	14	15	8	0	0	0	3	10	0	12	0	2	0	0	4
UCEC_TCGA-DI-A1C3	3	7	7	7	4	0	0	0	2	3	4	3	6	5	0	0	0	3
UCEC_TCGA-DI-A1NN	1	7	7	7	8	3	2	0	2	0	0	7	4	9	4	0	3	6
UCEC_TCGA-DI-A1NO	15	3	1	20	2	10	20	1	13	2	22	7	13	43	6	20	109	44
UCEC_TCGA-DI-A2QT	4	1	3	7	0	0	1	0	3	2	4	0	1	3	3	0	3	0
UCEC_TCGA-DI-A2QU	0	8	7	1	17	4	1	5	6	3	4	3	7	8	1	0	8	7
UCEC_TCGA-DI-A2QY	4	6	4	10	8	6	6	2	8	2	8	7	18	16	0	1	31	14
UCEC_TCGA-E6-A1LX	7154	1266	4616	272	541	927	610	3572	89	796	832	144	232	0	581	292	0	0
UCEC_TCGA-E6-A1LZ	12	4	14	18	6	6	0	0	0	6	4	5	13	220	0	4	29	0
UCEC_TCGA-E6-A1M0	1369	132	645	101	0	45	45	689	10	3	41	2	0	5	0	0	53	0
UCEC_TCGA-E6-A2P8	6	90	25	86	92	63	36	9	148	46	0	118	12	0	13	8	0	32
UCEC_TCGA-E6-A2P9	13	153	37	143	168	135	98	20	217	50	5	120	23	2	5	12	12	42
UCEC_TCGA-E6-A8L9	0	3	2	8	7	9	3	0	4	5	0	4	0	1	1	0	14	12
UCEC_TCGA-EC-A1NJ	2	31	7	32	13	7	5	9	5	87	4	137	4	0	3	13	1	55
UCEC_TCGA-EC-A1QX	17	113	21	79	78	135	113	0	117	51	21	109	24	0	0	11	0	33
UCEC_TCGA-EC-A24G	5	253	67	383	429	120	114	0	174	89	0	78	44	0	0	7	0	0
UCEC_TCGA-EO-A1Y5	4	4	2	12	8	0	0	5	8	0	2	13	10	6	10	2	5	14
UCEC_TCGA-EO-A1Y7	3	7	3	13	13	2	2	1	2	2	4	0	6	2	1	2	7	5
UCEC_TCGA-EO-A1Y8	3	2	7	16	3	2	0	0	4	0	1	0	0	12	13	0	3	6
UCEC_TCGA-EO-A22R	3643	2991	3151	1381	1094	1306	2161	1568	0	1499	2332	238	0	0	317	950	0	0
UCEC_TCGA-EO-A22S	2	95	35	144	136	71	48	5	141	25	0	138	24	0	0	0	0	1
UCEC_TCGA-EO-A22T	25	146	21	221	122	157	196	0	277	37	1	153	59	0	0	11	0	9
UCEC_TCGA-EO-A22U	2489	2747	2450	2881	2935	1695	229	1535	648	928	838	460	3339	0	1709	175	0	0
UCEC_TCGA-EO-A22X	6697	442	3410	339	164	144	451	3678	5	367	406	129	4	29	268	113	62	0
UCEC_TCGA-EO-A22Y	3	9	5	11	17	0	0	0	4	4	0	0	6	0	2	0	11	0
UCEC_TCGA-EO-A2CG	0	7	9	6	6	2	0	0	3	2	0	0	6	0	0	0	4	4
UCEC_TCGA-EO-A2CH	0	5	6	6	7	0	0	0	0	1	0	1	6	4	10	3	7	8
UCEC_TCGA-EO-A3AS	1	8	5	6	0	18	0	0	13	2	39	17	22	33	0	6	33	33
UCEC_TCGA-EO-A3AU	2	125	36	165	113	76	95	0	228	15	0	40	12	0	0	0	0	8
UCEC_TCGA-EO-A3AV	2945	194	1312	176	21	87	135	1844	5	65	305	31	0	37	0	60	74	0
UCEC_TCGA-EO-A3AY	2893	104	923	105	24	4	246	1391	14	109	278	28	0	8	0	88	76	0
UCEC_TCGA-EO-A3AZ	1	219	103	277	406	34	66	0	187	42	0	61	10	0	0	7	0	0
UCEC_TCGA-EO-A3B0	7723	551	2619	241	67	567	606	4639	0	442	857	0	0	0	595	443	0	0
UCEC_TCGA-EO-A3B1	1	3	3	1	7	2	0	0	6	6	2	0	2	4	11	0	9	3
UCEC_TCGA-EO-A3KU	3	2	0	15	18	2	4	0	2	8	0	2	0	6	4	3	3	13
UCEC_TCGA-EO-A3KW	3	12	1	3	2	0	0	1	2	0	3	4	8	3	7	1	13	0
UCEC_TCGA-EO-A3KX	131	217	14	214	200	307	1457	8	603	205	350	475	271	0	0	166	0	135
UCEC_TCGA-EO-A3L0	4	10	9	26	22	2	0	0	1	1	0	4	15	0	4	0	10	4
UCEC_TCGA-EY-A1G7	4	6	3	32	26	7	5	0	4	12	0	0	9	4	6	2	2	0
UCEC_TCGA-EY-A1G8	1791	114	975	132	82	48	84	816	6	57	56	31	40	0	119	25	68	0
UCEC_TCGA-EY-A1GC	0	3	1	18	7	0	2	1	12	0	0	0	9	2	0	0	0	9
UCEC_TCGA-EY-A1GD	476	105	359	71	24	53	11	501	0	131	40	9	13	6	9	78	0	0
UCEC_TCGA-EY-A1GE	0	4	5	11	11	0	0	2	1	1	0	4	3	3	6	1	4	2
UCEC_TCGA-EY-A1GF	6	44	23	48	58	44	48	0	67	10	8	73	15	0	0	0	15	32
UCEC_TCGA-EY-A1GH	1	11	3	27	20	2	4	0	0	0	0	5	7	1	4	0	0	0
UCEC_TCGA-EY-A1GI	3307	220	1698	202	62	96	151	1530	0	59	129	16	47	0	161	29	96	0
UCEC_TCGA-EY-A1GJ	1	2	1	14	5	9	1	2	0	3	0	3	13	5	0	0	5	0
UCEC_TCGA-EY-A1GK	11	87	29	117	103	145	131	3	167	67	5	196	18	0	0	17	0	7
UCEC_TCGA-EY-A1GL	4	11	7	10	6	2	0	0	3	3	0	0	7	5	1	0	9	2
UCEC_TCGA-EY-A1GM	0	10	0	5	12	2	0	0	1	4	0	2	5	0	5	1	5	3
UCEC_TCGA-EY-A1GO	2	29	9	45	40	57	32	0	110	0	10	57	25	6	14	5	0	0
UCEC_TCGA-EY-A1GP	0	2	5	0	10	1	0	1	6	0	1	2	1	2	4	0	10	3
UCEC_TCGA-EY-A1GQ	2	67	23	70	78	45	36	3	108	88	0	107	20	0	0	2	0	8
UCEC_TCGA-EY-A1GR	0	4	8	9	11	3	0	3	4	0	0	3	4	8	1	8	3	8
UCEC_TCGA-EY-A1GS	4	2	23	7	11	14	1	0	0	0	3	2	8	343	67	0	9	0
UCEC_TCGA-EY-A1GT	0	13	2	34	19	0	0	0	3	0	5	3	14	4	4	1	0	4
UCEC_TCGA-EY-A1GU	32	133	25	119	186	265	282	4	472	34	87	137	158	2	3	0	41	15
UCEC_TCGA-EY-A1GV	0	0	1	12	2	2	0	3	4	0	2	0	0	6	6	0	1	7
UCEC_TCGA-EY-A1GW	3	7	1	6	5	0	1	0	6	1	1	1	6	4	4	1	14	8
UCEC_TCGA-EY-A1GX	0	11	8	27	19	3	3	0	0	3	6	7	18	0	5	0	8	4
UCEC_TCGA-EY-A1H0	5	57	7	60	65	10	25	0	63	8	0	76	12	6	0	11	11	27
UCEC_TCGA-EY-A210	1	4	5	3	7	1	0	0	3	3	0	1	0	2	6	0	12	7
UCEC_TCGA-EY-A212	0	5	5	13	6	5	0	0	1	1	0	6	1	13	0	1	22	3
UCEC_TCGA-EY-A214	0	4	2	4	3	0	0	2	9	7	3	5	5	4	4	4	19	9
UCEC_TCGA-EY-A215	372	893	187	793	614	363	1122	89	1054	361	1062	225	439	0	65	107	0	0
UCEC_TCGA-EY-A2OM	11	104	20	133	122	63	57	9	122	27	10	102	15	0	4	1	0	22
UCEC_TCGA-EY-A2ON	4	11	3	0	17	0	0	1	7	3	4	3	5	10	10	0	13	14
UCEC_TCGA-EY-A2OO	3	8	10	15	18	2	1	2	9	0	2	0	8	0	1	0	0	4
UCEC_TCGA-EY-A2OP	1	67	30	95	91	36	63	0	108	33	0	88	13	0	0	3	0	1
UCEC_TCGA-EY-A2OQ	0	4	7	2	18	0	2	0	5	0	3	2	3	2	6	0	10	5
UCEC_TCGA-EY-A3L3	1	3	3	16	7	6	2	0	3	0	0	4	1	19	4	3	5	6
UCEC_TCGA-EY-A3QX	7	3	5	14	7	0	1	0	6	2	3	0	9	4	4	0	9	7
UCEC_TCGA-EY-A4KR	1	6	4	19	10	2	7	5	7	3	0	7	7	26	0	8	14	0
UCEC_TCGA-EY-A547	1	29	5	38	23	9	9	0	38	13	5	24	0	0	4	0	8	30
UCEC_TCGA-EY-A548	6	112	37	105	107	79	33	0	114	32	0	79	23	3	0	0	0	3
UCEC_TCGA-EY-A549	0	315	131	729	623	0	18	0	78	0	0	0	22	0	0	0	0	0
UCEC_TCGA-EY-A54A	3	10	6	13	11	8	8	2	0	2	2	6	10	22	3	7	19	17
UCEC_TCGA-EY-A5W2	8	93	40	143	91	152	123	0	177	64	0	131	11	0	0	13	0	2
UCEC_TCGA-EY-A72D	3	4	5	6	10	11	0	0	1	1	1	2	4	1	0	3	8	9
UCEC_TCGA-FI-A2CX	0	1	2	7	0	2	0	0	0	0	0	2	1	6	0	1	6	2
UCEC_TCGA-FI-A2CY	0	4	5	15	5	10	2	2	3	0	0	2	5	4	0	0	0	0
UCEC_TCGA-FI-A2D0	114	2242	863	2429	1499	1034	193	111	623	579	0	160	1095	0	269	60	0	0
UCEC_TCGA-FI-A2D2	4	3	2	14	4	5	0	0	0	0	0	3	0	4	1	0	4	5
UCEC_TCGA-FI-A2D4	6	63	18	84	45	43	40	0	59	10	0	57	17	11	0	2	0	8
UCEC_TCGA-FI-A2D5	1945	4334	2234	1178	723	3004	1114	1491	534	3350	2302	248	121	0	682	701	0	92
UCEC_TCGA-FI-A2D6	6	109	33	109	105	104	87	0	83	35	0	143	3	0	0	6	0	15
UCEC_TCGA-FI-A2EU	0	6	1	14	7	4	4	0	5	0	1	3	8	10	1	4	0	3
UCEC_TCGA-FI-A2EW	1	0	8	27	6	0	3	6	3	1	0	1	11	29	26	0	8	6
UCEC_TCGA-FI-A2EX	1	8	6	5	10	0	0	0	2	0	0	5	2	15	11	1	9	0
UCEC_TCGA-FI-A2EY	4	3	8	14	17	8	4	0	2	6	0	4	6	32	18	0	11	9
UCEC_TCGA-FI-A2F4	31	66	9	0	41	373	558	9	354	285	133	689	345	0	0	72	0	95
UCEC_TCGA-FI-A2F8	3	8	8	2	4	0	2	0	0	7	0	3	4	35	23	0	2	6
UCEC_TCGA-FI-A2F9	3	6	1	8	11	0	1	0	4	6	4	4	1	1	0	0	10	2
UCEC_TCGA-FI-A3PV	1	6	8	12	8	1	0	0	0	4	10	3	12	24	0	0	11	0
UCEC_TCGA-FI-A3PX	4	11	5	13	9	0	2	8	5	10	3	4	18	11	8	5	4	6
UCEC_TCGA-H5-A2HR	1	1	2	18	6	6	2	7	0	0	0	3	4	3	0	0	4	9
UCEC_TCGA-JU-AAVI	1	8	1	25	4	0	0	0	5	3	0	2	3	8	0	2	6	5
UCEC_TCGA-K6-A3WQ	0	2	1	11	3	2	0	4	0	4	4	3	3	2	7	0	5	0
UCEC_TCGA-KJ-A3U4	0	6	0	2	10	2	0	3	1	0	5	1	6	2	9	2	19	2
UCEC_TCGA-KP-A3VZ	2	2	4	27	1	3	4	5	16	0	2	9	8	10	4	2	25	20
UCEC_TCGA-KP-A3W0	0	3	3	0	14	1	0	0	2	1	0	5	3	1	0	0	6	4
UCEC_TCGA-KP-A3W1	0	4	6	14	7	6	2	0	0	0	0	2	2	8	11	2	0	2
UCEC_TCGA-KP-A3W3	3	0	4	0	9	0	2	3	6	0	0	5	11	5	2	0	6	5
UCEC_TCGA-KP-A3W4	1	5	4	2	5	3	2	0	2	1	1	2	4	10	0	0	25	2
UCEC_TCGA-PG-A5BC	0	4	2	15	6	2	2	2	6	1	0	6	3	2	4	0	4	10
UCEC_TCGA-PG-A6IB	1	50	20	102	86	61	67	0	108	1	0	67	13	0	8	5	11	9
UCEC_TCGA-PG-A7D5	1	1	2	19	11	5	0	0	2	0	0	1	7	1	3	1	1	0
UCEC_TCGA-PG-A914	7	2	9	23	11	2	1	0	2	0	4	0	20	111	9	3	0	10
UCEC_TCGA-PG-A915	1	6	4	9	8	6	1	0	4	3	5	5	10	11	9	4	18	9
UCEC_TCGA-PG-A916	0	11	2	5	7	0	2	5	4	0	3	1	4	1	0	0	9	3
UCEC_TCGA-PG-A917	10	88	26	125	102	86	78	17	199	32	38	80	10	0	10	2	39	108
UCEC_TCGA-QF-A5YS	1007	85	787	76	58	68	18	524	6	0	21	0	12	9	35	0	63	0
UCEC_TCGA-QF-A5YT	0	3	1	0	0	4	0	0	0	0	0	0	0	0	0	1	2	0
UCEC_TCGA-QS-A5YQ	665	40	404	68	22	24	12	335	0	0	0	0	0	6	26	0	49	0
UCEC_TCGA-QS-A5YR	3	44	8	51	61	25	32	3	62	7	0	34	12	0	0	0	0	0
UCEC_TCGA-QS-A744	0	16	7	14	17	0	0	2	0	4	8	2	13	5	0	0	3	3
UCEC_TCGA-QS-A8F1	1	7	1	10	9	8	0	3	0	3	3	10	12	11	2	0	19	3
UCEC_TCGA-SJ-A6ZI	18	386	107	395	407	279	209	0	248	48	0	147	19	0	0	17	0	0
UCEC_TCGA-SJ-A6ZJ	4	11	6	6	19	5	0	0	0	7	0	4	11	7	3	2	11	8
UCEC_TCGA-SL-A6J9	0	2	0	5	9	2	2	4	3	0	0	5	15	2	5	1	12	5
UCEC_TCGA-SL-A6JA	10	155	31	134	136	73	71	4	181	24	0	86	29	1	0	7	3	37
STAD_TCGA-3M-AB46	6	13	5	4	10	7	14	6	15	4	1	8	12	30	12	3	35	14
STAD_TCGA-3M-AB47	10	15	10	17	19	0	0	0	2	0	4	12	19	0	4	6	23	0
STAD_TCGA-B7-5816	11	163	48	162	198	166	120	3	93	196	19	145	15	0	7	59	0	2
STAD_TCGA-B7-5818	3	21	12	0	28	0	4	58	57	0	0	43	52	10	83	62	40	21
STAD_TCGA-B7-A5TI	14	115	29	138	115	50	70	0	44	33	0	58	11	10	0	3	0	3
STAD_TCGA-B7-A5TJ	5	43	18	51	50	6	8	10	21	2	0	5	28	0	3	45	10	7
STAD_TCGA-B7-A5TK	2	7	2	15	15	1	2	0	0	1	0	3	3	12	0	0	4	3
STAD_TCGA-B7-A5TN	1	3	12	11	16	1	0	1	7	2	2	2	0	2	4	5	28	3
STAD_TCGA-BR-4183	1	5	4	23	10	5	0	4	1	0	0	2	9	2	0	3	0	1
STAD_TCGA-BR-4184	19	2012	90	183	309	901	68	0	246	170	103	22	0	0	0	12	0	2
STAD_TCGA-BR-4187	1	6	5	0	11	3	0	2	0	0	0	0	2	3	0	0	5	0
STAD_TCGA-BR-4188	0	11	3	32	26	1	1	0	8	0	0	7	2	3	0	5	3	1
STAD_TCGA-BR-4191	6	10	8	2	7	19	13	17	14	0	14	9	16	27	29	0	34	29
STAD_TCGA-BR-4201	6	221	81	253	252	158	72	0	204	79	1	123	38	0	0	6	0	3
STAD_TCGA-BR-4253	0	6	8	0	15	7	1	1	8	0	4	3	13	8	6	12	4	8
STAD_TCGA-BR-4255	1	7	6	4	13	2	0	0	0	8	0	2	13	1	1	2	8	6
STAD_TCGA-BR-4256	10	139	26	174	146	106	108	0	111	125	0	88	24	9	14	57	0	0
STAD_TCGA-BR-4257	14	142	64	192	151	109	109	0	108	130	4	129	36	0	0	31	0	14
