Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
BRCA_TCGA-D8-A1XK	1.57E+00	6.24E+00	7.38E+00	3.70E+00	0.00E+00	0.00E+00	7.38E+00	4.68E+00	6.68E+00	8.06E-01	2.89E+00
BRCA_TCGA-D8-A1XL	5.67E-01	1.18E+00	1.77E+00	8.54E-01	8.31E-01	2.75E+00	1.58E+00	2.03E+00	2.44E+00	1.47E+00	8.97E-01
BRCA_TCGA-D8-A1XM	5.12E-01	1.03E+00	0.00E+00	0.00E+00	1.75E+00	1.75E+00	1.00E-01	0.00E+00	1.42E+00	1.97E+00	0.00E+00
BRCA_TCGA-D8-A1XO	0.00E+00	5.17E-01	5.00E-01	6.86E-01	0.00E+00	9.24E-01	2.00E-01	1.00E-01	3.40E-01	8.41E-01	6.00E-01
BRCA_TCGA-D8-A1XQ	1.93E+00	6.99E+00	8.37E+00	6.12E+00	2.02E+00	6.87E+00	7.95E+00	3.49E+00	4.61E+00	2.25E+00	3.15E+00
BRCA_TCGA-D8-A1XR	0.00E+00	1.00E+00	1.50E+00	1.16E+00	2.77E-01	1.05E+00	7.60E-01	4.00E-01	1.18E+00	8.16E-01	1.33E-01
BRCA_TCGA-D8-A1XS	0.00E+00	9.43E-01	0.00E+00	8.79E-01	1.19E+00	5.00E-01	0.00E+00	0.00E+00	6.90E-01	1.02E+00	0.00E+00
BRCA_TCGA-D8-A1XT	0.00E+00	9.80E-01	0.00E+00	9.04E-01	4.42E-01	1.32E+00	6.84E-01	6.46E-01	1.27E+00	8.17E-01	3.06E-01
BRCA_TCGA-D8-A1XU	0.00E+00	1.04E+00	3.00E-01	5.12E-01	4.23E-01	1.79E+00	6.51E-01	0.00E+00	7.06E-01	9.67E-01	0.00E+00
BRCA_TCGA-D8-A1XV	0.00E+00	1.17E+00	6.83E-01	2.00E-01	2.21E-01	8.85E-01	6.29E-01	2.67E-01	1.19E+00	7.89E-01	0.00E+00
BRCA_TCGA-D8-A1XW	0.00E+00	1.20E+00	2.13E-01	1.11E+00	1.18E+00	2.31E+00	1.44E+00	0.00E+00	3.45E+00	1.45E+00	1.16E+00
BRCA_TCGA-D8-A1XY	5.42E-01	1.38E+00	7.27E-01	8.06E-01	9.75E-01	1.23E+00	3.67E-01	9.04E-01	1.57E+00	1.12E+00	0.00E+00
BRCA_TCGA-D8-A1XZ	4.07E-01	2.14E+00	1.41E+00	1.19E+00	6.00E-01	3.19E+00	2.24E-01	1.00E-01	1.71E+00	1.82E+00	4.96E-01
BRCA_TCGA-D8-A1Y0	8.09E-01	1.21E+00	1.54E+00	0.00E+00	6.16E-01	1.61E+00	6.32E-01	9.22E-01	1.62E+00	1.15E+00	8.14E-01
BRCA_TCGA-D8-A1Y1	2.24E-01	3.50E+00	3.18E+00	1.64E+00	2.04E+00	1.56E+00	1.67E+00	1.26E+00	8.98E-01	1.64E+00	4.07E-01
BRCA_TCGA-D8-A1Y2	0.00E+00	5.96E-01	7.86E-01	1.00E-01	4.22E-01	1.00E-01	6.05E-01	3.67E-01	0.00E+00	6.16E-01	0.00E+00
BRCA_TCGA-D8-A1Y3	0.00E+00	1.62E+00	1.83E+00	0.00E+00	6.96E-01	3.08E+00	1.22E+00	4.00E-01	2.62E+00	5.77E-01	1.16E+00
BRCA_TCGA-D8-A27E	0.00E+00	1.63E-01	6.51E-01	1.33E-01	5.39E-01	2.67E-01	0.00E+00	2.00E-01	6.67E-01	3.06E-01	4.33E-01
BRCA_TCGA-D8-A27F	7.86E-01	7.31E-01	1.81E+00	5.04E-01	3.48E-01	1.52E+00	5.26E-01	0.00E+00	1.86E+00	1.55E+00	0.00E+00
BRCA_TCGA-D8-A27G	2.92E+00	2.20E+00	3.40E-01	2.08E+00	8.72E+00	1.60E+00	5.47E-01	1.25E+00	9.00E-01	8.13E+00	3.40E-01
BRCA_TCGA-D8-A27H	0.00E+00	1.46E+00	9.94E-01	1.28E+00	1.00E-01	1.51E+00	1.38E+00	6.46E-01	2.75E+00	3.00E+00	1.51E+00
BRCA_TCGA-D8-A27I	0.00E+00	1.02E+00	5.26E-01	3.35E-01	1.80E-01	1.08E+00	9.48E-01	2.00E-01	6.33E-01	7.64E-01	0.00E+00
BRCA_TCGA-D8-A27K	0.00E+00	1.00E+00	1.23E+00	1.33E-01	4.23E-01	1.46E+00	5.93E-01	0.00E+00	1.03E+00	6.16E-01	3.40E-01
BRCA_TCGA-D8-A27L	0.00E+00	9.12E-01	0.00E+00	6.90E-01	1.13E+00	2.15E+00	3.59E-01	2.21E-01	1.04E+00	1.54E+00	0.00E+00
BRCA_TCGA-D8-A27M	7.12E-01	1.02E+00	5.26E-01	1.35E+00	7.46E-01	4.67E-01	7.37E-01	1.00E+00	2.26E+00	1.04E+00	5.86E-01
BRCA_TCGA-D8-A27N	3.59E-01	1.40E+00	1.37E+00	9.91E-01	8.75E-01	1.96E+00	4.58E-01	8.09E-01	1.17E+00	6.11E-01	3.48E-01
BRCA_TCGA-D8-A27P	0.00E+00	7.12E-01	6.11E-01	1.10E+00	3.94E-01	1.28E+00	7.33E-01	0.00E+00	9.52E-01	3.07E-01	0.00E+00
BRCA_TCGA-D8-A27R	0.00E+00	2.69E-01	0.00E+00	1.09E+00	5.47E-01	1.07E+00	0.00E+00	0.00E+00	1.31E+00	9.60E-01	1.00E-01
BRCA_TCGA-D8-A27T	3.40E-01	8.83E-01	1.01E+00	0.00E+00	4.16E-01	1.56E+00	0.00E+00	6.33E-01	8.62E-01	9.60E-01	2.00E-01
BRCA_TCGA-D8-A27V	8.95E-01	1.75E+00	1.20E+00	4.58E-01	2.51E+00	2.10E+00	1.66E+00	4.82E-01	1.44E+00	2.74E+00	2.21E-01
BRCA_TCGA-D8-A27W	4.01E-01	1.59E+00	0.00E+00	1.19E+00	6.36E-01	1.00E+00	1.03E+00	2.00E-01	9.43E-01	1.42E+00	2.13E-01
BRCA_TCGA-D8-A3Z6	5.21E-01	1.10E+00	1.27E+00	7.15E-01	3.07E-01	2.05E+00	3.00E-01	0.00E+00	8.67E-01	7.72E-01	4.96E-01
BRCA_TCGA-D8-A4Z1	3.27E-01	4.23E-01	0.00E+00	9.78E-01	9.87E-01	1.23E+00	0.00E+00	0.00E+00	4.82E-01	9.64E-01	0.00E+00
BRCA_TCGA-D8-A73U	6.11E-01	1.31E+00	1.00E+00	1.02E+00	1.93E+00	2.17E+00	9.07E-01	0.00E+00	1.20E+00	3.24E+00	2.13E-01
BRCA_TCGA-D8-A73W	0.00E+00	1.37E+00	8.44E-01	1.34E+00	1.33E-01	2.07E+00	1.33E-01	0.00E+00	1.57E+00	7.57E-01	6.74E-01
BRCA_TCGA-D8-A73X	0.00E+00	1.12E+00	1.14E+00	2.67E-01	8.67E-01	7.95E-01	1.75E+00	5.12E-01	1.26E+00	9.52E-01	0.00E+00
BRCA_TCGA-E2-A105	5.96E-01	1.38E+00	1.09E+00	1.30E+00	4.52E-01	2.78E+00	1.27E+00	3.07E-01	1.47E+00	1.82E+00	0.00E+00
BRCA_TCGA-E2-A107	4.33E-01	9.75E-01	6.57E-01	0.00E+00	5.47E-01	1.75E+00	1.10E+00	3.00E-01	8.70E-01	1.08E+00	0.00E+00
BRCA_TCGA-E2-A108	8.54E-01	1.26E+00	4.00E-01	0.00E+00	1.58E+00	2.79E+00	1.41E+00	6.50E-01	1.43E+00	3.28E+00	3.06E-01
BRCA_TCGA-E2-A109	5.22E-01	1.63E+00	1.95E+00	1.70E+00	1.27E+00	2.32E+00	9.66E-01	1.33E+00	1.61E+00	8.00E-01	6.05E-01
BRCA_TCGA-E2-A10A	0.00E+00	0.00E+00	1.00E-01	9.67E-01	0.00E+00	1.13E+00	3.65E-01	0.00E+00	6.51E-01	1.43E+00	0.00E+00
BRCA_TCGA-E2-A10B	4.07E-01	1.00E+00	1.61E+00	2.00E-01	6.50E-01	1.27E+00	3.94E-01	4.00E-01	1.27E+00	1.38E+00	7.31E-01
BRCA_TCGA-E2-A10C	1.59E+00	1.25E+00	0.00E+00	8.72E-01	4.32E+00	1.67E+00	9.64E-01	5.97E-01	2.09E+00	4.37E+00	6.05E-01
BRCA_TCGA-E2-A10F	0.00E+00	1.12E+00	0.00E+00	0.00E+00	4.33E-01	2.00E-01	7.81E-01	3.35E-01	1.20E+00	1.11E+00	0.00E+00
BRCA_TCGA-E2-A14N	0.00E+00	1.15E+00	8.27E-01	4.90E-01	5.73E-01	1.79E+00	1.09E+00	2.13E-01	1.81E+00	1.20E+00	1.89E+00
BRCA_TCGA-E2-A14O	5.96E-01	8.17E-01	0.00E+00	0.00E+00	1.01E+00	1.68E+00	4.23E-01	2.21E-01	1.18E+00	5.78E-01	4.00E-01
BRCA_TCGA-E2-A14P	2.91E-01	2.23E+00	1.09E+00	1.51E+00	1.29E+00	2.49E+00	8.67E-01	8.47E-01	1.65E+00	1.71E+00	1.33E-01
BRCA_TCGA-E2-A14Q	6.16E-01	1.16E+00	7.67E-01	0.00E+00	3.59E-01	2.25E+00	4.99E-01	1.07E+00	8.83E-01	1.02E+00	8.27E-01
BRCA_TCGA-E2-A14R	1.13E+00	1.73E+00	2.75E+00	4.73E-01	6.63E-01	2.30E+00	2.47E+00	1.93E+00	1.65E+00	9.52E-01	1.05E+00
BRCA_TCGA-E2-A14T	0.00E+00	1.26E+00	6.36E-01	8.23E-01	4.07E-01	8.44E-01	3.00E-01	0.00E+00	1.78E+00	9.80E-01	1.16E+00
BRCA_TCGA-E2-A14V	3.59E-01	2.22E+00	6.40E-01	2.13E-01	1.40E+00	1.53E+00	1.15E+00	7.00E-01	2.67E+00	2.16E+00	1.00E+00
BRCA_TCGA-E2-A14W	3.06E-01	9.12E-01	9.80E-01	1.05E+00	7.61E-01	2.27E+00	5.59E-01	1.23E+00	2.10E+00	1.03E+00	1.38E+00
BRCA_TCGA-E2-A14X	0.00E+00	1.16E+00	0.00E+00	9.83E-01	5.78E-01	1.27E+00	2.13E-01	7.57E-01	7.00E-01	6.53E-01	2.60E-01
BRCA_TCGA-E2-A14Y	0.00E+00	6.23E-01	3.42E-01	3.40E-01	0.00E+00	1.46E+00	8.43E-01	0.00E+00	1.50E+00	8.70E-01	0.00E+00
BRCA_TCGA-E2-A14Z	8.09E-01	1.37E+00	9.21E-01	6.00E-01	6.86E-01	2.55E+00	4.52E-01	5.12E-01	1.77E+00	1.57E+00	5.43E-01
BRCA_TCGA-E2-A150	1.38E+00	1.73E+00	6.74E-01	1.34E+00	6.80E-01	2.72E+00	9.80E-01	1.60E+00	2.66E+00	8.75E-01	1.58E+00
BRCA_TCGA-E2-A152	8.95E-01	1.45E+00	1.22E+00	4.00E-01	1.66E+00	1.88E+00	0.00E+00	0.00E+00	1.08E+00	2.07E+00	0.00E+00
BRCA_TCGA-E2-A153	0.00E+00	8.62E-01	0.00E+00	7.81E-01	7.06E-01	9.31E-01	4.67E-01	1.00E-01	3.40E-01	7.67E-01	3.67E-01
BRCA_TCGA-E2-A154	6.11E-01	1.92E+00	1.50E+00	7.22E-01	8.31E-01	9.60E-01	0.00E+00	3.96E-01	1.36E+00	4.33E-01	5.00E-01
BRCA_TCGA-E2-A155	6.40E-01	1.87E+00	1.50E+00	1.23E+00	9.33E-01	2.88E+00	9.34E-01	0.00E+00	2.15E+00	1.31E+00	6.00E-01
BRCA_TCGA-E2-A156	0.00E+00	6.54E-01	1.39E+00	0.00E+00	3.00E-01	1.04E+00	4.67E-01	0.00E+00	1.18E+00	1.02E+00	2.98E-01
BRCA_TCGA-E2-A158	7.22E-01	1.42E+00	1.53E+00	7.22E-01	6.32E-01	1.82E+00	1.10E+00	6.33E-01	2.07E+00	5.77E-01	7.72E-01
BRCA_TCGA-E2-A159	3.06E-01	1.40E+00	7.72E-01	7.92E-01	1.14E+00	2.09E+00	6.00E-01	3.06E-01	2.09E+00	3.54E+00	7.61E-01
BRCA_TCGA-E2-A15A	7.60E-01	1.32E+00	5.00E-01	1.16E+00	0.00E+00	2.46E+00	5.22E-01	7.31E-01	1.78E+00	6.57E-01	1.31E+00
BRCA_TCGA-E2-A15C	0.00E+00	2.03E+00	1.04E+00	1.22E+00	4.48E-01	2.38E+00	6.46E-01	4.22E-01	5.97E-01	7.72E-01	0.00E+00
BRCA_TCGA-E2-A15D	4.27E-01	1.45E+00	4.27E-01	1.04E+00	5.62E-01	1.21E+00	1.23E+00	5.00E-01	5.37E-01	2.24E-01	7.86E-01
BRCA_TCGA-E2-A15E	2.77E-01	1.20E+00	1.57E+00	0.00E+00	0.00E+00	7.06E-01	1.05E+00	0.00E+00	1.29E+00	7.63E-01	0.00E+00
BRCA_TCGA-E2-A15F	0.00E+00	7.57E-01	7.60E-01	6.33E-01	6.11E-01	1.39E+00	5.04E-01	0.00E+00	7.52E-01	2.60E-01	0.00E+00
BRCA_TCGA-E2-A15G	5.04E-01	1.46E+00	1.47E+00	0.00E+00	6.18E-01	2.69E+00	1.33E+00	1.00E-01	1.84E+00	1.34E+00	0.00E+00
BRCA_TCGA-E2-A15H	0.00E+00	1.51E+00	1.06E+00	1.21E+00	7.16E-01	1.38E+00	0.00E+00	1.00E-01	9.32E-01	4.22E-01	1.00E-01
BRCA_TCGA-E2-A15I	6.36E-01	1.15E+00	0.00E+00	2.24E-01	4.07E-01	2.32E+00	7.86E-01	2.13E-01	1.44E+00	8.09E-01	0.00E+00
BRCA_TCGA-E2-A15J	0.00E+00	5.39E-01	0.00E+00	6.40E-01	0.00E+00	9.98E-01	5.54E-01	1.00E-01	4.53E-01	3.00E-01	0.00E+00
BRCA_TCGA-E2-A15K	8.27E-01	1.28E+00	0.00E+00	8.33E-01	6.83E-01	2.16E+00	1.02E+00	6.96E-01	1.07E+00	6.53E-01	0.00E+00
BRCA_TCGA-E2-A15L	0.00E+00	6.70E-01	3.00E-01	6.96E-01	7.30E-01	5.67E-01	8.16E-01	3.27E-01	9.83E-01	1.28E+00	0.00E+00
BRCA_TCGA-E2-A15M	2.69E-01	2.59E+00	4.71E-01	1.69E+00	1.07E+00	2.21E+00	1.09E+00	7.92E-01	1.77E+00	1.79E+00	3.65E-01
BRCA_TCGA-E2-A15O	0.00E+00	8.44E-01	8.19E-01	7.34E-01	5.78E-01	1.33E+00	0.00E+00	0.00E+00	1.07E+00	5.39E-01	2.49E-01
BRCA_TCGA-E2-A15P	0.00E+00	8.31E-01	1.33E-01	3.40E-01	4.07E-01	1.09E+00	1.11E+00	1.00E-01	1.27E+00	5.73E-01	1.21E+00
BRCA_TCGA-E2-A15R	0.00E+00	1.61E+00	3.59E-01	4.67E-01	1.07E+00	1.47E+00	9.68E-01	0.00E+00	1.16E+00	6.18E-01	0.00E+00
BRCA_TCGA-E2-A15S	2.67E-01	6.18E-01	9.21E-01	3.42E-01	3.67E-01	2.10E+00	1.22E+00	6.16E-01	1.56E+00	1.36E+00	1.05E+00
BRCA_TCGA-E2-A15T	0.00E+00	1.20E+00	4.71E-01	5.78E-01	4.48E-01	2.22E+00	4.90E-01	0.00E+00	1.58E+00	8.31E-01	0.00E+00
BRCA_TCGA-E2-A1AZ	4.73E-01	4.52E-01	1.42E+00	8.82E-01	8.75E-01	0.00E+00	5.97E-01	4.99E-01	1.57E+00	1.57E+00	0.00E+00
BRCA_TCGA-E2-A1B0	0.00E+00	1.28E+00	0.00E+00	7.46E-01	7.03E-01	1.04E+00	1.45E+00	0.00E+00	6.70E-01	7.92E-01	9.07E-01
BRCA_TCGA-E2-A1B1	6.11E-01	1.50E+00	0.00E+00	3.89E-01	9.52E-01	2.30E+00	1.00E-01	0.00E+00	1.19E+00	1.30E+00	1.00E-01
BRCA_TCGA-E2-A1B4	0.00E+00	0.00E+00	0.00E+00	9.67E-01	3.94E-01	9.04E-01	6.53E-01	7.61E-01	1.22E+00	9.00E-01	2.21E-01
BRCA_TCGA-E2-A1B5	1.53E-01	1.19E+00	0.00E+00	6.00E-01	9.17E-01	1.47E+00	7.33E-01	3.00E-01	6.53E-01	1.28E+00	5.26E-01
BRCA_TCGA-E2-A1B6	0.00E+00	8.31E-01	1.59E+00	8.97E-01	0.00E+00	8.44E-01	8.54E-01	5.21E-01	9.64E-01	6.51E-01	1.00E-01
BRCA_TCGA-E2-A1BC	4.07E-01	6.36E-01	3.07E-01	8.06E-01	0.00E+00	1.07E+00	4.07E-01	1.00E-01	1.32E+00	5.54E-01	2.00E-01
BRCA_TCGA-E2-A1BD	4.00E-01	1.16E+00	4.67E-01	0.00E+00	4.23E-01	1.04E+00	0.00E+00	1.05E+00	9.29E-01	5.78E-01	0.00E+00
BRCA_TCGA-E2-A1IE	0.00E+00	1.48E+00	0.00E+00	5.04E-01	2.69E-01	1.45E+00	3.67E-01	8.57E-01	1.10E+00	0.00E+00	4.42E-01
BRCA_TCGA-E2-A1IF	0.00E+00	8.62E-01	6.00E-01	4.99E-01	2.98E-01	6.53E-01	8.19E-01	3.00E-01	7.75E-01	0.00E+00	5.93E-01
BRCA_TCGA-E2-A1IG	4.42E-01	1.35E+00	0.00E+00	5.39E-01	8.82E-01	1.97E+00	6.86E-01	6.16E-01	1.31E+00	1.35E+00	2.00E-01
BRCA_TCGA-E2-A1IH	2.91E-01	9.43E-01	5.04E-01	6.46E-01	6.11E-01	1.76E+00	1.29E+00	0.00E+00	1.38E+00	1.69E+00	3.89E-01
BRCA_TCGA-E2-A1II	9.45E-01	1.19E+00	4.96E-01	4.67E-01	0.00E+00	3.00E-01	0.00E+00	8.00E-01	1.01E+00	5.26E-01	7.33E-01
BRCA_TCGA-E2-A1IJ	3.67E-01	6.57E-01	0.00E+00	6.80E-01	0.00E+00	8.03E-01	2.13E-01	4.67E-01	1.19E+00	0.00E+00	2.21E-01
BRCA_TCGA-E2-A1IK	0.00E+00	5.81E-01	4.77E-01	3.96E-01	8.03E-01	4.27E-01	6.29E-01	5.00E-01	9.33E-01	3.94E-01	0.00E+00
BRCA_TCGA-E2-A1IL	2.98E-01	1.02E+00	6.84E-01	1.03E+00	6.00E-01	9.60E-01	3.06E-01	0.00E+00	1.08E+00	0.00E+00	1.13E+00
BRCA_TCGA-E2-A1IN	4.00E-01	1.93E+00	2.24E+00	1.15E+00	1.92E+00	1.87E+00	8.06E-01	5.12E-01	1.85E+00	4.82E+00	7.27E-01
BRCA_TCGA-E2-A1IO	3.94E-01	6.11E-01	2.00E-01	0.00E+00	5.04E-01	4.58E-01	3.59E-01	0.00E+00	5.67E-01	3.14E-01	5.58E-01
BRCA_TCGA-E2-A1IU	0.00E+00	6.63E-01	0.00E+00	4.58E-01	1.22E+00	9.75E-01	2.13E-01	0.00E+00	8.97E-01	8.14E-01	1.33E-01
BRCA_TCGA-E2-A1L6	0.00E+00	1.04E+00	8.97E-01	3.89E-01	9.00E-01	1.22E+00	6.29E-01	0.00E+00	6.16E-01	1.33E-01	2.21E-01
BRCA_TCGA-E2-A1L7	6.96E-01	5.42E-01	1.58E+00	0.00E+00	4.96E-01	2.68E+00	9.91E-01	1.23E+00	1.01E+00	8.84E-01	7.92E-01
BRCA_TCGA-E2-A1L8	5.26E-01	7.67E-01	0.00E+00	2.77E-01	0.00E+00	1.13E+00	5.86E-01	9.22E-01	1.41E+00	7.78E-01	3.96E-01
BRCA_TCGA-E2-A1L9	0.00E+00	6.40E-01	1.08E+00	3.96E-01	4.73E-01	1.15E+00	1.13E+00	6.84E-01	1.06E+00	5.58E-01	2.67E-01
BRCA_TCGA-E2-A1LA	4.00E-01	1.37E+00	2.28E+00	8.67E-01	4.48E-01	1.43E+00	1.19E+00	0.00E+00	2.08E+00	9.21E-01	9.33E-01
BRCA_TCGA-E2-A1LB	6.53E-01	1.11E+00	2.69E-01	4.27E-01	5.86E-01	1.35E+00	6.57E-01	5.21E-01	1.06E+00	2.13E+00	6.00E-01
BRCA_TCGA-E2-A1LG	5.54E-01	1.32E+00	1.04E+00	2.13E-01	2.63E+00	1.69E+00	2.00E-01	9.33E-01	2.00E-01	2.61E+00	5.21E-01
BRCA_TCGA-E2-A1LH	1.31E+00	2.01E+00	1.06E+00	1.00E-01	8.16E-01	1.24E+00	2.16E+00	1.89E+00	3.35E+00	2.53E+00	1.35E+00
BRCA_TCGA-E2-A1LI	0.00E+00	3.42E-01	7.00E-01	2.91E-01	3.71E-01	1.14E+00	0.00E+00	8.31E-01	1.27E+00	1.01E+00	3.40E-01
BRCA_TCGA-E2-A1LK	2.49E-01	1.54E+00	1.19E+00	3.27E-01	1.04E+00	8.75E-01	0.00E+00	3.00E-01	1.08E+00	4.48E-01	8.44E-01
BRCA_TCGA-E2-A1LL	3.79E-01	1.23E+00	3.06E-01	8.23E-01	4.07E-01	1.04E+00	7.81E-01	5.26E-01	1.70E+00	6.51E-01	1.31E+00
BRCA_TCGA-E2-A2P6	5.82E-01	1.40E+00	1.41E+00	9.34E-01	1.78E+00	2.29E+00	1.00E-01	2.00E-01	1.70E+00	1.86E+00	4.00E-01
BRCA_TCGA-E2-A56Z	6.29E-01	1.56E+00	0.00E+00	1.81E+00	1.36E+00	1.50E+00	1.32E+00	8.00E-01	9.24E-01	4.58E-01	6.18E-01
BRCA_TCGA-E2-A570	0.00E+00	6.50E-01	0.00E+00	3.06E-01	5.04E-01	1.14E+00	7.37E-01	0.00E+00	1.47E+00	6.16E-01	4.28E-01
BRCA_TCGA-E2-A572	0.00E+00	7.81E-01	0.00E+00	4.27E-01	0.00E+00	3.00E-01	1.18E+00	2.00E-01	1.38E+00	1.13E+00	0.00E+00
BRCA_TCGA-E2-A573	7.67E-01	1.39E+00	7.90E-01	8.59E-01	9.98E-01	1.31E+00	1.15E+00	7.67E-01	2.11E+00	9.68E-01	6.37E-01
BRCA_TCGA-E2-A574	5.12E-01	1.74E+00	0.00E+00	1.39E+00	8.88E-01	2.37E+00	5.21E-01	1.03E+00	3.56E+00	2.30E+00	7.37E-01
BRCA_TCGA-E2-A576	1.00E-01	1.98E+00	1.08E+00	1.14E+00	6.53E-01	2.49E+00	0.00E+00	4.47E-01	1.45E+00	4.16E-01	4.96E-01
BRCA_TCGA-E2-A9RU	1.04E+00	1.53E+00	6.00E-01	2.25E+00	1.70E+00	1.65E+00	1.16E+00	0.00E+00	1.68E+00	1.46E+00	7.34E-01
BRCA_TCGA-E9-A1N3	4.58E-01	7.18E-01	1.39E+00	7.90E-01	0.00E+00	1.00E-01	0.00E+00	7.42E-01	1.53E+00	4.73E-01	3.48E-01
BRCA_TCGA-E9-A1N4	0.00E+00	1.05E+00	6.67E-01	2.67E-01	1.08E+00	1.38E+00	4.23E-01	0.00E+00	8.23E-01	1.20E+00	0.00E+00
BRCA_TCGA-E9-A1N5	0.00E+00	6.70E-01	1.28E+00	8.83E-01	2.24E-01	4.73E-01	8.17E-01	0.00E+00	1.00E+00	9.67E-01	3.00E-01
BRCA_TCGA-E9-A1N8	6.90E-01	0.00E+00	4.42E-01	2.58E-01	8.75E-01	0.00E+00	1.60E+00	0.00E+00	1.02E+00	8.57E-01	4.00E-01
BRCA_TCGA-E9-A1N9	2.49E-01	1.77E+00	1.50E+00	2.13E-01	4.23E-01	2.07E+00	7.72E-01	1.14E+00	1.13E+00	1.01E+00	6.37E-01
BRCA_TCGA-E9-A1NA	8.46E-01	1.65E+00	1.20E+00	1.19E+00	1.26E+00	1.96E+00	1.14E+00	7.49E-01	2.58E+00	1.80E+00	7.49E-01
BRCA_TCGA-E9-A1NE	9.52E-01	4.73E-01	0.00E+00	1.62E+00	0.00E+00	7.33E-01	1.06E+00	4.00E-01	2.70E+00	1.16E+00	0.00E+00
BRCA_TCGA-E9-A1NF	0.00E+00	1.16E+00	1.03E+00	3.00E-01	9.98E-01	2.42E+00	9.98E-01	3.00E-01	1.03E+00	1.19E+00	0.00E+00
BRCA_TCGA-E9-A1NG	0.00E+00	9.43E-01	2.00E-01	7.61E-01	2.98E-01	1.74E+00	4.01E-01	0.00E+00	7.90E-01	2.60E-01	0.00E+00
BRCA_TCGA-E9-A1NH	3.79E-01	1.25E+00	2.00E-01	0.00E+00	4.23E-01	1.63E+00	6.54E-01	0.00E+00	1.47E+00	6.99E-01	6.18E-01
BRCA_TCGA-E9-A1QZ	0.00E+00	8.00E-01	3.42E-01	1.00E-01	3.00E-01	7.48E-01	8.92E-01	6.87E-01	9.52E-01	0.00E+00	0.00E+00
BRCA_TCGA-E9-A1R0	0.00E+00	9.64E-01	0.00E+00	1.04E+00	9.20E-01	1.59E+00	7.72E-01	0.00E+00	4.67E-01	1.38E+00	0.00E+00
BRCA_TCGA-E9-A1R2	0.00E+00	7.12E-01	4.00E-01	5.42E-01	4.01E-01	1.39E+00	1.18E+00	0.00E+00	1.18E+00	1.67E+00	8.14E-01
BRCA_TCGA-E9-A1R3	0.00E+00	7.42E-01	7.16E-01	3.40E-01	9.52E-01	3.42E-01	2.67E-01	0.00E+00	8.72E-01	7.22E-01	0.00E+00
BRCA_TCGA-E9-A1R4	3.48E-01	7.77E-01	1.59E+00	8.57E-01	1.29E+00	2.27E+00	1.17E+00	1.01E+00	1.87E+00	2.74E+00	2.21E-01
BRCA_TCGA-E9-A1R5	2.21E-01	1.40E+00	5.26E-01	0.00E+00	8.30E-01	1.05E+00	1.11E+00	0.00E+00	1.58E+00	7.46E-01	0.00E+00
BRCA_TCGA-E9-A1R6	4.76E-01	1.48E+00	8.98E-01	5.62E-01	9.43E-01	3.06E-01	8.62E-01	0.00E+00	9.36E-01	4.67E-01	2.98E-01
BRCA_TCGA-E9-A1R7	3.27E-01	4.01E-01	5.73E-01	9.40E-01	3.71E-01	1.91E+00	8.14E-01	2.00E-01	6.11E-01	1.36E+00	5.33E-01
BRCA_TCGA-E9-A1RA	3.65E-01	1.22E+00	0.00E+00	2.00E-01	7.48E-01	1.92E+00	4.99E-01	0.00E+00	6.19E-01	9.07E-01	4.47E-01
BRCA_TCGA-E9-A1RB	0.00E+00	7.19E-01	1.11E+00	3.07E-01	1.00E-01	4.07E-01	4.48E-01	1.00E-01	9.34E-01	0.00E+00	0.00E+00
BRCA_TCGA-E9-A1RC	0.00E+00	2.08E+00	9.66E-01	1.33E+00	1.15E+00	1.30E+00	8.83E-01	6.23E-01	1.51E+00	6.70E-01	6.36E-01
BRCA_TCGA-E9-A1RD	0.00E+00	7.77E-01	3.40E-01	9.66E-01	2.24E-01	1.22E+00	0.00E+00	0.00E+00	1.32E+00	9.36E-01	2.69E-01
BRCA_TCGA-E9-A1RE	1.63E-01	1.83E+00	0.00E+00	1.62E+00	1.43E+00	2.04E+00	1.38E+00	3.40E-01	8.06E-01	7.61E-01	1.00E-01
BRCA_TCGA-E9-A1RF	8.23E-01	1.44E+00	1.67E+00	7.52E-01	1.01E+00	2.06E+00	8.14E-01	8.82E-01	2.32E+00	1.63E+00	0.00E+00
BRCA_TCGA-E9-A1RG	0.00E+00	3.96E-01	7.30E-01	1.33E-01	4.42E-01	1.29E+00	9.07E-01	6.54E-01	1.34E+00	1.62E+00	4.53E-01
BRCA_TCGA-E9-A1RH	8.62E-01	2.13E+00	1.26E+00	1.14E+00	1.10E+00	2.57E+00	1.24E+00	1.13E+00	2.62E+00	1.53E+00	3.06E-01
BRCA_TCGA-E9-A1RI	5.37E-01	7.95E-01	2.69E-01	6.54E-01	3.59E-01	1.03E+00	5.93E-01	0.00E+00	7.22E-01	7.60E-01	0.00E+00
BRCA_TCGA-E9-A226	3.27E-01	1.16E+00	2.13E-01	9.40E-01	1.94E+00	2.00E-01	9.98E-01	1.00E-01	1.00E+00	2.23E+00	2.00E-01
BRCA_TCGA-E9-A227	0.00E+00	4.67E-01	6.63E-01	0.00E+00	7.72E-01	1.21E+00	0.00E+00	0.00E+00	5.97E-01	1.00E+00	0.00E+00
