Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_2_multinomial_train3.42	0.9999999999999981	0.994	0.241	24.1%	0.043	11.252%	0.12763	0.993
OGG1_2_multinomial_train3.43	0.9999999999999983	0.991	0.306	30.6%	0.065	16.555%	0.13883	0.991
OGG1_2_multinomial_train3.44	0.9999999999999982	0.993	0.276	27.6%	0.044	12.338%	0.15141	0.992
UNG_2_multinomial_train3.48	0.9999999999999976	0.857	0.677	67.7%	0.11	53.025%	0.42827	0.816
UNG_2_multinomial_train3.49	0.9999999999999974	0.902	0.639	63.9%	0.091	44.262%	0.38501	0.872
UNG_2_multinomial_train3.50	0.9999999999999974	0.906	0.568	56.8%	0.09	43.467%	0.30965	0.878
UNG_2_multinomial_train3.51	0.9999999999999976	0.868	0.694	69.4%	0.104	50.662%	0.42906	0.825
OGG1_2_multinomial_train3.45	0.999999999999998	0.992	0.28	28.0%	0.049	12.873%	0.17628	0.992
ATP2B4_4_multinomial_train3	0.9999999999999987	0.96	0.477	47.7%	0.079	28.04%	0.35719	0.953
ATP2B4_5_multinomial_train3	0.9999999999999997	0.93	0.608	60.8%	0.1	37.016%	0.43547	0.917
ATP2B4_4_multinomial_train3.1	0.9999999999999988	0.972	0.47	47.0%	0.073	23.856%	0.37894	0.968
ATP2B4_4_multinomial_train3.2	0.9999999999999987	0.914	0.632	63.2%	0.111	40.926%	0.53072	0.899
ATP2B4_5_multinomial_train3.1	0.9999999999999996	0.948	0.556	55.6%	0.09	31.776%	0.42822	0.94
ATP2B4_5_multinomial_train3.2	0.9999999999999998	0.928	0.621	62.1%	0.128	37.591%	0.55557	0.921
ATP2B4_4_multinomial_train3.3	0.9999999999999986	0.935	0.565	56.5%	0.097	35.696%	0.44162	0.924
ATP2B4_4_multinomial_train3.4	0.9999999999999987	0.956	0.546	54.6%	0.09	31.162%	0.34658	0.95
ATP2B4_5_multinomial_train3.3	0.9999999999999998	0.93	0.681	68.1%	0.113	39.026%	0.58953	0.921
ATP2B4_5_multinomial_train3.4	0.9999999999999996	0.918	0.588	58.8%	0.102	39.475%	0.39394	0.902
