Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
UCEC_TCGA-AJ-A2QN	1	43	0	0	29	0	0	23	0	5
UCEC_TCGA-AJ-A2QO	6	415	67	635	150	47	87	34	6	23
UCEC_TCGA-AJ-A3BD	4	19	21	8	6	0	7	28	1	14
UCEC_TCGA-AJ-A3BF	0	11	0	2	1	3	2	21	1	0
UCEC_TCGA-AJ-A3BG	9	1141	97	377	160	20	32	0	15	5
UCEC_TCGA-AJ-A3BH	0	1799	137	1107	699	369	0	0	0	0
UCEC_TCGA-AJ-A3BI	0	10	0	5	5	3	5	21	0	4
UCEC_TCGA-AJ-A3BK	0	30	10	4	4	10	3	29	0	1
UCEC_TCGA-AJ-A3EJ	4	29	21	0	1	1	0	29	4	0
UCEC_TCGA-AJ-A3EK	1988	857	2189	818	1310	1942	577	377	0	121
UCEC_TCGA-AJ-A3EL	6041	374	3045	0	1149	344	779	0	1462	0
UCEC_TCGA-AJ-A3EM	3	8	0	0	13	2	8	50	0	1
UCEC_TCGA-AJ-A3I9	0	10	3	6	3	4	8	8	1	3
UCEC_TCGA-AJ-A3IA	0	1	0	36	16	26	17	196	15	59
UCEC_TCGA-AJ-A3NF	1	5	11	0	12	3	0	20	0	23
UCEC_TCGA-AJ-A3NG	0	53	10	2	1	2	10	37	0	5
UCEC_TCGA-AJ-A3OJ	0	621	46	363	45	53	57	0	5	16
UCEC_TCGA-AJ-A3OK	0	896	0	127	13	0	55	0	0	2
UCEC_TCGA-AJ-A3OL	0	146	33	128	6	0	27	20	0	3
UCEC_TCGA-AJ-A3QS	31	20	0	4	12	1	0	36	0	286
UCEC_TCGA-AJ-A3TW	5	23	0	12	2	0	5	22	1	112
UCEC_TCGA-AJ-A5DV	0	48	11	1	2	5	1	39	0	4
UCEC_TCGA-AJ-A5DW	4363	52	670	0	105	256	11	0	122	12
UCEC_TCGA-AJ-A6NU	5	2	23	0	4	0	1	20	1	5
UCEC_TCGA-AJ-A8CT	0	741	33	65	54	21	6	0	14	0
UCEC_TCGA-AJ-A8CV	2	90	21	93	28	0	24	31	4	1
UCEC_TCGA-AJ-A8CW	32	277	77	294	83	0	52	46	5	8
UCEC_TCGA-AP-A059	1318	694	3709	2509	2051	6032	0	0	0	0
UCEC_TCGA-AP-A0LE	5	156	22	272	44	8	64	38	0	3
UCEC_TCGA-AP-A0LF	9	37	0	0	9	12	7	89	0	162
UCEC_TCGA-AP-A0LL	2	16	5	3	6	2	2	15	0	6
UCEC_TCGA-AP-A0LM	5523	2534	5297	0	3025	1815	209	0	1351	0
UCEC_TCGA-AP-A0LP	1	109	48	133	16	0	21	13	0	3
UCEC_TCGA-AP-A0LQ	0	23	12	5	0	0	12	17	0	1
UCEC_TCGA-AP-A0LS	7	131	0	221	38	15	73	55	0	7
UCEC_TCGA-AP-A1DH	8	214	75	374	61	0	5	27	0	4
UCEC_TCGA-AP-A1DK	0	947	1763	11634	1446	605	977	1369	0	0
UCEC_TCGA-AP-A1DM	6	102	21	166	69	0	39	44	0	24
UCEC_TCGA-AP-A1DO	13	226	54	293	50	0	51	76	0	7
UCEC_TCGA-AP-A1DP	8	98	52	227	106	0	50	52	0	6
UCEC_TCGA-AP-A1DQ	0	7	2	0	7	0	0	17	0	6
UCEC_TCGA-AP-A1DR	31	320	49	403	115	17	0	61	0	0
UCEC_TCGA-AP-A1DV	8988	800	3672	0	4676	1874	0	0	1059	194
UCEC_TCGA-AP-A1E0	5900	192	1329	0	182	225	0	0	532	0
UCEC_TCGA-AP-A1E1	20	178	78	281	94	0	38	38	25	11
UCEC_TCGA-AP-A1E3	1	18	14	0	0	2	2	19	0	4
UCEC_TCGA-AP-A1E4	3	5	11	4	4	0	1	10	0	1
UCEC_TCGA-AP-A5FX	0	10	13	0	7	1	2	20	0	3
UCEC_TCGA-AW-A1PO	1	3	20	8	3	0	4	49	1	12
UCEC_TCGA-AX-A06H	10	180	42	157	45	0	36	10	0	1
UCEC_TCGA-AX-A06L	0	23	0	0	2	8	5	14	0	1
UCEC_TCGA-AX-A0IS	1	27	0	2	10	1	1	18	0	3
UCEC_TCGA-AX-A0IU	1	16	7	0	7	4	5	27	0	9
UCEC_TCGA-AX-A0J0	8446	231	909	0	4	269	431	0	663	0
UCEC_TCGA-AX-A1C4	14	325	92	572	79	8	50	13	8	14
UCEC_TCGA-AX-A1C5	4	751	91	460	53	0	62	0	4	0
UCEC_TCGA-AX-A1C7	1	4	14	0	9	3	0	19	9	1
UCEC_TCGA-AX-A1C8	7	15	7	6	0	0	16	24	0	20
UCEC_TCGA-AX-A1C9	12	1061	78	258	51	0	85	0	23	0
UCEC_TCGA-AX-A1CA	0	32	0	0	4	8	2	27	0	82
UCEC_TCGA-AX-A1CC	0	5	6	0	0	0	2	11	0	4
UCEC_TCGA-AX-A1CE	598	3500	2255	2850	4932	3986	1068	239	0	0
UCEC_TCGA-AX-A1CF	5	4	12	9	0	0	7	90	0	25
UCEC_TCGA-AX-A1CI	0	17	21	0	0	4	7	8	0	3
UCEC_TCGA-AX-A1CJ	1	34	12	8	0	0	2	23	0	3
UCEC_TCGA-AX-A1CK	1	27	16	0	1	1	1	30	0	2
UCEC_TCGA-AX-A1CN	0	9	12	1	6	0	0	17	0	2
UCEC_TCGA-AX-A1CP	1	17	0	2	1	0	2	11	0	3
UCEC_TCGA-AX-A2H2	7	22	18	2	7	2	7	94	0	149
UCEC_TCGA-AX-A2H4	1	23	0	17	1	6	10	59	0	163
UCEC_TCGA-AX-A2H5	0	6	0	0	14	1	0	21	0	15
UCEC_TCGA-AX-A2H7	3	24	25	0	14	6	6	45	0	10
UCEC_TCGA-AX-A2H8	1	13	7	0	6	0	5	36	1	5
UCEC_TCGA-AX-A2HA	0	867	93	729	155	106	175	24	18	2
UCEC_TCGA-AX-A2HC	13722	1621	761	0	1969	4473	0	0	0	239
UCEC_TCGA-AX-A2HD	225	3479	2139	1459	3795	2562	7	255	0	0
UCEC_TCGA-AX-A2HF	0	3	0	2	2	0	0	14	0	7
UCEC_TCGA-AX-A2HG	4	368	64	542	42	40	47	10	6	5
UCEC_TCGA-AX-A2HH	0	24	4	0	7	6	4	19	0	6
UCEC_TCGA-AX-A2HJ	16	285	31	739	70	0	1188	4	25	0
UCEC_TCGA-AX-A2HK	5	8	15	9	5	0	0	40	3	6
UCEC_TCGA-AX-A2IN	17	163	59	283	79	20	66	40	0	2
UCEC_TCGA-AX-A2IO	16	24	0	4	4	0	0	44	5	525
UCEC_TCGA-AX-A3FS	11	280	46	519	63	0	46	30	8	7
UCEC_TCGA-AX-A3FT	0	780	89	577	83	186	72	0	49	0
UCEC_TCGA-AX-A3FV	1	15	0	9	3	10	21	59	10	19
UCEC_TCGA-AX-A3FW	5	23	2	0	11	2	6	25	0	0
UCEC_TCGA-AX-A3FX	3	8	19	0	1	0	6	48	0	8
UCEC_TCGA-AX-A3FZ	6	13	18	0	2	0	3	9	3	4
UCEC_TCGA-AX-A3G1	2	11	14	2	5	5	1	30	3	5
UCEC_TCGA-AX-A3G3	3	13	12	2	6	4	20	130	0	41
UCEC_TCGA-AX-A3G4	0	3	6	7	1	0	8	28	0	4
UCEC_TCGA-AX-A3G6	7	8	21	7	9	1	0	14	0	7
UCEC_TCGA-AX-A3G7	2	13	2	3	7	0	0	14	0	1
UCEC_TCGA-AX-A3G8	25	348	71	427	176	0	0	0	0	3
UCEC_TCGA-AX-A3G9	23	294	72	250	105	30	29	49	10	4
UCEC_TCGA-AX-A3GB	2	60	16	0	15	2	3	35	0	0
UCEC_TCGA-AX-A3GI	0	3	13	0	8	1	0	38	1	7
UCEC_TCGA-B5-A0JN	2	2	19	27	5	0	9	92	0	35
UCEC_TCGA-B5-A0JS	0	13	0	4	3	0	2	10	2	3
UCEC_TCGA-B5-A0JT	8	29	7	8	0	0	2	20	0	2
UCEC_TCGA-B5-A0JU	15	147	85	204	89	0	0	62	2	2
UCEC_TCGA-B5-A0JX	1	31	12	7	0	1	1	28	1	20
UCEC_TCGA-B5-A0JY	9861	79	2288	0	481	878	148	0	437	0
UCEC_TCGA-B5-A0K8	5	12	7	0	1	1	4	15	0	22
UCEC_TCGA-B5-A0K9	18	327	37	269	88	21	96	44	10	17
UCEC_TCGA-B5-A0KB	0	16	0	1	0	4	3	29	0	2
UCEC_TCGA-B5-A11E	2497	1189	3812	0	2172	2080	1146	0	681	0
UCEC_TCGA-B5-A11F	2	21	17	0	0	1	1	6	2	6
UCEC_TCGA-B5-A11G	0	94	0	83	65	0	292	101	39	8
UCEC_TCGA-B5-A11H	7	387	62	468	80	0	134	12	0	0
UCEC_TCGA-B5-A11I	9	8	4	8	10	0	1	25	0	7
UCEC_TCGA-B5-A11J	6	140	58	208	68	0	10	19	16	12
UCEC_TCGA-B5-A11L	7	49	20	0	9	0	7	56	0	7
UCEC_TCGA-B5-A11M	6	13	10	1	3	0	0	5	0	0
UCEC_TCGA-B5-A11N	1561	49	731	0	103	0	0	0	265	0
UCEC_TCGA-B5-A11O	3	29	16	23	24	0	7	21	0	0
UCEC_TCGA-B5-A11P	0	14	10	8	7	0	0	27	0	7
UCEC_TCGA-B5-A11Q	2	12	6	4	6	0	0	15	3	3
UCEC_TCGA-B5-A11R	0	34	42	19	15	0	0	0	13	829
UCEC_TCGA-B5-A11S	0	13	18	1	7	1	0	20	0	0
UCEC_TCGA-B5-A11U	7	153	29	196	7	0	25	0	0	12
UCEC_TCGA-B5-A11V	4	23	11	0	0	0	4	27	2	3
UCEC_TCGA-B5-A11W	2	36	19	0	0	1	1	32	0	0
UCEC_TCGA-B5-A11X	1	19	15	2	1	0	5	27	2	3
UCEC_TCGA-B5-A11Y	4	936	0	274	125	0	95	0	19	0
UCEC_TCGA-B5-A11Z	0	36	3	0	1	4	1	24	0	8
UCEC_TCGA-B5-A121	6	5	12	0	5	0	0	11	0	3
UCEC_TCGA-B5-A1MR	6992	26	1495	0	613	308	260	0	1002	0
UCEC_TCGA-B5-A1MS	4	8	8	0	12	5	0	24	0	2
UCEC_TCGA-B5-A1MU	1	7	11	5	0	2	0	16	0	0
UCEC_TCGA-B5-A1MV	0	29	11	4	10	5	1	28	0	5
UCEC_TCGA-B5-A1MW	0	69	0	98	97	4	396	133	61	0
UCEC_TCGA-B5-A1MX	0	0	1170	4955	0	3031	0	388	0	0
UCEC_TCGA-B5-A1MY	0	12	1	0	4	4	6	23	0	11
UCEC_TCGA-B5-A1MZ	5	25	24	0	0	0	3	13	0	5
UCEC_TCGA-B5-A1N2	7	3	19	0	13	13	11	94	0	32
UCEC_TCGA-B5-A3F9	0	30	0	0	29	1	1	27	0	6
UCEC_TCGA-B5-A3FA	2422	442	4776	1338	1535	1684	4481	0	934	0
UCEC_TCGA-B5-A3FB	2	26	13	5	1	3	1	19	0	6
UCEC_TCGA-B5-A3FC	145	7777	1856	0	5711	2637	2014	1384	0	0
UCEC_TCGA-B5-A3FD	1	22	8	8	5	0	6	19	0	0
UCEC_TCGA-B5-A3FH	4	14	17	1	0	0	5	6	5	0
UCEC_TCGA-B5-A3S1	8	17	18	6	8	0	2	12	4	69
UCEC_TCGA-B5-A5OC	14	259	88	728	136	36	104	63	0	11
UCEC_TCGA-B5-A5OD	3	7	5	2	13	0	3	22	3	6
UCEC_TCGA-B5-A5OE	0	32	0	0	17	2	10	37	0	17
UCEC_TCGA-BG-A0M8	3	14	0	15	7	1	2	47	0	12
UCEC_TCGA-BG-A0MA	3	10	17	6	2	0	4	15	0	2
UCEC_TCGA-BG-A0MG	8	44	37	11	0	3	10	29	1	6
UCEC_TCGA-BG-A0MK	4	35	26	40	4	0	3	20	0	0
UCEC_TCGA-BG-A0MQ	7	190	67	264	17	0	107	60	0	0
UCEC_TCGA-BG-A0MU	4	20	15	0	5	0	6	33	0	0
UCEC_TCGA-BG-A0RY	1	17	15	10	1	0	1	14	2	9
UCEC_TCGA-BG-A0VV	0	23	8	0	0	2	0	26	1	0
UCEC_TCGA-BG-A0VW	14	150	89	239	45	0	2	23	7	4
UCEC_TCGA-BG-A0VX	104	31	54	0	47	13	13	0	8	0
UCEC_TCGA-BG-A0VZ	17	120	3	152	41	0	16	35	8	10
UCEC_TCGA-BG-A0W1	0	18	19	1	14	0	0	22	1	1
UCEC_TCGA-BG-A0W2	4	23	9	0	0	0	1	6	3	2
UCEC_TCGA-BG-A0YU	0	10	0	1	5	1	3	7	1	2
UCEC_TCGA-BG-A0YV	2	38	17	13	0	2	7	16	0	4
UCEC_TCGA-BG-A186	0	17	1	9	3	0	0	8	0	1
UCEC_TCGA-BG-A187	2	41	22	4	0	2	4	34	0	0
UCEC_TCGA-BG-A18A	3	26	14	0	0	4	3	28	0	1
UCEC_TCGA-BG-A18B	3	127	28	207	11	12	13	8	0	8
UCEC_TCGA-BG-A18C	1	20	0	0	0	2	9	22	0	6
UCEC_TCGA-BG-A220	14	286	78	430	118	0	19	52	0	6
UCEC_TCGA-BG-A221	17	701	0	511	58	0	377	0	46	16
UCEC_TCGA-BG-A222	0	120	1484	1647	1045	0	2526	159	0	99
UCEC_TCGA-BG-A2AE	0	29	1	8	0	0	5	29	5	7
UCEC_TCGA-BG-A2L7	9	285	80	251	68	11	43	14	0	5
UCEC_TCGA-BG-A3EW	18	123	32	214	87	17	74	49	7	7
UCEC_TCGA-BG-A3PP	8	11	8	0	5	8	1	30	0	3
UCEC_TCGA-BK-A0CA	4	30	25	1	0	0	2	11	2	0
UCEC_TCGA-BK-A0CB	0	20	8	0	6	5	4	32	0	2
UCEC_TCGA-BK-A0CC	2	6	11	11	9	0	0	18	6	15
UCEC_TCGA-BK-A139	11	34	25	4	6	8	6	99	3	16
UCEC_TCGA-BK-A13B	11	181	73	418	73	0	77	21	0	0
UCEC_TCGA-BK-A13C	1	18	12	0	0	6	3	17	0	0
UCEC_TCGA-BK-A26L	2	24	0	21	9	3	9	47	0	6
UCEC_TCGA-BK-A4ZD	2	27	13	0	4	4	10	51	1	2
UCEC_TCGA-BK-A56F	1	23	29	1	0	5	8	6	4	1
UCEC_TCGA-BK-A6W3	4859	41	1316	0	208	0	0	0	482	0
UCEC_TCGA-BK-A6W4	7	15	1	1	0	0	3	5	0	1
UCEC_TCGA-BS-A0T9	1	23	9	9	0	2	0	27	0	0
UCEC_TCGA-BS-A0TA	14	111	1	217	91	33	78	5	18	9
UCEC_TCGA-BS-A0TC	1581	73	151	0	32	35	0	0	0	0
UCEC_TCGA-BS-A0TD	3	10	9	2	2	0	5	13	2	1
UCEC_TCGA-BS-A0TE	1	57	32	124	57	21	22	69	0	29
UCEC_TCGA-BS-A0TG	1	23	5	0	1	0	3	15	1	5
UCEC_TCGA-BS-A0TI	3	1	17	4	0	12	16	58	1	0
UCEC_TCGA-BS-A0TJ	0	284	26	387	62	42	11	9	9	13
UCEC_TCGA-BS-A0U5	2	26	14	0	1	0	10	11	3	4
UCEC_TCGA-BS-A0U7	1	70	9	95	4	0	27	36	2	9
UCEC_TCGA-BS-A0U8	1	157	31	203	60	0	43	2	0	5
UCEC_TCGA-BS-A0U9	0	10	5	2	0	0	1	19	0	0
UCEC_TCGA-BS-A0UA	1	153	25	121	33	0	19	30	0	12
UCEC_TCGA-BS-A0UF	8534	92	1469	0	263	872	90	0	492	17
UCEC_TCGA-BS-A0UJ	231	34	0	385	0	0	1016	432	226	0
UCEC_TCGA-BS-A0UL	6	240	9	177	22	0	20	12	0	0
UCEC_TCGA-BS-A0UT	1	13	3	0	0	2	6	12	0	5
UCEC_TCGA-BS-A0UV	7896	366	3720	0	355	127	0	0	750	11
UCEC_TCGA-BS-A0V4	5	119	33	167	45	0	13	38	0	2
UCEC_TCGA-BS-A0V6	2	18	6	0	12	0	2	27	0	7
UCEC_TCGA-BS-A0V7	1	18	9	2	10	3	2	20	0	3
UCEC_TCGA-BS-A0V8	3	19	1	11	7	0	5	38	3	16
UCEC_TCGA-BS-A0VI	7	108	35	107	50	12	44	32	0	0
UCEC_TCGA-BS-A0WQ	0	11	20	0	12	1	0	16	0	1
UCEC_TCGA-D1-A0ZN	1	8	18	0	0	0	3	18	5	2
UCEC_TCGA-D1-A0ZO	6	215	59	301	62	0	24	24	5	7
UCEC_TCGA-D1-A0ZP	5	12	0	2	1	0	0	21	0	4
UCEC_TCGA-D1-A0ZQ	6	31	12	0	12	0	0	37	0	4
UCEC_TCGA-D1-A0ZR	6	11	15	0	10	0	1	19	0	6
UCEC_TCGA-D1-A0ZS	3	166	22	190	38	0	26	22	4	2
UCEC_TCGA-D1-A0ZU	0	20	11	0	0	0	0	8	0	3
UCEC_TCGA-D1-A0ZV	4	17	12	2	0	3	4	6	0	3
UCEC_TCGA-D1-A0ZZ	1	15	1	0	8	1	0	36	1	18
UCEC_TCGA-D1-A101	17	164	42	262	69	0	6	18	1	12
UCEC_TCGA-D1-A102	0	24	11	0	0	5	2	19	0	1
UCEC_TCGA-D1-A103	2544	1351	2018	63	2107	1849	408	114	35	0
UCEC_TCGA-D1-A15V	3	12	6	0	5	4	3	21	0	2
UCEC_TCGA-D1-A15W	4	28	14	0	5	0	6	26	0	3
UCEC_TCGA-D1-A15X	12	596	284	374	226	13	828	0	0	0
UCEC_TCGA-D1-A15Z	3	34	5	0	9	5	0	22	0	11
UCEC_TCGA-D1-A160	15	86	30	299	57	0	92	21	0	6
UCEC_TCGA-D1-A161	0	45	2	13	10	2	4	30	0	5
UCEC_TCGA-D1-A163	4	206	0	322	32	0	62	15	0	12
UCEC_TCGA-D1-A165	0	33	0	2	10	0	0	29	0	7
UCEC_TCGA-D1-A167	14	1416	141	644	104	1	0	0	0	1
UCEC_TCGA-D1-A168	3	30	0	0	9	4	2	14	0	4
UCEC_TCGA-D1-A169	1	19	10	0	6	1	5	22	1	9
UCEC_TCGA-D1-A16B	5	12	5	0	10	1	3	19	0	5
UCEC_TCGA-D1-A16D	0	21	7	5	1	1	5	8	0	0
UCEC_TCGA-D1-A16E	2	24	13	0	11	0	5	16	2	3
UCEC_TCGA-D1-A16F	5	191	19	217	53	0	61	56	0	0
UCEC_TCGA-D1-A16G	0	12	16	2	3	0	2	7	2	8
UCEC_TCGA-D1-A16I	0	9	14	3	0	0	2	14	0	11
UCEC_TCGA-D1-A16J	18	24	66	0	3	0	4	0	9	192
UCEC_TCGA-D1-A16N	0	36	0	1	18	19	50	36	2	7
UCEC_TCGA-D1-A16O	0	9	6	8	7	0	3	7	0	1
UCEC_TCGA-D1-A16Q	0	11	0	3	6	0	1	11	0	9
UCEC_TCGA-D1-A16R	2	18	0	8	0	1	2	26	0	3
UCEC_TCGA-D1-A16S	0	8	8	3	2	0	2	32	0	17
UCEC_TCGA-D1-A16V	0	15	21	0	0	2	4	11	0	0
UCEC_TCGA-D1-A16X	2216	108	1069	0	100	0	0	0	324	0
UCEC_TCGA-D1-A16Y	606	19	537	0	101	0	0	0	253	0
UCEC_TCGA-D1-A174	7	410	90	319	65	23	28	0	0	0
UCEC_TCGA-D1-A176	10	167	30	215	30	0	31	35	0	8
UCEC_TCGA-D1-A177	14	243	0	334	179	11	55	30	2	15
UCEC_TCGA-D1-A17A	3	80	1	95	51	12	36	6	3	8
UCEC_TCGA-D1-A17B	2	162	12	81	25	15	8	34	6	9
UCEC_TCGA-D1-A17C	4	19	0	0	17	1	0	21	0	3
UCEC_TCGA-D1-A17D	2	157	30	255	57	46	1	23	0	20
UCEC_TCGA-D1-A17F	0	30	109	115	15	0	13	21	0	25
UCEC_TCGA-D1-A17H	7	197	98	342	65	0	65	8	0	7
UCEC_TCGA-D1-A17K	5	4	13	7	7	0	4	34	0	9
UCEC_TCGA-D1-A17L	3	21	18	0	9	0	0	24	0	7
UCEC_TCGA-D1-A17M	0	210	0	134	74	27	19	53	0	10
UCEC_TCGA-D1-A17N	4	8	10	3	1	3	0	5	0	2
UCEC_TCGA-D1-A17Q	5540	169	1905	0	158	188	100	0	489	0
UCEC_TCGA-D1-A17R	4	97	41	106	35	0	31	1	0	9
UCEC_TCGA-D1-A17S	2	24	5	7	2	2	0	13	0	2
UCEC_TCGA-D1-A17T	1	42	17	1	4	0	1	20	3	5
UCEC_TCGA-D1-A17U	3	150	44	206	25	0	24	16	11	5
UCEC_TCGA-D1-A1NS	9	107	13	162	48	0	22	42	0	4
UCEC_TCGA-D1-A1NU	0	13	0	10	1	4	10	48	0	22
UCEC_TCGA-D1-A1NX	3	17	0	4	2	0	2	22	0	1
UCEC_TCGA-D1-A1NY	5	191	12	289	133	8	58	40	1	11
UCEC_TCGA-D1-A1NZ	20	263	0	406	100	18	123	78	0	27
UCEC_TCGA-D1-A1O0	0	17	8	3	13	1	5	31	0	11
UCEC_TCGA-D1-A1O5	6	43	9	0	7	0	0	15	0	7
UCEC_TCGA-D1-A1O7	9	177	80	106	75	10	8	24	6	0
UCEC_TCGA-D1-A1O8	1	28	13	0	10	1	0	42	0	2
UCEC_TCGA-D1-A2G0	20	235	153	516	150	0	22	17	4	0
UCEC_TCGA-D1-A2G5	5	81	29	71	20	3	36	57	0	2
UCEC_TCGA-D1-A2G6	1	39	39	6	19	0	1	11	12	3
UCEC_TCGA-D1-A2G7	4	10	11	0	0	0	1	37	0	14
UCEC_TCGA-D1-A3DA	2	33	0	0	12	5	15	36	0	4
UCEC_TCGA-D1-A3DG	3	13	23	0	7	4	8	90	0	27
UCEC_TCGA-D1-A3DH	15	19	0	5	0	0	10	13	7	82
UCEC_TCGA-D1-A3JP	3	9	6	2	0	2	5	7	2	36
UCEC_TCGA-D1-A3JQ	6	6	4	5	6	0	1	13	0	8
UCEC_TCGA-DF-A2KN	0	360	110	3565	0	2366	175	27	217	0
UCEC_TCGA-DF-A2KR	0	9	8	19	5	5	16	65	0	14
UCEC_TCGA-DF-A2KS	0	36	0	7	9	8	13	85	8	10
UCEC_TCGA-DF-A2KU	2415	1288	5730	2347	2949	3143	4	0	78	22
UCEC_TCGA-DF-A2KV	1627	3	399	0	128	0	34	0	170	0
UCEC_TCGA-DF-A2KZ	3	230	66	295	111	23	55	49	0	0
UCEC_TCGA-DF-A2L0	0	15	0	3	3	1	4	32	1	9
UCEC_TCGA-DI-A0WH	13	138	75	263	64	5	169	51	0	0
UCEC_TCGA-DI-A1BU	0	0	1282	1720	917	0	9025	0	0	178
UCEC_TCGA-DI-A1BY	0	31	13	0	11	6	5	18	0	0
UCEC_TCGA-DI-A1C3	6	11	11	0	8	0	3	7	3	5
UCEC_TCGA-DI-A1NN	3	18	9	7	4	0	2	12	2	13
UCEC_TCGA-DI-A1NO	13	8	0	19	4	33	4	222	4	44
UCEC_TCGA-DI-A2QT	6	4	7	1	1	4	1	6	0	5
UCEC_TCGA-DI-A2QU	1	25	15	5	4	2	6	21	2	9
UCEC_TCGA-DI-A2QY	5	17	6	17	3	6	3	79	0	15
UCEC_TCGA-E6-A1LX	12457	327	4678	0	1681	520	583	0	1678	0
UCEC_TCGA-E6-A1LZ	15	16	0	2	1	1	7	73	0	226
UCEC_TCGA-E6-A1M0	2503	21	373	0	163	0	0	0	80	0
UCEC_TCGA-E6-A2P8	11	195	50	301	76	0	96	33	11	11
UCEC_TCGA-E6-A2P9	26	333	62	499	133	0	71	119	0	12
UCEC_TCGA-E6-A8L9	0	12	1	14	1	0	7	36	0	2
UCEC_TCGA-EC-A1NJ	2	51	0	54	20	0	190	68	30	0
UCEC_TCGA-EC-A1QX	14	165	39	372	137	58	87	43	6	1
UCEC_TCGA-EC-A24G	0	977	49	517	67	24	127	2	0	0
UCEC_TCGA-EO-A1Y5	7	17	11	13	0	0	7	39	0	11
UCEC_TCGA-EO-A1Y7	3	28	6	3	0	4	4	25	0	2
UCEC_TCGA-EO-A1Y8	6	11	21	1	0	0	1	11	1	20
UCEC_TCGA-EO-A22R	5883	2381	3009	0	3776	3765	1328	0	2489	0
UCEC_TCGA-EO-A22S	8	294	54	334	38	0	74	58	0	5
UCEC_TCGA-EO-A22T	14	326	74	732	127	69	43	40	0	10
UCEC_TCGA-EO-A22U	4561	4903	8326	0	3238	1055	1546	850	393	186
UCEC_TCGA-EO-A22X	11960	119	2434	0	374	356	381	0	1075	9
UCEC_TCGA-EO-A22Y	4	33	10	0	2	0	4	19	0	0
UCEC_TCGA-EO-A2CG	2	9	21	0	7	0	0	7	3	0
UCEC_TCGA-EO-A2CH	1	12	14	0	3	0	2	17	6	9
UCEC_TCGA-EO-A3AS	0	0	20	18	17	16	13	119	0	33
UCEC_TCGA-EO-A3AU	6	275	94	424	113	3	0	0	0	0
UCEC_TCGA-EO-A3AV	5527	44	705	0	193	229	137	0	456	0
UCEC_TCGA-EO-A3AY	5121	82	33	44	0	519	241	110	141	0
UCEC_TCGA-EO-A3AZ	19	833	108	344	38	0	52	0	14	5
UCEC_TCGA-EO-A3B0	14265	0	816	0	759	1390	971	0	1005	144
UCEC_TCGA-EO-A3B1	2	7	13	0	3	1	7	19	0	8
UCEC_TCGA-EO-A3KU	0	27	0	0	0	7	13	31	0	7
UCEC_TCGA-EO-A3KW	3	5	0	0	16	1	0	31	0	7
UCEC_TCGA-EO-A3KX	0	468	0	2237	34	1487	267	55	197	8
UCEC_TCGA-EO-A3L0	7	42	26	0	0	0	4	32	0	1
UCEC_TCGA-EY-A1G7	2	46	17	5	0	6	15	25	0	6
UCEC_TCGA-EY-A1G8	3151	59	851	0	90	14	22	0	251	6
UCEC_TCGA-EY-A1GC	0	20	12	14	0	0	0	16	0	2
UCEC_TCGA-EY-A1GD	951	54	300	0	133	0	142	0	306	0
UCEC_TCGA-EY-A1GE	1	22	9	0	0	0	4	15	2	5
UCEC_TCGA-EY-A1GF	14	117	35	197	25	9	37	55	0	2
UCEC_TCGA-EY-A1GH	0	46	5	9	0	3	3	16	0	3
UCEC_TCGA-EY-A1GI	5781	8	1341	0	221	53	0	0	399	0
UCEC_TCGA-EY-A1GJ	1	12	8	8	0	0	5	25	0	5
UCEC_TCGA-EY-A1GK	17	233	34	556	53	18	145	18	25	4
UCEC_TCGA-EY-A1GL	8	15	16	0	13	0	0	11	0	7
UCEC_TCGA-EY-A1GM	0	20	0	0	7	0	6	20	0	2
UCEC_TCGA-EY-A1GO	0	69	75	227	29	0	9	19	0	13
UCEC_TCGA-EY-A1GP	1	10	14	1	0	0	2	18	0	2
UCEC_TCGA-EY-A1GQ	6	167	38	232	42	0	146	20	6	0
UCEC_TCGA-EY-A1GR	1	18	11	4	0	0	2	20	13	8
UCEC_TCGA-EY-A1GS	2	19	0	8	0	0	3	41	0	421
UCEC_TCGA-EY-A1GT	0	55	13	5	3	4	2	17	0	7
UCEC_TCGA-EY-A1GU	0	254	278	999	136	157	0	171	0	0
UCEC_TCGA-EY-A1GV	0	6	10	4	0	0	3	14	0	9
UCEC_TCGA-EY-A1GW	3	11	4	2	8	3	1	30	0	7
UCEC_TCGA-EY-A1GX	0	39	29	0	2	7	9	34	0	2
UCEC_TCGA-EY-A1H0	3	144	0	145	29	0	34	74	5	9
UCEC_TCGA-EY-A210	3	10	12	0	3	0	4	19	0	4
UCEC_TCGA-EY-A212	2	14	4	5	3	0	4	36	1	13
UCEC_TCGA-EY-A214	0	6	6	6	5	0	10	41	4	6
UCEC_TCGA-EY-A215	164	1427	961	1684	1001	2065	378	39	20	7
UCEC_TCGA-EY-A2OM	20	277	6	311	63	0	56	86	0	3
UCEC_TCGA-EY-A2ON	5	22	2	0	9	4	7	40	0	16
UCEC_TCGA-EY-A2OO	6	31	29	5	3	1	0	7	1	0
UCEC_TCGA-EY-A2OP	6	212	32	275	22	5	54	9	12	2
UCEC_TCGA-EY-A2OQ	0	22	19	0	0	4	1	19	0	4
UCEC_TCGA-EY-A3L3	2	18	1	12	0	0	3	23	2	22
UCEC_TCGA-EY-A3QX	10	14	13	3	0	3	1	32	0	5
