Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
BRCA_TCGA-BH-A18T	1	5	2	13	2	5	5	50	0	19
BRCA_TCGA-BH-A18U	0	18	18	18	0	2	4	35	0	83
BRCA_TCGA-BH-A18V	13	0	0	13	0	3	4	113	0	104
BRCA_TCGA-BH-A1EO	0	19	5	0	2	0	0	17	0	7
BRCA_TCGA-BH-A1ET	4	7	1	4	1	0	6	9	0	1
BRCA_TCGA-BH-A1EU	0	5	5	0	0	0	8	14	0	2
BRCA_TCGA-BH-A1EV	5	12	25	0	2	0	7	8	2	68
BRCA_TCGA-BH-A1EW	0	0	12	0	2	0	2	2	0	3
BRCA_TCGA-BH-A1EX	1	5	10	0	2	0	4	10	3	0
BRCA_TCGA-BH-A1EY	1	7	9	3	0	0	7	11	2	15
BRCA_TCGA-BH-A1F0	3	4	12	0	2	3	3	48	0	20
BRCA_TCGA-BH-A1F2	3	16	10	2	2	2	4	16	0	16
BRCA_TCGA-BH-A1F5	1	6	18	0	0	3	0	13	0	3
BRCA_TCGA-BH-A1F6	0	10	2	4	5	0	3	20	1	8
BRCA_TCGA-BH-A1F8	5	7	31	0	0	3	4	11	0	131
BRCA_TCGA-BH-A1FC	4	16	3	2	8	4	9	40	5	39
BRCA_TCGA-BH-A1FE	2	0	7	0	3	0	0	9	0	5
BRCA_TCGA-BH-A1FG	0	5	4	7	1	1	0	2	0	1
BRCA_TCGA-BH-A1FH	0	8	8	0	0	1	1	10	0	5
BRCA_TCGA-BH-A1FJ	0	10	15	0	0	1	0	17	0	2
BRCA_TCGA-BH-A1FL	0	2	9	0	4	0	1	7	1	2
BRCA_TCGA-BH-A1FM	1	11	11	0	4	1	1	11	2	20
BRCA_TCGA-BH-A1FN	1	4	0	5	1	2	2	52	0	79
BRCA_TCGA-BH-A1FR	0	3	0	2	2	0	0	8	0	2
BRCA_TCGA-BH-A1FU	6	5	11	8	7	0	13	39	8	21
BRCA_TCGA-BH-A201	4	2	4	7	0	2	4	0	1	3
BRCA_TCGA-BH-A202	4	6	0	2	0	0	3	10	0	3
BRCA_TCGA-BH-A203	3	25	17	14	0	2	0	10	3	25
BRCA_TCGA-BH-A204	3	5	11	0	5	3	2	17	0	6
BRCA_TCGA-BH-A208	0	8	14	0	0	0	3	19	0	38
BRCA_TCGA-BH-A209	2	2	9	2	0	0	0	4	1	99
BRCA_TCGA-BH-A28Q	0	7	2	3	4	0	0	6	1	3
BRCA_TCGA-BH-A2L8	2	5	28	0	1	4	0	0	0	588
BRCA_TCGA-BH-A42U	0	1	12	0	0	1	0	2	1	15
BRCA_TCGA-BH-A42V	0	3	11	0	0	0	2	0	1	38
BRCA_TCGA-BH-A5IZ	0	12	5	0	0	8	9	47	0	15
BRCA_TCGA-BH-A5J0	4	4	24	0	8	1	2	2	4	53
BRCA_TCGA-BH-A6R8	0	9	9	0	2	0	3	8	0	6
BRCA_TCGA-BH-A6R9	2	3	8	0	1	0	0	11	0	0
BRCA_TCGA-BH-A8FY	0	0	7	1	8	1	0	30	0	9
BRCA_TCGA-BH-A8FZ	3	6	0	0	10	3	11	40	3	15
BRCA_TCGA-BH-A8G0	0	5	5	1	0	0	4	0	2	0
BRCA_TCGA-BH-AB28	0	7	2	6	9	3	0	6	4	6
BRCA_TCGA-C8-A12K	0	6	0	8	4	2	8	78	0	67
BRCA_TCGA-C8-A12L	0	2	15	7	8	1	0	50	0	6
BRCA_TCGA-C8-A12M	3	13	24	7	6	0	3	21	4	1
BRCA_TCGA-C8-A12N	1	8	0	4	0	0	3	7	0	4
BRCA_TCGA-C8-A12O	1	17	13	0	0	2	1	12	0	3
BRCA_TCGA-C8-A12P	7	16	21	4	2	0	7	24	7	114
BRCA_TCGA-C8-A12Q	8	1	28	0	5	2	6	4	5	80
BRCA_TCGA-C8-A12T	8	13	0	6	0	4	2	8	0	173
BRCA_TCGA-C8-A12U	0	15	7	5	0	0	2	23	0	9
BRCA_TCGA-C8-A12V	0	2	5	11	0	6	1	19	3	5
BRCA_TCGA-C8-A12W	2	30	19	0	0	0	9	14	0	3
BRCA_TCGA-C8-A12X	0	16	15	7	3	0	2	16	4	2
BRCA_TCGA-C8-A12Y	0	13	0	8	9	3	4	6	0	3
BRCA_TCGA-C8-A12Z	1	10	13	3	1	0	4	7	0	22
BRCA_TCGA-C8-A130	1	20	7	2	0	0	4	8	5	7
BRCA_TCGA-C8-A131	3	0	24	0	13	0	1	22	4	7
BRCA_TCGA-C8-A132	1	9	0	6	0	0	4	30	0	34
BRCA_TCGA-C8-A133	1	0	6	4	0	4	0	11	2	5
BRCA_TCGA-C8-A134	11	4	4	11	1	10	3	65	0	8
BRCA_TCGA-C8-A135	3	22	0	3	7	2	8	22	0	10
BRCA_TCGA-C8-A137	2	7	15	0	0	0	1	6	5	26
BRCA_TCGA-C8-A138	4	9	9	0	0	5	5	20	0	0
BRCA_TCGA-C8-A1HE	0	3	11	0	2	0	2	8	0	28
BRCA_TCGA-C8-A1HF	2	3	6	2	3	2	1	6	0	14
BRCA_TCGA-C8-A1HG	0	16	13	0	5	1	7	19	0	8
BRCA_TCGA-C8-A1HI	0	15	8	2	0	3	7	20	0	17
BRCA_TCGA-C8-A1HJ	2	8	0	14	2	4	10	68	1	15
BRCA_TCGA-C8-A1HK	6	7	2	7	3	0	4	15	0	29
BRCA_TCGA-C8-A1HL	1	1	9	2	8	3	0	13	0	0
BRCA_TCGA-C8-A1HM	15	19	0	13	4	0	0	49	0	348
BRCA_TCGA-C8-A1HN	1	16	8	4	0	1	4	30	0	6
BRCA_TCGA-C8-A1HO	3	5	7	3	0	2	3	14	0	12
BRCA_TCGA-C8-A26V	3	9	0	2	4	0	2	18	5	53
BRCA_TCGA-C8-A26W	1	1	22	0	3	0	6	3	3	30
BRCA_TCGA-C8-A26X	2	12	17	4	3	2	2	27	0	6
BRCA_TCGA-C8-A26Y	39	13	0	15	1	0	19	105	25	699
BRCA_TCGA-C8-A26Z	2	11	8	0	5	0	0	21	0	2
BRCA_TCGA-C8-A273	2	5	3	2	0	0	0	11	0	1
BRCA_TCGA-C8-A274	6	11	0	10	10	4	7	17	1	215
BRCA_TCGA-C8-A275	0	5	19	3	3	0	1	8	5	98
BRCA_TCGA-C8-A278	3	9	9	0	0	0	4	14	0	14
BRCA_TCGA-C8-A27A	7	5	6	0	1	0	1	11	0	9
BRCA_TCGA-C8-A27B	3	1	0	2	8	2	5	61	1	79
BRCA_TCGA-C8-A3M7	7	7	54	0	8	5	0	0	4	136
BRCA_TCGA-C8-A3M8	0	8	5	1	6	0	7	22	0	13
BRCA_TCGA-C8-A8HP	12	4	29	0	10	0	0	0	7	211
BRCA_TCGA-C8-A8HQ	6	18	42	0	0	5	0	0	15	286
BRCA_TCGA-C8-A8HR	0	10	5	0	2	0	7	24	7	5
BRCA_TCGA-C8-A9FZ	0	8	0	0	5	0	2	9	0	5
BRCA_TCGA-D8-A13Y	0	5	19	1	2	2	10	19	2	22
BRCA_TCGA-D8-A13Z	2	18	1	10	0	0	0	50	5	17
BRCA_TCGA-D8-A140	0	6	35	0	18	5	9	34	0	27
BRCA_TCGA-D8-A141	0	4	5	0	0	0	0	12	0	0
BRCA_TCGA-D8-A142	0	33	17	0	0	8	11	76	5	16
BRCA_TCGA-D8-A143	0	12	0	6	2	0	0	36	0	5
BRCA_TCGA-D8-A145	0	11	0	5	4	0	5	18	0	4
BRCA_TCGA-D8-A146	0	5	18	0	5	0	5	2	2	4
BRCA_TCGA-D8-A147	1	4	4	16	0	8	2	86	12	67
BRCA_TCGA-D8-A1J8	38	45	97	130	63	0	31	0	4	553
BRCA_TCGA-D8-A1J9	22	2	19	0	3	0	0	2	15	215
BRCA_TCGA-D8-A1JB	0	3	9	3	1	2	4	31	2	8
BRCA_TCGA-D8-A1JC	3	8	24	0	0	4	3	10	1	69
BRCA_TCGA-D8-A1JD	7	2	9	23	5	0	0	50	0	26
BRCA_TCGA-D8-A1JE	1	9	0	5	0	2	4	16	0	3
BRCA_TCGA-D8-A1JF	1	7	4	9	6	0	2	14	0	6
BRCA_TCGA-D8-A1JG	59	17	30	0	7	5	5	30	1	15
BRCA_TCGA-D8-A1JH	0	3	0	0	2	3	3	10	1	2
BRCA_TCGA-D8-A1JI	0	0	18	5	2	0	4	13	0	0
BRCA_TCGA-D8-A1JJ	2	6	16	4	6	0	3	9	6	46
BRCA_TCGA-D8-A1JK	3	0	37	5	12	25	27	108	2	30
BRCA_TCGA-D8-A1JL	4	3	11	8	3	3	14	68	0	13
BRCA_TCGA-D8-A1JM	1	8	12	0	0	0	1	28	0	3
BRCA_TCGA-D8-A1JN	14	3	48	0	4	0	0	0	7	132
BRCA_TCGA-D8-A1JP	3	0	5	6	4	0	16	81	4	16
BRCA_TCGA-D8-A1JS	2	4	6	0	2	0	4	8	0	3
BRCA_TCGA-D8-A1JT	0	7	9	0	2	3	1	19	0	0
BRCA_TCGA-D8-A1JU	0	5	2	0	0	0	5	7	0	1
BRCA_TCGA-D8-A1X5	7	13	0	0	1	7	8	22	0	8
BRCA_TCGA-D8-A1X6	3	14	2	5	3	0	1	11	0	3
BRCA_TCGA-D8-A1X7	0	2	12	0	2	0	1	12	0	3
BRCA_TCGA-D8-A1X9	5	3	0	20	0	5	3	57	0	9
BRCA_TCGA-D8-A1XA	1	5	7	0	0	0	6	7	1	1
BRCA_TCGA-D8-A1XB	1	8	6	1	7	1	2	14	1	9
BRCA_TCGA-D8-A1XC	1	5	11	3	5	0	3	5	0	1
BRCA_TCGA-D8-A1XF	0	11	13	0	6	5	0	9	3	4
BRCA_TCGA-D8-A1XG	0	0	3	7	3	3	2	7	1	1
BRCA_TCGA-D8-A1XK	0	117	0	92	24	26	779	208	54	0
BRCA_TCGA-D8-A1XL	6	7	1	5	3	7	10	56	3	12
BRCA_TCGA-D8-A1XM	4	7	27	0	0	0	0	3	1	22
BRCA_TCGA-D8-A1XO	0	4	0	4	0	0	0	11	0	10
BRCA_TCGA-D8-A1XQ	16	183	2	256	24	0	273	201	28	48
BRCA_TCGA-D8-A1XR	0	4	2	8	6	3	3	2	1	3
BRCA_TCGA-D8-A1XS	1	2	6	0	4	0	0	6	2	5
BRCA_TCGA-D8-A1XT	0	7	8	0	3	3	2	15	1	6
BRCA_TCGA-D8-A1XU	0	3	6	2	0	0	2	9	0	13
BRCA_TCGA-D8-A1XV	0	10	3	0	0	1	3	15	0	4
BRCA_TCGA-D8-A1XW	0	9	3	4	3	0	10	68	7	18
BRCA_TCGA-D8-A1XY	0	18	9	2	4	5	0	12	0	9
BRCA_TCGA-D8-A1XZ	2	27	15	9	6	0	0	26	0	11
BRCA_TCGA-D8-A1Y0	4	6	2	8	0	4	6	35	0	16
BRCA_TCGA-D8-A1Y1	0	130	8	30	0	6	23	10	0	26
BRCA_TCGA-D8-A1Y2	0	6	2	0	0	1	2	0	0	11
BRCA_TCGA-D8-A1Y3	0	25	11	3	0	0	4	22	0	2
BRCA_TCGA-D8-A27E	0	0	4	2	0	0	0	3	1	1
BRCA_TCGA-D8-A27F	5	3	0	7	0	0	4	39	0	12
BRCA_TCGA-D8-A27G	34	0	61	0	11	0	0	0	7	1063
BRCA_TCGA-D8-A27H	0	8	0	3	0	3	11	72	0	63
BRCA_TCGA-D8-A27I	1	8	0	3	0	0	3	12	0	9
BRCA_TCGA-D8-A27K	0	5	4	2	0	0	1	8	0	1
BRCA_TCGA-D8-A27L	0	1	19	0	5	0	0	5	0	23
BRCA_TCGA-D8-A27M	9	4	2	0	7	2	3	47	0	16
BRCA_TCGA-D8-A27N	2	15	11	3	4	2	0	19	0	4
BRCA_TCGA-D8-A27P	0	1	5	1	9	0	2	10	0	2
BRCA_TCGA-D8-A27R	1	0	10	0	5	0	0	14	0	5
BRCA_TCGA-D8-A27T	0	10	1	2	4	2	0	7	0	5
BRCA_TCGA-D8-A27V	12	3	31	0	3	0	3	14	3	166
BRCA_TCGA-D8-A27W	0	21	6	3	4	0	3	13	0	5
BRCA_TCGA-D8-A3Z6	1	8	1	9	1	0	2	7	0	8
BRCA_TCGA-D8-A4Z1	3	0	10	0	3	0	0	0	1	29
BRCA_TCGA-D8-A73U	4	1	39	0	7	1	6	0	0	149
BRCA_TCGA-D8-A73W	0	12	3	7	10	0	0	13	2	5
BRCA_TCGA-D8-A73X	0	13	7	0	0	2	10	13	0	7
BRCA_TCGA-E2-A105	0	13	11	5	1	3	8	16	0	10
BRCA_TCGA-E2-A107	2	7	11	0	0	0	5	4	0	7
BRCA_TCGA-E2-A108	2	6	0	5	0	6	10	22	0	135
BRCA_TCGA-E2-A109	2	9	15	6	6	7	1	36	0	2
BRCA_TCGA-E2-A10A	0	0	5	1	6	0	0	8	0	8
BRCA_TCGA-E2-A10B	0	6	7	7	1	3	4	9	4	32
BRCA_TCGA-E2-A10C	17	0	49	0	2	0	0	0	7	444
BRCA_TCGA-E2-A10F	0	9	2	0	2	0	3	8	0	6
BRCA_TCGA-E2-A14N	0	4	8	3	4	0	1	56	9	24
BRCA_TCGA-E2-A14O	3	9	16	0	0	0	0	6	2	0
BRCA_TCGA-E2-A14P	5	14	27	0	8	0	8	20	0	30
BRCA_TCGA-E2-A14Q	0	10	5	0	0	3	3	13	0	6
BRCA_TCGA-E2-A14R	7	8	6	16	1	0	10	76	0	19
BRCA_TCGA-E2-A14T	0	7	0	0	6	0	0	13	9	8
BRCA_TCGA-E2-A14V	0	20	16	0	0	5	7	23	9	61
BRCA_TCGA-E2-A14W	1	0	14	6	5	2	2	55	3	14
BRCA_TCGA-E2-A14X	1	12	5	0	6	0	0	3	2	8
BRCA_TCGA-E2-A14Y	0	7	0	3	0	0	3	7	0	30
BRCA_TCGA-E2-A14Z	4	5	20	0	0	2	2	27	4	31
BRCA_TCGA-E2-A150	14	11	0	8	10	0	3	30	7	8
BRCA_TCGA-E2-A152	9	0	38	1	2	0	0	1	8	112
BRCA_TCGA-E2-A153	0	10	3	0	1	0	3	2	0	7
BRCA_TCGA-E2-A154	6	13	6	4	2	0	0	25	0	2
BRCA_TCGA-E2-A155	3	11	10	11	3	0	1	26	0	16
BRCA_TCGA-E2-A156	0	3	5	2	0	0	2	8	0	5
BRCA_TCGA-E2-A158	2	8	3	13	0	3	2	58	3	5
BRCA_TCGA-E2-A159	0	12	0	4	2	0	3	31	1	148
BRCA_TCGA-E2-A15A	2	7	2	0	5	4	2	34	0	6
BRCA_TCGA-E2-A15C	0	13	10	5	3	1	3	13	0	2
BRCA_TCGA-E2-A15D	4	10	1	4	3	0	5	5	1	1
BRCA_TCGA-E2-A15E	1	10	0	3	0	0	8	12	0	6
BRCA_TCGA-E2-A15F	0	8	5	2	0	0	2	9	0	2
BRCA_TCGA-E2-A15G	0	10	18	1	0	0	7	30	0	7
BRCA_TCGA-E2-A15H	0	8	7	4	4	0	1	8	0	1
BRCA_TCGA-E2-A15I	1	12	5	0	0	1	1	18	0	5
BRCA_TCGA-E2-A15J	0	2	2	0	6	0	0	11	0	1
BRCA_TCGA-E2-A15K	0	8	11	0	5	6	1	19	0	3
BRCA_TCGA-E2-A15L	0	13	1	0	0	1	4	11	0	4
BRCA_TCGA-E2-A15M	1	15	9	0	8	5	5	30	0	35
BRCA_TCGA-E2-A15O	0	8	3	1	0	0	1	18	1	2
BRCA_TCGA-E2-A15P	0	5	6	0	3	0	4	9	0	1
BRCA_TCGA-E2-A15R	0	12	20	0	0	0	2	9	0	4
BRCA_TCGA-E2-A15S	0	6	2	4	0	5	9	26	3	13
BRCA_TCGA-E2-A15T	0	10	6	0	0	0	5	16	0	3
BRCA_TCGA-E2-A1AZ	6	1	10	3	6	0	0	22	4	27
BRCA_TCGA-E2-A1B0	1	9	16	0	1	0	13	8	4	8
BRCA_TCGA-E2-A1B1	0	7	16	0	0	1	1	4	0	37
BRCA_TCGA-E2-A1B4	1	0	9	0	8	1	1	14	1	7
BRCA_TCGA-E2-A1B5	1	6	7	0	3	0	3	0	4	22
BRCA_TCGA-E2-A1B6	0	8	0	2	5	2	1	34	0	4
BRCA_TCGA-E2-A1BC	0	4	0	1	8	0	0	25	0	3
BRCA_TCGA-E2-A1BD	1	13	12	1	0	2	0	14	0	0
BRCA_TCGA-E2-A1IE	0	5	6	2	0	3	2	12	0	0
BRCA_TCGA-E2-A1IF	0	3	2	0	2	0	4	13	0	0
BRCA_TCGA-E2-A1IG	1	6	24	0	1	1	3	13	0	8
BRCA_TCGA-E2-A1IH	2	7	3	0	4	0	10	23	0	36
BRCA_TCGA-E2-A1II	2	8	0	0	3	0	0	20	0	1
BRCA_TCGA-E2-A1IJ	0	6	1	0	0	1	1	8	1	0
BRCA_TCGA-E2-A1IK	2	2	5	0	1	0	2	1	3	1
BRCA_TCGA-E2-A1IL	3	2	7	0	6	0	0	11	2	0
BRCA_TCGA-E2-A1IN	0	13	0	16	2	0	2	22	1	192
BRCA_TCGA-E2-A1IO	1	5	3	0	0	0	2	3	1	1
BRCA_TCGA-E2-A1IU	2	1	11	0	1	0	0	6	4	6
BRCA_TCGA-E2-A1L6	1	0	16	1	2	0	1	3	3	1
BRCA_TCGA-E2-A1L7	2	5	6	0	0	6	8	47	2	5
BRCA_TCGA-E2-A1L8	0	6	1	0	0	4	7	12	0	8
BRCA_TCGA-E2-A1L9	0	5	5	4	2	1	2	5	1	3
BRCA_TCGA-E2-A1LA	1	8	0	19	0	0	7	56	5	11
BRCA_TCGA-E2-A1LB	4	3	9	0	0	4	4	4	0	27
BRCA_TCGA-E2-A1LG	3	7	17	2	0	2	0	3	7	178
BRCA_TCGA-E2-A1LH	10	12	0	0	0	13	20	109	1	66
BRCA_TCGA-E2-A1LI	0	2	0	2	1	3	0	15	1	13
BRCA_TCGA-E2-A1LK	2	25	6	0	9	0	0	2	6	4
BRCA_TCGA-E2-A1LL	0	7	0	1	5	2	5	31	4	6
BRCA_TCGA-E2-A2P6	2	0	50	0	16	0	0	0	4	114
BRCA_TCGA-E2-A56Z	3	8	13	0	7	0	11	16	1	1
BRCA_TCGA-E2-A570	0	6	8	0	0	0	3	12	0	1
BRCA_TCGA-E2-A572	0	9	0	0	0	0	6	11	0	3
BRCA_TCGA-E2-A573	5	5	5	0	11	3	7	28	1	7
BRCA_TCGA-E2-A574	5	9	37	0	12	1	0	20	5	67
BRCA_TCGA-E2-A576	0	18	20	6	1	1	0	23	0	1
BRCA_TCGA-E2-A9RU	10	24	20	0	10	0	4	17	1	21
BRCA_TCGA-E9-A1N3	3	1	0	4	3	3	0	14	0	3
BRCA_TCGA-E9-A1N4	1	6	7	0	1	0	0	6	1	12
BRCA_TCGA-E9-A1N5	0	1	0	9	3	0	4	6	0	16
BRCA_TCGA-E9-A1N8	7	1	1	0	1	0	9	4	3	10
BRCA_TCGA-E9-A1N9	0	13	4	5	0	6	3	25	0	10
BRCA_TCGA-E9-A1NA	4	5	16	2	4	5	1	56	0	24
BRCA_TCGA-E9-A1NE	6	0	0	0	9	3	2	34	0	8
BRCA_TCGA-E9-A1NF	0	2	24	0	1	0	2	10	0	22
BRCA_TCGA-E9-A1NG	0	4	4	3	0	0	0	9	0	1
BRCA_TCGA-E9-A1NH	1	7	5	1	0	0	8	13	0	2
BRCA_TCGA-E9-A1QZ	0	3	0	0	2	1	3	14	0	0
BRCA_TCGA-E9-A1R0	0	9	11	0	3	0	0	2	1	9
BRCA_TCGA-E9-A1R2	0	6	0	3	0	0	9	33	0	15
BRCA_TCGA-E9-A1R3	0	5	4	3	1	0	2	5	1	4
BRCA_TCGA-E9-A1R4	6	3	22	0	7	3	3	21	0	88
BRCA_TCGA-E9-A1R5	1	12	7	0	0	0	5	21	0	5
BRCA_TCGA-E9-A1R6	5	9	12	0	0	0	2	5	2	1
BRCA_TCGA-E9-A1R7	1	1	8	4	7	0	2	27	1	12
BRCA_TCGA-E9-A1RA	1	4	4	0	0	0	1	8	2	5
BRCA_TCGA-E9-A1RB	0	7	1	11	1	2	2	14	0	0
BRCA_TCGA-E9-A1RC	1	12	8	0	6	1	5	19	2	1
BRCA_TCGA-E9-A1RD	0	3	3	2	2	0	0	6	0	7
BRCA_TCGA-E9-A1RE	0	15	13	2	9	0	6	18	0	3
BRCA_TCGA-E9-A1RF	9	20	3	10	6	2	2	93	0	25
BRCA_TCGA-E9-A1RG	0	5	3	0	1	3	5	15	0	9
BRCA_TCGA-E9-A1RH	3	13	21	2	0	4	10	42	0	16
BRCA_TCGA-E9-A1RI	3	4	3	1	2	1	1	8	0	6
BRCA_TCGA-E9-A226	3	5	17	0	5	0	0	0	3	46
BRCA_TCGA-E9-A227	0	0	9	1	0	0	0	5	0	4
BRCA_TCGA-E9-A228	0	18	1	0	2	5	2	10	0	14
BRCA_TCGA-E9-A229	1	7	0	0	4	1	1	9	0	7
BRCA_TCGA-E9-A22A	0	5	1	1	0	1	1	17	0	10
BRCA_TCGA-E9-A22B	1	13	9	0	4	0	3	28	4	14
BRCA_TCGA-E9-A22D	4	13	8	0	4	0	0	2	3	6
BRCA_TCGA-E9-A22E	2	10	0	2	1	5	5	75	4	40
BRCA_TCGA-E9-A22G	4	5	0	14	0	2	19	58	5	10
BRCA_TCGA-E9-A22H	0	10	4	0	0	0	3	7	0	2
BRCA_TCGA-E9-A243	5	6	0	12	1	0	8	36	0	21
BRCA_TCGA-E9-A244	6	18	0	17	4	2	1	65	0	8
BRCA_TCGA-E9-A245	3	0	3	1	0	0	1	14	0	1
BRCA_TCGA-E9-A247	0	19	2	0	12	2	2	9	0	1
BRCA_TCGA-E9-A248	0	8	0	0	5	6	0	2	0	7
BRCA_TCGA-E9-A249	1	7	0	0	6	0	0	9	0	2
BRCA_TCGA-E9-A24A	4	4	5	0	0	0	0	9	0	0
BRCA_TCGA-E9-A295	9	27	0	0	0	14	2	51	0	6
BRCA_TCGA-E9-A2JS	1	26	15	0	2	6	3	32	2	2
BRCA_TCGA-E9-A2JT	2	0	0	1	0	0	0	0	0	25
BRCA_TCGA-E9-A3HO	0	0	8	9	1	0	4	41	0	9
BRCA_TCGA-E9-A3QA	0	2	0	6	0	0	0	30	0	24
BRCA_TCGA-E9-A3X8	0	4	6	0	2	0	0	17	1	7
BRCA_TCGA-E9-A54Y	2	10	11	0	2	0	3	10	0	20
BRCA_TCGA-E9-A5FK	1	6	7	5	1	0	1	15	0	3
BRCA_TCGA-E9-A5FL	6	6	0	14	9	0	5	66	1	26
BRCA_TCGA-E9-A5UO	0	8	4	6	1	1	1	16	0	1
BRCA_TCGA-E9-A6HE	0	4	10	0	4	0	1	2	1	0
BRCA_TCGA-EW-A1IW	0	14	9	8	0	0	1	25	0	70
BRCA_TCGA-EW-A1IX	1	0	0	9	0	0	0	3	0	29
BRCA_TCGA-EW-A1IY	1	0	17	0	0	1	2	0	3	14
BRCA_TCGA-EW-A1IZ	0	117	56	100	49	30	68	0	13	2
BRCA_TCGA-EW-A1J1	0	6	2	0	2	2	0	8	3	0
BRCA_TCGA-EW-A1J3	0	1	10	0	3	1	5	8	0	2
BRCA_TCGA-EW-A1J5	5	0	50	0	2	1	0	0	0	482
BRCA_TCGA-EW-A1J6	0	9	2	0	0	2	0	28	0	3
BRCA_TCGA-EW-A1OV	0	4	27	0	0	0	1	2	0	106
BRCA_TCGA-EW-A1OX	0	1	2	0	4	0	0	8	0	6
BRCA_TCGA-EW-A1OZ	0	18	13	1	2	3	4	16	7	12
BRCA_TCGA-EW-A1P0	0	2	3	5	0	1	2	14	1	0
BRCA_TCGA-EW-A1P1	0	1	0	0	0	0	0	2	0	0
BRCA_TCGA-EW-A1P3	0	4	9	0	0	0	1	12	0	2
BRCA_TCGA-EW-A1P4	3	10	3	5	0	0	14	32	0	10
BRCA_TCGA-EW-A1P5	2	7	0	0	6	0	0	4	0	1
BRCA_TCGA-EW-A1P6	0	6	4	0	0	0	3	12	0	1
BRCA_TCGA-EW-A1P7	0	0	2	6	1	0	1	9	0	0
BRCA_TCGA-EW-A1P8	0	0	11	0	9	2	0	15	0	2
BRCA_TCGA-EW-A1PA	3	1	13	0	4	3	1	8	2	6
BRCA_TCGA-EW-A1PB	7	5	0	9	0	0	3	66	0	92
BRCA_TCGA-EW-A1PD	2	0	5	5	5	7	5	42	0	22
BRCA_TCGA-EW-A1PE	0	2	4	0	7	0	2	13	3	7
BRCA_TCGA-EW-A1PG	1	1	4	0	1	0	2	0	2	0
BRCA_TCGA-EW-A1PH	2	14	11	1	0	0	5	19	2	8
BRCA_TCGA-EW-A2FR	1	8	8	1	0	0	1	20	0	15
BRCA_TCGA-EW-A2FS	0	9	7	6	0	6	6	9	0	2
BRCA_TCGA-EW-A2FV	2	1	11	0	2	0	1	13	1	1
BRCA_TCGA-EW-A2FW	0	11	0	0	1	1	2	7	0	4
BRCA_TCGA-EW-A423	0	11	19	3	10	0	3	20	0	22
BRCA_TCGA-EW-A6S9	2	8	3	2	1	2	1	7	0	5
BRCA_TCGA-EW-A6SA	5	7	31	6	14	4	2	35	0	19
BRCA_TCGA-EW-A6SB	0	13	16	7	1	2	9	20	7	6
BRCA_TCGA-EW-A6SC	0	1	5	6	5	0	4	10	0	8
BRCA_TCGA-EW-A6SD	2	9	0	4	2	4	5	6	0	36
BRCA_TCGA-GI-A2C8	2	14	0	13	8	5	0	81	0	25
BRCA_TCGA-GM-A2D9	11	0	92	0	6	3	3	0	0	530
BRCA_TCGA-GM-A2DA	3	10	8	4	0	0	1	10	0	9
BRCA_TCGA-GM-A2DB	5	18	7	2	0	8	6	68	0	14
BRCA_TCGA-GM-A2DC	0	11	6	0	0	0	0	10	0	0
BRCA_TCGA-GM-A2DD	2	4	7	5	7	2	7	26	2	6
BRCA_TCGA-GM-A2DF	0	11	12	1	2	2	2	14	2	7
BRCA_TCGA-GM-A2DH	11	8	0	18	3	0	0	81	0	111
BRCA_TCGA-GM-A2DI	1	1	18	0	1	0	0	0	3	67
BRCA_TCGA-GM-A2DK	0	4	13	3	0	1	6	4	2	4
BRCA_TCGA-GM-A2DL	7	6	6	0	0	0	1	17	0	12
BRCA_TCGA-GM-A2DM	3	0	5	0	0	0	7	6	1	5
BRCA_TCGA-GM-A2DN	0	3	6	0	0	1	2	5	0	2
BRCA_TCGA-GM-A2DO	7	0	45	0	1	0	0	0	8	159
BRCA_TCGA-GM-A3NW	1	13	7	0	5	0	0	10	2	57
BRCA_TCGA-GM-A3XL	2	9	0	12	0	0	9	65	0	47
BRCA_TCGA-GM-A4E0	0	8	7	0	1	3	2	13	0	0
BRCA_TCGA-GM-A5PV	0	4	9	0	0	1	7	15	1	10
BRCA_TCGA-GM-A5PX	0	5	11	5	1	0	4	7	1	8
BRCA_TCGA-HN-A2NL	0	11	2	0	0	9	9	49	0	11
BRCA_TCGA-HN-A2OB	0	5	0	2	0	0	1	5	2	4
BRCA_TCGA-JL-A3YX	0	8	4	5	3	4	0	2	0	23
BRCA_TCGA-LD-A66U	1	7	6	9	7	0	5	8	0	1
BRCA_TCGA-LD-A74U	0	10	71	0	1	0	0	0	0	270
BRCA_TCGA-LD-A7W5	2	14	11	10	2	0	2	7	0	17
BRCA_TCGA-LD-A7W6	1	7	6	0	6	1	4	17	0	4
BRCA_TCGA-LD-A9QF	0	12	7	0	0	0	3	14	0	3
BRCA_TCGA-LL-A440	0	1	4	0	0	0	0	0	0	1
BRCA_TCGA-LL-A50Y	0	13	3	4	0	0	9	11	0	3
BRCA_TCGA-LL-A5YL	1	7	39	0	2	0	1	4	3	36
BRCA_TCGA-LL-A5YM	0	4	10	1	5	0	1	15	0	4
BRCA_TCGA-LL-A5YN	0	6	15	3	1	0	4	11	3	0
BRCA_TCGA-LL-A5YO	2	0	0	5	6	0	2	29	1	16
BRCA_TCGA-LL-A5YP	5	0	10	7	8	1	4	54	0	16
