Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S
STAD_TCGA-D7-6527	2	26	16	6	0	4	24	2	5	2	8	5	5	20	10	24	103	3	2
STAD_TCGA-D7-6528	5	9	25	11	0	24	39	1	12	6	11	26	7	33	14	32	138	0	29
STAD_TCGA-D7-6815	3	17	24	6	0	68	0	0	8	0	0	12	8	4	7	1	5	8	0
STAD_TCGA-D7-6817	0	15	8	1	12	16	0	2	2	1	2	2	2	2	2	30	8	0	0
STAD_TCGA-D7-6818	2	10	12	1	2	13	10	0	6	4	9	4	4	0	14	6	95	0	0
STAD_TCGA-D7-6820	0	19	4	3	6	0	4	0	6	0	8	11	1	17	7	19	1	4	11
STAD_TCGA-D7-6822	3	21	12	9	2	11	27	0	3	8	21	13	4	13	14	22	107	5	12
STAD_TCGA-D7-8570	1	17	13	7	0	28	0	0	8	0	1	13	3	14	0	44	5	0	0
STAD_TCGA-D7-8572	4	24	9	14	5	15	3	1	16	1	1	18	15	7	14	40	9	23	3
STAD_TCGA-D7-8573	0	18	10	8	1	17	1	1	5	1	9	9	3	5	0	7	7	3	0
STAD_TCGA-D7-8574	1	16	3	0	1	9	0	1	2	0	2	5	1	1	0	0	3	4	0
STAD_TCGA-D7-8575	3	11	3	5	2	4	0	0	1	0	2	12	0	3	0	4	0	4	3
STAD_TCGA-D7-8576	0	12	10	4	1	12	0	1	3	3	1	4	5	3	3	9	0	0	0
STAD_TCGA-D7-8578	0	6	14	5	0	29	2	0	0	0	1	8	0	0	0	2	0	0	0
STAD_TCGA-D7-8579	2	21	17	8	0	11	3	0	0	5	8	6	0	2	0	4	50	0	6
STAD_TCGA-D7-A4YT	3	22	15	10	0	0	5	11	19	8	13	25	6	33	17	120	11	19	27
STAD_TCGA-D7-A4YU	1	41	20	17	7	22	7	6	4	5	5	17	10	10	9	32	57	15	0
STAD_TCGA-D7-A4YV	11	249	189	63	50	173	0	61	99	13	51	2	13	7	0	0	19	0	0
STAD_TCGA-D7-A4YX	1	26	10	7	2	32	0	0	2	1	0	1	2	8	2	2	0	4	0
STAD_TCGA-D7-A4YY	7	84	78	26	44	69	7	34	46	11	34	17	11	0	10	14	57	1	0
STAD_TCGA-D7-A4Z0	4	20	16	4	6	0	25	0	3	0	4	2	0	3	4	7	267	0	1
STAD_TCGA-D7-A6ET	0	8	1	2	0	1	0	0	3	0	2	5	0	2	2	1	0	3	4
STAD_TCGA-D7-A6EV	1	42	20	12	5	18	2	10	0	4	6	18	4	14	0	24	22	0	2
STAD_TCGA-D7-A6EX	1	10	11	13	6	27	0	2	11	0	0	0	9	6	9	22	10	0	16
STAD_TCGA-D7-A6EY	4	263	233	45	115	166	16	74	51	134	247	4	26	6	4	27	90	0	56
STAD_TCGA-D7-A6EZ	0	17	16	9	20	1	2	6	4	6	16	21	10	41	5	99	19	14	8
STAD_TCGA-D7-A6F0	5	2	22	11	0	40	4	1	6	0	6	7	0	15	8	17	8	5	0
STAD_TCGA-D7-A6F2	0	28	4	4	9	0	2	1	1	1	3	0	0	2	3	16	1	15	0
STAD_TCGA-D7-A747	0	10	5	5	0	11	2	0	5	0	0	15	0	7	4	5	54	3	0
STAD_TCGA-D7-A748	1	2	9	4	0	21	2	0	1	0	2	0	0	0	2	0	5	2	0
STAD_TCGA-D7-A74A	3	24	9	11	0	43	2	0	4	0	0	8	1	67	8	12	3	0	0
STAD_TCGA-D7-A74B	1	10	1	3	0	0	0	2	0	1	6	5	1	0	5	4	3	0	0
STAD_TCGA-EQ-5647	0	17	7	8	3	0	1	1	0	6	0	0	3	6	22	10	8	8	10
STAD_TCGA-EQ-8122	2	26	21	13	5	32	3	1	19	2	1	17	10	15	21	13	11	7	9
STAD_TCGA-EQ-A4SO	1	0	9	5	11	25	1	2	9	5	9	8	6	31	0	66	6	11	0
STAD_TCGA-F1-6177	6	317	234	76	96	350	2	76	102	0	111	0	0	4	7	0	14	0	0
STAD_TCGA-F1-6874	15	183	128	55	63	184	0	94	102	36	42	31	29	8	4	0	16	0	1
STAD_TCGA-F1-6875	0	27	4	7	3	16	4	2	2	0	8	6	4	5	7	11	6	3	0
STAD_TCGA-F1-A448	3	191	109	32	45	18	2	43	60	32	102	10	5	1	1	3	11	0	0
STAD_TCGA-F1-A72C	1	9	9	1	0	15	0	0	0	1	0	4	0	1	3	4	5	2	6
STAD_TCGA-FP-7735	1	18	0	5	0	0	0	1	5	0	4	0	0	9	14	5	0	3	6
STAD_TCGA-FP-7829	22	42	28	14	16	40	3	6	6	0	10	26	11	1	16	15	22	28	0
STAD_TCGA-FP-7916	4	23	19	7	3	27	0	5	1	0	2	2	4	8	0	10	2	3	5
STAD_TCGA-FP-7998	2	11	9	6	0	8	0	1	2	4	0	9	2	10	1	2	3	3	8
STAD_TCGA-FP-8099	7	37	20	21	0	15	4	2	16	0	8	10	9	5	9	7	1	2	0
STAD_TCGA-FP-8209	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAD_TCGA-FP-8210	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
STAD_TCGA-FP-8211	3	2	4	2	16	0	0	2	1	0	5	7	2	11	0	39	4	6	12
STAD_TCGA-FP-8631	3	5	3	6	7	8	7	1	8	0	3	11	2	12	3	25	5	2	9
STAD_TCGA-FP-A4BE	13	468	265	91	46	270	3	131	119	51	139	0	17	0	0	0	28	0	0
STAD_TCGA-FP-A4BF	3	26	21	5	1	2	5	0	0	2	3	8	8	0	9	8	5	6	10
STAD_TCGA-FP-A8CX	0	12	6	9	0	20	0	5	2	6	0	9	3	7	0	11	11	8	5
STAD_TCGA-FP-A9TM	2	44	20	7	4	32	0	3	5	0	9	17	15	6	12	13	1	15	3
STAD_TCGA-HF-7131	0	11	1	0	0	0	2	0	5	3	2	3	4	28	16	8	20	12	0
STAD_TCGA-HF-7132	15	307	273	78	75	204	6	105	94	36	126	37	0	7	0	0	17	0	0
STAD_TCGA-HF-7133	0	20	10	2	11	2	0	3	1	0	2	11	1	6	5	7	2	6	0
STAD_TCGA-HF-7134	9	52	21	14	2	32	10	5	6	6	4	14	13	3	32	15	91	26	0
STAD_TCGA-HF-7136	0	9	15	5	1	13	2	1	3	3	0	1	6	5	0	16	3	7	6
STAD_TCGA-HF-A5NB	11	305	261	64	125	248	2	70	117	118	184	12	4	1	1	0	33	0	0
STAD_TCGA-HJ-7597	5	302	117	48	83	84	0	47	60	43	75	3	1	2	1	0	2	0	3
STAD_TCGA-HU-8238	1	15	16	13	1	39	2	3	2	3	1	5	6	14	12	21	43	5	0
STAD_TCGA-HU-8243	1	39	15	10	8	20	2	0	1	2	8	2	5	11	8	21	2	6	0
STAD_TCGA-HU-8244	0	65	9	10	5	25	0	0	3	0	3	5	7	4	8	7	8	6	0
STAD_TCGA-HU-8245	1	15	7	2	12	0	2	0	0	1	10	1	8	2	1	5	4	0	6
STAD_TCGA-HU-8249	4	32	25	11	0	32	7	5	7	0	5	12	2	13	3	5	1	8	3
STAD_TCGA-HU-8602	6	455	273	111	106	230	0	135	84	92	234	19	0	2	0	0	14	0	0
STAD_TCGA-HU-8604	12	34	29	19	2	47	2	3	10	0	2	13	9	4	6	11	38	17	0
STAD_TCGA-HU-8608	1	9	16	6	2	19	0	3	2	6	4	4	6	7	8	8	1	3	0
STAD_TCGA-HU-8610	2	11	13	8	0	4	2	0	3	0	1	2	0	3	4	5	6	3	2
STAD_TCGA-HU-A4G2	3	9	4	7	5	13	0	2	0	3	0	4	1	0	4	3	0	5	0
STAD_TCGA-HU-A4G3	1	29	11	10	0	10	5	1	11	0	10	9	3	0	10	7	7	2	0
STAD_TCGA-HU-A4G6	1	11	11	7	1	27	2	1	3	0	1	4	1	0	5	9	5	2	5
STAD_TCGA-HU-A4G8	9	383	256	87	49	258	6	64	167	144	142	13	15	11	8	0	9	0	0
STAD_TCGA-HU-A4G9	5	219	117	51	65	107	2	37	71	18	136	0	0	0	8	0	15	0	0
STAD_TCGA-HU-A4GC	0	45	25	14	0	0	6	0	6	4	5	4	15	3	6	11	15	0	11
STAD_TCGA-HU-A4GD	1	28	1	0	7	6	0	0	3	0	7	0	4	11	9	16	3	8	3
STAD_TCGA-HU-A4GF	0	17	24	9	6	16	7	3	5	4	6	6	0	4	6	17	20	9	10
STAD_TCGA-HU-A4GH	3	5	17	7	11	9	76	4	5	19	34	12	3	15	17	18	702	0	2
STAD_TCGA-HU-A4GJ	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0
STAD_TCGA-HU-A4GN	8	287	218	69	133	154	0	108	94	35	117	29	13	3	12	0	19	0	0
STAD_TCGA-HU-A4GP	8	29	31	13	0	42	0	0	11	2	8	7	24	8	6	26	11	15	22
STAD_TCGA-HU-A4GQ	19	526	310	103	144	421	0	131	115	37	172	14	0	4	5	0	29	0	0
STAD_TCGA-HU-A4GT	12	293	215	55	159	136	1	109	78	104	255	5	27	3	9	0	25	0	0
STAD_TCGA-HU-A4GU	28	123	660	32	276	79	5	147	63	7	55	0	110	12	23	0	84	5	17
STAD_TCGA-HU-A4GX	11	372	195	84	145	155	0	88	94	56	98	13	17	1	0	0	0	0	0
STAD_TCGA-HU-A4GY	2	23	8	0	4	11	0	1	0	0	1	11	0	0	2	2	3	4	7
STAD_TCGA-HU-A4H0	6	47	11	7	10	12	5	1	8	7	10	28	16	5	4	22	4	2	11
STAD_TCGA-HU-A4H2	0	34	23	9	0	23	2	6	10	1	11	12	11	0	12	26	26	4	18
STAD_TCGA-HU-A4H3	16	175	146	43	65	169	0	79	101	34	91	29	3	6	0	0	26	0	0
STAD_TCGA-HU-A4H4	5	86	74	15	62	47	7	49	30	155	90	8	28	8	6	20	60	4	13
STAD_TCGA-HU-A4H5	5	13	11	7	12	22	1	4	23	0	16	19	23	10	8	115	9	21	9
STAD_TCGA-HU-A4H6	0	50	13	10	0	0	2	2	10	4	7	19	0	4	1	9	9	7	1
STAD_TCGA-HU-A4H8	5	355	260	58	74	220	1	86	108	0	62	16	20	7	3	0	13	0	0
STAD_TCGA-HU-A4HB	0	0	0	0	0	7	2	0	0	0	0	1	0	0	0	1	2	0	0
STAD_TCGA-HU-A4HD	5	29	12	9	16	8	2	3	3	12	1	13	9	14	19	32	14	19	6
STAD_TCGA-IN-7806	2	23	3	2	0	12	0	0	7	5	0	4	1	3	11	7	2	3	4
STAD_TCGA-IN-7808	7	21	18	10	0	16	0	5	1	2	1	13	0	3	3	17	13	1	0
STAD_TCGA-IN-8462	1	16	15	5	7	30	1	7	0	0	7	5	4	11	3	8	8	15	0
STAD_TCGA-IN-8663	1	24	17	8	2	19	8	2	4	2	4	32	5	10	3	18	63	6	0
STAD_TCGA-IN-A6RI	0	15	7	0	7	12	5	0	0	6	4	19	1	3	2	4	35	4	6
STAD_TCGA-IN-A6RJ	0	22	5	6	12	1	3	4	2	2	5	17	6	8	0	12	43	5	14
STAD_TCGA-IN-A6RL	58	15	19	6	22	9	41	22	22	30	45	25	12	27	6	67	36	65	37
STAD_TCGA-IN-A6RN	1	15	1	7	13	7	2	3	6	0	2	8	3	18	6	36	9	2	16
STAD_TCGA-IN-A6RO	12	26	18	22	0	36	1	14	12	0	2	30	3	45	3	57	27	24	30
STAD_TCGA-IN-A6RP	4	33	27	15	0	33	1	3	6	0	3	4	5	23	17	12	9	7	0
STAD_TCGA-IN-A6RR	3	25	13	7	0	28	1	9	8	6	1	24	1	0	24	8	32	7	0
STAD_TCGA-IN-A6RS	3	28	19	6	6	8	1	0	6	0	4	18	5	3	10	11	1	3	0
STAD_TCGA-IN-A7NR	2	13	11	5	0	2	4	2	7	1	3	11	3	0	3	9	37	0	0
STAD_TCGA-IN-A7NT	1	16	16	3	3	2	6	2	6	2	8	14	5	15	2	4	24	7	0
STAD_TCGA-IN-A7NU	2	23	8	4	0	2	1	0	8	9	0	12	0	0	4	10	21	6	7
STAD_TCGA-IN-AB1V	1	11	8	5	1	1	0	1	6	3	0	11	0	1	7	10	2	2	5
STAD_TCGA-IN-AB1X	4	18	4	9	7	11	7	6	4	0	5	13	5	4	8	9	20	4	3
STAD_TCGA-IP-7968	1	29	14	7	0	27	0	3	10	0	1	3	5	7	2	0	10	9	5
STAD_TCGA-KB-A6F5	1	12	10	5	0	15	0	0	0	2	2	22	0	3	2	6	2	0	1
STAD_TCGA-KB-A6F7	0	14	6	2	9	1	2	7	7	0	5	5	9	7	0	20	6	18	6
STAD_TCGA-KB-A93G	1	5	13	9	0	27	0	0	4	0	2	23	11	15	1	2	1	13	0
STAD_TCGA-KB-A93H	1	26	31	18	4	44	9	5	10	10	4	25	3	6	11	30	39	8	0
STAD_TCGA-KB-A93J	3	7	8	3	2	0	3	3	1	3	1	6	5	3	0	5	2	0	0
STAD_TCGA-MX-A5UG	0	10	10	6	0	6	0	2	4	1	0	0	0	1	9	4	0	0	3
STAD_TCGA-MX-A5UJ	6	354	271	90	83	342	2	59	130	26	103	13	24	4	7	0	20	0	0
STAD_TCGA-MX-A663	2	12	12	8	9	0	0	0	6	0	0	4	2	14	7	13	2	6	9
STAD_TCGA-MX-A666	6	18	5	8	7	0	4	2	5	0	2	17	2	16	10	19	9	11	0
STAD_TCGA-R5-A7O7	0	19	14	10	0	18	1	2	6	5	3	12	16	12	5	6	10	12	0
STAD_TCGA-R5-A7ZE	5	25	18	14	2	6	5	0	4	4	1	31	4	9	6	24	34	6	3
STAD_TCGA-R5-A7ZF	0	13	12	6	0	21	0	0	13	1	4	1	3	0	5	2	1	3	0
STAD_TCGA-R5-A7ZI	12	197	155	61	77	86	5	59	74	58	104	0	13	14	0	0	11	0	6
STAD_TCGA-R5-A7ZR	3	13	6	7	9	21	0	0	0	0	4	1	0	3	6	9	3	5	0
STAD_TCGA-R5-A804	3	21	6	4	0	8	0	2	3	0	3	0	2	3	6	9	9	14	0
STAD_TCGA-R5-A805	1	25	4	4	0	0	5	2	2	2	0	6	0	9	3	5	85	0	5
STAD_TCGA-RD-A7BS	4	9	6	3	0	20	4	2	6	0	1	2	0	6	6	0	1	1	0
STAD_TCGA-RD-A7BT	1	9	8	7	18	10	8	0	0	0	1	15	1	16	6	33	142	8	0
STAD_TCGA-RD-A7BW	3	23	1	5	1	3	0	1	7	8	0	0	0	9	3	13	3	9	1
STAD_TCGA-RD-A7C1	6	73	27	15	4	56	2	1	4	11	4	21	7	15	8	38	45	0	0
STAD_TCGA-RD-A8MV	1	9	17	9	0	1	2	0	0	4	4	5	1	3	2	11	9	7	0
STAD_TCGA-RD-A8MW	2	5	11	2	0	12	0	1	4	2	0	6	0	11	3	16	10	8	0
STAD_TCGA-RD-A8N0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
STAD_TCGA-RD-A8N1	1	1	0	4	4	10	6	3	6	9	8	7	8	13	3	34	6	4	3
STAD_TCGA-RD-A8N2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
STAD_TCGA-RD-A8N4	0	0	2	0	0	2	0	0	1	0	0	0	0	2	1	1	0	0	0
STAD_TCGA-RD-A8N5	0	11	3	5	0	1	0	0	0	0	2	3	4	0	1	5	2	4	2
STAD_TCGA-RD-A8N6	0	46	14	13	10	9	0	0	0	8	11	6	3	16	6	34	2	3	12
STAD_TCGA-RD-A8N9	4	36	12	11	5	12	6	0	9	0	5	10	4	1	3	10	11	14	4
STAD_TCGA-RD-A8NB	16	126	101	40	92	141	0	61	40	20	57	23	0	0	0	0	16	0	0
STAD_TCGA-SW-A7EA	3	99	85	30	94	121	4	39	39	30	55	18	17	14	8	0	31	0	0
STAD_TCGA-SW-A7EB	3	11	21	9	0	0	0	0	4	0	5	13	4	27	1	49	3	13	15
STAD_TCGA-VQ-A8DL	0	7	9	2	0	0	0	3	9	4	0	2	7	5	0	7	5	7	1
STAD_TCGA-VQ-A8DT	4	26	16	15	1	37	5	4	3	2	1	12	10	0	17	15	49	14	0
STAD_TCGA-VQ-A8DU	1	30	10	5	2	9	7	3	2	4	6	3	0	1	13	18	58	2	0
STAD_TCGA-VQ-A8DV	1	10	5	5	0	24	3	1	0	0	0	14	0	3	0	2	4	2	3
STAD_TCGA-VQ-A8DZ	1	8	7	2	0	7	4	3	2	0	12	1	9	3	10	14	6	4	14
STAD_TCGA-VQ-A8E0	5	14	5	5	5	6	0	0	10	1	4	0	4	6	10	8	9	19	12
STAD_TCGA-VQ-A8E2	0	20	15	2	5	19	3	1	8	0	6	13	2	8	3	15	22	0	5
STAD_TCGA-VQ-A8E3	5	179	102	28	63	50	2	63	60	62	139	4	0	8	3	11	17	3	0
STAD_TCGA-VQ-A8E7	7	37	21	7	2	13	2	1	8	0	6	0	1	7	0	5	9	14	0
STAD_TCGA-VQ-A8P2	465	1173	1361	487	699	1351	35	864	812	74	139	617	454	0	378	0	26	0	0
STAD_TCGA-VQ-A8P3	3	27	11	7	5	0	7	2	1	15	5	4	8	4	3	6	245	8	0
STAD_TCGA-VQ-A8P5	2	42	36	8	4	4	12	7	2	11	0	0	4	18	27	11	65	5	4
STAD_TCGA-VQ-A8P8	1	43	19	7	0	3	1	0	3	1	3	11	0	7	0	7	4	15	5
STAD_TCGA-VQ-A8PB	8	189	125	63	65	202	0	38	78	22	74	5	14	5	0	0	1	0	0
STAD_TCGA-VQ-A8PC	1	8	10	6	1	21	6	7	9	7	3	1	7	2	12	12	46	0	1
STAD_TCGA-VQ-A8PD	3	32	17	6	0	0	0	0	7	0	4	5	2	3	1	8	11	4	1
STAD_TCGA-VQ-A8PE	5	31	7	4	0	14	2	1	7	2	1	13	6	20	3	18	7	4	8
STAD_TCGA-VQ-A8PF	0	29	12	10	0	0	8	2	9	0	6	9	1	0	11	11	22	3	2
STAD_TCGA-VQ-A8PH	0	2	9	1	7	23	0	0	1	0	11	11	6	13	0	78	10	0	69
STAD_TCGA-VQ-A8PJ	2	9	8	8	10	10	11	1	5	4	6	11	3	13	6	14	58	0	7
STAD_TCGA-VQ-A8PK	2	2	6	6	0	0	8	0	5	4	1	3	1	9	9	10	39	4	7
STAD_TCGA-VQ-A8PM	1	9	7	0	0	0	9	0	4	1	2	3	0	0	6	0	16	0	8
STAD_TCGA-VQ-A8PO	4	137	92	24	102	71	1	88	60	54	189	3	22	2	15	12	24	2	0
STAD_TCGA-VQ-A8PP	17	249	227	50	201	199	2	88	88	148	212	37	14	3	5	0	28	0	0
STAD_TCGA-VQ-A8PQ	0	7	0	0	0	0	0	0	0	0	5	1	0	1	2	1	0	0	0
STAD_TCGA-VQ-A8PS	0	11	3	4	4	0	0	0	3	0	0	6	0	1	10	3	1	0	13
STAD_TCGA-VQ-A8PT	28	228	264	55	135	205	0	99	146	65	100	34	36	2	32	0	4	0	0
STAD_TCGA-VQ-A8PU	4	17	3	1	1	5	2	5	6	6	2	10	6	6	2	65	1	13	1
STAD_TCGA-VQ-A8PX	1	87	102	23	55	29	0	41	14	132	139	0	24	3	1	10	28	0	1
STAD_TCGA-VQ-A8PY	5	2	12	8	8	24	0	10	0	1	2	9	0	4	1	3	15	10	0
STAD_TCGA-VQ-A8PZ	1	37	11	6	0	19	4	3	2	0	5	3	0	2	4	4	3	2	1
STAD_TCGA-VQ-A91A	2	35	15	6	5	0	4	6	11	6	1	2	6	8	0	20	8	13	9
STAD_TCGA-VQ-A91D	13	609	489	111	257	352	11	108	191	212	96	0	36	17	38	0	7	0	74
STAD_TCGA-VQ-A91E	7	148	104	35	52	79	0	42	62	82	187	0	13	0	15	0	19	5	10
STAD_TCGA-VQ-A91K	14	341	195	81	107	225	10	75	112	16	92	62	44	21	16	31	23	0	4
STAD_TCGA-VQ-A91N	4	18	21	8	0	20	1	3	9	4	0	0	1	10	12	26	13	5	0
STAD_TCGA-VQ-A91Q	4	21	2	0	9	1	2	0	9	0	0	2	5	5	11	41	8	5	12
STAD_TCGA-VQ-A91S	3	8	9	13	3	0	12	9	16	3	8	0	3	46	24	50	95	9	1
STAD_TCGA-VQ-A91U	4	46	23	12	0	0	0	4	4	1	11	13	3	10	0	33	6	5	14
STAD_TCGA-VQ-A91V	6	9	14	9	2	19	24	2	5	2	0	10	0	11	8	0	176	1	0
STAD_TCGA-VQ-A91W	2	6	4	2	0	13	0	0	0	0	0	5	2	1	5	4	5	0	0
STAD_TCGA-VQ-A91X	2	18	25	5	0	10	19	2	11	5	13	20	11	4	6	7	78	10	9
STAD_TCGA-VQ-A91Y	1	8	7	4	0	20	0	0	5	0	0	0	0	3	3	0	2	0	3
STAD_TCGA-VQ-A91Z	0	23	7	6	0	28	7	1	9	0	8	10	15	4	15	13	12	12	1
STAD_TCGA-VQ-A922	4	15	10	9	20	0	7	2	1	0	13	12	2	9	18	21	35	2	27
STAD_TCGA-VQ-A923	3	24	10	12	0	23	0	0	7	3	0	5	3	2	4	6	2	14	9
STAD_TCGA-VQ-A924	20	252	132	49	140	181	0	165	130	48	136	16	13	11	5	0	25	0	0
STAD_TCGA-VQ-A925	0	3	6	8	0	16	8	2	5	0	8	3	6	14	17	31	22	6	0
STAD_TCGA-VQ-A927	0	9	4	2	0	1	4	3	6	3	3	2	0	2	0	7	11	0	10
STAD_TCGA-VQ-A928	1	1	5	4	7	12	2	1	5	0	2	2	3	3	3	11	0	6	8
STAD_TCGA-VQ-A92D	5	23	8	7	18	8	1	5	9	1	7	8	5	6	12	22	4	9	5
STAD_TCGA-VQ-A94O	0	19	2	6	7	16	0	1	0	5	0	5	1	3	8	4	0	2	0
STAD_TCGA-VQ-A94P	3	7	3	3	0	15	1	3	1	0	0	0	1	8	0	0	55	0	0
STAD_TCGA-VQ-A94R	7	38	20	18	12	29	9	3	13	12	3	35	0	23	38	48	50	6	8
STAD_TCGA-VQ-A94T	5	19	13	6	6	0	1	1	0	2	3	7	4	0	7	6	0	16	4
STAD_TCGA-VQ-A94U	0	45	16	6	1	6	9	1	4	0	4	28	14	5	12	9	22	11	0
STAD_TCGA-VQ-AA64	10	4	14	3	0	12	1	7	7	11	9	23	16	65	0	77	21	19	10
STAD_TCGA-VQ-AA68	2	18	14	3	0	39	4	1	3	0	5	11	3	9	9	11	66	10	0
STAD_TCGA-VQ-AA69	1	19	13	3	1	13	0	2	1	2	0	6	0	4	3	4	0	7	2
STAD_TCGA-VQ-AA6A	1	24	6	7	0	11	2	2	6	7	0	12	3	2	4	13	22	0	0
STAD_TCGA-VQ-AA6B	1	16	15	2	5	17	6	0	3	0	0	6	6	7	0	11	1	4	0
STAD_TCGA-VQ-AA6D	4	35	283	19	95	57	39	30	48	52	52	1	43	27	21	26	41	0	37
STAD_TCGA-VQ-AA6F	4	0	11	5	0	15	0	1	0	5	0	3	0	4	4	1	0	6	3
STAD_TCGA-VQ-AA6G	6	41	14	8	5	15	2	1	5	6	1	7	0	0	5	5	22	11	12
STAD_TCGA-VQ-AA6I	1	14	21	8	2	13	2	1	6	1	0	7	7	7	3	15	9	9	0
STAD_TCGA-VQ-AA6J	3	26	15	1	0	6	6	3	6	2	0	3	7	5	6	8	57	11	11
STAD_TCGA-VQ-AA6K	1	19	6	3	7	0	0	3	0	0	6	5	1	2	3	8	0	9	19
STAD_TCGA-ZA-A8F6	1	12	4	4	0	0	2	0	5	1	0	3	0	10	1	10	0	2	3
STAD_TCGA-ZQ-A9CR	0	15	9	7	2	4	2	1	12	7	4	0	7	1	0	24	21	14	14
