Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S
BRCA_TCGA-D8-A1XR	0	1	5	1	1	4	0	3	5	2	1	0	0	0	4	1	1	0	3
BRCA_TCGA-D8-A1XS	0	3	3	3	0	0	0	0	1	0	0	0	0	3	4	4	0	3	2
BRCA_TCGA-D8-A1XT	0	0	4	2	0	16	0	1	0	1	0	2	2	2	6	6	1	2	0
BRCA_TCGA-D8-A1XU	0	1	1	1	1	6	0	0	3	0	1	0	0	7	7	6	0	0	1
BRCA_TCGA-D8-A1XV	0	10	0	0	1	1	0	0	0	1	3	4	3	5	0	3	0	1	4
BRCA_TCGA-D8-A1XW	0	8	3	3	0	0	1	0	10	8	1	5	0	13	4	43	8	5	10
BRCA_TCGA-D8-A1XY	1	12	6	3	0	9	2	3	2	0	1	1	0	2	10	7	0	0	0
BRCA_TCGA-D8-A1XZ	1	22	8	7	2	2	0	0	13	0	0	6	3	11	0	14	1	6	0
BRCA_TCGA-D8-A1Y0	3	5	0	1	7	7	0	3	1	2	2	1	1	13	3	19	1	0	12
BRCA_TCGA-D8-A1Y1	0	105	21	11	14	4	0	7	8	6	15	0	0	11	20	0	0	0	11
BRCA_TCGA-D8-A1Y2	0	5	0	2	1	1	0	0	0	0	0	0	2	6	3	0	0	0	2
BRCA_TCGA-D8-A1Y3	0	13	4	3	0	15	2	0	1	0	6	10	0	2	0	9	0	1	1
BRCA_TCGA-D8-A27E	0	0	0	1	2	3	0	0	1	0	0	0	0	0	1	3	0	0	0
BRCA_TCGA-D8-A27F	2	3	0	1	0	0	2	0	8	3	2	3	0	11	0	19	0	8	8
BRCA_TCGA-D8-A27G	23	0	4	70	0	0	0	0	11	0	0	0	0	728	311	0	0	29	0
BRCA_TCGA-D8-A27H	0	9	1	1	4	0	2	2	2	5	6	1	6	52	2	66	1	0	0
BRCA_TCGA-D8-A27I	0	6	1	2	1	0	0	0	2	1	1	0	0	7	1	6	0	3	5
BRCA_TCGA-D8-A27K	0	3	0	1	2	8	0	0	0	0	1	3	0	1	0	0	0	2	0
BRCA_TCGA-D8-A27L	0	3	4	5	0	1	0	0	0	0	0	5	1	11	21	0	0	0	2
BRCA_TCGA-D8-A27M	4	0	5	4	1	10	4	0	2	2	2	0	11	14	0	25	0	6	0
BRCA_TCGA-D8-A27N	1	11	5	4	0	5	0	2	4	0	3	3	1	2	5	7	0	2	5
BRCA_TCGA-D8-A27P	0	0	6	1	0	3	0	0	5	2	1	1	0	0	3	5	0	1	2
BRCA_TCGA-D8-A27R	0	1	2	3	4	0	0	0	0	0	0	6	0	4	0	14	0	0	1
BRCA_TCGA-D8-A27T	0	3	5	1	0	6	2	2	0	0	3	0	0	1	6	2	0	0	0
BRCA_TCGA-D8-A27V	7	4	3	20	0	1	0	0	0	2	4	12	3	130	42	0	0	7	0
BRCA_TCGA-D8-A27W	0	16	7	4	0	3	0	0	5	3	0	4	0	5	0	0	1	6	1
BRCA_TCGA-D8-A3Z6	1	3	3	1	3	7	0	0	2	0	5	3	0	5	3	1	0	0	0
BRCA_TCGA-D8-A4Z1	1	0	2	5	0	1	0	0	1	0	0	0	0	17	15	0	0	3	1
BRCA_TCGA-D8-A73U	5	9	3	11	3	0	0	0	1	0	6	0	0	83	86	0	0	0	0
BRCA_TCGA-D8-A73W	0	7	9	1	0	4	0	0	8	0	1	8	0	4	0	1	4	3	2
BRCA_TCGA-D8-A73X	0	9	3	4	1	0	0	2	0	5	5	3	1	4	4	5	0	2	4
BRCA_TCGA-E2-A105	1	7	3	0	0	11	0	1	5	6	0	8	0	4	8	6	0	1	6
BRCA_TCGA-E2-A107	1	6	1	2	0	0	2	0	1	2	3	3	0	3	5	0	0	0	7
BRCA_TCGA-E2-A108	4	7	0	6	0	0	0	3	5	5	4	0	1	103	23	20	0	0	5
BRCA_TCGA-E2-A109	3	2	6	3	2	19	0	4	3	0	4	6	7	0	6	13	1	3	2
BRCA_TCGA-E2-A10A	0	0	3	0	0	1	0	0	3	1	0	4	0	5	7	3	0	1	0
BRCA_TCGA-E2-A10B	0	3	3	4	0	5	2	3	4	1	5	1	0	20	13	2	2	3	2
BRCA_TCGA-E2-A10C	10	3	0	37	0	0	0	0	2	0	0	0	0	296	159	0	0	9	3
BRCA_TCGA-E2-A10F	0	4	3	2	0	4	0	0	0	2	1	0	2	2	4	0	0	6	0
BRCA_TCGA-E2-A14N	0	1	3	5	1	4	0	0	3	0	4	12	5	20	0	33	7	2	9
BRCA_TCGA-E2-A14O	1	5	1	6	0	12	0	0	0	0	0	4	3	1	0	2	0	1	0
BRCA_TCGA-E2-A14P	3	12	8	9	4	6	0	0	0	5	3	9	3	16	20	0	0	14	0
BRCA_TCGA-E2-A14Q	1	4	1	1	0	13	0	0	0	0	4	3	4	4	3	0	2	0	0
BRCA_TCGA-E2-A14R	2	5	1	4	15	2	5	1	0	0	10	11	7	16	0	46	1	6	11
BRCA_TCGA-E2-A14T	0	5	5	4	0	0	0	0	2	1	1	1	0	8	0	3	5	2	6
BRCA_TCGA-E2-A14V	1	17	3	11	0	2	0	3	5	6	0	9	0	51	8	15	5	0	5
BRCA_TCGA-E2-A14W	0	0	2	4	2	7	4	1	7	0	4	6	8	12	2	36	2	1	4
BRCA_TCGA-E2-A14X	0	7	7	4	0	0	0	0	2	0	0	2	0	5	4	3	1	0	2
BRCA_TCGA-E2-A14Y	0	3	2	0	0	6	0	0	1	0	1	1	0	23	8	2	0	0	3
BRCA_TCGA-E2-A14Z	2	4	1	7	0	8	2	2	4	1	0	2	0	16	17	13	3	4	9
BRCA_TCGA-E2-A150	7	8	7	4	7	0	8	0	6	3	0	4	0	6	0	16	6	4	5
BRCA_TCGA-E2-A152	3	4	0	20	0	0	2	0	11	0	2	0	0	86	30	4	0	8	1
BRCA_TCGA-E2-A153	0	8	2	2	0	0	0	0	2	2	0	0	0	3	5	1	0	1	0
BRCA_TCGA-E2-A154	2	10	4	6	0	2	0	2	5	0	0	1	0	2	0	9	0	12	3
BRCA_TCGA-E2-A155	2	3	5	4	0	16	0	0	11	0	4	2	0	10	8	9	1	5	1
BRCA_TCGA-E2-A156	0	3	0	1	2	2	0	0	0	0	3	2	0	3	4	1	0	1	3
BRCA_TCGA-E2-A158	1	8	0	3	7	1	2	3	4	0	4	6	4	5	0	38	4	1	6
BRCA_TCGA-E2-A159	1	4	4	6	0	13	0	0	1	0	3	2	2	117	33	1	5	6	3
BRCA_TCGA-E2-A15A	3	6	4	0	3	4	0	0	1	1	0	5	6	3	4	8	4	10	0
BRCA_TCGA-E2-A15C	0	7	4	2	5	11	0	1	2	1	0	5	1	1	3	7	0	0	0
BRCA_TCGA-E2-A15D	3	8	3	2	5	0	0	0	2	3	1	2	0	1	0	0	2	0	2
BRCA_TCGA-E2-A15E	1	9	1	1	0	0	0	0	0	4	7	3	0	6	0	6	0	0	2
BRCA_TCGA-E2-A15F	0	5	1	1	0	3	0	0	3	0	2	0	0	0	3	7	0	0	3
BRCA_TCGA-E2-A15G	0	11	0	5	0	4	1	0	5	3	7	4	0	2	10	12	0	5	4
BRCA_TCGA-E2-A15H	0	2	4	2	5	9	0	0	0	0	3	5	0	1	1	1	0	0	0
BRCA_TCGA-E2-A15I	1	11	2	0	1	7	0	0	1	0	0	0	0	0	9	4	0	5	2
BRCA_TCGA-E2-A15J	0	0	5	0	0	5	0	0	1	1	0	2	0	0	2	3	0	3	0
BRCA_TCGA-E2-A15K	1	9	5	2	0	0	0	3	3	1	1	7	0	1	6	6	0	5	3
BRCA_TCGA-E2-A15L	0	10	2	2	0	0	0	0	0	0	5	0	2	3	1	5	0	2	2
BRCA_TCGA-E2-A15M	2	6	8	4	0	15	0	1	1	2	2	8	4	26	10	15	0	1	3
BRCA_TCGA-E2-A15O	0	8	1	2	1	0	0	0	2	0	2	0	0	0	3	7	1	2	5
BRCA_TCGA-E2-A15P	0	2	3	1	0	6	0	0	1	2	2	4	0	0	3	4	0	0	0
BRCA_TCGA-E2-A15R	0	7	2	5	0	13	0	0	1	0	0	5	0	2	7	0	0	3	2
BRCA_TCGA-E2-A15S	0	7	0	0	1	0	2	3	3	7	0	4	3	9	3	13	4	1	8
BRCA_TCGA-E2-A15T	0	12	0	1	6	1	0	0	0	2	1	2	0	3	1	3	0	4	4
BRCA_TCGA-E2-A1AZ	0	0	5	10	0	1	0	0	2	0	7	3	3	25	0	9	0	4	10
BRCA_TCGA-E2-A1B0	0	5	3	6	5	9	0	0	0	8	1	2	1	7	4	0	2	3	4
BRCA_TCGA-E2-A1B1	2	10	0	2	0	1	2	0	1	0	0	0	0	20	23	5	0	0	0
BRCA_TCGA-E2-A1B4	0	0	6	4	1	0	0	0	1	2	0	1	5	2	9	9	0	2	0
BRCA_TCGA-E2-A1B5	0	3	3	5	1	5	2	0	0	2	0	2	0	15	6	0	1	1	0
BRCA_TCGA-E2-A1B6	0	7	4	0	2	0	0	0	3	0	2	0	7	3	0	23	0	1	4
BRCA_TCGA-E2-A1BC	0	3	6	0	0	0	2	0	1	0	4	5	3	3	0	9	0	5	0
BRCA_TCGA-E2-A1BD	1	6	1	3	0	16	0	0	2	0	3	2	5	1	0	1	0	2	0
BRCA_TCGA-E2-A1IE	0	3	0	1	1	5	0	2	4	1	0	2	3	0	0	5	2	1	0
BRCA_TCGA-E2-A1IF	0	2	2	1	0	0	0	0	0	2	6	4	1	0	0	3	0	2	1
BRCA_TCGA-E2-A1IG	0	10	1	6	3	0	0	0	1	2	0	3	3	0	13	8	0	6	1
BRCA_TCGA-E2-A1IH	1	5	4	3	0	0	0	0	2	5	5	4	0	26	9	5	1	8	7
BRCA_TCGA-E2-A1II	0	4	3	0	0	1	9	0	0	0	2	1	0	1	0	9	0	0	4
BRCA_TCGA-E2-A1IJ	0	5	0	0	2	0	0	0	1	0	0	0	2	0	1	0	1	6	0
BRCA_TCGA-E2-A1IK	0	1	1	3	0	0	0	0	0	2	0	0	0	1	0	3	0	0	6
BRCA_TCGA-E2-A1IL	1	0	5	3	0	5	0	0	1	0	2	4	0	0	1	7	1	1	0
BRCA_TCGA-E2-A1IN	1	6	4	11	0	6	0	2	9	0	4	0	0	141	41	12	2	2	7
BRCA_TCGA-E2-A1IO	0	4	0	2	0	1	2	0	1	2	0	0	0	1	0	1	0	1	1
BRCA_TCGA-E2-A1IU	0	1	1	6	0	2	0	0	2	1	0	1	1	4	2	8	1	1	0
BRCA_TCGA-E2-A1L6	0	0	1	5	2	4	0	0	3	0	3	3	0	1	1	5	0	0	0
BRCA_TCGA-E2-A1L7	2	9	0	0	0	0	2	1	4	4	4	4	5	3	3	21	4	9	6
BRCA_TCGA-E2-A1L8	0	8	0	0	2	0	1	1	0	4	0	0	4	4	5	5	0	1	3
BRCA_TCGA-E2-A1L9	0	1	2	2	1	7	0	0	2	0	2	0	4	2	2	3	0	0	0
BRCA_TCGA-E2-A1LA	1	0	2	2	9	15	0	0	2	0	13	4	0	9	0	40	5	0	5
BRCA_TCGA-E2-A1LB	3	5	0	3	1	0	2	1	2	2	0	0	0	15	12	5	0	0	4
BRCA_TCGA-E2-A1LG	4	7	0	16	1	1	0	1	4	0	1	6	4	146	23	3	2	0	0
BRCA_TCGA-E2-A1LH	10	13	0	3	1	4	1	7	0	11	8	10	0	54	5	84	8	4	8
BRCA_TCGA-E2-A1LI	0	1	1	2	0	0	0	2	1	0	2	0	3	10	2	12	0	0	1
BRCA_TCGA-E2-A1LK	0	14	12	7	0	5	2	0	0	0	4	2	0	4	0	1	1	2	0
BRCA_TCGA-E2-A1LL	1	4	4	1	5	4	0	0	0	3	1	6	4	6	0	15	5	0	2
BRCA_TCGA-E2-A2P6	1	6	9	16	3	6	0	0	3	0	4	0	0	66	72	0	0	0	0
BRCA_TCGA-E2-A56Z	1	9	4	3	8	0	2	0	0	7	0	4	0	0	4	8	1	2	7
BRCA_TCGA-E2-A570	0	3	1	1	0	6	0	0	0	2	0	6	0	0	3	7	1	0	0
BRCA_TCGA-E2-A572	0	9	1	0	2	0	0	0	0	3	0	0	0	2	1	6	0	3	2
BRCA_TCGA-E2-A573	2	4	7	2	0	0	5	0	7	6	0	1	6	5	2	18	2	0	5
BRCA_TCGA-E2-A574	3	11	9	14	0	1	2	0	4	4	1	7	6	40	29	24	1	0	0
BRCA_TCGA-E2-A576	0	14	2	3	7	7	0	0	4	0	0	5	6	0	4	7	1	2	8
BRCA_TCGA-E2-A9RU	6	19	12	9	0	5	0	0	0	3	5	6	0	11	16	8	1	6	0
BRCA_TCGA-E9-A1N3	3	2	2	0	5	0	0	2	0	0	3	1	1	3	0	4	2	1	2
BRCA_TCGA-E9-A1N4	0	5	1	4	0	0	0	0	2	0	1	0	0	9	3	6	0	2	1
BRCA_TCGA-E9-A1N5	0	0	2	1	0	0	0	0	10	3	2	0	0	11	1	4	1	0	4
BRCA_TCGA-E9-A1N8	2	0	1	4	0	0	0	0	1	6	1	0	0	11	0	2	0	0	8
BRCA_TCGA-E9-A1N9	1	2	2	2	0	17	0	3	1	0	4	2	5	6	3	12	0	3	3
BRCA_TCGA-E9-A1NA	3	5	2	5	2	4	3	3	7	1	2	6	4	17	8	28	0	17	0
BRCA_TCGA-E9-A1NE	5	1	4	0	5	0	0	0	2	2	0	3	2	5	2	31	0	0	0
BRCA_TCGA-E9-A1NF	0	6	0	5	1	0	0	0	4	0	2	5	0	11	18	4	0	5	0
BRCA_TCGA-E9-A1NG	0	3	0	1	2	3	0	0	3	0	0	3	0	1	0	3	0	1	1
BRCA_TCGA-E9-A1NH	1	6	0	1	0	2	0	0	3	5	4	4	0	3	1	1	1	2	3
BRCA_TCGA-E9-A1QZ	0	2	2	1	0	0	0	0	0	4	0	1	2	0	0	4	0	7	0
BRCA_TCGA-E9-A1R0	0	5	3	3	1	5	0	0	0	0	0	4	0	6	4	0	0	0	4
BRCA_TCGA-E9-A1R2	0	3	2	2	1	0	0	0	0	7	5	9	0	14	0	17	1	4	1
BRCA_TCGA-E9-A1R3	0	4	2	2	0	0	0	0	3	0	4	0	0	1	3	6	0	0	0
BRCA_TCGA-E9-A1R4	4	1	4	8	0	10	0	0	5	0	4	0	5	62	37	0	0	12	1
BRCA_TCGA-E9-A1R5	1	15	0	2	0	0	0	0	2	2	5	0	0	3	4	8	0	3	6
BRCA_TCGA-E9-A1R6	3	6	0	5	4	7	0	0	0	0	2	0	0	1	1	6	1	0	0
BRCA_TCGA-E9-A1R7	0	0	4	0	1	10	0	0	5	1	1	7	0	7	6	6	3	3	9
BRCA_TCGA-E9-A1RA	1	4	0	1	0	1	0	0	0	0	1	3	0	2	5	2	3	0	2
BRCA_TCGA-E9-A1RB	0	3	3	1	0	4	0	3	3	1	6	5	1	0	0	5	0	3	0
BRCA_TCGA-E9-A1RC	0	9	6	4	0	3	1	0	2	2	6	1	4	0	3	8	0	2	4
BRCA_TCGA-E9-A1RD	0	1	2	1	1	4	0	0	2	0	0	0	0	4	4	4	0	0	0
BRCA_TCGA-E9-A1RE	0	12	6	4	15	6	2	0	0	0	1	1	5	1	5	8	0	0	0
BRCA_TCGA-E9-A1RF	6	14	6	5	15	8	2	0	0	0	5	6	12	19	3	60	0	7	2
BRCA_TCGA-E9-A1RG	0	5	1	1	0	0	0	1	2	3	2	1	2	6	5	12	0	0	0
BRCA_TCGA-E9-A1RH	3	8	1	5	9	15	2	1	1	4	1	10	5	12	6	22	1	5	0
BRCA_TCGA-E9-A1RI	2	4	1	1	4	0	0	0	0	0	0	2	0	2	5	1	0	2	5
BRCA_TCGA-E9-A226	2	1	4	9	1	9	0	0	0	0	0	0	0	32	16	5	0	0	0
BRCA_TCGA-E9-A227	0	0	0	1	0	6	0	0	2	0	1	0	0	1	4	4	0	0	0
BRCA_TCGA-E9-A228	0	6	5	0	0	16	0	1	0	0	0	0	4	6	10	2	2	0	0
BRCA_TCGA-E9-A229	1	1	4	0	0	10	0	0	0	0	0	3	0	6	1	3	1	0	0
BRCA_TCGA-E9-A22A	0	4	0	1	0	0	0	0	2	0	0	0	2	5	4	10	0	2	6
BRCA_TCGA-E9-A22B	0	11	5	4	0	0	5	0	0	1	3	6	1	6	11	7	3	8	5
BRCA_TCGA-E9-A22D	1	11	5	6	0	0	0	0	2	0	0	0	0	3	4	8	0	0	0
BRCA_TCGA-E9-A22E	1	10	2	1	2	0	3	1	3	3	1	5	5	29	8	43	7	3	17
BRCA_TCGA-E9-A22G	3	0	2	2	1	8	0	3	4	11	12	10	2	8	0	34	6	11	0
BRCA_TCGA-E9-A22H	0	5	2	2	0	8	0	0	0	1	1	0	0	0	3	4	0	0	0
BRCA_TCGA-E9-A243	2	6	1	2	6	0	0	0	5	2	8	0	0	15	4	24	1	4	9
BRCA_TCGA-E9-A244	5	16	6	0	6	0	2	3	6	0	8	9	0	6	0	38	2	11	3
BRCA_TCGA-E9-A245	1	0	0	1	0	0	0	0	2	0	1	1	0	0	1	0	1	10	5
BRCA_TCGA-E9-A247	0	9	11	3	3	8	0	1	1	1	0	0	2	1	0	6	0	1	0
BRCA_TCGA-E9-A248	1	4	5	1	0	5	0	3	0	0	0	0	0	4	4	1	0	0	0
BRCA_TCGA-E9-A249	0	4	5	2	0	0	0	0	0	0	2	0	1	1	0	5	0	1	4
BRCA_TCGA-E9-A24A	3	1	0	2	0	9	0	0	0	0	1	1	1	0	0	1	1	0	2
BRCA_TCGA-E9-A295	8	21	3	4	0	9	1	1	0	0	0	0	28	5	0	12	0	11	6
BRCA_TCGA-E9-A2JS	1	11	9	7	0	22	0	2	0	1	0	8	11	2	1	0	2	12	0
BRCA_TCGA-E9-A2JT	1	0	0	1	0	0	2	0	1	0	0	0	0	19	0	0	0	2	2
BRCA_TCGA-E9-A3HO	0	2	0	2	8	0	0	0	3	0	4	6	0	7	1	25	1	3	10
BRCA_TCGA-E9-A3QA	0	0	1	2	0	2	0	2	3	0	1	7	0	22	0	20	0	0	2
BRCA_TCGA-E9-A3X8	0	3	2	1	1	3	0	0	0	0	0	8	0	6	2	9	2	0	0
BRCA_TCGA-E9-A54Y	1	5	3	3	0	11	0	0	2	0	2	0	0	8	16	0	1	6	0
BRCA_TCGA-E9-A5FK	1	5	1	1	4	3	0	0	3	0	1	5	0	2	3	5	1	4	0
BRCA_TCGA-E9-A5FL	1	0	7	5	9	10	2	1	3	3	6	7	6	24	0	28	2	2	17
BRCA_TCGA-E9-A5UO	0	5	2	1	3	7	0	2	2	0	1	5	1	2	0	6	0	1	0
BRCA_TCGA-E9-A6HE	0	1	3	2	3	7	0	0	0	0	0	3	0	0	2	0	1	0	0
BRCA_TCGA-EW-A1IW	1	3	2	3	0	25	0	0	7	0	1	3	1	48	24	1	1	0	7
BRCA_TCGA-EW-A1IX	1	0	0	1	2	0	0	0	4	0	1	0	1	21	8	2	0	1	0
BRCA_TCGA-EW-A1IY	0	0	0	7	1	3	0	1	1	2	0	0	1	6	16	0	0	0	0
BRCA_TCGA-EW-A1IZ	0	94	51	28	49	0	2	38	42	40	41	17	1	1	9	1	3	0	18
BRCA_TCGA-EW-A1J1	0	4	3	2	0	2	0	2	0	0	0	1	0	0	1	4	2	1	1
BRCA_TCGA-EW-A1J3	0	2	2	0	0	2	0	0	0	4	0	6	3	0	6	5	0	0	0
BRCA_TCGA-EW-A1J5	6	6	0	30	0	0	0	1	12	0	0	0	0	315	168	0	0	2	0
BRCA_TCGA-EW-A1J6	0	9	1	1	0	1	0	0	2	1	0	5	5	2	0	12	0	5	0
BRCA_TCGA-EW-A1OV	0	6	0	9	0	4	0	0	4	0	0	0	0	64	47	0	0	1	5
BRCA_TCGA-EW-A1OX	0	1	2	1	1	0	0	0	1	0	0	0	0	4	2	4	0	0	5
BRCA_TCGA-EW-A1OZ	1	8	5	4	0	15	1	0	5	0	2	3	6	7	7	6	6	0	0
BRCA_TCGA-EW-A1P0	0	3	0	1	3	0	0	1	2	0	3	2	1	1	0	5	2	4	0
BRCA_TCGA-EW-A1P1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
BRCA_TCGA-EW-A1P3	0	2	0	1	0	11	0	0	1	0	2	3	0	0	4	3	0	1	0
BRCA_TCGA-EW-A1P4	0	8	0	3	16	2	0	0	0	4	1	1	0	9	0	23	1	0	9
BRCA_TCGA-EW-A1P5	1	3	6	1	1	4	0	0	0	0	0	0	0	1	0	1	0	1	1
BRCA_TCGA-EW-A1P6	0	6	1	1	0	0	0	0	1	2	1	1	0	0	4	4	0	2	3
BRCA_TCGA-EW-A1P7	0	0	0	0	6	2	0	0	1	0	0	1	0	0	0	8	1	0	0
BRCA_TCGA-EW-A1P8	0	1	5	2	1	0	1	2	2	0	2	4	0	0	4	14	0	1	0
BRCA_TCGA-EW-A1PA	1	2	3	5	0	0	0	3	0	2	0	1	0	2	5	14	0	0	3
BRCA_TCGA-EW-A1PB	6	3	0	3	10	11	4	0	1	1	0	6	1	71	14	48	0	3	0
BRCA_TCGA-EW-A1PD	3	0	2	1	2	0	2	3	7	4	0	6	5	14	9	33	2	0	0
BRCA_TCGA-EW-A1PE	0	1	4	2	3	5	2	0	1	1	0	0	0	3	6	7	2	1	0
BRCA_TCGA-EW-A1PG	0	0	1	4	0	2	0	0	0	2	0	0	0	0	1	0	0	0	1
BRCA_TCGA-EW-A1PH	1	5	3	5	0	18	0	0	2	0	4	1	0	6	4	12	1	0	0
BRCA_TCGA-EW-A2FR	1	5	1	2	0	9	0	0	2	0	4	2	0	9	8	8	0	3	0
BRCA_TCGA-EW-A2FS	1	7	1	0	0	9	2	3	4	2	4	4	2	0	4	2	0	0	0
BRCA_TCGA-EW-A2FV	0	2	1	4	3	0	2	0	1	0	3	2	0	0	2	3	0	5	4
BRCA_TCGA-EW-A2FW	1	4	3	0	0	10	0	0	0	0	0	0	0	1	3	0	0	0	4
BRCA_TCGA-EW-A423	0	6	9	4	0	9	4	0	8	0	5	9	0	11	13	10	0	0	0
BRCA_TCGA-EW-A6S9	1	6	2	2	1	2	0	1	0	0	3	1	0	2	3	7	0	0	0
BRCA_TCGA-EW-A6SA	2	11	8	7	4	0	6	2	15	2	2	7	6	12	12	21	0	4	2
BRCA_TCGA-EW-A6SB	0	6	3	6	3	11	0	3	2	3	5	5	0	5	3	17	3	0	6
BRCA_TCGA-EW-A6SC	0	2	3	0	6	0	0	0	3	1	5	4	1	4	7	1	0	1	1
BRCA_TCGA-EW-A6SD	2	6	4	1	0	2	0	3	1	2	5	0	0	23	10	1	0	4	4
BRCA_TCGA-GI-A2C8	1	8	8	1	0	6	1	3	11	0	6	5	7	21	0	43	2	12	13
BRCA_TCGA-GM-A2D9	12	13	0	33	0	0	0	1	16	0	2	0	0	326	226	0	0	16	0
BRCA_TCGA-GM-A2DA	1	8	0	3	5	0	0	0	3	0	2	0	0	8	1	7	0	3	4
BRCA_TCGA-GM-A2DB	1	15	3	3	3	2	0	2	3	1	3	6	4	9	6	27	2	7	31
BRCA_TCGA-GM-A2DC	0	7	0	1	1	11	0	0	0	0	0	3	0	0	1	1	2	0	0
BRCA_TCGA-GM-A2DD	1	2	4	3	8	4	2	1	1	1	4	3	3	5	1	18	1	0	6
BRCA_TCGA-GM-A2DF	0	10	3	3	0	0	0	2	2	3	0	9	0	6	2	10	3	0	0
BRCA_TCGA-GM-A2DH	6	5	4	8	7	0	0	1	6	0	4	22	7	96	0	34	2	17	13
BRCA_TCGA-GM-A2DI	0	3	0	9	0	0	0	0	2	0	0	0	0	48	21	0	0	8	0
BRCA_TCGA-GM-A2DK	0	3	0	3	1	9	2	1	2	2	4	0	0	2	4	0	1	2	1
BRCA_TCGA-GM-A2DL	4	4	0	3	1	7	2	0	1	0	0	0	2	7	7	3	0	8	0
BRCA_TCGA-GM-A2DM	0	1	0	2	1	0	0	0	1	3	2	0	0	1	4	0	1	1	10
BRCA_TCGA-GM-A2DN	0	1	1	1	0	4	0	0	1	0	2	0	3	0	4	2	0	0	0
BRCA_TCGA-GM-A2DO	3	3	1	24	0	4	0	0	7	0	0	0	0	119	59	0	0	0	0
BRCA_TCGA-GM-A3NW	1	10	6	5	0	2	0	0	3	0	0	0	0	40	17	9	2	0	0
BRCA_TCGA-GM-A3XL	1	2	3	4	0	12	1	0	7	3	11	6	0	40	0	51	0	3	0
BRCA_TCGA-GM-A4E0	0	7	2	3	1	1	0	2	2	1	0	0	1	0	1	6	0	2	5
BRCA_TCGA-GM-A5PV	0	5	0	3	0	0	0	0	0	4	3	1	3	4	7	16	1	0	0
BRCA_TCGA-GM-A5PX	0	1	2	2	1	11	0	0	5	1	3	3	0	6	4	1	2	0	0
BRCA_TCGA-HN-A2NL	0	10	0	1	2	0	0	3	0	2	6	5	8	9	0	25	0	7	13
BRCA_TCGA-HN-A2OB	0	4	0	1	5	0	0	0	0	0	0	1	0	3	0	1	2	0	2
BRCA_TCGA-JL-A3YX	1	6	4	2	0	2	0	3	4	0	1	0	0	12	12	0	0	2	0
BRCA_TCGA-LD-A66U	1	4	4	1	15	7	0	0	2	1	0	1	1	1	2	1	0	3	0
BRCA_TCGA-LD-A74U	0	13	1	24	0	15	0	0	6	0	0	0	0	167	124	0	0	0	2
BRCA_TCGA-LD-A7W5	1	11	3	4	11	4	0	0	1	0	2	5	2	11	4	0	1	0	5
BRCA_TCGA-LD-A7W6	0	7	4	0	5	0	0	0	0	1	0	3	1	1	5	4	0	0	15
BRCA_TCGA-LD-A9QF	0	10	2	3	0	0	0	0	0	3	0	5	0	2	1	8	0	0	5
BRCA_TCGA-LL-A440	0	0	0	1	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0
BRCA_TCGA-LL-A50Y	0	11	2	0	0	0	0	0	6	5	2	0	1	0	6	3	0	0	7
BRCA_TCGA-LL-A5YL	0	8	2	11	2	8	0	0	3	1	0	2	3	19	26	0	0	5	3
BRCA_TCGA-LL-A5YM	0	5	3	1	3	1	0	0	4	0	1	0	0	0	8	12	0	2	0
BRCA_TCGA-LL-A5YN	0	5	1	3	0	5	0	0	6	3	1	5	0	0	4	5	4	1	0
BRCA_TCGA-LL-A5YO	1	0	4	1	0	0	1	0	6	2	3	1	1	14	0	18	2	7	0
BRCA_TCGA-LL-A5YP	4	1	3	2	12	0	0	0	4	1	3	11	6	10	7	28	0	7	6
BRCA_TCGA-LL-A6FP	2	0	2	6	8	7	0	0	2	0	3	6	0	8	13	7	1	6	4
BRCA_TCGA-LL-A6FQ	0	10	8	4	3	11	0	1	0	0	5	7	0	0	8	2	0	7	3
BRCA_TCGA-LL-A6FR	0	14	0	4	4	0	0	0	9	4	2	0	1	2	3	20	0	0	0
BRCA_TCGA-LL-A73Y	3	6	3	13	16	0	3	0	0	9	4	3	2	118	0	9	2	0	2
BRCA_TCGA-LL-A73Z	0	7	2	1	0	3	1	0	10	0	1	2	0	1	3	6	1	1	9
BRCA_TCGA-LL-A740	1	2	4	2	3	13	0	0	6	6	0	7	1	2	8	10	0	0	3
BRCA_TCGA-LL-A7SZ	2	12	4	7	9	0	0	0	0	0	9	4	1	6	6	2	3	2	8
BRCA_TCGA-LL-A7T0	1	15	9	6	1	0	0	0	5	3	2	0	0	7	8	4	1	10	5
BRCA_TCGA-LL-A8F5	2	12	2	3	0	4	5	5	15	7	16	12	6	14	10	63	5	7	12
BRCA_TCGA-LL-A9Q3	0	2	7	5	0	15	0	3	5	0	0	0	1	3	8	6	1	1	11
BRCA_TCGA-OK-A5Q2	0	11	0	8	3	0	0	0	3	0	3	0	0	4	3	3	3	0	2
BRCA_TCGA-OL-A5D6	0	12	0	3	0	0	0	0	3	1	1	2	0	4	7	6	1	2	15
